맛집명|주소|영업시간|전화번호|대표사진주소
춘천골닭갈비|서울 강북구 한천로 1050|매일 11:30 ~ 23:00 · 브레이크타임 매일 16:00 ~ 17:00|02-992-5772|
능이마을|서울 강북구 솔샘로 330|영업시간 매일 11:00 ~ 22:00|02-987-5292|
화로상회 수유점|서울 강북구 한천로140길 22|매일 12:00 ~ 02:00|02-992-9993|
명인갈비 미아직영점|서울 강북구 솔샘로 327 1층 101호|영업시간 월 11:30 ~ 21:50|02-986-9292|
동네함박|서울 강북구 도봉로15길 11 2층|영업시간 월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-6104-0418|
큰두레참숯 국내산무한리필|서울 강북구 도봉로 284 1층|매일 11:30 ~ 23:00|02-983-9992|
육두막|서울 강북구 노해로 38|월요일|02-994-1100|
카페산아래|서울 강북구 삼양로181길 56|영업시간 월~금 11:30 ~ 21:00||
라공방 수유점|서울 강북구 한천로139길 42 영남빌딩 1층|매일 00:00 ~ 24:00|02-998-1011|
카페멘디|서울 강북구 4.19로8길 7-2 1층|월요일|02-990-7832|
붉은대게 수유본점|서울 강북구 노해로 28|매일 12:00 ~ 24:00|02-908-5507|
크을농|서울 강북구 4.19로 91 1층|영업시간 매일 11:30 ~ 21:00|02-990-7900|
애슐리퀸즈 미아사거리역점|서울 강북구 도봉로 52 와이스퀘어 5층|영업시간 매일 11:00 ~ 21:00|0507-1413-0041|
릴렉스|서울 강북구 삼양로181길 142|영업시간 매일 11:00 ~ 21:30||
시골길 본점|서울 강북구 삼양로179길 172|영업시간 매일 11:00 ~ 21:30|02-994-8989|
상미식당|서울 강북구 수유로 82|영업시간 매일 11:30 ~ 21:30|02-900-7575|
송현초밥|서울 강북구 월계로7길 34|영업시간 매일 11:30 ~ 22:30 · 브레이크타임 월~금 15:30 ~ 17:00|02-985-7669|
풍천장어마을|서울 강북구 삼양로181길 45|영업시간 매일 11:00 ~ 22:00|02-956-1991|
짚신매운갈비찜 미아본점|서울 강북구 월계로7나길 30-9|매일 12:00 ~ 03:00|02-982-9932|
옥류헌|서울 강북구 삼양로181길 142|영업시간 매일 11:30 ~ 21:30|02-993-1829|
일번지정육식당 수유점|서울 강북구 한천로140길 5|월,화,수,목,일 11:00 ~ 23:10|02-903-1015|
늘봄아갑찜 미아본점|서울 강북구 도봉로10가길 8-3 1층|영업시간 매일 11:00 ~ 22:00|02-988-8014|
춘천막국수|서울 강북구 삼양로141길 4-4 1층|월요일|02-993-2229|
호조참치|서울 강북구 한천로 1062|매일 16:00 ~ 02:00|02-994-3470|
여러분평양냉면|서울 강북구 한천로 1074 1층|영업시간 월~토 11:30 ~ 21:00|02-998-5802|
갈비예찬 미아점|서울 강북구 도봉로 156 2,3층||02-983-8900|
미아회관|서울 강북구 도봉로10가길 15 1층|매일 17:00 ~ 03:00||
왕가|서울 강북구 삼양로 681|영업시간 매일 11:30 ~ 22:00|02-908-9277|
할머니해장국|서울 강북구 월계로37길 137-6|월요일|02-915-1541|
제이제곱|서울 강북구 도봉로10나길 17 1층|영업시간 매일 12:00 ~ 22:30|010-4883-4249|
수유리우동집 본점|서울 강북구 덕릉로 98|매일 00:00 ~ 24:00|02-980-9630|
삼덕식당 미아사거리점|서울 강북구 월계로7나길 29 1층|매일 11:00 ~ 02:00|02-988-1019|
연화양꼬치 본관|서울 강북구 한천로 1078|월~토 12:00 ~ 24:00||
토방|서울 강북구 삼각산로 63|영업시간 월~금 10:30 ~ 15:30|02-904-6800|
만두향|서울 강북구 한천로123길 61 1층|영업시간 월~토 11:00 ~ 21:00|02-992-5280|
이설함흥냉면|서울 강북구 4.19로 42|영업시간 매일 10:30 ~ 21:30|02-997-7370|
고메스퀘어 수유점|서울 강북구 도봉로 308 9층||02-6956-6275|
하이그라운드제빵소|서울 강북구 삼양로181길 161|영업시간 매일 10:00 ~ 22:00|02-991-5777|
우리콩 순두부|서울 강북구 삼양로173길 46|영업시간 매일 09:00 ~ 19:30|02-995-5918|
엄마손기사님식당 수유본점|서울 강북구 한천로 1138|매일 00:00 ~ 24:00|02-999-3684|
쿠시|서울 강북구 노해로8길 9-20|영업시간 매일 16:00 ~ 21:00|02-999-0039|
왕의장어|서울 강북구 삼양로181길 141-5 1,2층|영업시간 매일 11:00 ~ 22:00|02-999-9119|
문가네정육식당 수유본점|서울 강북구 한천로 1077 1,2층|매일 12:00 ~ 03:00|02-996-4456|
광안리|서울 강북구 노해로8길 22|월~금 17:00 ~ 01:00|070-8887-1262|
벼랑순대국 본점|서울 강북구 한천로 924|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월 15:50 ~ 16:40|02-900-5459|
메이린|서울 강북구 월계로 173|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-2289-5450|
리얼파스타 수유점|서울 강북구 도봉로87길 26-12|영업시간 매일 11:00 ~ 22:00|0507-1333-0871|
화로상회 미아1호점|서울 강북구 솔샘로 266-1|매일 12:00 ~ 24:00|02-988-2292|
숯불왕갈비돼지|서울 강북구 덕릉로 79 1층|영업시간 월,수,목,금,토,일 10:00 ~ 22:00|02-904-5533|
천회초밥|서울 강북구 노해로 69 1층|월요일|02-6094-7894|
주막|서울 강북구 월계로7나길 30-3|매일 15:00 ~ 02:30|070-7607-1680|
청화가든|서울 강북구 4.19로12길 75|영업시간 월~금 08:00 ~ 21:00|02-905-2355|
한일산장|서울 강북구 삼양로181길 239|영업시간 매일 09:00 ~ 21:00|02-908-9323|
옛가칼국수|서울 강북구 노해로 91-14|월요일|02-904-1150|
송연95닭갈비|서울 강북구 도봉로8길 62|매일 12:00 ~ 24:00|02-982-0656|
지우정|서울 강북구 삼각산로 130|영업시간 월~토 11:00 ~ 22:00|02-900-9333|
굴사냥 광산사거리점|서울 강북구 한천로 1096|매일 15:00 ~ 01:00|02-999-9433|
홍익짬뽕 수유직영점|서울 강북구 노해로 33|영업시간 매일 11:00 ~ 22:00|02-902-9993|
양다리걸쳤네 수유본점|서울 강북구 노해로8길 16 우암센스뷰 101,102호|둘째,넷째 월요일|02-993-9266|
히피스베이글|서울 강북구 삼양로 528|영업시간 월~금 10:00 ~ 20:00||
천지회수산|서울 강북구 삼각산로 133|매일 15:00 ~ 24:00|02-904-7894|
파조쿠치나 본점|서울 강북구 인수봉로 239 1층|월요일|070-4129-8640|
분코|서울 강북구 도봉로87길 34-4|월~토 18:00 ~ 02:00|02-907-6451|
섬진강1984 민물장어|서울 강북구 한천로 1151|영업시간 매일 11:30 ~ 22:00|02-993-9545|
황제숯불꼼장어|서울 강북구 노해로 42|매일 17:00 ~ 03:00|02-999-1121|
큐브이스케이프 수유점|서울 강북구 도봉로87길 11 2층|월~금 14:30 ~ 23:30|02-903-0706|
스시광|서울 강북구 도봉로 182 1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-945-4949|
노르웨이안우드|서울 강북구 도봉로87길 32-6 1,2층|월요일|02-999-3738|
맥도날드 수유점|서울 강북구 도봉로 342|매일 00:00 ~ 24:00|070-7017-0336|
전주선지순대추어탕|서울 강북구 오현로31길 173|영업시간 매일 10:00 ~ 22:00|02-987-0008|
청수가든|서울 강북구 4.19로28길 29|영업시간 매일 10:00 ~ 21:00|02-992-8242|
예와손만두|서울 강북구 4.19로 40-8|영업시간 월~토 11:00 ~ 19:30|02-905-9659|
털보정육식당|서울 강북구 한천로 1072 동보빌딩 1,2층|월 17:00 ~ 23:00|02-990-6863|
백란|서울 강북구 삼양로181길 201-20|영업시간 매일 11:00 ~ 22:00|02-993-7745|
화로몽 수유역점|서울 강북구 노해로8가길 18|매일 16:30 ~ 02:00|02-990-2151|
맥도날드 서울번동DT점|서울 강북구 월계로 191|매일 07:00 ~ 02:00|070-7209-0531|
포엔시드니 수유점|서울 강북구 도봉로89길 1|매일 00:00 ~ 24:00|02-997-0434|
마루국시 미아직영점|서울 강북구 도봉로 242 한국전력 강북지역 전력설비관리동 2층|영업시간 매일 11:30 ~ 21:30|02-980-2400|
홍성양꼬치|서울 강북구 도봉로10다길 10 1층|매일 12:00 ~ 01:00|02-324-6999|
스타벅스 강북구청사거리점|서울 강북구 도봉로 365|영업시간 매일 08:00 ~ 22:00|1522-3232|
맥도날드 미아DT점|서울 강북구 삼양로 158|매일 00:00 ~ 24:00|070-7209-0543|
동원식당|서울 강북구 도봉로 387 2층|영업시간 매일 11:00 ~ 22:00|02-991-2071|
대머리곱창 본점|서울 강북구 숭인로 65-10 1층|매일 04:00 ~ 01:00|02-985-7002|
선운산장|서울 강북구 삼양로173길 218|영업시간 월~금 09:00 ~ 21:00|02-995-1543|
소먹으면돼지 수유점|서울 강북구 도봉로87길 46|매일 11:00 ~ 03:30|02-999-9266|
제주돈탐라1977 수유점|서울 강북구 덕릉로 104 뉴그린오피스텔 1층|월~수 17:00 ~ 24:00|02-6398-8683|
돈킴|서울 강북구 도봉로27길 5 대한빌딩 1층|영업시간 매일 10:00 ~ 22:00|02-985-1881|
실비집|서울 강북구 한천로 1020|매일 18:30 ~ 23:00|02-994-1613|
아카데미하우스|서울 강북구 4.19로 135|영업시간 매일 10:00 ~ 22:00||
화로몽 미아사거리점|서울 강북구 월계로3길 66-3||070-8991-2151|
스시도리|서울 강북구 한천로139길 25|매일 11:00 ~ 05:00|02-999-8004|
서래옥설렁탕|서울 강북구 수유로 11 1층, 서래옥설렁탕|영업시간 매일 10:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00|02-3491-1836|
투썸플레이스 미아사거리역점|서울 강북구 도봉로10길 6 1층|영업시간 매일 09:00 ~ 22:00|02-982-2500|
오복닭한마리 미아리본점|서울 강북구 도봉로8길 8|매일 00:00 ~ 24:00||
대동집 미아사거리점|서울 강북구 도봉로6길 8 1층|매일 12:00 ~ 04:00|02-987-1126|
잼파파|서울 강북구 한천로 1040|매일 00:00 ~ 24:00||
수유감자탕|서울 강북구 노해로 11|월,화,목,금,토,일 11:00 ~ 23:00|02-904-0685|
연포생선구이전문점|서울 강북구 덕릉로28길 65||02-984-5592|
스타벅스 미아사거리역점|서울 강북구 도봉로 32|영업시간 월~금 07:00 ~ 21:00|1522-3232|
오늘통닭 수유본점|서울 강북구 도봉로 384|월,화,수,목,일 11:00 ~ 24:00|02-994-0964|
귀품찬곽만근갈비탕 수유직영점|서울 강북구 노해로 3 2층 20~204호|영업시간 매일 11:00 ~ 22:00|02-902-7400|
카페비르케|서울 강북구 4.19로 43 1,2층|매일 10:00 ~ 23:00|02-997-5841|
일미집|서울 강북구 숭인로 65-3|월~금 16:00 ~ 24:00|02-987-3055|
산이네|서울 강북구 4.19로 86|매일 10:00 ~ 24:00|02-900-2881|
곰보냉면|서울 강북구 노해로33길 64|영업시간 매일 11:00 ~ 21:00|02-908-9300|
마라양꼬치|서울 강북구 노해로 49|매일 12:00 ~ 02:00|02-905-3838|
에이머그|서울 강북구 노해로 21 1층|영업시간 매일 10:00 ~ 22:00|02-6953-2629|
번418|서울 강북구 오패산로 414|매일 11:00 ~ 23:00|02-907-5757|
다리원풍천장어|서울 강북구 노해로8길 2|매일 11:00 ~ 24:00|02-907-7211|
스타벅스 수유역점|서울 강북구 도봉로 342|월~금 07:00 ~ 23:00|1522-3232|
황금성|서울 강북구 덕릉로 62|매일 00:00 ~ 24:00|02-989-0101|
신일기사식당|서울 강북구 오패산로 383||02-992-9186|
왕십리곱창 본점|서울 강북구 한천로 1128-1|매일 16:00 ~ 24:00|02-903-2959|
돝제주흑돼지 본점|서울 강북구 솔샘로 289 1층|매일 16:00 ~ 23:00|02-989-9589|
한우고기농장|서울 강북구 삼양로173길 102|영업시간 매일 11:00 ~ 22:00|02-990-9365|
석가갈비냉면 수유점|서울 강북구 한천로 1160|매일 11:00 ~ 23:00||
홍가네 가마솥설렁탕|서울 강북구 한천로 1157|매일 00:00 ~ 24:00|02-990-1777|
은행골 수유점|서울 강북구 한천로139길 10 1층|월~금 11:30 ~ 23:00|02-997-4988|
삼천포|서울 강북구 한천로 1052|매일 12:00 ~ 23:00||
보승회관 수유역점|서울 강북구 노해로8길 22 115호|매일 00:00 ~ 24:00|02-907-9911|
투썸플레이스 수유사거리점|서울 강북구 도봉로 295 스타타워 1,2층|월~금 07:00 ~ 23:00|02-900-2388|
스타벅스 미아뉴타운점|서울 강북구 삼양로 161 행전빌딩|영업시간 월~금 07:00 ~ 22:00|1522-3232|
장곱창|서울 강북구 한천로 1047|월~토 17:00 ~ 05:00|02-904-2050|
다정도병인양|서울 강북구 4.19로 41-1 2층|월요일|02-990-4190|
연탄위에갈비|서울 강북구 도봉로49길 12|매일 00:00 ~ 24:00|02-6959-6954|
단풍관|서울 강북구 한천로139나길 19 1층|월~금 17:00 ~ 01:00|02-6013-6928|
대동집 수유점|서울 강북구 도봉로87길 9-8|매일 17:00 ~ 09:00|02-908-2033|
일도씨닭갈비 미아점|서울 강북구 도봉로10가길 8-13 1층|매일 11:00 ~ 24:00|02-982-9008|
시골농장|서울 강북구 한천로 1178||02-902-8895|
연탄집|서울 강북구 오패산로77길 31|매일 10:00 ~ 24:00|02-990-0092|
숲속앵두나무카페|서울 강북구 덕릉로40다길 33-38|영업시간 월~토 11:00 ~ 20:00|02-773-2517|
남도묵은지 수유점|서울 강북구 한천로140길 23-6 삼성빌딩 1층|영업시간 월~토 11:00 ~ 22:00|02-902-5264|
돌깨마을맷돌순두부 수유점|서울 강북구 오패산로 411|매일 00:00 ~ 24:00|02-905-3388|
스타벅스 파라스파라서울점|서울 강북구 삼양로 689|영업시간 매일 08:00 ~ 20:00|1522-3232|
쭈꾸미도사 수유점|서울 강북구 노해로8길 29 현대크리스탈 105,106호|월~토 12:00 ~ 03:00|02-900-5979|
명륜진사갈비 서울미아사거리점|서울 강북구 오현로 32|매일 12:00 ~ 23:00|02-987-9966|
장터참숯무한리필 본사직영점|서울 강북구 도봉로 268 1층||02-981-9500|
삼양시장떡볶이순대|서울 강북구 솔매로 46|영업시간 매일 10:00 ~ 22:00|010-8688-5805|
이씨부엌|서울 강북구 노해로8가길 32|매일 17:00 ~ 01:00|02-993-3155|
강북끝집|서울 강북구 도봉로8길 62 1층|매일 11:30 ~ 02:00|02-982-7775|
커피타는고양이|서울 강북구 도봉로 34-8 10층|영업시간 매일 12:00 ~ 20:00|02-980-9080|
수유골목냉면|서울 강북구 솔매로45길 92|영업시간 매일 10:00 ~ 21:30|02-988-6580|
속초할머니감자탕|서울 강북구 인수봉로58길 4-11|매일 17:00 ~ 23:00|02-907-3590|
버거킹 미아역점|서울 강북구 도봉로 188 삼성빌딩 1층|매일 00:00 ~ 24:00|02-988-0332|
골방집 번동점|서울 강북구 한천로 926 2,3층|월요일|02-993-8200|
할리스 수유사거리점|서울 강북구 도봉로82길 11 2~4층|영업시간 매일 08:00 ~ 22:00|070-5226-1999|
대가원 수유점|서울 강북구 한천로 1064|매일 11:00 ~ 24:00|02-999-0444|
몽브루|서울 강북구 4.19로 105|월~금 11:00 ~ 23:00|02-904-1003|
하나스|서울 강북구 도봉로8길 15|매일 18:00 ~ 04:00||
할머니왕족발보쌈|서울 강북구 노해로8가길 12|매일 10:00 ~ 24:00|02-907-9983|
월곡동전라도곱창|서울 강북구 월계로7나길 28|둘째,넷째 월요일|02-980-9903|
아람장|서울 강북구 삼양로181길 88|매일 10:00 ~ 02:00|02-993-1290|
소희네|서울 강북구 월계로7나길 39 2층|월,화요일|010-6582-7859|
신사랑매운갈비찜 수유점|서울 강북구 노해로8가길 14|매일 12:00 ~ 03:00|02-906-3888|
플레이버|서울 강북구 덕릉로41길 100|영업시간 월,수,목,금,토,일 11:00 ~ 22:00|02-6052-3869|
능이버섯백숙|서울 강북구 삼양로139길 16 1층|월요일|02-905-1859|
전광수커피하우스 북한산점|서울 강북구 4.19로 97 1층|매일 11:00 ~ 23:00|02-991-0233|
조개깡패연구소|서울 강북구 한천로140길 29|매일 13:30 ~ 23:30|02-992-3833|
신의주부대찌개 수유리점|서울 강북구 한천로131길 7|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 18:00|02-992-1444|
분코 미아삼거리점|서울 강북구 월계로7나길 41 2층|매일 18:00 ~ 02:00|02-981-1908|
석관동떡볶이 수유점|서울 강북구 도봉로87길 14|매일 12:00 ~ 24:00|02-993-1674|
두메골|서울 강북구 삼양로 187|월요일|02-984-8080|
페넬로페|서울 강북구 노해로8길 1|영업시간 매일 11:30 ~ 22:00|02-908-0298|
주대국초밥집|서울 강북구 솔샘로48길 4 1층||02-945-6650|
고향산천|서울 강북구 도봉로 171|매일 10:00 ~ 23:00|02-981-5959|
고기싸롱 수유점|서울 강북구 한천로 1074 1층|영업시간 매일 11:30 ~ 22:30|02-998-9277|
스타벅스 미아역점|서울 강북구 도봉로 196 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
진미숯불닭갈비|서울 강북구 한천로140길 21 1층|매일 14:30 ~ 02:00|010-4549-3668|
하늘아래작은마을|서울 강북구 삼양로181길 253|매일 11:00 ~ 23:00|02-998-5561|
버거킹 수유역점|서울 강북구 도봉로 314 삼성화재 수유사옥 1층|매일 09:00 ~ 24:00|070-7462-6837|
와우왕십리곱창|서울 강북구 노해로 97 1층|월~금 16:00 ~ 02:00|02-906-0035|
비바서울|서울 강북구 노해로8가길 49|월,수,목,금,토 17:30 ~ 24:00||
맨덜리|서울 강북구 수유로 18|영업시간 월,화,목,금,토,일 11:00 ~ 22:00|02-980-3721|
박할매쭈꾸미 미아본점|서울 강북구 도봉로10나길 5|매일 11:30 ~ 24:00|02-987-7474|
왕빈자삼파전 미아사거리본점|서울 강북구 도봉로8길 29|매일 00:00 ~ 24:00|02-987-0839|
왕십리구이곱창|서울 강북구 월계로7나길 41|매일 00:00 ~ 24:00|02-985-4179|
베틀아구찜 베틀1호점|서울 강북구 한천로131길 27|매일 11:30 ~ 22:50|02-991-4414|
시래기화덕생선구이|서울 강북구 4.19로 61-1 1층|영업시간 매일 06:00 ~ 22:00|02-999-5933|
의정부부대찌개|서울 강북구 도봉로6길 12|영업시간 매일 09:00 ~ 22:00|02-980-8068|
한옥쌈밥|서울 강북구 도봉로10다길 9||02-987-3233|
가문|서울 강북구 노해로 13||02-990-0107|
예성닭도리탕|서울 강북구 한천로139길 35|매일 00:00 ~ 24:00|02-993-9209|
진양소곱창|서울 강북구 도봉로95길 20|둘째 월요일|02-903-8132|
양촌리|서울 강북구 도봉로 308 2층|매일 00:00 ~ 24:00|02-999-9946|
S서서갈비 미아사거리점|서울 강북구 오패산로31길 48 1층|매일 12:00 ~ 01:00|02-981-3392|
삼양여관|서울 강북구 덕릉로8길 6 1,2층|월,화요일|010-7907-1296|
투썸플레이스 미아테라스파크점|서울 강북구 삼양로27길 43 테라스파크 2층 208~210호|영업시간 매일 10:00 ~ 21:00|02-985-2355|
키쉬미뇽|서울 강북구 도봉로10길 12|영업시간 매일 09:00 ~ 11:30|02-987-5553|
월드보드카페|서울 강북구 도봉로87길 9 4층|월~목 13:00 ~ 24:00|02-6959-3213|
수유라멘|서울 강북구 한천로131길 17 1층|영업시간 매일 11:00 ~ 21:00|02-995-9997|
청산가든|서울 강북구 삼양로181길 56|매일 12:00 ~ 23:00|02-902-6850|
소귀골백운산장|서울 강북구 삼양로181길 206||02-993-3611|
우이정원|서울 강북구 삼양로181길 48|영업시간 매일 11:00 ~ 21:30|02-993-3251|
키치|서울 강북구 도봉로 387|영업시간 매일 11:00 ~ 22:00|070-8244-0030|
아띠랑스|서울 강북구 4.19로 42-1 1층|매일 10:00 ~ 23:00||
스시훈|서울 강북구 오패산로 402|월~토 11:30 ~ 23:30 · 브레이크타임 월~토 15:00 ~ 17:00|02-999-3745|
쭈꾸미달인 수유점|서울 강북구 노해로 42-1 1층|매일 16:00 ~ 03:00|02-993-3007|
이흥선참치 미아직영점|서울 강북구 도봉로10길 40 1층|매일 16:00 ~ 02:00|02-988-1879|
부부횟집|서울 강북구 덕릉로 109|매일 11:00 ~ 23:30|02-980-9046|
수유리조트|서울 강북구 노해로8가길 45|월~금 07:00 ~ 24:00|02-990-9882|
셀프장어세상직판장 미아점|서울 강북구 도봉로 90 1층||02-980-6007|
대구반야월막창 서울우이점|서울 강북구 삼양로 459|매일 16:00 ~ 01:00|02-990-3987|
귀품찬곽만근숯불갈비 수유직영점|서울 강북구 도봉로 313 2층|영업시간 매일 11:00 ~ 22:00|02-995-0092|
당나귀집|서울 강북구 덕릉로24길 13|월요일|02-988-0766|
4.19그집|서울 강북구 4.19로 62 1층|영업시간 월,수,목,금,토,일 12:00 ~ 22:00|02-995-5554|
산이야|서울 강북구 삼양로181길 201-8|영업시간 월,수,목,금,토,일 11:00 ~ 19:00|02-900-7557|
옛날농장|서울 강북구 월계로7나길 42-1|매일 00:00 ~ 24:00||
도리연닭도리탕 수유점|서울 강북구 도봉로87길 40 2층|매일 17:00 ~ 03:00|070-7582-6994|
엔제리너스 수유역점|서울 강북구 도봉로 333|매일 00:00 ~ 24:00|02-994-8556|
신매콤터|서울 강북구 오패산로 412|매일 00:00 ~ 24:00|02-993-9086|
동태한그릇|서울 강북구 솔매로50길 29|영업시간 매일 11:00 ~ 22:00|02-983-1117|
미아리대게락|서울 강북구 월계로 37|월요일|02-985-7033|
쑥맥|서울 강북구 도봉로6길 54 1층|매일 17:30 ~ 05:00|02-980-6992|
스시와다|서울 강북구 덕릉로 88|매일 11:30 ~ 23:30 · 브레이크타임 매일 15:30 ~ 17:00|02-980-7590|
은수식당|서울 강북구 한천로 1063|매일 16:00 ~ 24:00|02-907-1139|
파라스파라 서울 우디플레이트|서울 강북구 삼양로 689 114동 2층|영업시간 매일 07:00 ~ 21:00 · 브레이크타임1 매일 10:00 ~ 11:30 · 브레이크타임2 매일 14:30 ~ 18:00|02-3408-5050|
담소두부|서울 강북구 삼각산로 57||02-991-3927|
성공돈가츠|서울 강북구 수유로 82|영업시간 매일 11:00 ~ 22:30|02-994-1528|
마포감자국|서울 강북구 삼양로 501|매일 15:30 ~ 24:00|02-903-1132|
올뜨레 마레|서울 강북구 도봉로87길 6|월요일||
삼양동순대떡볶이|서울 강북구 삼양로 246|영업시간 매일 10:00 ~ 21:00||
오케이크 수유점|서울 강북구 도봉로87길 38 1층 102호|매일 10:00 ~ 23:30|02-6953-9033|
무이식당|서울 강북구 도봉로97길 72 1층|월요일|070-7543-6196|
홍능족발1977 수유점|서울 강북구 수유로 75 1층|월요일|02-999-8922|
라와마라탕 본점|서울 강북구 도봉로8길 28-1|매일 11:00 ~ 04:00|02-6339-8785|
리틀비틀 수유점|서울 강북구 노해로 70 우림빌딩 5층|영업시간 월~금 11:00 ~ 20:00|02-991-0664|
산두부집|서울 강북구 삼양로173길 61||02-903-3532|
수유닭 한마리 수유동본점|서울 강북구 노해로 69-1 태현빌딩 1층|월,수,목,금,토,일 11:30 ~ 23:00|02-998-8952|
섬마을조개구이|서울 강북구 도봉로 377|매일 16:00 ~ 02:00||
경참치|서울 강북구 도봉로82길 26 1층|매일 14:00 ~ 02:00|02-900-0859|
패티앤빅왕돈가스 수유점|서울 강북구 수유로 36|영업시간 매일 10:00 ~ 22:00|02-982-8552|
초가집|서울 강북구 삼양로173길 116-28|영업시간 매일 11:00 ~ 20:00|02-993-3758|
원조웰빙용두동쭈꾸미|서울 강북구 월계로7나길 38|매일 11:00 ~ 23:00|02-980-2826|
겹|서울 강북구 노해로8가길 33 1, 2층|월~금 17:00 ~ 00:00|02-993-6003|
피자글릭 강북점|서울 강북구 오패산로 381 1층|영업시간 매일 11:00 ~ 22:00|02-993-2244|
짬뽕장이|서울 강북구 수유로 55|월요일|02-999-3399|
패티앤빅 왕돈가스전문점 광산점|서울 강북구 삼각산로 158||02-903-3343|
역전할머니맥주 서울수유리점|서울 강북구 한천로140길 18 1층|매일 15:00 ~ 03:30|02-900-1982|
어사출또 수유점|서울 강북구 한천로140길 25||02-900-3775|
투썸플레이스 북한산우이역점|서울 강북구 삼양로 685|영업시간 매일 08:00 ~ 21:00|02-993-9173|
썬데이스낵|서울 강북구 도봉로10길 54|월요일||
육회&연어|서울 강북구 월계로3길 69||02-988-7697|
독도게찜|서울 강북구 노해로 17|매일 12:00 ~ 23:00|02-998-7477|
초원가든|서울 강북구 삼양로181길 251||02-993-3702|
맥도날드 미아역점|서울 강북구 도봉로 204|매일 07:00 ~ 02:00|070-7017-6856|
최고집해물찜칼국수|서울 강북구 삼양로27길 95 두산위브트레지움아파트상가 지하2층 105호|||
