맛집명|주소|영업시간|전화번호|대표사진주소
복진해물잔치마당|서울 도봉구 방학로11길 101|영업시간 매일 11:30 ~ 22:00|02-900-4567|
황금성|서울 도봉구 삼양로 544 2층|영업시간 매일 10:30 ~ 21:00|02-996-3030|
영수네감자국|서울 도봉구 도봉로181길 86|영업시간 매일 11:30 ~ 21:30|02-955-3917|
문어주|서울 도봉구 도봉로133길 41 1층 106,107호|월~토 17:00 ~ 23:30|02-906-5201|
구월십일|서울 도봉구 도봉로112길 26|월요일|02-995-0910|
홍가네풍천장어|서울 도봉구 방학로 290-7|월요일|02-3491-9548|
제일곱창|서울 도봉구 노해로65길 7-18 2층|영업시간 매일 12:00 ~ 22:00|02-995-2790|
영즉석 떡볶이|서울 도봉구 도봉로109길 35-26|영업시간 매일 11:30 ~ 22:00|02-990-6128|
감포면옥|서울 도봉구 노해로 243|영업시간 매일 11:30 ~ 22:30|02-992-5202|
최고집칼국수 방학점|서울 도봉구 방학로 286|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 16:00|02-955-7072|
덩어리 쌍문본점|서울 도봉구 도봉로117길 8 1층|월~금 15:00 ~ 24:00|02-992-0522|
써이포차나 본점|서울 도봉구 도봉로169나길 42 1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00|02-6052-6180|
참만두|서울 도봉구 창동 23-4||010-2247-8432|
블루밍|서울 도봉구 도봉로110다길 38|월,화요일|02-900-1744|
오리마을 숯불회전구이 도봉점|서울 도봉구 노해로 163|영업시간 매일 11:00 ~ 22:00|02-906-5292|
덩어리 창동점|서울 도봉구 노해로63길 79|월~토 12:30 ~ 02:00|02-993-0522|
홍두깨손칼국수|서울 도봉구 도봉산4가길 14 1층|영업시간 매일 09:00 ~ 20:00|02-3494-0282|
문성해물짬뽕 쌍문본점|서울 도봉구 우이천로 294|둘째,넷째 월요일|02-905-8999|
고려가든|서울 도봉구 방학로 266-26|월,화,수,목,일 17:30 ~ 02:00|02-954-5549|
윤짬뽕|서울 도봉구 방학로 183 1동 1층|월요일|02-6105-0211|
버거브라더 도봉구청2호점|서울 도봉구 마들로 657 1층 101~4호|영업시간 매일 09:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:00|02-955-8887|
미미|서울 도봉구 도봉로114길 39 1층|영업시간 매일 11:30 ~ 22:00|02-6402-1511|
즐거운술상|서울 도봉구 노해로 341|영업시간 매일 17:00 ~ 21:30||
최고집 칼국수|서울 도봉구 덕릉로 270 1층|매일 10:00 ~ 24:00|02-995-5333|
장수옥설렁탕도가니탕|서울 도봉구 도봉로 805 1층||02-3494-6980|
소문난순대국|서울 도봉구 도봉산3길 56 1층|월요일|02-955-7004|
뚱보냉면|서울 도봉구 도봉로110길 51|영업시간 매일 10:00 ~ 21:00|02-992-9067|
창동짬뽕|서울 도봉구 노해로63길 84|월요일|02-900-0771|
창동두리네곱창전문점|서울 도봉구 해등로16길 46 1층|매일 16:00 ~ 01:00|02-997-2867|
맛보고갈비둥지 도봉직영점|서울 도봉구 도봉로150다길 16 가, 나동 1층|영업시간 매일 11:00 ~ 22:30|02-3494-5585|
이코이|서울 도봉구 도봉로112길 20 1층|월~금 17:30 ~ 24:00|02-991-2344|
리틀방콕|서울 도봉구 도봉로114길 22 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|0507-1360-6355|
산과산사이커피로드|서울 도봉구 도봉로180가길 96 4층|매일 09:00 ~ 23:00|070-4177-8197|
골목순대국|서울 도봉구 도봉로133길 41|월~토 08:00 ~ 23:00|02-990-5731|
황금코다리 쌍문점|서울 도봉구 시루봉로 68 2층|영업시간 매일 11:00 ~ 22:00|02-6369-7889|
갈비일번지 방학점|서울 도봉구 도봉로 663-12|매일 00:00 ~ 24:00|02-6338-9292|
맥도날드 쌍문DT점|서울 도봉구 도봉로 541|매일 07:00 ~ 02:00|070-7209-0643|
무한리필 고기싸롱 쌍문점|서울 도봉구 도봉로 454 1층||02-907-1988|
한스친친 창동점|서울 도봉구 노해로 341 신원리베르텔 2층 202~204호|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-990-4143|
카페152길|서울 도봉구 도봉로152길 29-3 1층|영업시간 매일 08:30 ~ 22:00|02-954-1520|
리얼파스타|서울 도봉구 도봉로112길 26|영업시간 매일 11:00 ~ 22:00||
카페그리너리티|서울 도봉구 노해로62길 80 1층|월요일|010-2514-6469|
버거킹 쌍문SK점|서울 도봉구 도봉로 437 SK주유소|매일 10:00 ~ 24:00|02-904-0332|
화로몽 창동역점|서울 도봉구 노해로 379|월~토 16:00 ~ 01:00|02-900-8436|
공릉동닭한마리 방학점|서울 도봉구 도봉로 683|영업시간 매일 11:00 ~ 21:30|02-955-1990|
장위동유성집 도봉점|서울 도봉구 도봉로180나길 56|매일 11:00 ~ 23:00|02-955-0550|
갑식이네착한낙지|서울 도봉구 도봉로150길 43 ESA단지상가 136~138호|영업시간 매일 11:00 ~ 22:00|02-3392-5572|
삼오낙지|서울 도봉구 도봉로110길 95 1층|월요일|02-992-6309|
골목집숯불갈비|서울 도봉구 노해로63길 51|영업시간 매일 17:00 ~ 22:00|02-995-2025|
참치스시화|서울 도봉구 도봉로 506 1층|월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-991-9878|
버거브라더 쌍문점|서울 도봉구 도봉로133길 53||02-907-8855|
고기굽는베베|서울 도봉구 도봉로 723 1층|월요일|070-7794-5001|
스시영|서울 도봉구 노해로69길 26 시티월드 2층 207,208호|영업시간 월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-995-6859|
스마일닭강정|서울 도봉구 도봉로110아길 7||02-900-8901|
마차이나|서울 도봉구 노해로63길 79 우림빌딩 2층 205호|영업시간 매일 11:00 ~ 22:00|02-907-7575|
갯마을|서울 도봉구 해등로3길 27|영업시간 매일 10:00 ~ 22:00|02-993-5454|
도봉산커피|서울 도봉구 도봉산4가길 4|영업시간 매일 08:00 ~ 22:00|010-9945-7145|
맥도날드 방학역DT점|서울 도봉구 도봉로 735|매일 08:00 ~ 01:00|070-7209-0508|
카페더로비|서울 도봉구 방학로 171-5|월요일|02-954-1715|
세라젬웰카페 서울쌍문직영점|서울 도봉구 도봉로 571 1층|영업시간 매일 11:00 ~ 20:00|02-6949-5325|
스타벅스 방학역점|서울 도봉구 도봉로 684 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
버거킹 쌍문점|서울 도봉구 도당로 6|매일 09:00 ~ 24:00|02-997-0233|
참숯구이장어가|서울 도봉구 도봉로 911|영업시간 매일 10:00 ~ 22:00|02-956-1171|
창골생삼겹살 본점|서울 도봉구 도봉로 588 1층 1호|월~토 17:00 ~ 03:00|02-997-6253|
스타벅스 쌍문역점|서울 도봉구 도봉로 480|영업시간 월~토 07:00 ~ 22:00|1522-3232|
창동빈대떡|서울 도봉구 도봉로110나길 37|매일 15:00 ~ 24:00|02-990-0576|
잔디불|서울 도봉구 도봉로156길 8|영업시간 매일 11:30 ~ 22:00|02-955-9292|
돈까스대왕전|서울 도봉구 도봉로 486|영업시간 매일 10:00 ~ 21:30|02-999-8882|
어랑생선구이|서울 도봉구 도봉로168길 13|영업시간 매일 10:00 ~ 21:00|02-955-7026|
조개일번지|서울 도봉구 도봉로106길 22|매일 03:30 ~ 23:50|02-902-2545|
로로옴|서울 도봉구 도봉로152가길 152|영업시간 월~금 11:00 ~ 20:00|02-6091-8800|
북청식당|서울 도봉구 노해로69길 15-15 1층|매일 00:00 ~ 24:00|02-900-0794|
도마다리 뼈다귀전문점|서울 도봉구 해등로 161|매일 09:30 ~ 02:00|02-900-7716|
599버거|서울 도봉구 도봉로 599 지하1층|매일 11:00 ~ 24:00|02-990-0599|
더맛있는족발보쌈 방학점|서울 도봉구 도당로 120 1층|매일 12:00 ~ 01:00|02-955-5604|
혜화면옥|서울 도봉구 도봉로 503 1층 101,102호|영업시간 매일 10:30 ~ 22:00|02-908-3451|
매일이기념일|서울 도봉구 우이천로24길 69 1층|월요일|010-9013-7962|
사랑채|서울 도봉구 도당로11길 5 1층|||
행복한양|서울 도봉구 도봉로110나길 27 2층|매일 14:00 ~ 24:00|02-902-9282|
카페7179|서울 도봉구 도봉로110길 97 1층|영업시간 월,화,목,금 11:00 ~ 21:00|010-9870-9717|
헬로파스타|서울 도봉구 도봉로110아길 19 1층|월요일|02-6339-6445|
왕골감자탕 본점|서울 도봉구 노해로69길 15|매일 00:00 ~ 24:00|02-900-7667|
옥동송어|서울 도봉구 도봉로191가길 6 1층||02-954-1164|
오픈더도어|서울 도봉구 도봉로 489 2층|영업시간 매일 11:00 ~ 21:30||
풍천장어직판장|서울 도봉구 도봉로 464||02-907-3777|
푸디스힐 (휴업중)|서울 도봉구 방학로3길 6 SYO빌딩 지하 1층||02-6954-1110|
이용선칡냉면|서울 도봉구 노해로60길 66|영업시간 월,수,목,금,토,일 11:00 ~ 21:00 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00|02-900-3522|
온도감|서울 도봉구 도당로 66-1 1층|영업시간 월~토 12:00 ~ 20:00||
귀한족발 수유직영점|서울 도봉구 도봉로110길 5|매일 12:00 ~ 01:30|0507-964-1816|
풍년상회 성내동직영점|서울 도봉구 도봉로149길 11|월~토 16:00 ~ 24:00||
맹호네북청생고기|서울 도봉구 방학로 283|둘째 월요일|02-3491-7360|
스타벅스 창동이마트점|서울 도봉구 노해로65길 4|영업시간 매일 10:00 ~ 22:30|1522-3232|
등촌샤브칼국수 창동역점|서울 도봉구 도봉로136가길 69 1층 105호|영업시간 매일 11:00 ~ 22:00|02-994-4949|
스타벅스 쌍문도봉로점|서울 도봉구 도봉로 444|영업시간 월~목 07:00 ~ 21:00||
소달구지3번가|서울 도봉구 도봉로168길 19||02-955-5298|
투썸플레이스 창동역점|서울 도봉구 노해로 381 1층|매일 08:00 ~ 23:30|02-994-2388|
버거킹 창동역점|서울 도봉구 노해로 389 1층|매일 09:00 ~ 23:00|070-7462-6839|
키웨스트 연산군묘점|서울 도봉구 방학로17길 85 1,2층|영업시간 매일 10:30 ~ 22:00||
쌍문양꼬치양갈비|서울 도봉구 도봉로113길 16 1층|월~금 12:00 ~ 01:00|02-991-6688|
예가만두|서울 도봉구 방학로 251||02-955-8252|
메이콴|서울 도봉구 마들로 664-11|영업시간 매일 11:30 ~ 22:00|02-3494-6883|
제철쌈밥|서울 도봉구 해등로 139 미소애아파트 상가동 1층 107,108호|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-903-4421|
태기골 봉평메밀막국수 방학점|서울 도봉구 시루봉로 149||02-6223-9534|
제주애육당 창동점|서울 도봉구 도봉로136가길 73 북한산한신휴플러스상가 104동 1층 108호|매일 13:00 ~ 01:00|02-992-1292|
불타는닭발|서울 도봉구 마들로 764|영업시간 월~금 14:30 ~ 22:00|02-3493-9280|
화로상회쌍문역점|서울 도봉구 도봉로110나길 31|매일 12:00 ~ 24:00|02-992-9291|
원성반점|서울 도봉구 노해로 233-1|영업시간 매일 10:30 ~ 21:30|02-992-4955|
노말살롱|서울 도봉구 도봉로149길 5-3 B01|매일 16:00 ~ 24:00|070-8624-3899|
창동닭한마리|서울 도봉구 해등로16길 104-9 하이빌 102호||02-999-1385|
황제해물짬뽕|서울 도봉구 마들로 682|영업시간 매일 10:00 ~ 22:00|02-3491-1500|
하누소갈비살 방학점|서울 도봉구 방학로 196 1층 1,2호|영업시간 매일 11:00 ~ 22:00|02-956-9008|
최진사댁무한숯불갈비 쌍문점|서울 도봉구 도봉로 451 1층|매일 11:30 ~ 23:00|02-900-3700|
미스터빽실장 쌍문본점|서울 도봉구 도봉로 458 1층|매일 11:00 ~ 02:00|02-908-7778|
갯마을풍천장어|서울 도봉구 도봉산4나길 12-10|월요일|02-955-3396|
우설화 서울창동점|서울 도봉구 도봉로 526 3층|영업시간 매일 11:30 ~ 22:00|02-3297-3784|
하남돼지집 방학역점|서울 도봉구 도봉로150다길 64 여산빌딩|매일 16:00 ~ 24:00|02-954-3332|
명인소곱창 본점|서울 도봉구 도봉로136가길 73|매일 17:30 ~ 24:00|02-900-8223|
라화쿵부 창동역점|서울 도봉구 노해로63길 78 2층 201호|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:00|02-991-2109|
목포항회센타|서울 도봉구 도봉로181길 13 1층|월요일|02-954-6890|
투썸플레이스 쌍문역점|서울 도봉구 도봉로 461 원형빌딩 1층|영업시간 월~금 08:00 ~ 22:30|02-998-2377|
기린쿠시|서울 도봉구 우이천로24길 72|매일 17:00 ~ 02:00|02-999-3031|
마쯔무라돈까스전문점 방학점|서울 도봉구 마들로 650 1층|영업시간 매일 10:00 ~ 21:00|02-991-1316|
일심해장국|서울 도봉구 방학로 204|매일 00:00 ~ 24:00|02-956-7027|
갯마을조개|서울 도봉구 마들로 657|매일 16:00 ~ 01:00|02-3493-9209|
해신참치|서울 도봉구 노해로69길 21|매일 16:00 ~ 24:00|02-907-6666|
후타츠|서울 도봉구 도봉로110길 9|영업시간 매일 11:00 ~ 21:00||
만남의광장|서울 도봉구 도봉동 288-20||02-956-4545|
모래스푼|서울 도봉구 시루봉로 2 그린스테이트빌딩 1층|영업시간 월,수,목,금 11:30 ~ 19:00|02-996-5252|
솥뚜껑생생오리|서울 도봉구 도봉로110나길 34|매일 11:30 ~ 23:00|02-999-5292|
먹고을밥상|서울 도봉구 덕릉로 268|영업시간 매일 07:00 ~ 22:00|02-902-0722|
카페에덴|서울 도봉구 방학로 306|영업시간 매일 11:00 ~ 22:00|02-3491-3331|
춘천명가숯불닭갈비|서울 도봉구 도봉산4길 16 1, 2층||02-956-9592|
스시제이|서울 도봉구 도봉로115길 9|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-900-8585|
물맑 우이직영점|서울 도봉구 삼양로 632|영업시간 매일 11:30 ~ 22:00|02-3493-7788|
요리왕|서울 도봉구 덕릉로59마길 18|영업시간 매일 11:00 ~ 20:30|02-906-6304|
의정부부대찌게|서울 도봉구 해등로 156|매일 10:30 ~ 23:00|02-999-4466|
미성양꼬치양갈비|서울 도봉구 도봉로181길 22 1층||02-956-5665|
투썸플레이스 쌍문중앙점|서울 도봉구 도봉로 482|월~금 07:00 ~ 23:00|02-991-2377|
KFC 우이동점|서울 도봉구 삼양로 544|매일 11:00 ~ 23:00|02-995-1162|
먹보설렁탕순대국|서울 도봉구 도당로 138|매일 05:00 ~ 24:00|02-3494-0309|
사누끼|서울 도봉구 노해로63다길 14|영업시간 매일 11:00 ~ 21:00|02-998-9605|
대관령감자옹심이|서울 도봉구 해등로16길 55||02-2232-2115|
보배곱창|서울 도봉구 도봉로129길 20|월요일|02-900-7288|
아씨보쌈칼국수|서울 도봉구 도당로 59|월요일|02-3494-2225|
디아망 강북본점|서울 도봉구 도봉로 575 삼환프라자 405호|영업시간 매일 10:00 ~ 21:00|02-997-0210|
금강산감자탕24시|서울 도봉구 도봉로 669|매일 00:00 ~ 24:00|02-3491-5401|
투썸플레이스 도봉보건소점|서울 도봉구 도봉로 578|영업시간 매일 09:00 ~ 22:00||
햇살힐링식당 본점|서울 도봉구 도봉로147길 17 1층|월요일|02-782-8252|
장수봉평메밀촌 본점|서울 도봉구 방학로 31-16|영업시간 매일 11:00 ~ 21:30|02-954-3734|
쎄쎄|서울 도봉구 삼양로 532|월요일|02-908-5640|
황소곱창|서울 도봉구 도봉로145길 8 1층|영업시간 월~금 16:00 ~ 22:00|02-3493-4708|
반값소 방학직영점|서울 도봉구 방학로 173 2층 201호||02-955-1297|
원주추어탕|서울 도봉구 방학로 247|영업시간 매일 10:00 ~ 21:00|02-954-5540|
투썸플레이스 방학역점|서울 도봉구 도봉로 696 2층|월~금 09:00 ~ 23:00|02-954-7799|
스푼앤포크키친|서울 도봉구 우이천로 483 1층|월요일|010-4321-1818|
조마루 쌍문점|서울 도봉구 도봉로 569 1층|매일 00:00 ~ 24:00|02-990-3161|
이가네도봉면옥|서울 도봉구 도봉로180길 20 1층|영업시간 매일 11:00 ~ 21:30|02-954-2757|
피자리아150길|서울 도봉구 도봉로150다길 64 여산빌딩 1층 103호|월요일|070-7519-4907|
엄마손가마솥순두부|서울 도봉구 도봉산4가길 10|영업시간 매일 08:00 ~ 20:30|02-955-9597|
채선당 쌍문점|서울 도봉구 도봉로 533|영업시간 매일 11:00 ~ 22:00|02-900-4774|
브롱스 창동점|서울 도봉구 마들로11가길 15 107호|매일 17:00 ~ 02:00|070-4152-4725|
망향비빔국수 창동점|서울 도봉구 도봉로 534|영업시간 매일 10:30 ~ 21:00|02-996-0110|
이탈리안G|서울 도봉구 도봉로 675||02-955-7214|
키블리 창동점|서울 도봉구 도봉로136가길 73 103동 4층 401호|둘째,넷째 월요일|02-905-2484|
남도생선구이|서울 도봉구 도봉산4길 6||02-956-3321|
싹쓰리 김치솥뚜껑삼겹살|서울 도봉구 도봉로169나길 45||02-6397-8892|
창신동매운족발|서울 도봉구 도봉로110나길 34|월~토 12:00 ~ 01:00|02-999-7825|
명륜진사갈비 서울도봉산점|서울 도봉구 도봉산길 10 2층|영업시간 매일 12:00 ~ 22:30|02-952-0022|
춘천골닭갈비|서울 도봉구 노해로69길 21-15|매일 11:00 ~ 24:00|02-900-9530|
삼겹식당|서울 도봉구 방학로 174 1층||02-3493-9292|
연안식당 창동점|서울 도봉구 노해로 341 신원리베르텔 1층 101호|영업시간 매일 11:30 ~ 22:30|02-999-7877|
우이정풍천장어|서울 도봉구 방학로 298|영업시간 매일 10:00 ~ 22:00|02-956-5004|
동네창고|서울 도봉구 도봉로110나길 25 1층||02-982-6692|
블랙베어|서울 도봉구 방학로3길 90 1층|월요일|02-6956-7037|
스시모토|서울 도봉구 노해로60길 79 1층|월요일|0507-1359-3486|
더곱창37번가|서울 도봉구 도봉로152길 37 1층|매일 16:30 ~ 01:00|02-3494-3345|
카미노커피로스터스|서울 도봉구 도당로 46 1층|영업시간 매일 08:10 ~ 22:30||
조선제일짬뽕화원|서울 도봉구 마들로 733-1||02-956-8383|
해촌샤브샤브 덕성여대점|서울 도봉구 삼양로 550 둥지빌딩 1층|월요일|02-995-5595|
제주식당 도봉점|서울 도봉구 마들로 772|매일 11:30 ~ 23:00|02-954-9392|
짜장마을|서울 도봉구 마들로 657|영업시간 매일 11:30 ~ 21:00|02-3494-3322|
회뜨는바다 2호점|서울 도봉구 우이천로24길 64 1층|매일 11:30 ~ 02:00|02-999-2468|
카페고르|서울 도봉구 도봉로112길 38 1층|영업시간 매일 12:00 ~ 22:00||
겨리|서울 도봉구 도봉로112길 29 1층|월요일|02-900-3200|
춘천닭갈비닭한마리|서울 도봉구 도봉로118길 7||02-900-9545|
산내음|서울 도봉구 도봉로181길 57 1층|둘째,넷째 월요일|02-955-5467|
참생고기집|서울 도봉구 도봉로136길 80|매일 16:00 ~ 24:00|02-906-9233|
무수울카페|서울 도봉구 도봉로173길 124|영업시간 매일 09:00 ~ 20:00||
인디언소울 자연산민물장어|서울 도봉구 도봉산길 12-15|매일 00:00 ~ 24:00|02-956-7448|
하루방유황오리|서울 도봉구 노해로63나길 8 1층 102호|월요일|02-991-5292|
쌈촌 창동점|서울 도봉구 노해로65길 11|영업시간 매일 10:00 ~ 22:30|02-900-4929|
철수네조개일번지|서울 도봉구 도봉로125길 57|매일 16:00 ~ 03:00|02-990-7382|
네바다 횟집|서울 도봉구 도봉로110길 58|매일 11:30 ~ 02:30|0504-1400-5028|
설빙 쌍문점|서울 도봉구 도봉로 460 2층|매일 11:00 ~ 23:00|02-991-0077|
스시안|서울 도봉구 해등로16길 61|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30|02-992-7003|
서양국시|서울 도봉구 해등로 200-15 1층|월요일|02-907-1517|
구석집|서울 도봉구 도봉로110다길 10|월~금 14:00 ~ 01:00|02-908-4806|
명륜진사갈비 서울방학점|서울 도봉구 도봉로 667 1층|매일 12:00 ~ 23:00|070-7543-8123|
아짜장|서울 도봉구 도당로 76||02-954-2580|
봉평메밀막국수|서울 도봉구 도봉산4길 15||02-956-2080|
디저트도본|서울 도봉구 우이천로 288-3 1층|영업시간 월,수,목,금,토,일 10:00 ~ 22:00|070-7543-3557|
만랩커피 창동역점|서울 도봉구 노해로63길 82 1,2층|월~토 09:00 ~ 23:30|02-998-1002|
옛골토성 도봉산점|서울 도봉구 도봉산4나길 43|영업시간 매일 10:00 ~ 22:00|02-955-5667|
꽃돼지삼겹살 창동점|서울 도봉구 노해로63길 84-9 SR스타빌 상가 1층 119호|월~토 12:00 ~ 24:00|02-999-9592|
