맛집명|주소|영업시간|전화번호|대표사진주소
정돈|서울 종로구 대학로9길 12 지하1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 14:00 ~ 17:00|02-987-0924|
대련집|서울 종로구 종로16길 37|월~토 11:00 ~ 22:00|02-2265-5349|
우육면관 청계천점|서울 종로구 청계천로 75-2|영업시간 매일 11:00 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:00|070-4213-5678|
양연화로 종로직영점|서울 종로구 삼일대로17길 18 1,2층|매일 11:00 ~ 22:00|02-3210-0808|
대성집|서울 종로구 사직로 5 1층|영업시간 월~금 10:30 ~ 20:00 · 브레이크타임 월~토 14:00 ~ 17:00|02-735-4259|
서촌계단집|서울 종로구 자하문로1길 15 1층||02-737-8412|
산모퉁이|서울 종로구 백석동길 153|매일 11:00 ~ 22:00|02-391-4737|
호호식당 대학로점|서울 종로구 대학로9길 35 1층|매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-741-2384|
소금집 델리 안국|서울 종로구 북촌로4길 19 신영빌딩 1층 103호|월요일|02-766-2617|
서린낙지|서울 종로구 종로 19 르메이에르 종로타운 2층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-735-0670|
순희네빈대떡|서울 종로구 종로32길 5|매일 09:00 ~ 22:30|02-2264-5057|
도마 인사점|서울 종로구 인사동8길 6-1|월요일|02-733-9376|
포비 광화문점|서울 종로구 종로3길 17 광화문D타워 1층 21호|영업시간 월~금 07:30 ~ 21:30|02-2251-8125|
차마시는 뜰|서울 종로구 북촌로11나길 26 1층|월요일|02-722-7006|
백제정육점|서울 종로구 종로35길 34|월~토 11:30 ~ 22:30|02-762-7491|
샤오바오우육면 본점|서울 종로구 삼일대로17길 15 1층|매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 16:30|02-723-7788|
오레노라멘 인사점|서울 종로구 율곡로 49-4|영업시간 매일 11:00 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:00|02-722-3539|
백부장집닭한마리 본관|서울 종로구 삼봉로 100-1|월~토 10:30 ~ 22:00|02-732-2565|
육회자매집 본점1호점|서울 종로구 종로 200-4 1층|월~토 11:00 ~ 21:40 · 브레이크타임 월~토 14:00 ~ 15:00|02-2274-8344|
테라로사 광화문점|서울 종로구 종로1길 50|영업시간 월~금 07:30 ~ 21:00||
광화문뚝감|서울 종로구 새문안로3길 21|월~토 09:30 ~ 02:00 · 브레이크타임 매일 14:30 ~ 17:00|02-722-5894|
양반댁|서울 종로구 인사동길 19-18||02-733-5507|
몽중헌 안국점|서울 종로구 북촌로 31-22|영업시간 매일 11:30 ~ 20:00|02-730-2051|
자하손만두|서울 종로구 백석동길 12|영업시간 매일 11:00 ~ 21:30|02-379-2648|
혜화칼국수|서울 종로구 창경궁로35길 13|매일 11:00 ~ 22:00|02-743-8212|
암소서울|서울 종로구 새문안로 76 금호아시아나본관 지하1층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30|02-6744-0123|
화목순대국 광화문1호점|서울 종로구 새문안로5길 11|월 11:00 ~ 00:00 · 브레이크타임1 월 14:00 ~ 18:00|02-723-8313|
잘빠진메밀 익선동점|서울 종로구 율곡로8길 73 1층|영업시간 월~토 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|070-4113-1214|
일품당 광화문점|서울 종로구 세종대로23길 25|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-733-4949|
체부동잔치집|서울 종로구 자하문로1길 16 1층|매일 10:00 ~ 22:00|02-730-5420|
장군굴보쌈|서울 종로구 수표로20길 22|매일 11:00 ~ 24:00|02-2274-9548|
카페 레이어드 안국점|서울 종로구 북촌로2길 2-3|월~금 08:00 ~ 22:00||
평양고깃집|서울 종로구 인사동5길 14 2층|매일 11:00 ~ 23:00|070-4419-4999|
안주마을|서울 종로구 자하문로1길 3|월~토 13:00 ~ 23:00|02-723-3529|
학림다방|서울 종로구 대학로 119 2층|매일 10:00 ~ 22:50|02-742-2877|
참치공방 종각본점|서울 종로구 종로9길 8 1층|매일 11:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00|02-732-8014|
광화문한옥집|서울 종로구 새문안로5가길 7 세종클럽 지하 1층|매일 10:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-731-2500|
영춘옥|서울 종로구 돈화문로5가길 13|매일 00:00 ~ 24:00|02-765-4237|
프릳츠 원서점|서울 종로구 율곡로 83|영업시간 매일 10:00 ~ 20:00|02-747-8101|
스코프 서촌점|서울 종로구 필운대로5가길 31|영업시간 매일 09:00 ~ 20:00|070-7761-1739|
에베레스트 레스토랑 동대문점|서울 종로구 종로51가길 2-1 2층|매일 11:00 ~ 22:00|02-766-8850|
갓덴스시 종로점|서울 종로구 종로12길 14|영업시간 매일 11:00 ~ 21:30||
교대이층집 광화문점|서울 종로구 삼봉로 95|매일 11:00 ~ 23:00|02-723-6692|
엄용백돼지국밥 종각점|서울 종로구 인사동3길 20|월~토 11:30 ~ 22:00|02-722-8092|
H라운지|서울 종로구 자하문로4길 21-9|월요일|02-722-0028|
영화루|서울 종로구 자하문로7길 65||02-738-1218|
나무사이로|서울 종로구 사직로8길 21 1층|영업시간 월~금 09:00 ~ 21:00|070-7590-0885|
유진식당|서울 종로구 종로17길 40|월요일|02-764-2835|
순대실록 대학로본점|서울 종로구 동숭길 127 우성빌딩 2층|매일 07:00 ~ 24:00|02-742-5338|
스미스가 좋아하는 한옥|서울 종로구 삼청로 22-7|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-722-7003|
혜화도담|서울 종로구 대명1길 16-6 1층||02-744-9850|
나누미떡볶이 성대본점|서울 종로구 성균관로 9-1|매일 00:00 ~ 24:00|02-747-0881|
시민식당|서울 종로구 돈화문로5길 30|매일 11:00 ~ 23:00|02-744-8292|
계열사|서울 종로구 백석동길 7 1층|월요일|02-391-3566|
광장시장통큰누이네육회빈대떡|서울 종로구 동호로 403-24 1,2층|매일 09:00 ~ 22:30|02-2268-3344|
찬양집|서울 종로구 돈화문로11다길 5|영업시간 월~토 10:00 ~ 21:00|02-743-1384|
포비브라이트 광화문점|서울 종로구 새문안로 76 1층|영업시간 월~금 07:30 ~ 20:30|02-6744-0120|
살롱순라|서울 종로구 율곡로10길 75|월요일|0504-1400-5257|
칸다소바 혜화점|서울 종로구 대학로 131-1 1층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00|02-747-1662|
동묘집|서울 종로구 종로52길 43-9|월,화,수,목,토,일 11:30 ~ 22:00 · 브레이크타임 월,화,수,목,토,일 15:00 ~ 17:00|070-8882-8889|
오목집 광화문점|서울 종로구 삼봉로 98 1,2층|월~금 11:00 ~ 23:00|02-733-2019|
평원숯불갈비|서울 종로구 종로39길 29|월~금 11:00 ~ 23:00|02-745-2408|
북촌도담|서울 종로구 북촌로1길 9|매일 11:00 ~ 22:00||
개뿔|서울 종로구 낙산성곽서1길 26 1,2층|매일 10:00 ~ 22:00|02-765-2019|
청수당|서울 종로구 돈화문로11나길 31-9|매일 11:30 ~ 22:00|0507-1318-8215|
촌놈|서울 종로구 대학로8가길 48 연경빌딩 2층|월~금 16:00 ~ 23:00|02-743-1011|
칸다소바 경복궁점|서울 종로구 자하문로7길 5 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00||
평창동북악정|서울 종로구 평창36길 6|매일 11:00 ~ 22:00|02-394-2340|
아델라베일리|서울 종로구 북악산로 48|월,화,수,목,일 11:30 ~ 22:00|02-3217-0707|
후라토식당 본점|서울 종로구 새문안로5길 19 로얄빌딩 아케이드 지하1층 63호|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-730-7090|
들풀건강한밥상 청운동점|서울 종로구 자하문로 118|월요일|02-720-4323|
청수정|서울 종로구 삼청로 91|영업시간 매일 11:00 ~ 21:00|02-738-8288|
이층양옥|서울 종로구 돈화문로11나길 28 1,2층|매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-747-7246|
사발|서울 종로구 사직로8길 34 경희궁의아침 3단지 1층 142호|영업시간 월~금 11:30 ~ 21:00|02-720-4845|
수와래|서울 종로구 삼청로 82 2층|월요일|02-739-2122|
해천어부|서울 종로구 수표로28길 11 1층 103호|월~금 11:30 ~ 22:30|02-762-8008|
이경문순대곱창|서울 종로구 돈화문로11나길 5|월~토 11:30 ~ 22:30|02-765-1532|
개성만두 궁|서울 종로구 인사동10길 11-3|영업시간 월~토 11:30 ~ 21:00|02-733-9240|
이태리재|서울 종로구 율곡로1길 74-9 1층|월,일요일|070-4233-6262|
차이797 광화문점|서울 종로구 새문안로5길 31 센터포인트 광화문빌딩 2층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30|02-6031-6797|
부산회집|서울 종로구 돈화문로4길 38|월~토 11:00 ~ 22:00|02-2268-1317|
디마떼오 대학로점|서울 종로구 동숭길 29|월요일|02-747-4444|
원조원할매소문난닭한마리|서울 종로구 종로40가길 25|월~토 10:30 ~ 24:00|02-2279-2078|
편안한집|서울 종로구 북촌로 133||02-735-0092|
인사동수제비|서울 종로구 인사동8길 14-1|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:30 ~ 17:00|02-735-3361|
버거파크 혜화점|서울 종로구 대학로11길 5 1층|영업시간 매일 11:00 ~ 21:00|02-747-3005|
원조누드치즈김밥|서울 종로구 예지동 249-2 광장시장 41호|영업시간 월~토 05:30 ~ 19:30|010-3164-1145|
호반|서울 종로구 삼일대로26길 20 1층||02-738-9393|
도트블랭킷|서울 종로구 윤보선길 22 1층|영업시간 월~토 10:00 ~ 20:00|0507-1431-2226|
종로찌개마을|서울 종로구 삼일대로30길 10-4|월,화,수,목,토 10:00 ~ 22:00|02-747-4518|
박순례손말이고기 산정집 광화문점|서울 종로구 새문안로5가길 3-10 선덕빌딩 2층|영업시간 월~토 12:00 ~ 21:00 · 브레이크타임 월~토 14:00 ~ 18:00|02-310-9636|
스코프 부암점|서울 종로구 창의문로 149|영업시간 매일 09:00 ~ 20:00|070-8801-1739|
도토리브라더스|서울 종로구 경희궁길 41 1층|영업시간 매일 11:30 ~ 21:20 · 브레이크타임 매일 15:30 ~ 17:00|02-737-2224|
더키친750|서울 종로구 대학로8가길 80 2층|영업시간 월~금 11:30 ~ 21:30|02-743-0554|
명동닭한마리 본점|서울 종로구 종로40가길 14|매일 10:00 ~ 00:30|02-2266-8249|
한일관 광화문점|서울 종로구 종로1길 50 더케이트윈타워 A동 지하1층|영업시간 매일 11:30 ~ 21:30|02-722-7557|
창화당 익선동점|서울 종로구 수표로28길 23|영업시간 월~금 11:30 ~ 21:00|070-8825-0908|
하림각|서울 종로구 자하문로 255 1층|월요일|02-396-2442|
공평동꼼장어 본점|서울 종로구 우정국로 29|월~토 16:00 ~ 01:00|02-738-1769|
육회자매집 종로3호점|서울 종로구 종로 208 1층|월~토 10:00 ~ 22:20|02-2272-3036|
청계천휴|서울 종로구 청계천로 71 계원빌딩 1층|월~목 14:00 ~ 02:00|02-736-7788|
반쥴|서울 종로구 삼일대로17길 23 3~5층|월~금 11:30 ~ 22:20|02-735-5437|
카페키이로|서울 종로구 창경궁로26길 41-3 2층|월,화,수요일|02-747-0848|
대장장이화덕피자|서울 종로구 북촌로 42-4|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-765-4298|
은성횟집|서울 종로구 창경궁로 88 광장시장 45-1호|매일 10:00 ~ 22:00|02-2267-6813|
천하보쌈|서울 종로구 창덕궁1길 8 천하보쌈|영업시간 월~금 11:00 ~ 21:30|02-744-1614|
부빙|서울 종로구 창의문로 136|월요일|02-394-8288|
광주집|서울 종로구 돈화문로11나길 3|매일 15:00 ~ 24:00|02-764-3574|
종로설렁탕|서울 종로구 종로 110|매일 00:00 ~ 24:00|02-2271-3820|
남대문막내회집 광교점|서울 종로구 우정국로 4-1|월~토 11:00 ~ 22:00|02-737-5115|
하나로회관|서울 종로구 인사동5길 25 하나로빌딩 지하1층|영업시간 월~토 11:30 ~ 21:00|02-732-7451|
하이디라오 대학로점|서울 종로구 대학로 146 3층|매일 05:00 ~ 24:00|02-743-6868|
프리모바치오바치 대학로점|서울 종로구 대학로10길 5 2층|매일 11:00 ~ 23:00||
빠리가옥|서울 종로구 수표로28길 33-4|매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-6083-1626|
종로도담|서울 종로구 삼봉로 78 1,2층|매일 11:00 ~ 22:00|02-733-9850|
석파랑|서울 종로구 자하문로 309|매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00|02-395-2500|
슬로우파크|서울 종로구 삼청로 141 1층|영업시간 월~금 10:00 ~ 21:30|02-739-8797|
VIP참치 종로점|서울 종로구 삼일대로15길 25 2층|매일 11:00 ~ 22:00|02-720-3888|
아지오|서울 종로구 인사동11길 23|월~토 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00|02-722-0211|
창신동매운족발 본점|서울 종로구 종로51길 23|매일 10:30 ~ 24:00|02-3675-9689|
잘빠진메밀 서촌점|서울 종로구 자하문로11길 4 1, 2층|영업시간 월~토 11:00 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00|070-4142-1214|
대충유원지 인왕산|서울 종로구 필운대로 46 무목적빌딩 4층|영업시간 월~목 12:30 ~ 21:30||
르블란서|서울 종로구 수표로28길 30 1층|월요일|02-766-9951|
카페 하이웨스트 익선점|서울 종로구 돈화문로11다길 18|매일 11:00 ~ 22:00||
김진목삼|서울 종로구 자하문로1길 51 1층|월요일|02-929-2929|
힐사이드테이블|서울 종로구 경희궁2길 7 1층|영업시간 매일 11:30 ~ 21:20 · 브레이크타임 월,화,목,금,토,일 15:30 ~ 17:00|02-720-5757|
크리스탈제이드 광화문상하이팰리스점|서울 종로구 율곡로2길 7 서머셋팰리스 1층 103호|매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00|02-720-0133|
소소한풍경|서울 종로구 자하문로40길 75|매일 12:00 ~ 22:00|02-395-5035|
소선재|서울 종로구 삼청로 113-1|영업시간 매일 11:00 ~ 21:30|02-730-7002|
효자베이커리|서울 종로구 필운대로 54|월요일|02-736-7629|
박가네빈대떡|서울 종로구 종로32길 7 광장시장|매일 09:00 ~ 22:30|02-2264-0847|
꽃밥에피다|서울 종로구 인사동16길 3-6 1층|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-732-0276|
능라밥상|서울 종로구 사직로2길 14|매일 11:30 ~ 22:00|02-747-9907|
가배도 삼청점|서울 종로구 북촌로5길 56-8 101호|영업시간 매일 10:00 ~ 21:00|02-732-4542|
카페이마|서울 종로구 세종대로 152 일민미술관 1층|영업시간 월~금 11:00 ~ 19:00|02-2020-2088|
깔리|서울 종로구 대학로11길 43 2층|영업시간 월~금 11:30 ~ 20:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-747-5050|
닥터로빈 광화문점|서울 종로구 종로3길 17 D타워 5층 3호|영업시간 매일 11:00 ~ 21:30|02-2039-3166|
뽐모도로|서울 종로구 새문안로9길 19-1 일선빌딩 1층|영업시간 월~토 11:20 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-722-4675|
메이탄 종로점|서울 종로구 경교장1길 17|영업시간 매일 11:00 ~ 21:30|02-738-6686|
서울서둘째로잘하는집|서울 종로구 삼청로 122-1|영업시간 매일 11:00 ~ 20:30|02-734-5302|
후니도니|서울 종로구 종로 19 르메이르종로타운 지하1층|영업시간 월~금 11:00 ~ 15:30|02-722-5402|
대성식당|서울 종로구 종로26길 14-3|월~금 11:30 ~ 21:50|02-2279-2632|
라카페갤러리|서울 종로구 자하문로10길 28 1층|월요일|02-379-1975|
설가온|서울 종로구 세종대로 175 세종문화회관 지하1층|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-733-3276|
뚝배기집|서울 종로구 종로16길 12|영업시간 월,화,수,목,금,일 07:00 ~ 21:30|02-2265-5744|
신도세기 종로점|서울 종로구 삼일대로17길 51 스타골드빌딩 1층|월~목 11:00 ~ 23:00|02-739-8114|
동래복국 동대문점|서울 종로구 종로 291|매일 09:00 ~ 23:00|02-741-4705|
숙달돼지 종각점|서울 종로구 종로8길 15 1층|매일 11:00 ~ 22:00|02-737-5201|
마이클 바이 해비치|서울 종로구 우정국로 26 센트로폴리스 B타워 2층|월~금 11:00 ~ 22:00|02-722-4300|
만리성|서울 종로구 대학로12길 61|영업시간 매일 10:00 ~ 21:30|02-765-6397|
독립밀방|서울 종로구 통일로12길 10-18 1층|매일 12:00 ~ 22:00|02-722-3418|
뎁짜이|서울 종로구 대학로11길 41-4|영업시간 매일 11:00 ~ 21:00|02-763-1915|
바비레드 종로점|서울 종로구 종로 51 종로타워 지하2층 211호|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-736-1517|
간판없는 김치찌개집|서울 종로구 인사동10길 23-14|영업시간 월~금 08:00 ~ 20:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-739-1443|
서촌뜰애우곱창타운|서울 종로구 자하문로1나길 1|매일 11:00 ~ 23:00|02-732-1179|
가스트로통|서울 종로구 자하문로6길 11-36|매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:30|02-730-4162|
육미|서울 종로구 종로9길 18|매일 10:00 ~ 04:00|02-738-0122|
기러기둥지|서울 종로구 돈화문로11길 28-4|매일 15:00 ~ 00:00|0507-1341-0070|
낙산냉면|서울 종로구 지봉로5길 8 1,2층|영업시간 월,수,목,금,토,일 11:00 ~ 21:30|02-743-7285|
흥부가|서울 종로구 수표로20길 22|매일 11:00 ~ 03:00|02-2269-8110|
삼해집|서울 종로구 수표로20길 16-15|매일 10:30 ~ 02:00|02-2273-0266|
갯마을횟집|서울 종로구 종로16길 32-4 1, 2층|월~금 17:00 ~ 22:00|02-2285-4751|
이춘복참치 종각점|서울 종로구 종로 69 1층 101호|매일 11:00 ~ 00:00 · 브레이크타임 매일 14:30 ~ 16:30|02-734-4558|
인사동마늘보쌈|서울 종로구 인사동8길 12-5|월~금 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00|02-735-7885|
베이징코야|서울 종로구 율곡로2길 25 연합뉴스 빌딩 지하 1층|매일 11:30 ~ 22:00|02-313-5292|
감성타코 광화문점|서울 종로구 새문안로3길 23 경희궁의아침4단지 지하1층 B201호|월~금 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00||
솔트24|서울 종로구 동숭길 36|매일 11:00 ~ 22:00|02-747-9273|
한도|서울 종로구 수표로18길 24|월~토 10:00 ~ 22:00|02-2279-8742|
펠트커피 광화문점|서울 종로구 종로3길 17 b2층|영업시간 월~금 07:00 ~ 20:00|02-2251-8010|
송정식당|서울 종로구 종로40가길 13|영업시간 월~토 08:00 ~ 21:00|02-2267-2817|
성경만두요리전문점 종로점|서울 종로구 수표로 88|영업시간 월~토 10:00 ~ 21:30|02-2273-9233|
1940금문|서울 종로구 창경궁로 269-1|월,화,목,금,토,일 11:30 ~ 22:00|02-762-0918|
내자상회|서울 종로구 사직로10길 3 1층|매일 10:00 ~ 22:00|070-7755-0142|
신성|서울 종로구 무교로 42|월~금 11:00 ~ 22:00|02-733-6671|
로코랩|서울 종로구 율곡로4길 51|영업시간 월 08:30 ~ 20:00|02-3210-3258|
우와 대학로점|서울 종로구 동숭길 78 2층|월~금 17:00 ~ 22:00|0507-1308-9224|
취천루|서울 종로구 자하문로7길 9|월요일|02-6221-8249|
한옥찻집|서울 종로구 인사동12길 9|매일 12:00 ~ 22:00||
결|서울 종로구 우정국로 26 센트로폴리스 1층|영업시간 월~금 07:30 ~ 20:30|02-6370-5840|
페르시안궁전|서울 종로구 성균관로6길 9|영업시간 매일 11:30 ~ 21:30|02-763-6050|
제이히든하우스|서울 종로구 종로 269-4 1층|영업시간 월~토 12:00 ~ 18:30|02-744-1915|
익선반주|서울 종로구 돈화문로11다길 31 1층|매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00|02-529-3979|
르브와 종로점|서울 종로구 우정국로2길 42 4층|월요일|02-739-8208|
봉우리 종각식객촌점|서울 종로구 종로 33 GS그랑서울타워1 A동 2층|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-2158-7901|
멘야산다이메 대학로점|서울 종로구 창경궁로26길 38-2 1층|영업시간 매일 11:30 ~ 21:00|02-743-4129|
최가네황소곱창|서울 종로구 돈화문로4길 27|월~토 13:00 ~ 22:00|02-2274-6683|
원조소문난집국밥전문|서울 종로구 수표로 131|매일 04:30 ~ 22:00|02-742-1633|
금용문|서울 종로구 새문안로5가길 7 세종클럽 2층|매일 11:00 ~ 23:00|02-732-0888|
왕비집 종로점|서울 종로구 삼일대로15길 24 2층|월~금 11:00 ~ 22:00|02-720-3066|
도토리편백집 대학로점|서울 종로구 창경궁로34길 26 2층|매일 11:30 ~ 23:00|02-747-3392|
광장시장찹쌀꽈배기|서울 종로구 종로 204|영업시간 매일 11:00 ~ 21:00|010-9498-3115|
대찬횟집|서울 종로구 우정국로2길 10 지하 1층|월~토 15:00 ~ 01:00|02-738-8588|
백스트리트피자|서울 종로구 수표로26길 16-2|매일 11:00 ~ 23:00|070-4001-5964|
옥토버훼스트 종로점|서울 종로구 종로5길 13 삼공빌딩 1층|월~토 16:00 ~ 24:00|02-738-8881|
서울집시|서울 종로구 서순라길 107|월요일|02-743-1212|
술패도니|서울 종로구 종로10길 13 2, 3층|매일 16:00 ~ 05:00|02-733-6599|
서촌김씨뜨라또리아|서울 종로구 자하문로9길 6 2층|월,화요일|02-737-7786|
부부식당|서울 종로구 동숭길 43|월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:00|02-765-6056|
애즈라이크|서울 종로구 효자로7길 23 1층|영업시간 월~금 08:00 ~ 18:00|02-722-9994|
신촌황소곱창 종로점|서울 종로구 삼일대로17길 17|매일 14:00 ~ 03:00|02-735-6698|
깃대봉냉면 창신본점|서울 종로구 지봉로12길 3|영업시간 매일 10:30 ~ 21:00|02-762-4407|
애호락|서울 종로구 계동길 41 2층|매일 11:00 ~ 22:00|02-742-8010|
고가빈커리하우스|서울 종로구 경희궁2길 7 3층|영업시간 매일 11:30 ~ 21:20 · 브레이크타임 매일 15:00 ~ 17:00|02-722-2224|
뜰안|서울 종로구 수표로28길 17-35|월요일|02-745-7420|
루뽀|서울 종로구 새문안로5길 31 센터포인트빌딩 2층|매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 18:00|02-6262-0880|
아트몬스터 익선동점|서울 종로구 돈화문로11다길 30 1층|월~목 15:00 ~ 23:30|02-745-0721|
여진곱|서울 종로구 삼일대로 430 1층|월~토 11:30 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 16:00|02-762-5157|
밀크홀1937 종로점|서울 종로구 종로 86-1 1~5층|월~금 07:30 ~ 23:00|070-8801-1937|
먹쉬돈나 삼청동점|서울 종로구 율곡로3길 74-7|영업시간 매일 10:30 ~ 20:00|02-723-8089|
스시소라 광화문점|서울 종로구 종로 19 B동 지하1층|월~금 11:30 ~ 21:50 · 브레이크타임 월~금 14:20 ~ 18:00|02-733-8400|
삿뽀로 관훈점|서울 종로구 인사동5길 38 센터마크호텔 지하1층|매일 11:30 ~ 22:00|02-722-4877|
동백양과점 익선점|서울 종로구 수표로28길 17-24|매일 12:00 ~ 22:00|02-3144-0429|
이자카야나무 종각점|서울 종로구 종로10길 16 2,3층|매일 15:00 ~ 03:00|02-722-6787|
충무칼국수|서울 종로구 창경궁로 123-5||02-743-1966|
조금|서울 종로구 인사동길 60|영업시간 매일 10:30 ~ 20:40|02-725-8400|
반쿤콴 종각점|서울 종로구 종로10길 20 3층|월~금 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-725-1688|
간판없는가게|서울 종로구 돈화문로11다길 36|매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00|02-3673-1018|
택이네조개전골 광화문점|서울 종로구 새문안로9길 29|매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30|02-722-6666|
라면점빵|서울 종로구 자하문로1길 39|영업시간 월~토 09:00 ~ 19:00|02-738-7865|
풍년쌀농산|서울 종로구 북촌로5가길 32|영업시간 월,수,목,금,토,일 11:30 ~ 20:00|02-732-7081|
봉쥬떡볶이|서울 종로구 대명길 4 지하1층|영업시간 월~금 11:30 ~ 21:00|02-745-3885|
런던베이글뮤지엄 안국점|서울 종로구 북촌로4길 20 연화빌딩 1층|영업시간 매일 08:00 ~ 18:00||
동묘가라지|서울 종로구 종로54길 17-10|월요일|02-2233-6071|
기와탭룸|서울 종로구 율곡로1길 74-7 1층|매일 13:30 ~ 23:00|02-733-1825|
