맛집명|주소|영업시간|전화번호|평점|업종|대표사진주소|
늘목쌈정식|인천 중구 용유서로 158|영업시간 매일 10:00 ~ 21:00|032-746-8877|3.3|쌈밥|
명월집|인천 중구 신포로23번길 41|영업시간 월~토 07:30 ~ 19:30|032-773-7890|2.9|찌개,전골|
개항면|인천 중구 개항로 108-1 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00||3.2|국수|
짱구네 본점|인천 중구 햇내로안길 18-7 1층 101호|영업시간 매일 10:00 ~ 22:00|032-752-9373|3.3|해물,생선|
미광|인천 중구 참외전로13번길 15-4|영업시간 매일 11:30 ~ 17:00|032-764-3589|3.5|중국요리|
스시민 본점|인천 중구 제물량로166번길 24 1층|영업시간 매일 11:30 ~ 21:30|070-4214-7762|3.4|초밥,롤|
충청도7호|인천 중구 연안부두로 105 4층|영업시간 토 11:00 ~ 22:00|032-885-8048|1.9|회|
바다앞테라스|인천 중구 은하수로 10 더테라스프라자 5층|영업시간 매일 09:00 ~ 22:00|032-747-0137|3.0|카페|
손커피연구소 영종하늘도시점|인천 중구 해맞이길 35|영업시간 매일 11:00 ~ 21:00|0507-1351-5882|4.6|커피전문점|
솔밭회조개구이|인천 중구 잠진도길 28|영업시간 월,수,목,금,토,일 10:00 ~ 23:00|032-746-2154|4.1|조개|
조은전골칼국수|인천 중구 운중로 84|||4.3|국수|
다복집|인천 중구 우현로39번길 8-2|영업시간 토,일 15:00 ~ 22:00|032-773-2416|3.8|족발,보쌈|
C27다운타운|인천 중구 마시란로 63|영업시간 매일 10:00 ~ 22:00|032-747-1022|3.3|디저트카페|
불티나조개구이|인천 중구 마시란로 241|영업시간 매일 11:00 ~ 24:00|032-752-7773|2.3|조개|
영양굴밥은행나무집|인천 중구 마시란로 9||032-746-3021|3.2|한식|
뚜띠쿠치나 미단시티점|인천 중구 미단뉴타운로26번길 21 운북동1295-7|영업시간 매일 12:00 ~ 22:00|032-751-3365||피자|
맘모스회센타 14호|인천 중구 연안부두로33번길 17|영업시간 매일 10:00 ~ 24:00|032-884-4185|4.4|회|
영종섬|인천 중구 은하수로 1 2층 205,206호|영업시간 매일 10:00 ~ 24:00|032-751-9256|3.9|회|
전남회조개구이|인천 중구 을왕로 62-1|영업시간 금~일 10:00 ~ 02:00||3.0|조개|
평양옥|인천 중구 도원로8번길 68|영업시간 매일 05:00 ~ 22:00|032-882-4646|1.8|한식|
낙조대카페|인천 중구 을왕로 80|영업시간 매일 09:00 ~ 22:00|032-751-3331|2.2|카페|
다올조개구이|인천 중구 마시란로 106 덕교동 662-23|영업시간 매일 11:00 ~ 22:00|032-752-4959|4.4|조개|
행운조개구이칼국수|인천 중구 마시란로 229|영업시간 토,일 11:00 ~ 20:00|032-752-2260|3.6|조개|
태화원|인천 중구 차이나타운로59번길 10|영업시간 매일 11:00 ~ 22:00|032-766-7688|3.2|중국요리|
이집트경양식|인천 중구 우현로67번길 13 1층|영업시간 매일 11:00 ~ 21:00|070-8837-0079|3.3|돈까스,우동|
영종바지락칼국수|인천 중구 화랑목로100번길 55|영업시간 화~일 09:30 ~ 21:30|032-746-5790|4.5|국수|
위크엔드 라운지|인천 중구 송학로 63 1, 2층||070-8810-2106|3.5|카페|
해안칼국수|인천 중구 신포로15번길 59-1|영업시간 월~토 09:00 ~ 18:50|032-766-0706|4.3|국수|
인천여관X루비살롱|인천 중구 신포로35번길 17|영업시간 매일 12:00 ~ 21:00|070-7757-4712|4.0|테마카페|
기와집담|인천 중구 용유로21번길 65-17|영업시간 화~일 11:30 ~ 20:30|032-747-0205|4.1|한정식|
카페마시니|인천 중구 을왕로13번길 3 1층|||4.2|카페|
일미정|인천 중구 신포로23번길 5|공휴일|032-772-9595|3.8|한식|
우리밀손칼국수|인천 중구 용유로21번길 37||032-746-3211|3.6|국수|
싸리재|인천 중구 개항로 89-1|영업시간 매일 11:00 ~ 22:00|032-772-0470|4.5|카페|
카페목현|인천 중구 화랑목로 50-9|영업시간 토,일 10:00 ~ 18:00|010-2702-0694|4.8|카페|
보문항|인천 중구 운남로82번길 37 1층|영업시간 매일 09:00 ~ 22:00|032-751-7891|4.3|해물,생선|
대전집|인천 중구 우현로39번길 7|영업시간 매일 16:00 ~ 22:00|032-772-9188|4.3|한식|
메콩사롱|인천 중구 참외전로158번길 14 2층|영업시간 화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00|032-765-9498|4.2|동남아음식|
꽁스타멍|인천 중구 햇내로안길 14-3 1층|영업시간 매일 11:00 ~ 22:00|070-7788-4888|3.8|양식|
전가복|인천 중구 신포로35번길 12|영업시간 매일 11:00 ~ 21:00|032-777-3398|4.6|중국요리|
명품관|인천 중구 신도시남로141번길 13-5 201호|영업시간 매일 10:00 ~ 24:00|032-746-9233|3.2|갈비|
관동오리진|인천 중구 신포로27번길 96|영업시간 월,수,목,금,토,일 11:00 ~ 22:00|032-777-5527|3.5|카페|
무의도데침쌈밥 본점|인천 중구 대무의로 309-15|영업시간 매일 10:00 ~ 20:00|032-746-5010|4.1|쌈밥|
부산자갈치회집|인천 중구 월미로 226 1층 1~3호|영업시간 매일 10:30 ~ 23:50|032-761-6633|4.2|회|
스시사쿠 신포점|인천 중구 신포로 39|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 토,일 16:00 ~ 17:30|032-765-9427|4.3|초밥,롤|
카페 얼트|인천 중구 은하수로 1 4층 403~406호|영업시간 토,일 10:00 ~ 21:00||3.5|카페|
미애네회칼국수 왕산점|인천 중구 용유서로423번길 7|영업시간 매일 09:00 ~ 21:00|032-746-2488|4.0|국수|
선화네조개구이|인천 중구 마시란로 15|영업시간 매일 11:00 ~ 21:00|032-746-4918|4.6|조개|
남도추어탕 영종점|인천 중구 흰바위로92번길 6-16|영업시간 매일 10:30 ~ 21:00|032-747-1232|4.1|추어|
동화마을연경|인천 중구 차이나타운로 8 1,2층|영업시간 매일 10:30 ~ 21:30|032-772-8855|2.6|중국요리|
콘크리트가든|인천 중구 햇내로안길 18-2 1층|영업시간 매일 11:00 ~ 22:00|070-8755-1001|3.7|카페|
화로상회 운서역점|인천 중구 신도시남로150번길 2 이리옴빌딩 2층 202,203호|영업시간 매일 11:30 ~ 23:30|032-751-2292|3.6|육류,고기|
카페율|인천 중구 자연대로 701 2층|영업시간 매일 11:00 ~ 20:30||3.9|디저트카페|
을항|인천 중구 선녀바위로55번길 39|영업시간 매일 11:00 ~ 21:00|032-752-2227|4.3|회|
혜빈장|인천 중구 참외전로13번길 21|영업시간 화~일 11:00 ~ 19:30|032-772-1928|3.4|중국요리|
만사성|인천 중구 차이나타운로 39-3 1층||032-772-1265|4.1|중국요리|
미송쌈정식|인천 중구 용유서로 164|영업시간 월,화,목,금,토,일 09:30 ~ 21:00|032-746-3373|3.1|쌈밥|
스타벅스 영종도운서역점|인천 중구 신도시남로142번길 17|영업시간 토 08:00 ~ 22:00|1522-3232|3.6|커피전문점|
메이드림|인천 중구 용유서로479번길 42|영업시간 매일 10:00 ~ 21:30|032-751-1904|3.1|커피전문점|
동해회조개구이|인천 중구 을왕로 62 동해회조개구이|영업시간 매일 10:00 ~ 22:00|032-746-2840|3.6|한식|
훈장골 신공항점|인천 중구 신도시남로 28|영업시간 매일 11:00 ~ 22:00|032-746-6200|3.6|갈비|
현미네조개구이|인천 중구 용유로21번길 69|영업시간 월,화,목,금,토,일 10:00 ~ 22:00|032-746-4607|4.5|조개|
만복당|인천 중구 우현로67번길 40-1 1층|영업시간 화~일 11:00 ~ 22:00|032-766-5530|3.0|떡볶이|
태평양호|인천 중구 예단포1로 2-10 29호|영업시간 매일 10:30 ~ 20:30|032-752-2334|3.9|해물,생선|
영종관광어시장|인천 중구 은하수로 3|||1.0|회|
바다드림|인천 중구 잠진도길 46 1층|영업시간 월~토 10:00 ~ 23:00|032-746-9966|2.6|조개|
서해수산|인천 중구 영종순환로339번길 73 1층|영업시간 매일 10:00 ~ 21:00|010-6526-1001|3.4|해물,생선|
개항로91|인천 중구 개항로 91|영업시간 매일 11:30 ~ 22:00||4.5|카페|
보테가 마시란점|인천 중구 마시란로 51-32|영업시간 매일 10:00 ~ 21:00|070-8823-8889|3.6|카페|
신포찬누리닭강정|인천 중구 우현로49번길 4|영업시간 매일 09:30 ~ 21:30|032-764-5888|3.2|닭강정|
김영화부대찌개|인천 중구 신도시남로142번길 11-6|영업시간 매일 10:00 ~ 23:00|032-752-7723|3.6|찌개,전골|
레이어드1994|인천 중구 미단행복로 51 1층|영업시간 화~일 09:00 ~ 19:00||3.9|카페|
뚱이통돼지김치찌개 인천공항신도시점|인천 중구 영종대로 108 비투빌 2층|영업시간 매일 10:00 ~ 22:00|032-746-9290|4.4|한정식|
제주연탄고기 동인천점|인천 중구 큰우물로 28-6|영업시간 화~토 16:00 ~ 24:00|032-773-0809|4.6|육류,고기|
구읍뱃터조개구이|인천 중구 은하수로 3|영업시간 매일 10:30 ~ 22:00|032-746-1141|2.9|조개|
덕적식당|인천 중구 우현로49번길 25||032-766-4532|4.1|해물,생선|
더비기닝|인천 중구 개항로 81|영업시간 화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:30|0507-1330-0619|4.4|양식|
중화방|인천 중구 신포로27번길 43|영업시간 월,화,목,금,토,일 11:30 ~ 20:00 · 브레이크타임 월,화,목,금,토,일 15:00 ~ 17:00|032-761-5550|3.7|중국요리|
미투|인천 중구 월미문화로 39|영업시간 매일 11:30 ~ 24:00|032-772-7131|3.4|커피전문점|
미미진|인천 중구 차이나타운로 27|영업시간 매일 10:30 ~ 22:00|032-762-8988|3.5|중국요리|
해뜨는회집|인천 중구 월미문화로 25|영업시간 매일 10:00 ~ 22:00||4.3|회|
물고기|인천 중구 신포로 42-1|영업시간 매일 17:00 ~ 02:00||4.4|일본식주점|
대풍꽃게맛집|인천 중구 연안부두로 51 2층|영업시간 매일 11:00 ~ 21:00|032-888-5353|3.7|게,대게|
제이콥스핏제리아|인천 중구 우현로45번길 29 1층|영업시간 월~토 12:00 ~ 21:00||4.8|피자|
호남무의도횟집|인천 중구 하나개로 151-10|영업시간 매일 09:00 ~ 21:00|032-752-2410|3.4|회|
최고집 신포본점|인천 중구 홍예문로 13 1,2층|영업시간 매일 12:00 ~ 22:30|032-762-2234||육류,고기|
을왕리짱구네|인천 중구 용유서로274번길 13||032-746-5474|3.7|해물,생선|
인하의집|인천 중구 우현로67번길 57|영업시간 매일 14:00 ~ 02:00|032-773-8384|3.6|해물,생선|
거해짬뽕순두부|인천 중구 대무의로 281 1층|영업시간 매일 09:30 ~ 20:30|032-747-2276|4.4|두부전문점|
투썸플레이스 왕산해수욕장점|인천 중구 용유서로 420|영업시간 매일 09:00 ~ 23:00|032-746-8081|3.4|커피전문점|
전주뼈다귀해장국|인천 중구 신포로23번길 29|매일 00:00 ~ 24:00|032-765-2252|4.2|해장국|
마시안 생선구이전문점|인천 중구 마시란로 118|영업시간 화~일 11:00 ~ 20:00|032-751-5580|3.6|해물,생선|
화선회집|인천 중구 우현로49번길 11-21|영업시간 월~토 11:00 ~ 21:30|032-772-4408|2.6|회|
신일반점|인천 중구 서해대로 460-1|영업시간 월~토 11:00 ~ 20:00|032-882-1812|2.1|중국요리|
예전한정식|인천 중구 용유서로174번길 28 1층|영업시간 매일 11:00 ~ 20:00|032-752-4900|3.2|한정식|
동양염전 베이커리카페|인천 중구 용유서로 32 1층|영업시간 매일 10:00 ~ 21:00|032-751-0901|4.1|제과,베이커리|
서니구락부|인천 중구 신포로23번길 80 1층|영업시간 매일 09:00 ~ 23:00|032-761-1250|4.0|카페|
일광전구라이트하우스|인천 중구 참외전로174번길 8-1 본관,별관 1,2층|영업시간 화~일 11:30 ~ 21:30|032-765-1962|3.8|디저트카페|
스타벅스 영종하늘도시점|인천 중구 하늘중앙로195번길 15 세영프라자|영업시간 토 08:00 ~ 22:00|1522-3232|3.2|커피전문점|
아라짬뽕|인천 중구 오작로 6-9 1층|영업시간 화~일 11:00 ~ 21:00 · 브레이크타임 화~일 15:30 ~ 16:30|032-752-3150|2.8|중국요리|
C27 인천차이나타운점|인천 중구 차이나타운로44번길 19|영업시간 매일 10:00 ~ 24:00|070-8872-1727|2.3|카페|
인천당|인천 중구 참외전로 138|영업시간 매일 08:00 ~ 21:00||2.7|제과,베이커리|
달빛조개|인천 중구 월미문화로 65 2층,루프탑|영업시간 토,일 11:00 ~ 24:00||2.8|조개|
어부네|인천 중구 잠진도길 24|영업시간 매일 10:00 ~ 24:00|032-746-7117|4.7|회|
초가집|인천 중구 운중로48번길 39||032-752-8878|4.4|삼계탕|
신|인천 중구 차이나타운로 25|영업시간 매일 11:00 ~ 22:00|032-761-8889|3.2|중국요리|
닭곰탱이|인천 중구 화랑목로 50-10 1층 101~103호|영업시간 매일 10:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|032-752-7801||한식|
불타는조개구이|인천 중구 을왕로13번길 9|영업시간 금,토 10:00 ~ 24:00|032-746-4780|2.2|조개|
예전|인천 중구 월미문화로 43-2|영업시간 매일 11:00 ~ 24:00|032-772-2256|3.4|양식|
인천맥주|인천 중구 신포로15번길 41|영업시간 화~일 13:00 ~ 21:00|070-7722-0705|3.7|호프,요리주점|
신신옥|인천 중구 우현로49번길 7|영업시간 매일 11:00 ~ 21:00|032-766-0303|4.0|분식|
맥도날드 동인천점|인천 중구 우현로 85-1|영업시간 매일 08:00 ~ 23:00|070-7017-0319|2.4|패스트푸드|
코히별장|인천 중구 신포로35번길 22-1 1층|영업시간 매일 11:00 ~ 22:00|010-4711-1525|3.4|카페|
또와돌솥밥순대국 3호점|인천 중구 화랑목로 40-18 1층||032-751-5883|4.4|순대|
동후|인천 중구 공항로424번길 72 ibc 디오빌 101호|영업시간 매일 10:00 ~ 21:00|032-743-8008|3.1|중국요리|
풍미|인천 중구 차이나타운로 54-2|명절|032-772-2680|3.4|중국요리|
미미|인천 중구 신포로23번길 38 1층|영업시간 월~토 11:30 ~ 20:30 · 브레이크타임 월~토 14:30 ~ 17:30|070-7743-7353|4.5|일본식라면|
군산광주회집|인천 중구 월미로 226|영업시간 매일 10:00 ~ 22:00|032-766-8818|4.8|회|
우프우프 영종점|인천 중구 하늘달빛로64번길 6-3 스카이메디컬프라자 4층 401호|영업시간 월,화,목,금,토,일 13:30 ~ 20:30|0507-1409-8588|4.5|애견카페|
음식남녀|인천 중구 우현로72번길 3-11 1층|영업시간 수~일 12:00 ~ 22:00 · 브레이크타임 수~일 14:30 ~ 17:00|032-777-6179|2.7|양식|
이오카츠 영종도점|인천 중구 운서로7번길 68 1층|영업시간 매일 11:00 ~ 21:30|032-746-2723|3.4|돈까스,우동|
오카드코히|인천 중구 자유공원로 30-2|영업시간 화~일 12:00 ~ 19:00||3.8|디저트카페|
맥도날드 신흥DT점|인천 중구 인항로 38|영업시간 매일 08:00 ~ 01:00|070-7017-0600|1.6|패스트푸드|
카페온화 영종도점|인천 중구 은하수로 10 더테라스프라자 3층|영업시간 매일 12:00 ~ 21:00|032-752-3805|4.3|카페|
영종제빵소|인천 중구 해맞이길 7 1~3층|영업시간 매일 10:00 ~ 21:00|032-746-1114|3.8|제과,베이커리|
신포순대 본점|인천 중구 제물량로166번길 33|영업시간 월,화,목,금,토 09:00 ~ 21:30|032-773-5735|2.9|순대|
카페오즈|인천 중구 동화마을길 21-19 1~3층|영업시간 매일 10:00 ~ 21:00|032-761-4229|3.6|카페|
늘봄분식|인천 중구 우현로67번길 41|영업시간 매일 10:00 ~ 22:00|032-761-3170|3.7|분식|
청초수물회 을왕리점|인천 중구 공항서로 179|영업시간 매일 11:00 ~ 21:00|032-746-5055|3.5|회|
네스트호텔 플라츠|인천 중구 운서동 2877-1 네스트호텔 L층|영업시간 매일 06:30 ~ 21:00|032-743-9311|3.3|뷔페|
돼지방|인천 중구 큰우물로 7 1층||032-761-6875|5.0|삼겹살|
담쟁이넝쿨|인천 중구 자유공원남로 12 3층|영업시간 월~토 11:40 ~ 22:00|032-772-0153|2.9|한식|
일등짬뽕 영종도점|인천 중구 운중로 28 1층|영업시간 월,수,목,금,토,일 11:00 ~ 20:00|032-747-0660|3.7|중국요리|
바다앞농장|인천 중구 은하수로 10 더테라스프라자 1~2층|영업시간 매일 10:00 ~ 21:00|032-747-0139|3.3|카페|
프랑세즈단팥빵|인천 중구 용유서로 170 1층||032-751-2772|3.6|디저트카페|
체나콜로|인천 중구 신포로15번길 69|영업시간 화~일 11:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00|032-773-8155|4.3|이탈리안|
부산태종대횟집|인천 중구 월미문화로 41|영업시간 매일 14:00 ~ 02:00||1.6|회|
비프트래커|인천 중구 우현로83번길 17|영업시간 매일 12:00 ~ 22:00|032-777-0725|5.0|육류,고기|
어빌리지커피 로스터스|인천 중구 개항로 69 1,2층||032-762-8291|4.7|커피전문점|
신흥정육식당|인천 중구 도원로7번길 6 1층|영업시간 매일 12:00 ~ 22:00|032-884-8069|3.2|육류,고기|
돈비어천가|인천 중구 개항로 53-1|영업시간 월,수,목,금,토,일 11:30 ~ 21:30 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00|032-777-1300|3.5|갈비|
버텀라인|인천 중구 신포로23번길 23|영업시간 월~토 18:00 ~ 01:00|010-5657-1302|4.8|라이브카페|
챠이나게이트|인천 중구 제물량로 314|영업시간 매일 09:30 ~ 21:00|032-764-0106|4.2|중국요리|
논머리횟집|인천 중구 영종해안북로847번길 63-1 2층||032-751-8844|2.5|회|
짱왕새우튀김|인천 중구 을왕로 22|||4.6|분식|
불란서다방|인천 중구 용유서로 314 1층|영업시간 매일 10:00 ~ 02:00|010-3802-9573|3.5|디저트카페|
해변식당|인천 중구 연안부두로 17|영업시간 토,일 10:00 ~ 22:00|032-886-1454|2.6|매운탕,해물탕|
시골순두부|인천 중구 신도시남로149번길 1||032-746-9958|4.5|두부전문점|
강지네해물손칼국수|인천 중구 용유서로 380-12 1층|영업시간 화~일 11:00 ~ 21:00|032-937-5949|3.4|국수|
복촌|인천 중구 구읍로 33 프라임프라자 3층 301호|영업시간 매일 11:30 ~ 22:00|032-751-3321|4.7|복어|
굴따세|인천 중구 개항로 10||032-777-9077|4.1|굴,전복|
선미정|인천 중구 우현로 14|영업시간 월~토 09:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|032-766-9150|4.3|곰탕|
씨싸이드경양식|인천 중구 신포로 25-2|영업시간 매일 11:00 ~ 22:00|032-761-3538|2.7|돈까스,우동|
나들목식당|인천 중구 용유서로 472|영업시간 매일 10:00 ~ 21:00|032-746-2825|4.5|한식|
보길도횟집|인천 중구 월미문화로 95 문타운 2층 209호|영업시간 매일 09:30 ~ 22:00|032-761-7269|2.3|회|
작약도|인천 중구 은하수로 12 2층|영업시간 매일 09:00 ~ 22:30|010-6298-9648|4.8|회|
유령치즈조개&활어회무한리필|인천 중구 월미문화로 53 2층|금~일 10:00 ~ 06:00|032-772-4040|1.9|조개|
홍두병 차이나타운점|인천 중구 차이나타운로 48|영업시간 토,일 10:00 ~ 21:00||3.6|제과,베이커리|
인천집|인천 중구 우현로67번길 53|영업시간 화~일 11:30 ~ 02:00|032-764-6401|2.6|해물,생선|
조개이야기|인천 중구 선녀바위로 156|영업시간 토,일 11:00 ~ 23:00|010-2285-8292|4.2|조개|
대청화|인천 중구 신도시남로142번길 15-1||032-751-1388|3.8|중국요리|
원보만두|인천 중구 차이나타운로 48|영업시간 매일 11:00 ~ 21:00||3.5|중국요리|
청춘꿀벅지닭갈비 직영점|인천 중구 운중로 160 1층||032-752-5992|2.4|닭요리|
봄이보리밥 영종점|인천 중구 자연대로 47 스타타워2 3층|영업시간 매일 11:00 ~ 21:00 · 브레이크타임1 토,일 15:30 ~ 17:00|032-752-8858|4.3|한식|
바다앞꼬막집|인천 중구 은하수로 10 1층 107~111호|영업시간 매일 10:30 ~ 22:00|032-751-0139|3.2|해물,생선|
삼강옥|인천 중구 참외전로158번길 1|영업시간 매일 08:00 ~ 20:00|032-772-7885|2.7|설렁탕|
십리향|인천 중구 차이나타운로 50-2|영업시간 매일 12:00 ~ 20:00|032-762-5888|3.0|간식|
브런치빈 영종도점|인천 중구 자연대로 47 14층|영업시간 매일 09:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:30|032-747-1434|4.4|양식|
하노이가든|인천 중구 모랫말로 6-4 1층|영업시간 월,화,수,금,토,일 11:00 ~ 21:00 · 브레이크타임 월,화,금,토,일 15:00 ~ 17:00|032-752-5828|4.6|베트남음식|
