맛집명|주소|영업시간|전화번호|대표사진주소
청화초밥|서울 송파구 오금로13길 14 1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:00|02-420-3686|
본가설렁탕|서울 송파구 석촌호수로 204|영업시간 월~토 08:00 ~ 22:00|02-414-5945|
도요스6가|서울 송파구 백제고분로45길 40 트윈레이크팰리스빌 1층|영업시간 월~금 11:00 ~ 20:30 · 브레이크타임 매일 14:30 ~ 17:00|02-416-6802|
화반 방이점|서울 송파구 오금로13길 8 1층|월~토 11:30 ~ 01:00|02-418-9292|
뉴질랜드스토리|서울 송파구 석촌호수로 268 경남레이크파크 1층|영업시간 월,수,목 10:30 ~ 18:00|070-7523-6265|
프로퍼커피바|서울 송파구 위례성대로22길 6 유진빌딩 1층|영업시간 월~토 10:00 ~ 22:00|02-3401-0703|
취영루 송파점|서울 송파구 송이로 162|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-449-7747|
청국장과보리밥 잠실점|서울 송파구 백제고분로20길 4|영업시간 매일 10:00 ~ 22:00|02-2042-1234|
바이킹스워프 롯데월드몰점|서울 송파구 올림픽로 300 롯데월드몰 4층|영업시간 월~금 12:00 ~ 21:00 · 브레이크타임1 월~목 15:00 ~ 18:00|1644-3210|
수작나베 석촌호수직영점|서울 송파구 석촌호수로 234 라품미빌딩 1층|영업시간 월,화,수,목,일 11:30 ~ 22:30|02-423-3767|
비와별닭갈비 잠실직영점|서울 송파구 삼학사로 100 1,2층|영업시간 매일 10:30 ~ 22:30|02-2202-5552|
코벤트가든 올림픽공원점|서울 송파구 위례성대로 128 정화빌딩1층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-3431-5565|
진대감 방이점|서울 송파구 오금로13길 6 1층|매일 00:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00|02-416-2472|
일월고기|서울 송파구 오금로15길 7-16 2층|매일 17:00 ~ 24:00|02-415-7546|
서울리즘|서울 송파구 백제고분로 435 예스빌딩 1,6층|영업시간 월,화,수,목,일 13:00 ~ 23:00|02-412-0812|
천미미|서울 송파구 송파대로28길 20 세화빌딩 1층|영업시간 매일 11:20 ~ 21:30|02-431-4300|
수원집|서울 송파구 송파대로 108|영업시간 매일 11:00 ~ 23:00|02-407-1005|
돈블랑 석촌호수점|서울 송파구 석촌호수로 296 1층|영업시간 월~금 11:30 ~ 22:00|02-423-8400|
커피바이 로스터스|서울 송파구 백제고분로17길 56 2층|영업시간 매일 10:00 ~ 21:00|02-415-4153|
부일갈매기|서울 송파구 삼전로13길 4|매일 17:00 ~ 23:30|02-412-1462|
주은감자탕|서울 송파구 삼학사로 71 1층|월,수,목,금,토,일 00:00 ~ 24:00|02-413-3670|
피제리아라고|서울 송파구 백제고분로41길 39|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-422-8588|
화포식당 가락점|서울 송파구 송파대로30길 11 아연파레스 1층 106호|월~토 00:00 ~ 24:00|02-409-5775|
노가리슈퍼 송리단길점|서울 송파구 백제고분로45길 5 1층|월~목 17:00 ~ 01:30|02-747-1201|
서정적살롱|서울 송파구 석촌호수로 274|매일 09:00 ~ 24:00|02-415-7670|
돈까스의집|서울 송파구 삼전로 100 아카데미빌딩 1층|영업시간 매일 11:30 ~ 22:00|02-413-5182|
디트로네 잠실점|서울 송파구 석촌호수로 258 아르누보팰리스 1층 105호|월,화,수,목,일 11:00 ~ 24:00|02-422-5021|
도삭면공방|서울 송파구 백제고분로7길 8-12 승현빌딩 1층|영업시간 매일 11:00 ~ 23:00|02-417-8868|
젠젠 잠실점|서울 송파구 백제고분로45길 34 동방빌딩 2층|영업시간 매일 09:30 ~ 22:20|02-412-7240|
담은갈비|서울 송파구 삼전로 93 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 17:00|02-423-8053|
미엔아이 송파점|서울 송파구 오금로16길 5 1층 101호|영업시간 매일 11:20 ~ 21:00 · 브레이크타임 월~금 14:30 ~ 17:20|02-422-0652|
중화일상|서울 송파구 백제고분로 401 골재회관 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-422-5566|
소담정|서울 송파구 올림픽로32길 22-22|월~토 11:00 ~ 24:00|02-420-0099|
오사카하루|서울 송파구 올림픽로32길 19-15 1층|월,화,수,목,일 17:00 ~ 00:30|02-412-5388|
입분식가정집|서울 송파구 오금로18길 10 2층|영업시간 매일 11:30 ~ 21:00||
진성한우곱창|서울 송파구 송파대로28길 27|매일 12:00 ~ 03:00|02-402-3439|
동방명주|서울 송파구 백제고분로 2|영업시간 매일 10:00 ~ 22:00|02-6093-5555|
미강식당|서울 송파구 백제고분로 122 103호|영업시간 월~금 16:00 ~ 23:00|0507-1471-4624|
콘메|서울 송파구 백제고분로42길 6-30 1층|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|010-5382-3419|
가락골마산아구찜|서울 송파구 송이로19길 3||02-409-6665|
마싯내|서울 송파구 석촌호수로18길 7 수정빌딩 1층 102호|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-2202-3979|
모꼬지에|서울 송파구 송파대로36길 5-13 지하1층||02-424-6150|
앙떼띠 잠실점|서울 송파구 올림픽로 342 아울타워 1,2층|영업시간 월~금 11:00 ~ 19:30|02-420-7410|
남경막국수 신천점|서울 송파구 백제고분로7길 52-29 101호|월요일|02-417-0060|
서두산딤섬만두|서울 송파구 올림픽로32길 52 소은빌딩 1층 102호|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-425-4588|
벽제갈비 방이점|서울 송파구 양재대로71길 1-4|영업시간 매일 11:30 ~ 22:00|02-415-5522|
무한소 신천본점|서울 송파구 백제고분로9길 25|영업시간 월~토 12:00 ~ 23:00|02-2281-9465|
흥부골숯불돼지왕갈비|서울 송파구 백제고분로33길 35|영업시간 매일 11:40 ~ 23:00|02-418-0003|
테이스티버거 2호점|서울 송파구 송파대로49길 50|월요일|070-7856-7778|
터치183|서울 송파구 위례성대로 126|영업시간 월,수,목,일 09:00 ~ 21:00|0507-1409-1500|
자연별곡 NC송파점|서울 송파구 충민로 66 NC백화점 7층|영업시간 매일 11:00 ~ 21:00|02-2157-5754|
큰손닭한마리 잠실새내본점|서울 송파구 백제고분로15길 59 1층|영업시간 매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:30 ~ 17:00|010-2740-3366|
러반로제레스토랑 석촌호수점|서울 송파구 석촌호수로 274 씨엠빌딩 8층|월~금 10:30 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00|070-7778-9471|
오린지|서울 송파구 송파대로48길 19 1층|영업시간 월~토 12:00 ~ 22:00||
피자네버슬립스|서울 송파구 백제고분로45길 6|영업시간 매일 12:00 ~ 23:00|070-8835-5877|
산삼청각|서울 송파구 송이로 151|영업시간 매일 11:30 ~ 22:00|02-431-3007|
별미곱창 방이2호점|서울 송파구 올림픽로32길 22|매일 11:00 ~ 06:00|02-414-4545|
온량|서울 송파구 백제고분로43길 4 은혜빌딩 1층|영업시간 매일 12:00 ~ 21:00|02-422-3642|
내고향횡성 한우정육점식당|서울 송파구 오금로 113|월~금 11:00 ~ 07:00|02-415-8080|
장칼집|서울 송파구 가락로6길 3|영업시간 월~토 11:00 ~ 15:00|02-420-7935|
송파감자국|서울 송파구 가락로 82 1층|월요일|02-416-7350|
냠냠물고기 3호점|서울 송파구 송파대로30길 41-21 1층|월~토 17:00 ~ 02:00||
요리하는남자|서울 송파구 백제고분로7길 27|영업시간 매일 11:30 ~ 22:00|02-419-1511|
오모리찌개 잠실본점|서울 송파구 송파대로 471 2층|매일 00:00 ~ 24:00|02-2203-0067|
송쉐프 석촌점|서울 송파구 백제고분로 357 1,2층||02-421-1178|
필녀의한정식|서울 송파구 동남로 308|영업시간 매일 11:30 ~ 22:00|02-400-5560|
화덕고깃간 신천본점|서울 송파구 백제고분로9길 23 1층|매일 16:00 ~ 01:00|02-417-2888|
골든타이|서울 송파구 위례성대로 66|영업시간 매일 11:00 ~ 22:00|02-461-8089|
한아람|서울 송파구 위례성대로 34 지산빌딩 2층|영업시간 매일 11:00 ~ 23:00||
카페이클립스|서울 송파구 송파대로49길 52 나인파크A 201호|월요일|010-7147-0401|
오쓰세이로무시|서울 송파구 백제고분로45길 30 미석빌딩 1층 1호|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-419-2222|
평양만두한상|서울 송파구 양재대로71길 28-22 1층|영업시간 월~토 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-422-1187|
오복수산 잠실점|서울 송파구 백제고분로45길 17-3 1층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-420-9955|
동경산책 석촌호수점|서울 송파구 백제고분로45길 15 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-421-6066|
사시미 신천본점|서울 송파구 백제고분로7길 24 1층|월,화,수,목,일 12:00 ~ 03:00|02-412-0840|
해랑|서울 송파구 오금로 227|영업시간 매일 11:30 ~ 22:30|02-423-9595|
개나리아구찜 송파점|서울 송파구 오금로15길 7-8 1층|영업시간 매일 17:00 ~ 23:00|02-423-0060|
위커파크|서울 송파구 석촌호수로 298 잠실대우레이크월드 103-1호|영업시간 매일 12:00 ~ 22:00|010-2942-0447|
골드참치|서울 송파구 오금로 125|매일 11:00 ~ 01:00 · 브레이크타임 매일 14:00 ~ 16:00|02-422-7747|
부산양곱창 본점|서울 송파구 백제고분로7길 32-13 1층|매일 15:30 ~ 02:00||
황산냉면|서울 송파구 가락로 257|월요일|02-3431-2262|
밀회관 잠실새내점|서울 송파구 백제고분로9길 54 1층|매일 15:30 ~ 02:00|02-423-0120|
소담촌 가락시장직영점|서울 송파구 송파대로28길 13 거북이빌딩 2층|영업시간 매일 11:00 ~ 22:00|02-402-0999|
홍팥집 오금점|서울 송파구 성내천로 77 1층|영업시간 매일 11:00 ~ 22:00|02-430-6577|
풍년뼈다귀해장국|서울 송파구 가락로 94|매일 00:00 ~ 24:00||
해우리 잠실역점|서울 송파구 송파대로 562 웰리스타워 3층|영업시간 월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00|02-412-4997|
송도갈비 문정역점|서울 송파구 법원로 128 문정SKV1 GL메트로시티 A동 201호|영업시간 매일 11:30 ~ 22:00|02-449-6628|
그리지하우스|서울 송파구 백제고분로41길 43-17 1층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:30|02-6013-8169|
아웃백스테이크하우스 잠실점|서울 송파구 송파대로 466|영업시간 월~금 11:00 ~ 22:00|02-418-4071|
찌마기 송파문정점|서울 송파구 새말로 146-1 장지빌딩||02-3402-0663|
삼광호수|서울 송파구 송파대로49길 58|영업시간 매일 11:00 ~ 22:00|02-414-2512|
얼터너티브|서울 송파구 백제고분로46길 26-1 신화빌딩 1층|월요일|02-425-0120|
다케오호르몬데판야끼 송리단길점|서울 송파구 백제고분로45길 8 1층|영업시간 매일 11:00 ~ 22:00|070-4468-6654|
버터램|서울 송파구 충민로 81-9 1층|영업시간 월~금 15:00 ~ 22:00|02-2043-9200|
짬뽕지존 송파점|서울 송파구 오금로 152 1층|매일 00:00 ~ 24:00|02-422-5161|
홀짝집|서울 송파구 백제고분로7길 16-16 1층|||
양타령|서울 송파구 위례성대로 192 송산빌딩 1층|영업시간 매일 11:00 ~ 22:00|02-409-2654|
당산오돌 방이점|서울 송파구 양재대로71길 2-7|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 16:00|02-420-7770|
빠레뜨한남 석촌호수점|서울 송파구 오금로16길 10 1층|월요일|02-6407-3417|
지금보고싶다 방이점|서울 송파구 오금로11길 12 2층|월,화,수,목,일 17:00 ~ 05:00|02-422-7945|
파오파오 새마을시장본점|서울 송파구 석촌호수로12길 22 1층|월요일|02-412-9198|
노티드 잠실|서울 송파구 백제고분로45길 3 2층 201호|영업시간 매일 10:00 ~ 21:00|070-8836-9377|
생생아구|서울 송파구 백제고분로7길 8-37|영업시간 매일 10:00 ~ 22:00|02-419-2922|
서두산딤섬만두 2호점|서울 송파구 올림픽로32길 18-23 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-422-4588|
광양불고기|서울 송파구 백제고분로39길 6|영업시간 매일 11:00 ~ 23:00|02-420-0211|
인기명 방이점|서울 송파구 오금로15길 7-12 1층|영업시간 월~금 17:00 ~ 23:00|02-415-5036|
하늘이네장칼국수|서울 송파구 오금로53길 37|월요일|02-408-3070|
정목누룽지백숙|서울 송파구 위례성대로12길 11|영업시간 매일 11:30 ~ 22:00|02-2202-9264|
역전식당 신천직영점|서울 송파구 백제고분로9길 27|월,화,수,목,일 16:00 ~ 01:00|02-2274-2345|
시그니엘서울 비채나|서울 송파구 올림픽로 300 81층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 18:00|02-3213-1260|
르빵 송파점|서울 송파구 백제고분로41길 12|영업시간 월,화,수,금,토,일 08:00 ~ 23:00|070-8973-7004|
에브리데이몬데이|서울 송파구 송파대로48길 14|월요일|010-4393-0622|
버드나무집|서울 송파구 동남로 309|영업시간 매일 11:00 ~ 22:00|02-408-8000|
만주|서울 송파구 올림픽로32길 21 2층|매일 16:00 ~ 05:00|02-430-8090|
을밀대 잠실점|서울 송파구 오금로15길 7-13|월요일|02-3432-5233|
할머니추어탕 잠실점|서울 송파구 석촌호수로 110 1층|영업시간 매일 10:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-421-1022|
옛날농장 방이점|서울 송파구 올림픽로32길 19-10 1층|월~토 10:00 ~ 02:00|02-416-2566|
송계옥 본점|서울 송파구 올림픽로32길 38 1층 103, 104호|영업시간 월~금 16:00 ~ 22:00|070-7767-2323|
밀회관 방이점|서울 송파구 올림픽로32길 29 1층|월~토 17:00 ~ 02:00|02-2202-0120|
부부횟집 서울점|서울 송파구 오금로18길 4|영업시간 매일 11:30 ~ 22:00|02-415-8881|
크래프트아일랜드 잠실점|서울 송파구 올림픽로35가길 10 더샵스타파크상가 114, 115호,119호|월~금 17:00 ~ 24:00|02-413-1555|
이경진우렁쌈밥정식 오금점|서울 송파구 중대로 310 1층|영업시간 매일 11:00 ~ 22:00|02-402-8838|
어가|서울 송파구 송파대로49길 48|영업시간 매일 11:00 ~ 22:00|02-419-7333|
진저베어|서울 송파구 백제고분로41길 43-7 1층|영업시간 매일 12:00 ~ 21:00||
코이라멘 방이점|서울 송파구 올림픽로34길 16 1층|영업시간 매일 11:00 ~ 22:00|02-418-1469|
화사랑화로구이|서울 송파구 오금로 162|매일 11:00 ~ 24:00|02-421-4554|
본가진미간장게장|서울 송파구 백제고분로 420 1층|영업시간 매일 10:00 ~ 22:00|02-422-5081|
장수식당|서울 송파구 삼전로 95|영업시간 월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-415-4148|
홍태관|서울 송파구 백제고분로7길 16-9|영업시간 월,수,목,금,토,일 12:00 ~ 23:00|02-422-1939|
디어블라썸커피|서울 송파구 올림픽로12길 23 1층|영업시간 매일 12:00 ~ 22:00|02-6014-4619|
라치오|서울 송파구 동남로4길 20|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00|02-400-3031|
쿠우쿠우 송파하비오점|서울 송파구 송파대로 111 205동 201호|영업시간 매일 11:00 ~ 21:00|02-402-1357|
애슐리퀸즈 잠실롯데캐슬점|서울 송파구 올림픽로 269 롯데캐슬골드 지하1층|영업시간 매일 11:00 ~ 21:00|0507-1418-2235|
대성정육식당|서울 송파구 석촌호수로12길 1-6|영업시간 매일 10:30 ~ 22:30|02-412-2292|
풍천장어마을 즉석숯불구이|서울 송파구 송파대로 54 지하1층, 1,2층|영업시간 매일 11:00 ~ 22:00|02-402-0092|
뽕사부|서울 송파구 백제고분로 498 1층 103호|매일 00:00 ~ 24:00|02-416-5391|
화심|서울 송파구 백제고분로9길 49 2층|매일 17:00 ~ 04:00|070-7696-9934|
군자대한곱창 방이직영점|서울 송파구 오금로11길 12 1층 103,104호|매일 12:00 ~ 02:00|070-7627-7771|
고구려민속주막|서울 송파구 올림픽로32길 18 경진빌딩 지하1층|월~금 17:00 ~ 03:00|02-412-1444|
강남면옥 신천점|서울 송파구 올림픽로8길 21 성지빌딩 1,2층|영업시간 매일 11:00 ~ 22:00|02-424-8889|
개군할머니 토종순대국|서울 송파구 양재대로71길 16|영업시간 월~토 10:00 ~ 21:30|02-420-5689|
치즈룸 테이스팅룸 롯데월드몰점|서울 송파구 올림픽로 300 5층|영업시간 매일 10:30 ~ 22:00|02-3213-4550|
빌즈 잠실|서울 송파구 올림픽로 300 롯데월드타워 롯데월드몰 1층|영업시간 매일 10:30 ~ 22:00|02-3213-4185|
레어마카롱 본점|서울 송파구 오금로 126 1층 113,114호|영업시간 매일 12:00 ~ 22:00|070-7717-6809|
방이편백육분삼십 방이본점|서울 송파구 위례성대로16길 25 금양빌딩 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-3444-9312|
팻어케이크|서울 송파구 백제고분로45길 9 2층|월요일|02-123-1234|
잉클링|서울 송파구 양재대로60길 3-5 보우빌딩 1층|월,일요일|02-565-5194|
딹 진또배기|서울 송파구 중대로9길 51 부성빌딩||050-4359-6901|
칠프로 칠백식당 방이직영점|서울 송파구 올림픽로32길 42 1층|매일 12:00 ~ 01:00|02-417-7004|
미성양꼬치|서울 송파구 올림픽로32길 19-6|매일 14:00 ~ 02:00|02-422-3358|
수동상회|서울 송파구 양재대로 932 가락몰 5관 1층|매일 00:00 ~ 24:00|02-403-1767|
화포식당 잠실점|서울 송파구 백제고분로 187 잠실파크인수 107호|월,수,목,금,토,일 11:00 ~ 03:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-421-1971|
연안부두 2호점|서울 송파구 오금로13길 11 1층||02-419-9897|
송리단취향|서울 송파구 백제고분로45길 20 1층|영업시간 매일 12:00 ~ 21:00|010-7574-9244|
야끼소바 니주마루|서울 송파구 백제고분로41길 21 1층|월요일|070-7819-0012|
윤익 다이닝펍|서울 송파구 송파대로30길 41-31|월요일|010-4929-8498|
스시랑랑|서울 송파구 오금로 144|영업시간 매일 12:00 ~ 22:00|02-2203-8588|
벽돌집|서울 송파구 중대로9길 36 1, 2층||02-403-6400|
원조마포소금구이|서울 송파구 오금로11길 34 성우빌딩 1층 101호|영업시간 매일 11:00 ~ 22:00|02-414-1981|
등촌샤브칼국수 방이본점|서울 송파구 올림픽로30길 10 1층|영업시간 매일 10:30 ~ 23:00|02-421-2020|
카페온화 송파점|서울 송파구 백제고분로45길 15 2층|영업시간 매일 12:00 ~ 21:00||
비샵레스토랑|서울 송파구 위례성대로 71 한성백제박물관 2층|월요일|02-415-8410|
코히루|서울 송파구 오금로 148 2층 202호|영업시간 매일 12:00 ~ 22:00|070-8834-5252|
삼백집 잠실직영점|서울 송파구 석촌호수로 240|영업시간 매일 06:30 ~ 22:30|02-418-0301|
함흥본가면옥 문정점|서울 송파구 법원로 114 엠스테이트 D동 301호|영업시간 매일 11:00 ~ 22:00|02-407-8807|
램플러스 신천점|서울 송파구 백제고분로9길 36 1층|매일 12:00 ~ 24:00|02-6014-0097|
진원조닭한마리 잠실신천점|서울 송파구 백제고분로7길 32-11 1층|월~토 11:30 ~ 24:00|02-422-4712|
프라자손칼국수|서울 송파구 동남로18길 40||02-430-4300|
연탄부락 잠실새내점|서울 송파구 백제고분로9길 22 1층|매일 15:00 ~ 00:00|070-4115-9062|
오로라|서울 송파구 백제고분로39길 33 1층|월요일|02-424-2332|
인딕슬로우 송리단길점|서울 송파구 백제고분로45길 28 벤도치빌딩 2층 201호|월요일|02-423-0100|
부산순곱이네 방이점|서울 송파구 오금로15길 16 1층|매일 14:00 ~ 02:00|02-424-3024|
토닭토닭|서울 송파구 백제고분로45길 38|영업시간 매일 11:00 ~ 23:00|02-6925-0206|
리프레쉬커피|서울 송파구 송이로30길 11 1층|영업시간 월~금 09:00 ~ 22:00|02-400-0910|
문가네정육식당|서울 송파구 새말로 125|영업시간 매일 11:30 ~ 22:00|02-448-0270|
내꾸미쭈꾸미 본점|서울 송파구 성내천로 106|영업시간 매일 11:30 ~ 21:30||
돈족골 본점|서울 송파구 삼학사로 66|매일 09:30 ~ 24:00|02-416-5252|
미오|서울 송파구 위례성대로12길 28 1층|월요일|02-423-7168|
해닭 올림픽공원점|서울 송파구 위례성대로16길 5 1층|월요일|02-415-5101|
스시유메|서울 송파구 올림픽로32길 49|영업시간 매일 12:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-422-1432|
유타로 가락점|서울 송파구 송파대로28길 24 밀리아나2차오피스텔 105호|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-3789-4351|
빈체로 올림픽공원점|서울 송파구 위례성대로 68 1층 102호|영업시간 매일 11:00 ~ 22:00|02-2203-3331|
시래마루 본점|서울 송파구 송파대로49길 64 1층|영업시간 매일 10:50 ~ 21:30|02-2203-8999|
박복순쭈꾸미|서울 송파구 백제고분로41길 42-20 1층 101호|월~금 16:00 ~ 00:50|070-7576-3526|
논현삼계탕|서울 송파구 송이로 138 1층|매일 00:00 ~ 24:00|02-418-3377|
어양|서울 송파구 위례성대로 14 한미타워 지하1층|영업시간 매일 12:00 ~ 22:00|02-422-8886|
진대감 가락점|서울 송파구 중대로9길 34 1층|영업시간 월~금 12:00 ~ 22:00|02-404-2200|
도쿄등심 잠실점|서울 송파구 올림픽로 269 롯데캐슬프라자 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-2146-2266|
오스테리아세콘디|서울 송파구 백제고분로42길 4-9 1층 102호|월요일|0507-1330-4244|
한성양꼬치|서울 송파구 중대로 134 부평빌딩 1층|매일 00:00 ~ 24:00|02-409-8686|
경복궁 방이점|서울 송파구 올림픽로 348 2~4층|영업시간 매일 11:30 ~ 22:00|02-418-7767|
아그라 잠실에비뉴엘점|서울 송파구 올림픽로 300 6층|영업시간 매일 11:15 ~ 21:00|0507-1310-2633|
스시선 방이점|서울 송파구 올림픽로32길 37|월요일|02-413-2585|
고인돌|서울 송파구 가락로18길 4-1|영업시간 월~토 11:30 ~ 19:30||
성민양꼬치 잠실점|서울 송파구 오금로15길 7-1|월 16:00 ~ 05:00|02-425-1827|
