카페명|주소|영업시간|전화번호|대표사진주소
일리노이|서울 구로구 서해안로 2203 104동 상가1층|매일 10:30 ~ 22:00|0507-1423-1201|
템트커피|서울 구로구 개봉로10길 12-9 1층|월~토 11:00 ~ 20:00|010-4275-5724|
하삼동커피 구로구청점|서울 구로구 가마산로 271 구로오네뜨시티상가 1층|매일 07:00 ~ 23:00|02-6958-5332|
핑거존 브런치카페|서울 구로구 천왕로2길 31|매일 09:00 ~ 02:00|02-6752-0114|
투썸플레이스 구로대륭1차점|서울 구로구 디지털로 288 대륭포스트타워1차 1층 114호|월~금 07:00 ~ 23:00|02-866-2644|
까페봉주르마담|서울 구로구 오리로 1316 용마빌딩 1층|월~토 09:30 ~ 17:00|010-5152-9991|
노리파크 대 베가랜드 구로점|서울 구로구 부광로 96-5 구로에이스캠프 지식산업센터 1층 110-113호|매일 10:00 ~ 20:00|02-2039-2740|
드립하우스|서울 구로구 개봉로3길 36|월~금 09:00 ~ 23:00|070-7553-9902|
플레이온보드게임카페 구디점|서울 구로구 디지털로32길 97-33 3층|월~금 14:00 ~ 06:00|02-857-5727|
에쏠로지구로2호점|서울 구로구 가마산로 286||02-863-1002|
이디야커피 남구로역점|서울 구로구 디지털로27길 127|매일 08:00 ~ 23:00|02-830-8618|
이디야커피 오류남부점|서울 구로구 오류로8길 65|매일 08:00 ~ 21:30|02-2685-3642|
메가MGC커피 남구로점|서울 구로구 디지털로31길 120 한신휴플러스아파트 상가2동 1층||02-830-1063|
카페사월|서울 구로구 부일로15길 16 1층|매일 09:00 ~ 21:00||
메가MGC커피 오류남부점|서울 구로구 오류로8길 20 1층||02-2060-3004|
보드피플아지트|서울 구로구 디지털로32가길 1|||
카페숲|서울 구로구 오리로13길 51||02-2685-2001|
할리스 구로점|서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 1층|월~금 07:30 ~ 20:30|02-2025-0255|
카페동네 항동점|서울 구로구 연동로11길 19 1층|월 10:00 ~ 19:00|070-7677-6624|
빽다방 구로디지털역점|서울 구로구 디지털로32길 79 1층|매일 09:00 ~ 22:00|02-861-2929|
레드애플커피 넷마블G타워점|서울 구로구 디지털로26길 38 지타워 지하2층 B240호|월~금 07:00 ~ 21:00||
에이스커피 1호점|서울 구로구 경인로31길 84 1층|매일 09:00 ~ 23:00|02-2060-1009|
스타벅스 구로하이엔드점|서울 구로구 디지털로26길 5 에이스 하이엔드 타워|월~금 07:00 ~ 19:00|1522-3232|
이디야커피 오류북부역점|서울 구로구 경인로20길 6 포스시티|월~금 08:00 ~ 23:00|02-2688-7737|
메가MGC커피 개봉북부역점|서울 구로구 경인로40길 25 청실아파트 1층 9호|매일 08:00 ~ 23:00|02-2612-1230|
두리안디저트카페|서울 구로구 도림로 101 1층|월~금 10:30 ~ 21:30|0507-1340-0732|
은하수다방|서울 구로구 경인로19길 12||02-2687-6969|
이디야커피 개봉역점|서울 구로구 남부순환로97길 11|월~금 07:30 ~ 24:00|02-2616-6876|
이디야커피 신도림테크노마트점|서울 구로구 새말로 97|매일 09:00 ~ 22:30||
설빙 오류동역점|서울 구로구 경인로20길 10 2층|매일 11:00 ~ 22:00|02-3666-0397|
메가MGC커피 구로고척시장점|서울 구로구 경인로47길 107 1층||02-2611-6238|
메가MGC커피 구일역점|서울 구로구 구일로10길 27 SK허브수 B동 1층|매일 08:00 ~ 23:00|02-855-5111|
뛰노리방방 고척점|서울 구로구 고척로 207|월~금 13:00 ~ 19:00|02-6052-9963|
컴포즈커피 신도림1호점|서울 구로구 신도림로 16 대림2차 주상가동 109호|월~금 08:00 ~ 22:30|02-2632-2045|
열두달카페|서울 구로구 경인로 323|월~금 08:00 ~ 23:00||
두즈커피|서울 구로구 남부순환로107길 5 1층|월~금 08:00 ~ 22:00||
이디야 구로궁동점|서울 구로구 오리로 1304|||
키즈하우스|서울 구로구 고척로 134||070-8151-6686|
투썸플레이스 구로대륭7차점|서울 구로구 디지털로33길 48|월~금 07:30 ~ 21:30|02-853-3336|
메가MGC커피 개봉점|서울 구로구 개봉로 70 1층||02-2682-4158|
메가MGC커피 구로고척점|서울 구로구 고척로 239 1층|월~금 08:00 ~ 22:30|02-2060-6222|
파스쿠찌 디큐브아트센터점|서울 구로구 경인로 662 디큐브아트센터 7층|월~금 08:00 ~ 21:00|02-2211-3070|
공차 구로디지털2호점|서울 구로구 디지털로 288 대륭포스트1차 지하111호|월~금 10:00 ~ 21:30|02-858-1778|
메가MGC커피 구로디지털탑프라자점|서울 구로구 디지털로26길 98 1층 104,105호|월~금 07:00 ~ 20:00|02-830-1245|
할리스 구로거리공원점|서울 구로구 구로중앙로28길 52|월~금 09:00 ~ 21:00|02-838-7008|
메가MGC커피 신도림크라운빌점|서울 구로구 경인로63길 11 신도림크라운빌2오피스텔 B동 1층 105호||02-2633-8003|
꾸꾸네|서울 구로구 신도림로19길 7 1층|월요일|070-7543-4197|
이디야커피 구로역광장점|서울 구로구 경인로 572|월~금 07:00 ~ 23:00||
벌툰 신도림역점|서울 구로구 경인로67길 23 2층 212호||02-2068-3841|
폴바셋 현대디큐브시티점|서울 구로구 경인로 662 5층|매일 11:00 ~ 22:00|02-2210-9543|
메가MGC커피 개봉사거리점|서울 구로구 경인로 324 성원빌딩 1층||02-2060-4158|
컴포즈커피 구로디지털점|서울 구로구 구로동 184-1 우림이비지센터2차 113호|월~금 08:00 ~ 23:00|02-6952-1333|
컴포즈커피 구로깔깔거리점|서울 구로구 디지털로32길 87||02-852-2468|
디저트39 개봉푸르지오점|서울 구로구 남부순환로 775 상가 106동 1층 101호|매일 10:00 ~ 22:00|02-2616-8030|
멜로우밀|서울 구로구 연동로11길 24 1층|매일 11:00 ~ 22:00||
컴포즈커피 동양미래대학점|서울 구로구 중앙로6길 50||02-2066-9020|
하삼동커피 구로개봉점|서울 구로구 개봉로 72 1층|||
이디야커피 고대구로병원점|서울 구로구 구로동로 157|월~금 08:00 ~ 23:00|02-855-9874|
백스트릿나인|서울 구로구 구로중앙로15길 5 1층|월,화,수,목,금,일 10:00 ~ 21:00||
메가MGC커피 구로항동점|서울 구로구 서해안로 2124 105호||02-2686-9998|
달달하늬|서울 구로구 개봉로11길 10-10 1층|매일 10:00 ~ 21:30|02-2688-3227|
메가MGC커피 구로궁동점|서울 구로구 부일로15길 29 비치빌딩 1층|||
진심커피 개봉점|서울 구로구 고척로21가길 11|월~금 08:00 ~ 22:00|02-2613-0222|
룽고커피|서울 구로구 경인로67길 23 대우푸르지오2차상가 1층 117호|매일 07:00 ~ 01:00|02-6335-7800|
이디야커피 구일역점|서울 구로구 구일로 110|매일 09:00 ~ 23:00|02-868-1816|
커피베이 온수역점|서울 구로구 부일로 855 1층||02-2688-3800|
카페민트|서울 구로구 경인로 572 스타팰리스 1층 107호|월~금 07:30 ~ 22:30||
이디야커피 구로에이스점|서울 구로구 디지털로33길 11 에이스테크노타워 8차 106호|월~금 08:00 ~ 20:00|02-2025-7998|
카페뒤미엘|서울 구로구 공원로 83|||
303플레이스|서울 구로구 중앙로6길 50 2층|||
카페 무무|서울 구로구 구로중앙로28길 53-12 1층||02-864-8641|
이디야커피 동양미래대학점|서울 구로구 경인로47길 14||02-2612-4002|
이디야커피 구로미성점|서울 구로구 구로중앙로 228|매일 08:00 ~ 23:00|070-7786-2240|
아방갤러리 카페 디큐브시티점|서울 구로구 경인로 662 3층|월~목 11:00 ~ 21:00|02-2210-9330|
컴포즈커피 구로한영캐슬시티점|서울 구로구 디지털로26길 90 102동 102호|월~토 09:00 ~ 19:00||
이디야커피 구로거리공원점|서울 구로구 구로중앙로28길 73|월~금 08:00 ~ 22:30|02-855-7155|
홍콩다방 구로지플러스타워점|서울 구로구 디지털로26길 123 지하1층 B106호|월~금 11:00 ~ 23:00|02-6969-7953|
로스터리카페순|서울 구로구 고척로40길 3-1 1,2층|월~금 09:00 ~ 20:00|0507-1371-5441|
카페126 (휴업중)|서울 구로구 고척로30길 6|월,화,목,금,토,일 10:00 ~ 24:00|010-3267-9499|
카페트렌디|서울 구로구 천왕로 106 골드프라자 103호|월~금 07:30 ~ 21:50|02-3666-0231|
카페노브|서울 구로구 경인로31길 62 1층|매일 11:00 ~ 21:00|010-8447-5484|
빽다방 동양미래대점|서울 구로구 경인로47길 23 1층 101호|매일 08:00 ~ 23:00|02-3666-5444|
빽다방 고대구로병원점|서울 구로구 구로동로 138|매일 07:30 ~ 22:00|02-6015-9504|
빽다방 구로코오롱점|서울 구로구 디지털로30길 31 코오롱빌란트 2차 109호|월~금 07:30 ~ 20:00|02-2081-1675|
로스팅데이 신도림점|서울 구로구 경인로 619-3 신도림3차푸르지오 1층 109호|월~금 08:00 ~ 22:00|010-3150-3433|
아마렐로 에스프레소바|서울 구로구 가마산로21길 9|||
이키즈랜드 신구로점|서울 구로구 구로중앙로 152 NC백화점 신구로점 7층|매일 10:30 ~ 20:30|02-6923-2474|
컴포즈커피 개봉한진점|서울 구로구 개봉로3길 13 101호|월~금 07:30 ~ 22:00|02-2611-2371|
빌로우디큐브시티|서울 구로구 경인로 662 현대백화점 디큐브시티점 6층|||
이디야커피 구로NC점|서울 구로구 구로동로 240 103호|월~금 08:00 ~ 22:30|02-864-2438|
아마스빈 동양미래대점|서울 구로구 경인로47길 11 1층||02-2060-9500|
폴바셋 고대구로병원점|서울 구로구 구로동로 148 신관 1층|월~금 07:00 ~ 21:00|02-856-0060|
디저트39 구로구청점|서울 구로구 가마산로 285 비즈트위트레드 1층 103호|월~금 10:30 ~ 23:00|02-867-8639|
메가MGC커피 천왕역점|서울 구로구 오리로 1141 1층 102호||02-2060-2491|
빽다방 천왕역점|서울 구로구 오리로 1149 랑데르 1층|월~금 08:00 ~ 21:00|02-2688-7766|
메가MGC커피 개봉푸르지오점|서울 구로구 고척로 126 1층||02-2060-7267|
메가MGC커피 오류동역점|서울 구로구 경인로20가길 5 하늘쉼빌딩 1층 101호||02-2661-2600|
크로플덕 오리아가씨 구로점|서울 구로구 고척로21나길 38-4 1층|매일 13:00 ~ 02:00|010-266-3769|
감성커피 신도림푸르지오점|서울 구로구 경인로 661 신도림1차푸르지오 1층 127-1호||02-2633-0744|
메가MGC커피 천왕이펜하우스점|서울 구로구 천왕로 29 천왕이펜하우스4단지 상가동 1층 102호|월~금 08:00 ~ 22:00|070-8836-5144|
아마스빈 구로디지털단지점|서울 구로구 디지털로31길 41 이앤씨벤처드림타워6차 111호||02-801-0111|
디저트39 구로헤리움점|서울 구로구 중앙로 18 1층 106호|매일 08:30 ~ 22:00|02-2060-3933|
캘리클럽 아이파크몰 고척|서울 구로구 경인로43길 49 MD동 C동 1층|매일 10:00 ~ 22:00|070-4480-6370|
말랑한날|서울 구로구 부일로9길 75 1층 102호|월요일|010-2714-3832|
행복무인카페|서울 구로구 고척로 95 1층|매일 00:00 ~ 24:00|0506-530-5550|
이디야커피 신도림메르디앙점|서울 구로구 신도림로 65 1층|월~금 08:00 ~ 22:00|019-3667-3350|
메가MGC커피 개봉남부역점|서울 구로구 남부순환로97길 20-6 1층||02-2617-1114|
카페인중독 구로점|서울 구로구 공원로 35|매일 11:00 ~ 22:00|02-851-5111|
에그마카슈 구로디지털점|서울 구로구 디지털로32가길 1 1층|월~금 08:00 ~ 20:00||
애드샷|서울 구로구 경인로33마길 12 1층|월~금 09:00 ~ 21:00|070-7779-2008|
카페아르테|서울 구로구 새말로16길 17|||
공차 현대디큐브점|서울 구로구 경인로 662 지하 2층|월~목 11:00 ~ 21:30|02-2210-9771|
빽다방 구로시장점|서울 구로구 구로동로26길 125 1,2층|월~금 08:00 ~ 21:30|02-856-0779|
메가MGC커피 구로NC점|서울 구로구 새말로 22 1층||02-855-0656|
카페인중독 개봉점|서울 구로구 경인로 320 지하1층|매일 11:00 ~ 24:00|02-2612-2851|
컴포즈커피 신도림역사점|서울 구로구 새말로 97 신도림테크노마트 지하1층 제비에스 001호|매일 09:00 ~ 18:00|02-2111-1009|
한국영파머스클럽 로컬푸드카페|서울 구로구 경인로47길 107 현대상가 2층 201호|월~토 10:00 ~ 22:00|02-6949-4289|
메가MGC커피 개봉중앙점|서울 구로구 개봉로 25 1층 101호||02-2684-4944|
스토리공감|서울 구로구 오류로8길 51||02-2686-5952|
이기석커피치즈케익가게|서울 구로구 디지털로31길 120 한신휴플러스 상가동 1층 220호|||
메가MGC커피 구로매봉초점|서울 구로구 고척로21나길 14 1층||02-6465-2575|
달달한날|서울 구로구 경서로 41||010-4718-4295|
니어더스카이|서울 구로구 개봉로 49 6층|월요일||
만랩커피 구로코오롱타워점|서울 구로구 디지털로30길 31 코오롱디지털타워빌란트 2차 1층 102호|월~금 07:00 ~ 20:00|02-2081-1122|
커피코트 구로코오롱점|서울 구로구 디지털로30길 31 코오롱디지털타워빌란트2차|월~금 07:30 ~ 20:00|02-864-4011|
랑데자뷰 NC구로점|서울 구로구 구로중앙로 152 NC구로 백화점 3층|월~목 10:00 ~ 21:00|02-6923-2296|
컴포즈커피 구로항동점|서울 구로구 서해안로 2096 110호|매일 09:00 ~ 22:00|02-2066-5866|
디저트39 신도림점|서울 구로구 경인로 661 신도림1차푸르지오 1층 104동 2호|월~금 07:30 ~ 22:00|02-2676-7739|
컴포즈커피 구로구청점|서울 구로구 가마산로 265 한솔로이젠트 1층 101호|월~금 07:40 ~ 22:00||
로그커피로스터스|서울 구로구 디지털로29길 38 에이스테크노타워3차 1층 109호|월~금 08:00 ~ 19:00||
이디야커피 구로중앙점|서울 구로구 도림로 79|월~금 08:00 ~ 22:00|02-859-9211|
컴포즈커피 개봉북부점|서울 구로구 경인로40길 12 1층|매일 08:00 ~ 22:00|02-2066-3829|
실린더스커피|서울 구로구 디지털로33길 11 에이스테크노타워8처 1층 102호|월~금 07:00 ~ 22:00|02-855-2195|
커피니 신도림점|서울 구로구 경인로59길 8 태영빌딩 1층|월~금 08:00 ~ 22:00|02-2068-9005|
메가MGC커피 항동지식산업센터점|서울 구로구 부광로 88 구로SK V1 센터 BB102-B호|월~금 08:00 ~ 21:00|02-2616-9616|
어벤더치커피 서울동양미래대학점|서울 구로구 중앙로6길 50 1층|매일 08:00 ~ 23:00||
컴포즈커피 남구로점|서울 구로구 디지털로31길 120 한신휴플러스아파트 1층||070-8691-4544|
컴포즈커피 오류북부점|서울 구로구 경인로 198 1층|매일 08:00 ~ 23:00||
하루의하루|서울 구로구 가마산로 232-11|||
달보드레|서울 구로구 서해안로24길 29 1층|매일 14:00 ~ 20:00|0507-1407-1760|
커피콩콩|서울 구로구 남부순환로95길 34 1층|매일 12:00 ~ 21:00|02-2612-1113|
컴포즈커피 천왕이펜하우스점|서울 구로구 천왕로 32 102호|매일 08:00 ~ 22:00|02-2066-2045|
빽다방 개봉역점|서울 구로구 남부순환로97길 3|매일 07:30 ~ 22:30|02-2613-2220|
수목원쉼터|서울 구로구 서해안로 2117 수목원쉼터베이커리카페 1층|매일 09:30 ~ 21:00|02-2614-2342|
반하다|서울 구로구 도림로 53-1|월~금 11:00 ~ 23:00||
이디야커피 구로고척점|서울 구로구 고척로 149|월~금 08:00 ~ 22:00|02-2060-0196|
카페안나|서울 구로구 공원로7길 12 삼성드림빌 1층 103호|월~토 09:00 ~ 22:00||
매머드익스프레스 구로디지털중앙점|서울 구로구 디지털로30길 31 코오롱디지털타워빌란트2차 1층 103호|월~금 08:00 ~ 19:30|070-8809-8917|
메가MGC커피 동양미래대학점|서울 구로구 경인로47길 26 1층||02-2688-4924|
예커피|서울 구로구 고척로21나길 63 1층|월,화,수,목,금,일 08:30 ~ 19:30|070-4231-2233|
이디야커피 천왕이펜하우스점|서울 구로구 천왕로 36|매일 08:30 ~ 22:20|02-2611-0808|
카페에쏠로지 고척점|서울 구로구 중앙로6길 46 1층|매일 07:30 ~ 22:30|010-9149-7099|
이디야커피 구로항동지구점|서울 구로구 항동로3길 6 1층|||
컴포즈커피 오금교점|서울 구로구 신도림로 7 금강리빙스텔 102호|월~금 07:00 ~ 21:00|02-2676-9882|
씬|서울 구로구 경인로19길 36-20 1층|||
스홀리|서울 구로구 고척로 205 오토빌딩 1층|매일 11:00 ~ 17:00||
우지커피 개봉점|서울 구로구 개봉로3길 44 1층|영업시간 월~금 08:00 ~ 10:00|010-3331-3226|
모눈|서울 구로구 고척로33길 25 1층||010-2467-7104|
가린열북카페|서울 구로구 개봉로17길 12 1,2층|매일 09:00 ~ 20:00|070-8691-1217|
이디야커피 구로이마트점|서울 구로구 디지털로32길 43|매일 10:00 ~ 22:00|02-857-3323|
델리아띠 신도림테크노마트점|서울 구로구 새말로 97||02-2111-1501|
카페함크|서울 구로구 고척로 141|||
이디야커피 개봉중앙점|서울 구로구 개봉로3길 26|매일 09:00 ~ 22:30|02-2060-4199|
세븐피트|서울 구로구 고척로 6-2 1층|월요일|010-8816-7767|
요거프레소 신도림푸르지오점|서울 구로구 경인로 661 신도림1차푸르지오 상가동|월~금 07:30 ~ 22:30|02-3439-7788|
윤커피|서울 구로구 경인로15길 19 1층 102호|월,수,목,금,토 12:00 ~ 22:00|010-7396-0477|
매머드익스프레스 신도림점|서울 구로구 경인로 661 신도림1차푸르지오 상가동 1층 123-2호|월~금 07:30 ~ 22:00||
핏카페|서울 구로구 경인로 662|매일 07:00 ~ 22:00|02-2211-1790|
커피공화국|서울 구로구 경서로 82-14 1층|월~금 10:00 ~ 21:00|070-4086-5014|
작은집커피|서울 구로구 도림천로 336 진성빌딩 1층 101호|월요일|010-6378-0575|
위트러스트커피|서울 구로구 디지털로34길 55 코오롱싸이언스벨리2차 126호|월~금 07:30 ~ 17:00|02-868-6475|
빽다방 오류동역남부점|서울 구로구 오류로8길 64|매일 08:00 ~ 22:00|02-2060-6610|
미스터힐링 구로디지털점|서울 구로구 디지털로 300 지밸리비즈플라자 2층 5-2호|매일 11:00 ~ 22:00|02-6344-3322|
파라노이드 구로 카페|서울 구로구 디지털로33길 27 1층 106호|월~금 07:00 ~ 20:00|02-6953-7909|
빽다방 구일역점|서울 구로구 구일로8길 56 구일프라자 1층 102호|매일 07:30 ~ 22:30|02-858-1236|
방다방로스터스|서울 구로구 구일로2길 60 구일우성아파트 201동 상가 109호|월~토 09:30 ~ 19:00|070-7760-1021|
아마스빈 구로깔깔거리점|서울 구로구 시흥대로 577-11 덕영빌딩 1층||02-855-1114|
도론수제|서울 구로구 오류로8길 104 1층|월~토 10:30 ~ 20:00|02-2613-7234|
카페일분 개봉점|서울 구로구 경인로 302 111동 106호|매일 00:00 ~ 24:00||
더벤티 항동SKV1점|서울 구로구 부광로 88 지하 1층||02-2060-1469|
카페피카|서울 구로구 구로중앙로19길 16|월~금 08:30 ~ 22:00||
구름위|서울 구로구 개봉로6길 8 에스엠벨리체 1층 101호||010-2898-8611|
