카페명|주소|영업시간|전화번호|대표사진주소
이디야커피 목4동점|서울 양천구 목동중앙본로7길 46|매일 08:00 ~ 23:30|02-2643-0511|
컴포즈커피 목동깨비시장점|서울 양천구 목동중앙북로 3|월~금 08:00 ~ 22:00|02-2655-2371|
목동커피|서울 양천구 신정중앙로23길 6 1층|월~금 09:00 ~ 23:00|02-2696-2979|
레몬버베나|서울 양천구 오목로54길 14 1층|매일 11:00 ~ 22:00|02-6956-5377|
하이오커피 오목교역점|서울 양천구 오목로54길 1 연지프로빌 1층 102호|매일 08:00 ~ 21:00|02-2088-2027|
파스쿠찌 양천목동점|서울 양천구 목동중앙본로 78 1,2층|매일 08:00 ~ 22:00|02-2646-9711|
이디야커피 양천구청점|서울 양천구 목동동로 63 대영프라자 103,104호|월~금 08:30 ~ 21:40|02-2642-5409|
엉클빈|서울 양천구 신정중앙로 99 1층|월~토 08:30 ~ 23:00||
커피인동 파라곤점|서울 양천구 목동서로 155|매일 08:30 ~ 23:00|02-2649-7986|
에그브레소|서울 양천구 목동중앙남로5길 51 1층|매일 07:00 ~ 02:00|02-2644-2988|
소극장 페르소나|서울 양천구 신정로7길 76 푸른마을2단지상가동 2층 201호||02-2066-0340|
이디야커피 목3동점|서울 양천구 목동중앙북로 38|월~금 07:30 ~ 23:00|02-2644-3292|
카페일월십일|서울 양천구 목동중앙남로9길 41 1층 101,102호|매일 10:00 ~ 22:00||
카페에클|서울 양천구 남부순환로 374 1층|매일 10:00 ~ 21:00|02-2605-7106|
메가MGC커피 신목점|서울 양천구 목동중앙로 97 1층||02-2644-5206|
컴포즈커피 신정네거리점|서울 양천구 신정동 1179-4 래미안 아델리체 111동 상가 1층 102호||02-6953-3829|
이디야커피 목동중앙점|서울 양천구 목동서로 287 동문비젼오피스텔 지상1층|매일 08:00 ~ 22:00|02-2062-0207|
컴포즈커피 모세미점|서울 양천구 목동중앙남로 7-1 101호|월~금 08:00 ~ 22:00|02-6403-3605|
구움블루스|서울 양천구 오목로56길 5 1층|월~토 12:00 ~ 21:00||
커피랑도서관 신정1호점|서울 양천구 신월로 348 5층|매일 00:00 ~ 24:00|010-6513-1713|
매머드커피 목동점|서울 양천구 목동서로 221 굿모닝탑오피스텔 110호|월~금 07:00 ~ 20:00|02-2653-2929|
쿼즈 보드카페|서울 양천구 오목로 337-10 지하1층 2호|영업시간 월~금 16:00 ~ 02:00||
제3화원|서울 양천구 남부순환로 402|월요일||
컴포즈커피 오목교점|서울 양천구 목동동로 293 현대41타워 1층 23호||02-2642-8801|
카페희다 신정네거리역점|서울 양천구 중앙로43길 14|매일 08:00 ~ 22:00||
이디야커피 신월사거리점|서울 양천구 남부순환로 353|월~금 07:30 ~ 22:30|02-2691-7001|
이디야커피 목동역점|서울 양천구 오목로 229 1층|월~금 08:20 ~ 23:00|02-2602-1197|
만월당|서울 양천구 목동중앙본로 52 1층|매일 11:00 ~ 20:00|02-6956-6923|
이디야커피 CBS본사점|서울 양천구 목동서로 159-1|월~금 07:30 ~ 23:30||
대흥다방|서울 양천구 오목로 131||02-2602-2049|
달콤한상상|서울 양천구 신월로38길 12||02-2062-8569|
빽다방 목동41타워점|서울 양천구 목동동로 293 1층 1-10호|월~금 07:30 ~ 22:00|02-2644-7140|
37.5 목동점|서울 양천구 목동동로 309 행복한백화점 1층|매일 09:30 ~ 20:30 · 브레이크타임 매일 16:00 ~ 17:00|02-2644-3705|
카페아몽|서울 양천구 오목로 141||02-2606-4586|
이디야커피 목동남부점|서울 양천구 목동남로 46|월~금 08:00 ~ 22:50|02-2652-7779|
카페11단지|서울 양천구 목동동로 10 목동신시가지11단지아파트 A상가 117호|매일 10:00 ~ 19:00||
커피스튜디오|서울 양천구 중앙로43길 14 상가112동 A19-1호|월,수,목,금,토,일 10:00 ~ 21:00|010-8696-3545|
커피나무아래쉼|서울 양천구 신정이펜1로 50 1층|월~금 08:30 ~ 21:00|02-2691-7272|
커피랑도서관 신정교점|서울 양천구 신목로 38 엘도라도빌딩 4층 403호|월~토 00:00 ~ 24:00|010-8208-4967|
탐앤탐스 신정역점|서울 양천구 오목로 195 원일빌딩 1,2층|매일 08:00 ~ 23:00|02-2699-8335|
히얼앤나우|서울 양천구 목동로21길 2-1 1층 101호|월,일요일|010-8468-6355|
커피쥬 신월점|서울 양천구 오목로 58 해풍빌딩 1층|||
애틱인서울하우스|서울 양천구 오목로54길 9 수정빌딩 2층 201호||070-7543-9960|
디아이와이카페|서울 양천구 목동중앙북로20길 21|월,화요일|02-2061-3203|
메가MGC커피 목동파리공원점|서울 양천구 목동서로 65 목동가든스위트 1층 112호||02-2644-0121|
메가MGC커피 신월사거리점|서울 양천구 남부순환로40길 3 1층||02-2605-8215|
메가MGC커피 양천신정중앙점|서울 양천구 은행정로 17 1층|매일 08:00 ~ 23:00|02-2655-1330|
아가참새커피|서울 양천구 목동중앙본로 61||02-2646-3160|
메가MGC커피 등촌역점|서울 양천구 목동중앙북로7길 10 1층||02-2652-5820|
메가MGC커피 목동우성점|서울 양천구 목동남로4길 2 1층||02-2646-9333|
네발로오시개|서울 양천구 신월로 164 승일뷰티타워2 208호|월,수,목,금,토,일 07:00 ~ 21:00|010-7745-9454|
컴포즈커피 오목교중앙점|서울 양천구 목동동로12길 45 상가동 1층 11-1호|월~금 08:00 ~ 23:00||
이디야커피 신정서부점|서울 양천구 신정로11길 50-15||02-2611-8957|
더벤티 목동역점|서울 양천구 목동로 210 타운빌딩 1층|월~금 08:00 ~ 22:00|02-2653-0215|
블루뮤지엄|서울 양천구 목동중앙북로 31 1층|월~금 10:00 ~ 22:00|02-2061-3446|
플렉스보드카페|서울 양천구 신정중앙로 94|월~금 14:00 ~ 02:00|02-2604-3628|
카페일분 신정점|서울 양천구 신목로 65 아이빌딩 1층 102-1호|매일 00:00 ~ 24:00|010-8858-0629|
고도커피|서울 양천구 오목로56길 2|월~금 11:00 ~ 22:00||
씨더메종|서울 양천구 남부순환로83길 17 목동 센트럴 아이파크 위브 1단지 상가 지하 1층 5호|월~금 09:00 ~ 18:30|010-5808-8895|
아동놀이연구소 플레이랩 서울양천점|서울 양천구 신월로 164 승일뷰티타워2, 301호|매일 10:00 ~ 19:00 · 브레이크타임 매일 13:10 ~ 14:30|010-4229-8631|
이디야커피 목동센트럴아이파크위브점|서울 양천구 남부순환로 603|||
빽다방 등촌역점|서울 양천구 공항대로 564 1층 2호|월~토 07:30 ~ 21:30|02-6401-0000|
컴포즈커피 염창중앙점|서울 양천구 공항대로 624 1층|월~금 08:00 ~ 23:00|02-2062-8520|
그로잉|서울 양천구 목동서로 397 대림아크로빌 B동 117호|매일 08:00 ~ 21:00|070-4233-7871|
점핑스카이|서울 양천구 월정로 54 2층||02-2690-1258|
그릿시냇가|서울 양천구 신정로13길 21 한성교회 1층||02-8787-9136|
국민우유집 목동점|서울 양천구 목동중앙본로7길 48 1층|매일 10:00 ~ 22:30|070-8844-2002|
이디야 목동아델리체점|서울 양천구 중앙로43길 14 A동 104호|월~금 09:00 ~ 22:00|02-2606-7260|
커피메이킹|서울 양천구 목동로11길 6||02-6489-9345|
이디야커피 신정네거리역점|서울 양천구 중앙로 282|매일 08:00 ~ 23:00|02-2696-7333|
공차 목동파리공원점|서울 양천구 목동서로 65 목동가든스위트 1층 105~107호|매일 09:00 ~ 22:30||
할리스 오목교역점|서울 양천구 오목로 344 청학빌딩 1층|매일 08:00 ~ 23:00|02-2062-8405|
몰랑 케이크|서울 양천구 오목로32길 19 1층|월~금 11:00 ~ 20:00|010-8950-3943|
커피베이 신정뉴타운점|서울 양천구 남부순환로83길 17 목동센트럴아이파크 1단지 1-55호|월~금 08:00 ~ 22:00|02-835-0520|
갤러리 카페 더 컬러|서울 양천구 신정중앙로 71 지하1층,1,2층|월~토 10:00 ~ 18:00|02-6907-8585|
플럭스커피로스터스|서울 양천구 목동중앙북로 33-20 1층|월~금 10:00 ~ 19:00|070-4024-7193|
이로랑|서울 양천구 국회대로 269 1층 102호|월~토 10:30 ~ 22:00|02-2642-7530|
틴패낼리|서울 양천구 남부순환로79길 9||02-6012-9522|
아마스빈 목동오목교역점|서울 양천구 오목로 300 현대하이페리온2차 205동 1층||02-2643-5523|
미슬토|서울 양천구 목동중앙북로 15 1층|월,수,목,금,토,일 11:00 ~ 19:00|02-6080-6905|
이디야커피 신월7동점|서울 양천구 지양로 79 1층|월~금 08:00 ~ 22:00|02-2699-3335|
컴포즈커피 곰달래사거리점|서울 양천구 곰달래로 48 가동 1층 7호||02-000-0999|
24시프리카페 목동점|서울 양천구 목동중앙로 43 글로리파크 2층|매일 00:00 ~ 24:00|0507-1316-4404|
79파운야드 목동41타워점|서울 양천구 목동동로 293 현대41타워 1-44~46호|월~금 09:00 ~ 22:00|02-2644-0502|
매듭달|서울 양천구 목동중앙북로 68 목동에버하임 1층 101호~103호|월~금 08:00 ~ 21:00|010-9310-1507|
빽다방 목동파리공원점|서울 양천구 목동서로 65 목동가든스위트 102호|매일 09:00 ~ 22:00|02-2648-8202|
크로플스마일|서울 양천구 목동로9길 2 지하1층 02호|월요일|010-2317-6474|
카페SB|서울 양천구 남부순환로 435|매일 11:00 ~ 22:00|070-4495-6950|
24시무인셀프카페 목동점|서울 양천구 목동중앙서로 20|매일 00:00 ~ 24:00||
메가MGC커피 곰달래사거리점|서울 양천구 월정로 127 1층|월~금 07:30 ~ 22:00|02-2699-1916|
알툰달툰|서울 양천구 목동중앙로 43 301호|월~금 12:00 ~ 22:00||
메가MGC커피 신정푸른마을점|서울 양천구 신정로11길 62 유광빌딩 1층 101,102호||02-2611-1063|
커피랑도서관 목동파리공원점|서울 양천구 목동서로 37 하이베라스 2층 205, 206호|월 08:00 ~ 24:00|02-2061-1379|
지소현Roaster's커피|서울 양천구 중앙로32길 61 현대프라자 114호|월~토 08:50 ~ 21:00|070-7624-2101|
만월경 목동점|서울 양천구 목동로19길 7 1층 102호|매일 00:00 ~ 24:00|010-5895-3455|
이디야커피 목동로데오점|서울 양천구 목동로 219 1, 2층|월~금 08:00 ~ 23:00||
올핸즈투게더|서울 양천구 목동중앙북로5길 16 1층|매일 10:00 ~ 22:00||
만랩커피 신정뉴타운점|서울 양천구 남부순환로83길 47 상가동 1층|매일 09:00 ~ 22:00|02-2691-0113|
브론토|서울 양천구 신목로6길 41 1층|월,일요일|0507-1395-0537|
또카페|서울 양천구 등촌로 56-1 2층|월,화,수,목,금,일 11:00 ~ 22:00||
더벤티 목동하이스트점|서울 양천구 목동서로 250 1층|월~토 09:00 ~ 22:00|02-6013-1924|
테오|서울 양천구 은행정로3길 9-2|월~금 10:00 ~ 19:00|02-2602-8309|
포트캔커피 신정점|서울 양천구 오목로 138 신정스포렉스 1층||02-2694-3332|
백억커피 염창역점|서울 양천구 목동중앙북로18길 33|||
진스카페|서울 양천구 목동남로2길 21-6 베아투스빌딩 1, 2층|매일 09:00 ~ 22:00||
목이|서울 양천구 목동중앙북로10길 13 1층 101호|월~금 09:00 ~ 19:30|02-6952-1221|
컴포즈커피 목동중앙하이츠점|서울 양천구 오목로 212 1층 104호|매일 08:30 ~ 22:00|070-7379-1406|
아마스빈 등촌역점|서울 양천구 공항대로 562|매일 10:00 ~ 22:00|02-2646-8274|
시나본|서울 양천구 목동동로 77 1층|||
그날의쉼표|서울 양천구 목동동로14길 16|월~금 10:00 ~ 19:00|02-6015-6373|
쥬씨 신월이마트점|서울 양천구 화곡로4길 2|월~금 08:00 ~ 22:00||
컴포즈커피 양천신곡점|서울 양천구 신월로 170||02-2695-1331|
고메카페|서울 양천구 목동중앙로 105 1층|월~토 10:00 ~ 21:00|02-2654-3524|
봄이와|서울 양천구 목동동로 437 향도드림네스트 109호||02-2648-3608|
더벤티 신정네거리역점|서울 양천구 중앙로 247 1층||02-2065-3033|
히긴스|서울 양천구 신목로5길 12-2 지하|월요일||
카페이음|서울 양천구 남부순환로83길 17|월~금 08:00 ~ 23:00|02-2605-8787|
카페인더우드|서울 양천구 등촌로 200 1층|매일 11:00 ~ 22:00||
홀리빈|서울 양천구 신정로13길 11 2층|||
집앞카페|서울 양천구 은행정로 73 1층|월~금 08:00 ~ 20:00|02-2603-9294|
오션베이스|서울 양천구 은행정로5길 40 1층 101호||010-9302-3048|
텐퍼센트커피 서울남부법원점|서울 양천구 신월로 389 남부빌딩 104호|매일 08:00 ~ 21:00|070-8691-1606|
슬로웨이|서울 양천구 목동중앙로13나길 42 마운틴빌 지하1층|매일 10:00 ~ 20:00|070-7363-3339|
이디야커피 강서초교점|서울 양천구 오목로 48|월~금 08:00 ~ 23:00|02-2605-0207|
홀리빈스|서울 양천구 목동동로12길 15 1층|매일 00:00 ~ 24:00|02-6489-5124|
컴포즈커피 신월양강점|서울 양천구 오목로 69 1층|매일 08:00 ~ 21:00||
메가MGC커피 양천양서중점|서울 양천구 남부순환로 398 1층||02-2604-2223|
고마워지금이시간|서울 양천구 목동로9길 22 1층|매일 11:30 ~ 20:30||
하이오커피 신정네거리점|서울 양천구 중앙로23길 30 1층 101호|매일 08:00 ~ 20:30|02-2697-0019|
달리는커피 서울목동14단지점|서울 양천구 목동동로 130 목동14단지 A상가 102호||02-2062-4768|
진심커피 오목교점|서울 양천구 신목로 72 1층 102호|월~금 08:30 ~ 21:00|070-8691-0795|
스마일빈|서울 양천구 중앙로36길 30 1층|월~토 09:00 ~ 21:00||
카페엠디|서울 양천구 남부순환로85길 12|||
컴포즈커피 목동점|서울 양천구 목동동로 379 102호||02-2653-3810|
매일매일특별한날|서울 양천구 남부순환로83길 17 목동센트럴아파트 상가 100동 131호|월,화,목,금,토 11:00 ~ 20:30|010-6497-2277|
하이오커피 신정역점|서울 양천구 오목로 194 정우빌딩 1층|월~토 08:00 ~ 21:00|02-2605-0616|
족욕카페바이비앤뷰 목동본점|서울 양천구 목동중앙남로5길 45 1층 102호||02-2654-5330|
