카페명|주소|영업시간|전화번호|대표사진주소
다정도병인양|서울 강북구 4.19로 41-1 2층|월요일|02-990-4190|
숲속앵두나무카페|서울 강북구 덕릉로40다길 33-38|월~토 11:00 ~ 20:00|02-773-2517|
스타벅스 파라스파라서울점|서울 강북구 삼양로 689|매일 08:00 ~ 20:00|1522-3232|
커피타는고양이|서울 강북구 도봉로 34-8 10층|매일 12:00 ~ 20:00|02-980-9080|
할리스 수유사거리점|서울 강북구 도봉로82길 11 2~4층|매일 08:00 ~ 22:00|070-5226-1999|
몽브루|서울 강북구 4.19로 105|월~금 11:00 ~ 23:00|02-904-1003|
전광수커피하우스 북한산점|서울 강북구 4.19로 97 1층|매일 11:00 ~ 23:00|02-991-0233|
스타벅스 미아역점|서울 강북구 도봉로 196 1층|월~금 07:00 ~ 22:00|1522-3232|
맨덜리|서울 강북구 수유로 18|월,화,목,금,토,일 11:00 ~ 22:00|02-980-3721|
삼양여관|서울 강북구 덕릉로8길 6 1,2층|월,화요일|010-7907-1296|
투썸플레이스 미아테라스파크점|서울 강북구 삼양로27길 43 테라스파크 2층 208~210호|매일 10:00 ~ 21:00|02-985-2355|
키쉬미뇽|서울 강북구 도봉로10길 12|영업시간 매일 09:00 ~ 11:30|02-987-5553|
월드보드카페|서울 강북구 도봉로87길 9 4층|영업시간 월~목 13:00 ~ 24:00|02-6959-3213|
키치|서울 강북구 도봉로 387|매일 11:00 ~ 22:00|070-8244-0030|
아띠랑스|서울 강북구 4.19로 42-1 1층|매일 10:00 ~ 23:00||
수유리조트|서울 강북구 노해로8가길 45|월~금 07:00 ~ 24:00|02-990-9882|
엔제리너스 수유역점|서울 강북구 도봉로 333|매일 00:00 ~ 24:00|02-994-8556|
리틀비틀 수유점|서울 강북구 노해로 70 우림빌딩 5층|월~금 11:00 ~ 20:00|02-991-0664|
투썸플레이스 북한산우이역점|서울 강북구 삼양로 685|매일 08:00 ~ 21:00|02-993-9173|
카페문나잇|서울 강북구 솔매로50길 7 1층||070-4046-0915|
스파웃커피|서울 강북구 노해로33길 49 1층|매일 10:00 ~ 20:00||
카페다담|서울 강북구 덕릉로 64|매일 10:00 ~ 23:00|010-9476-2098|
구테로이테 에피소드점|서울 강북구 도봉로 315 에피소드수유838 1층 R104~106호|매일 08:00 ~ 24:00|02-6229-1117|
카페백야|서울 강북구 노해로21길 7 1층|월~토 11:00 ~ 21:00||
투썸플레이스 북서울꿈의숲점|서울 강북구 월계로 183 1층|매일 09:00 ~ 22:30|02-542-7711|
키즈필 미아본점|서울 강북구 솔샘로 327 테마빌딩 지층|매일 10:00 ~ 21:00|1566-9210|
수유342|서울 강북구 삼양로113길 17 1층|월요일|02-908-3422|
헤미앤바우어419카페|서울 강북구 4.19로 70 1,2층|매일 09:00 ~ 22:00|02-543-7600|
체리시|서울 강북구 삼양로 162 젬스톤프라자 4층|매일 10:30 ~ 20:00|02-988-7210|
엔제리너스 미아삼거리역점|서울 강북구 도봉로10나길 4|매일 08:00 ~ 24:00|02-987-0047|
커피빈 강북구청앞점|서울 강북구 한천로139길 25 1~2층|월,화,수,목,일 07:30 ~ 22:00|02-994-8878|
벤투라커피로스터스|서울 강북구 도봉로10다길 7-1|매일 11:00 ~ 23:00|070-8225-8075|
오늘맑음|서울 강북구 4.19로17길 14-1 1층||02-6465-6460|
더트랩 수유점|서울 강북구 도봉로 363 구봉빌딩 4층|매일 11:00 ~ 23:30|02-6224-7776|
탐앤탐스 덕성여대점|서울 강북구 삼양로 547 1,2층|매일 00:00 ~ 24:00|02-900-2785|
타이거슈가 수유점|서울 강북구 도봉로 347 1층|월,화,수,목,일 11:00 ~ 23:00||
어셈블|서울 강북구 한천로 1007 1층|월,화,수,금,토,일 12:00 ~ 21:00|010-5299-2813|
선데이베이글|서울 강북구 한천로143길 12 1층|매일 11:00 ~ 21:00|02-905-5666|
라티스|서울 강북구 삼양로141길 4-10|월~금 10:00 ~ 22:00||
설빙 수유역점|서울 강북구 오패산로 417 2, 3층|매일 10:30 ~ 22:30|02-999-2003|
펜트아이 미아본점|서울 강북구 솔샘로 327 4층 503호|||
꿈냥꿈냥|서울 강북구 한천로139길 42 영남빌딩 2층 202호|영업시간 월,수,목,금,토,일 13:00 ~ 20:00|010-4204-5085|
제이스파크|서울 강북구 4.19로 93|매일 11:00 ~ 23:00|02-990-3355|
투썸플레이스 강북구청점|서울 강북구 한천로 1035 1층|월~목 08:00 ~ 23:00|02-6953-9227|
더포레스트커피앤펍|서울 강북구 삼양로181길 196|매일 10:00 ~ 21:00||
어웨이크|서울 강북구 노해로11길 15 1층|매일 10:00 ~ 22:00||
카페두두|서울 강북구 도봉로98길 56|매일 11:00 ~ 22:00|02-900-2480|
헤이호미|서울 강북구 노해로14길 7 1층|월요일|070-5111-2808|
이디야커피 북한산점|서울 강북구 4.19로 85|매일 10:00 ~ 21:00|02-998-5383|
빈세앙카페|서울 강북구 오패산로 405 1층|월~금 10:30 ~ 23:00|02-6080-0615|
할리스 미아역점|서울 강북구 도봉로 203 1,2층|매일 08:00 ~ 23:00|070-7799-7374|
탐앤탐스 수유역점|서울 강북구 오패산로 416 2,3층|매일 00:00 ~ 24:00|02-999-4565|
메가MGC커피 수유사거리점|서울 강북구 도봉로 289 1층||02-989-7748|
블랙다운커피|서울 강북구 삼양로 528-1|월~금 08:00 ~ 22:30|02-6338-0606|
오커피랩|서울 강북구 삼각산로 117 1층|월~금 10:30 ~ 23:00||
모비딕 수유점|서울 강북구 도봉로 350 삼주빌딩 4층|매일 11:00 ~ 01:00|02-981-4320|
이디야 미아삼거리점|서울 강북구 도봉로 45|||
스냅굿 수유|서울 강북구 도봉로85길 8|월~금 09:00 ~ 21:00|02-999-0031|
공차 수유역점|서울 강북구 도봉로87길 7 1층|매일 09:00 ~ 24:00|02-6080-7527|
메가MGC커피 수유점|서울 강북구 도봉로 379 1층|매일 08:30 ~ 21:30|02-996-7103|
그라운드 플로어|서울 강북구 솔매로45길 50 지층|매일 10:00 ~ 22:30|02-6339-2616|
이디야커피 우이역도선사점|서울 강북구 삼양로173길 21|월~금 09:00 ~ 19:00|02-903-1800|
메가MGC커피 수유역점|서울 강북구 오패산로 413 1층||02-992-2089|
메가MGC커피 우이동점|서울 강북구 삼양로149길 10 다우에코빌 1, 2층|월~토 08:00 ~ 22:00|02-990-2476|
메가MGC커피 419사거리점|서울 강북구 삼양로 510 1층|매일 08:00 ~ 22:00||
이디야커피 수유역점|서울 강북구 도봉로 355|월~금 09:00 ~ 22:00|02-995-4576|
빽다방 강북구청점|서울 강북구 도봉로87길 48|매일 10:00 ~ 24:00|02-991-9590|
놀숲 수유점|서울 강북구 노해로8길 22 경남아너스빌 2층 211호|매일 10:00 ~ 24:00|070-4400-4321|
공차 미아사거리점|서울 강북구 도봉로 52|매일 09:00 ~ 24:00|02-6312-6213|
레드포션|서울 강북구 노해로8가길 10 1,2층|매일 11:00 ~ 22:00||
메가MGC커피 미아역점|서울 강북구 도봉로 201-2 1층|매일 09:00 ~ 22:00|02-988-9729|
하삼동커피 서울미아사거리역점|서울 강북구 도봉로 40 1층 103호|매일 07:00 ~ 22:00|02-980-4630|
마을찻집 마주이야기|서울 강북구 인수봉로55길 10 2층|월,일요일|070-8615-6011|
컴포즈커피 미아점|서울 강북구 도봉로 175 1층|월~토 07:30 ~ 21:30|02-981-6903|
카페쉼|서울 강북구 우이동 246|||
엔제리너스 북한산D/I점|서울 강북구 4.19로 64|매일 08:00 ~ 21:00|02-995-0965|
메가MGC커피 미아롯데점|서울 강북구 도봉로10길 38 1층||02-980-6679|
메가MGC커피 미아수유시장점|서울 강북구 솔매로45길 95 1층||02-946-1238|
칠복상회|서울 강북구 한천로139가길 15 1층|월~금 11:00 ~ 21:00|02-999-4889|
카페에일|서울 강북구 한천로143길 29 동방플러스빌 102호||02-999-5277|
이디야커피 삼각산점|서울 강북구 솔샘로40길 3|월~금 09:00 ~ 23:00|02-988-3337|
디저트39 수유역점|서울 강북구 한천로140길 14||02-991-8551|
아발론 보드게임카페|서울 강북구 노해로8길 22 경남아너스빌 2층 210호|영업시간 월~목 14:00 ~ 24:00|070-8872-8716|
빽다방 수유역점|서울 강북구 도봉로 352 효성네오인텔리안 103호|매일 07:30 ~ 23:00|02-998-3344|
메가MGC커피 삼양점|서울 강북구 솔샘로 213-2 1층|매일 09:00 ~ 22:00|02-982-9240|
메가MGC커피 강북번동점|서울 강북구 한천로109가길 4 광덕빌딩 1층||02-980-9889|
드롭바이드롭|서울 강북구 도봉로68길 33|매일 08:00 ~ 19:00||
놀숲 미아사거리역점|서울 강북구 도봉로 40 8층|월,화,목,금,토,일 10:00 ~ 24:00|02-946-1114|
카페평화|서울 강북구 4.19로25길 13 1층||0507-1330-4170|
카페루앤비 번동점|서울 강북구 도봉로102길 70 1층||02-902-9970|
빽다방 가오리역점|서울 강북구 삼양로 433 1층|매일 08:00 ~ 21:00|02-991-0037|
워더커피|서울 강북구 도봉로53길 16 1, 2층|월요일||
코스모|서울 강북구 오현로6길 19|매일 10:00 ~ 22:00||
이디야커피 수유사거리점|서울 강북구 덕릉로 82 제네스타워|매일 08:30 ~ 22:00|02-984-9640|
비미남경 미아점|서울 강북구 솔샘로67길 113 1층|월~토 09:30 ~ 22:00||
이디야커피 가오리역점|서울 강북구 삼각산로 108 1층|매일 08:30 ~ 22:00|02-991-1605|
데어유고|서울 강북구 오현로6길 77 1층|월,화,목,금,토,일 12:00 ~ 21:00|0507-1328-0308|
컴포즈커피 강북종합시장점|서울 강북구 한천로 1055 1층|||
경스커피 수유본점|서울 강북구 한천로131길 23 1층|월~금 08:30 ~ 19:00|02-6085-4463|
카페베네 미아사거리역점|서울 강북구 도봉로 67 1층|매일 08:00 ~ 24:00|02-987-3900|
투썸플레이스 CGV수유점|서울 강북구 도봉로 399|월~목 10:00 ~ 22:00|1544-1122|
카페홀리|서울 강북구 솔매로50길 69 정우빌딩 1층|월~금 08:30 ~ 21:00|02-982-7778|
마크볼륨카페|서울 강북구 삼양로139가길 48|매일 10:00 ~ 22:00||
아트아프리카|서울 강북구 삼양로173길 108|||
리리앤펫|서울 강북구 한천로131길 33 2층|||
숲속카페|서울 강북구 오현로 199-17 102호|월~금 09:00 ~ 21:00||
카페1호기|서울 강북구 월계로7길 5 1층|매일 11:00 ~ 22:00|070-8844-1338|
슬로핸드|서울 강북구 삼양로141길 15-8 1층|월,수,목,금,토,일 09:00 ~ 18:00|010-6208-0484|
마리웨일237 수유점|서울 강북구 한천로139길 17 1층|매일 12:00 ~ 22:00|02-900-7660|
이디야커피 삼양사거리점|서울 강북구 솔샘로 254 1층|매일 08:30 ~ 23:00|02-946-1113|
메가MGC커피 강북시장점|서울 강북구 한천로 1059-1 1층||02-908-2325|
까페히로|서울 강북구 도봉로68길 34||02-946-0704|
빽다방 미아역점|서울 강북구 도봉로 190 비전빌딩 1층|매일 08:00 ~ 22:00|02-980-8881|
이디야커피 미아역점|서울 강북구 도봉로 207 1층|월~금 07:30 ~ 22:00|02-986-9900|
모도리 비건디저트카페|서울 강북구 한천로 1014|월,일요일||
빽다방 번동초교점|서울 강북구 오현로 197-2 1층|월~금 08:00 ~ 22:00|070-5030-2273|
자원순환 환장|서울 강북구 인수봉로23길 37 빨래골생활문화공작소 3층|월,화요일|010-9416-7015|
제너럴커피오리진|서울 강북구 도봉로81길 50 1층|매일 10:00 ~ 21:30|070-4618-3360|
빽다방 수유시장점|서울 강북구 도봉로67길 8 1층 101호|매일 08:00 ~ 23:00|02-989-3122|
카페브러리|서울 강북구 오패산로77길 8|매일 11:00 ~ 23:00||
이디야커피 광산사거리점|서울 강북구 노해로 91 진흥빌딩 1층|월~금 09:00 ~ 21:00|02-900-1343|
바나프레소 미아사거리역점|서울 강북구 도봉로 45|월~금 07:00 ~ 22:00|070-8998-8958|
스톤|서울 강북구 삼양로88가길 4 1층|||
와이낫|서울 강북구 수유로 59-1 1층||010-6789-5911|
이디야커피 미아송천점|서울 강북구 삼양로 118|매일 08:00 ~ 22:30|02-980-0817|
매머드익스프레스 수유시장점|서울 강북구 도봉로67길 18 1층|||
메가MGC커피 삼양사거리점|서울 강북구 솔샘로 251 1층||02-988-5688|
델디아|서울 강북구 오패산로 396-1 1층|매일 11:00 ~ 23:30|02-6339-4711|
아미네|서울 강북구 솔매로46길 33 1층|월,일요일|02-6489-2060|
더하비스트|서울 강북구 삼양로173길 43 1층|월~금 11:00 ~ 21:00|02-900-0601|
도너리비해피|서울 강북구 도봉로10나길 21 지하1층|월요일|010-2637-2987|
이디야커피 미아삼거리역점|서울 강북구 도봉로10길 28|매일 08:00 ~ 22:30|02-980-6694|
메가MGC커피 가오리역점|서울 강북구 삼양로 423 1층|매일 08:00 ~ 21:30|02-905-0000|
빽다방 삼양동사거리점|서울 강북구 삼양로 169 1층|월~금 08:00 ~ 22:00|02-980-3382|
디엔트런스|서울 강북구 도봉로82길 25 1층|월~금 09:00 ~ 22:00|02-2135-8282|
리트리트커피 로스터즈|서울 강북구 한천로139길 11 1층|월~금 08:00 ~ 20:00|010-8526-7847|
밀당|서울 강북구 4.19로8길 13 1,2층|매일 10:00 ~ 22:00|010-5566-4650|
카페도베르|서울 강북구 한천로139나길 17|월~토 11:00 ~ 21:00||
제이도그|서울 강북구 인수봉로 221-1|월,수,목,금,토,일 12:00 ~ 20:00||
펠어커피초코|서울 강북구 노해로11길 9 101호|매일 11:00 ~ 22:00||
떼구르르보드게임카페|서울 강북구 도봉로10길 22 4층|매일 12:00 ~ 24:00|02-945-5235|
커피베이 삼양사거리역점|서울 강북구 삼양로 189-1||02-988-9956|
소소카페|서울 강북구 한천로143길 25|매일 11:00 ~ 21:00|010-2555-2898|
메가MGC커피 삼양시장점|서울 강북구 삼양로54길 3 1층|매일 09:00 ~ 22:00|02-988-9583|
프렌치크로플 수유본점|서울 강북구 노해로23길 32 1층 102호|월요일|02-907-6631|
달리는커피 서울삼각산점|서울 강북구 솔샘로 216 진영빌딩 1층 104호|월,화,수,목,금,일 10:00 ~ 20:00|02-988-0708|
이디야커피 미아삼거리점|서울 강북구 도봉로 45|월~목 07:00 ~ 23:30|02-980-5841|
이디야커피 4.19사거리점|서울 강북구 삼양로 501|매일 09:00 ~ 23:00|02-900-2771|
카페인|서울 강북구 4.19로 88-1|매일 10:00 ~ 24:00||
더달다카페|서울 강북구 4.19로21길 18 1층|월~토 12:00 ~ 20:00|010-3489-0190|
비커피|서울 강북구 도봉로15길 11 1층|월~토 11:00 ~ 22:00|02-6015-0418|
오성리|서울 강북구 삼양로73가길 3|월,수,목,금,토,일 11:00 ~ 22:00|02-988-6272|
팀메리 수유점|서울 강북구 도봉로87길 32-6|매일 11:00 ~ 22:00||
메가MGC커피 화계역점|서울 강북구 덕릉로 30 1층||02-983-8777|
카페라온|서울 강북구 오패산로 114 1층|매일 10:00 ~ 22:00|02-987-0831|
니즈커피|서울 강북구 도봉로20가길 79||070-8878-9977|
크림|서울 강북구 4.19로 20 101호|월요일|0507-1427-6954|
카페풀고르|서울 강북구 도봉로 166 한일빌딩 1층|월~목 08:00 ~ 21:00|010-4488-5054|
카페벨루어|서울 강북구 도봉로23나길 2 1층|매일 10:00 ~ 21:00|010-5373-2980|
다이브인유어메모리|서울 강북구 삼각산로 10-3||02-771-1565|
베이스캠프|서울 강북구 삼양로173길 98||02-999-9943|
지니앤캐터피스|서울 강북구 도봉로19길 10-3 1층|월,화,목,금 08:30 ~ 20:00|070-7954-3279|
하루당|서울 강북구 솔매로 122 1층|월요일||
카페인중독 수유점|서울 강북구 한천로 1081 1층 103호|매일 10:00 ~ 23:00|02-998-7060|
키즈마루|서울 강북구 삼양로 433 다이소건물 4층||02-900-5560|
민박컾|서울 강북구 노해로14길 24 메인하우스 1층|월~금 10:00 ~ 20:00|010-4763-5219|
이디야커피 미아중앙점|서울 강북구 도봉로 128|월 08:00 ~ 22:00|02-986-8959|
이디야커피 꿈의숲해링턴점|서울 강북구 오현로 45 108동 상가 2-7호|매일 09:00 ~ 22:00|02-988-7488|
이디야커피 번동점|서울 강북구 오현로 194 덕수빌딩 1층|매일 08:30 ~ 22:00|02-980-9089|
내맘대로꾸미는슬라임|서울 강북구 삼양로 421 3층|월요일|02-900-5178|
오로시디저트|서울 강북구 오패산로 397 1층|월요일||
할아버지카페|서울 강북구 삼양로173길 40 1층|월 10:30 ~ 19:00|02-999-0369|
샵617|서울 강북구 덕릉로 13-1|월요일||
수유가배당|서울 강북구 한천로132길 11 1층|월~금 11:00 ~ 22:00|02-999-2320|
카페테라스|서울 강북구 월계로 173|||
룸피니|서울 강북구 솔매로45길 99 1층|월~토 11:00 ~ 20:00|070-8691-2571|
일렉트|서울 강북구 한천로139나길 14-17 2층 카페일렉트|월,화,목,금,토,일 12:00 ~ 22:00|010-7155-7697|
커피910|서울 강북구 삼양로57길 23 1층|||
카페인중독 미아점|서울 강북구 오패산로30길 55|매일 11:00 ~ 02:00|070-4488-7049|
커피가능성|서울 강북구 4.19로13길 8 4층||02-900-1289|
카페앤제이|서울 강북구 한천로109길 3|매일 10:00 ~ 21:00|0507-1428-1253|
연꽃다방|서울 강북구 도봉로81길 22 지하|||
더홀릭보드게임카페 수유역점|서울 강북구 노해로8길 29 현대크리스탈 4층 404호|영업시간 월~목 13:00 ~ 01:00|070-4027-8077|
카페로담|서울 강북구 도봉로89길 9|월~금 08:00 ~ 23:00|02-999-1530|
카페051 서울미아사거리역점|서울 강북구 숭인로 63-1 1층 104호|매일 07:30 ~ 23:00|02-985-1051|
까페플라워|서울 강북구 한천로131길 41||02-990-8789|
컴폴커피|서울 강북구 덕릉로 130 1층|매일 11:00 ~ 21:00||
카페블라썸|서울 강북구 도봉로101길 53|매일 12:00 ~ 23:00||
엘파소커피|서울 강북구 오패산로30길 21 1층|월~토 08:30 ~ 22:00|02-989-2017|
이디야커피 한신대역점|서울 강북구 덕릉로 31|매일 08:30 ~ 23:30|02-993-7193|
커피읻따|서울 강북구 솔매로44길 27|월,화,수,금,토,일 11:00 ~ 21:00|02-980-7901|
육월|서울 강북구 한천로 1076 2층|매일 12:00 ~ 01:00|010-5523-4416|
모아래|서울 강북구 도봉로96길 50 1층|매일 10:00 ~ 20:00||
예히당|서울 강북구 오패산로37길 22 1층|매일 10:00 ~ 21:30|010-4927-9788|
이디야커피 강북경찰서점|서울 강북구 오패산로 403||02-900-1760|
카페레드빈|서울 강북구 한천로 1127||02-997-9100|
메가MGC커피 수유중앙점|서울 강북구 삼양로 308 진주빌딩 1층||02-983-9080|
리틀로로키즈카페|서울 강북구 삼양로 170 2층|매일 11:00 ~ 20:00|02-2088-7744|
포네커피하우스|서울 강북구 4.19로1길 40||02-998-7529|
아마스빈 미아사거리역점|서울 강북구 도봉로8길 11||02-988-0712|
에스페레커피|서울 강북구 삼양로74길 77 1층|월,일 12:00 ~ 18:00|070-7717-6313|
더벤티 미아사거리역점|서울 강북구 도봉로 63 1층||02-2038-4110|
마마지트 미아점|서울 강북구 솔샘로 327 테마빌딩 1층|||
에피소드네이버후드수유|서울 강북구 도봉로 315 에피소드 수유 838 근생 312호|매일 09:00 ~ 21:00||
이디야커피 수유1동점|서울 강북구 삼양로 293 서영프라자 105,106호|월~금 08:00 ~ 22:30|02-980-7799|
아이엠|서울 강북구 노해로 41 동아빌딩 2층|||
포트캔커피 삼양사거리점|서울 강북구 삼양로27길 35-21 1층|월~금 08:50 ~ 23:30|02-980-5450|
쁘띠따쁘띠|서울 강북구 삼양로57길 17 1층|월~토 10:30 ~ 20:30|070-7626-3830|
우스1123|서울 강북구 오현로4길 12 상가 104호|월,수,목,금,토,일 11:30 ~ 21:30||
카페푸릇|서울 강북구 삼양로19길 157|월~금 08:30 ~ 18:00|02-987-7885|
냥냥펀치고양이카페|서울 강북구 한천로140길 31 2층|영업시간 매일 13:00 ~ 24:00|010-9864-3700|
미소다방|서울 강북구 수유로 75||070-8961-4526|
무드앤밀|서울 강북구 한천로 1099 1층|월요일|02-908-2389|
더벤티 수유시장점|서울 강북구 도봉로72길 7|월~토 08:00 ~ 22:00|070-8691-2243|
카페원|서울 강북구 한천로170길 7 1층|월요일|010-3700-1671|
이디야커피 삼양시장점|서울 강북구 삼양로 234|월~금 08:00 ~ 23:00|02-945-1238|
카페킵|서울 강북구 삼각산로 76|매일 09:00 ~ 22:00||
메가MGC커피 미아영훈초점|서울 강북구 숭인로 39 송천센트레빌 111호||02-988-2340|
열매정|서울 강북구 한천로155길 14 1층|월요일|070-4226-6165|
메가MGC커피 강북우이시장점|서울 강북구 한천로 1130 1층|매일 08:30 ~ 22:30|02-906-6566|
와피 미아역점|서울 강북구 도봉로50길 12 1층|월,수,목,금,토,일 10:30 ~ 24:00|02-988-4735|
뒤쥬르|서울 강북구 방학로 384||070-4400-0121|
카페얼롱|서울 강북구 도봉로101길 39 1층|매일 11:00 ~ 22:00|02-989-3588|
정다방|서울 강북구 월계로7길 17|||
방방월드 번동점|서울 강북구 한천로109길 13||02-980-4111|
양승진커피|서울 강북구 한천로129길 18 1층|매일 11:00 ~ 24:00||
포트캔커피 강북수유점|서울 강북구 도봉로77길 31 평강하우스 1층 101호|매일 07:00 ~ 23:00||
꿈의숲아트센터 카페드림|서울 강북구 월계로 173 1층|둘째 월요일|02-2289-5419|
로스팅카페 빈홀릭|서울 강북구 인수봉로56길 24-2 1층|월~금 08:00 ~ 22:00|02-335-3891|
카페소소|서울 강북구 솔샘로64길 21|||
카페도선다원|서울 강북구 삼양로173길 462|||
온혜미로|서울 강북구 솔매로52길 17 1층|월요일||
셀렉토커피 미아역점|서울 강북구 도봉로 177||02-987-7442|
CBC|서울 강북구 삼각산로28길 84 1층|월,수,목,금,토,일 11:00 ~ 21:00||
헬로우수유|서울 강북구 도봉로85길 14 1층|월~금 10:00 ~ 21:00|02-999-7850|
카우비|서울 강북구 삼양로77길 28-4|||
성북다방|서울 강북구 도봉로29길 7|||
루루당|서울 강북구 덕릉로 166 1층|매일 12:00 ~ 20:00|0507-1353-2180|
어반테라스|서울 강북구 도봉로97길 73|월요일||
카페, 맛있는 여유|서울 강북구 덕릉로 193 1층|월~토 09:00 ~ 19:00|070-4193-4242|
커피가게|서울 강북구 삼양로 201|||
BMT커피|서울 강북구 오현로28길 19|||
백곰커피|서울 강북구 노해로3길 17 그린타워 A동 101호|월~금 08:00 ~ 18:00|010-5641-1766|
아마스빈 덕성여대점|서울 강북구 삼양로 541||02-990-3019|
헤브앤커피|서울 강북구 도봉로97길 39 1층|월~토 11:30 ~ 21:00|0507-1354-4232|
공간빛|서울 강북구 삼양로93길 11-26|||
세컨드커피|서울 강북구 화계사길 15||070-8226-0012|
에이티커피랩|서울 강북구 덕릉로 202|매일 10:00 ~ 19:30|010-7746-4810|
공간|서울 강북구 월계로 53||02-982-8553|
산이|서울 강북구 삼양로173길 61 4층||010-6222-8218|
라떼킹 북한산점|서울 강북구 4.19로 41-1 1층|매일 10:00 ~ 21:30||
노리파크|서울 강북구 삼양로19길 102 삼각산아이원프러스 2층||02-986-1102|
BUN개|서울 강북구 한천로131길 42 1층|월요일||
비비드커피 미아점|서울 강북구 오현로 35 1층 101호||010-9829-3463|
툰스토리|서울 강북구 도봉로 177 서광빌딩 4층||02-985-3103|
더 빈마켓(수유점)|서울 강북구 한천로 1131|매일 08:00 ~ 23:00||
아마스빈 수유역점|서울 강북구 노해로8길 29||02-907-1207|
풀내음|서울 강북구 4.19로21길 4 2층|매일 10:00 ~ 22:00|02-907-2556|
쥬씨 미아와이스퀘어점|서울 강북구 도봉로 52|매일 09:00 ~ 22:00||
수유간|서울 강북구 한천로144길 65 1층|||
메가MGC커피 강북북부시장점|서울 강북구 한천로 981||02-906-9616|
이음|서울 강북구 솔샘로31길 12-5|||
메가MGC커피 미아삼각산점|서울 강북구 삼양로19길 74 삼각산아이원아파트 402동 102,103호|매일 08:00 ~ 22:00|02-989-0688|
카페051 서울미아역점|서울 강북구 도봉로53길 7 우원빌딩 1층|매일 08:00 ~ 22:00|02-998-1051|
까까당|서울 강북구 도봉로76길 34 1층|매일 10:30 ~ 21:00||
해시드커피|서울 강북구 4.19로13길 7 1층|매일 12:00 ~ 22:00||
서나커피앤타르트|서울 강북구 도봉로13가길 9-2 1층|월~금 08:00 ~ 20:00||
카페이월|서울 강북구 삼양로124길 14-1 1층|월~금 10:30 ~ 20:00|02-903-1005|
와이인|서울 강북구 오패산로31길 25 1층|영업시간 월,수,일 18:00 ~ 24:00||
커피베이 수유역점|서울 강북구 노해로 34 1층 102호|매일 10:00 ~ 23:00|02-900-9070|
오븐비스킷|서울 강북구 한천로 1180|||
백년전통찻집|서울 강북구 한천로 1130|||
멜라흐|서울 강북구 오현로 21 1층|월~토 11:00 ~ 21:00||
카페마타리|서울 강북구 오패산로 405-1 1층|월~금 10:30 ~ 23:00||
디저트카페낙타|서울 강북구 4.19로 53 1층|월,화요일|010-2442-6677|
롬브 수유점|서울 강북구 도봉로87길 13 1층|||
카페일분 미아점|서울 강북구 솔샘로 167 벽산라이브파크 상가동 1층|매일 00:00 ~ 24:00|010-8858-0629|
위드위드|서울 강북구 인수봉로 235|월~금 10:00 ~ 22:00||
까페프렌차이즈|서울 강북구 노해로8길 22 경남아너스빌 1층 116호|매일 08:00 ~ 22:00|02-900-6106|
티아드|서울 강북구 삼양로27길 19 삼성래미안트리베라아파트 상가 204동 지하2층 104호|월요일||
레커베이크하우스|서울 강북구 인수봉로 310 1층|매일 11:00 ~ 20:00|010-2054-4956|
다락방 사주&타로|서울 강북구 도봉로87길 41|||
카페로뎀194|서울 강북구 삼양로 246||02-980-1940|
블로마|서울 강북구 오현로35길 62 번동주공아파트4단지 복합상가 106호|월~금 09:00 ~ 19:00|010-4018-1522|
