카페명|주소|영업시간|전화번호|대표사진주소
커피메이플|서울 영등포구 신풍로 19 1,2,3층|영업시간 매일 11:00 ~ 22:00|02-833-0026|
모닝캄 커피랩|서울 영등포구 당산로35길 1 1층|영업시간 월~금 07:30 ~ 22:00|02-2677-0017|
엔제리너스 영등포점|서울 영등포구 영중로 6 1,2층|매일 08:00 ~ 03:00|02-2069-2286|
오핀카페|서울 영등포구 문래로28길 25 세미콜론 문래 S타워 로비층|영업시간 매일 08:00 ~ 21:00|02-6256-0153|
서울하우징랩|서울 영등포구 영신로 183 1층|영업시간 월~금 09:00 ~ 19:00|02-2135-5699|
할리스 당산역점|서울 영등포구 당산로 219|영업시간 매일 07:30 ~ 01:00|02-2631-3446|
뉴오리진 IFC몰점|서울 영등포구 국제금융로 10 IFC몰 L1|영업시간 매일 10:00 ~ 22:00|02-6204-6527|
마이스페이스|서울 영등포구 도림로141길 15 1층|화요일|0507-1366-0535|
스타벅스 여의도공원R점|서울 영등포구 여의공원로 101|영업시간 월~금 07:00 ~ 19:00|1522-3232|
고마온 솔트룸|서울 영등포구 도영로 23 정남빌딩 4층|영업시간 월~금 14:00 ~ 21:30|02-833-2789|
스타벅스 영등포구청역점|서울 영등포구 국회대로 558|영업시간 월~금 07:00 ~ 21:30|1522-3232|
카페엘디아|서울 영등포구 양평로22길 18|영업시간 매일 11:00 ~ 23:00||
하우스카페|서울 영등포구 국회대로74길 19 동우국제빌딩 1층|영업시간 월~금 08:00 ~ 21:00|02-785-3339|
세라젬웰카페 영등포직영점|서울 영등포구 영등포로 210 1층|영업시간 매일 11:00 ~ 20:00|02-6956-7325|
설빙 영등포점|서울 영등포구 영중로 22 2층 201호|영업시간 매일 11:00 ~ 22:30|02-2633-3003|
미담바이바오담 본점|서울 영등포구 당산로27길 9-2 1층||02-2636-3663|
소니도|서울 영등포구 당산로 242 2층|영업시간 매일 12:00 ~ 22:00||
스타벅스 문래동점|서울 영등포구 선유로 64 대창타운빌 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
투썸플레이스 영등포역점|서울 영등포구 경인로 847 1,2층|영업시간 월,화,수,목,일 07:00 ~ 23:00|02-2135-6144|
스타벅스 동여의도점|서울 영등포구 여의도동 43-4 롯데캐슬 아이비 1층 122호|영업시간 매일 07:00 ~ 21:00|1522-3232|
백스트로크|서울 영등포구 가마산로61나길 11 1층 101호|영업시간 매일 12:00 ~ 22:00||
스타벅스 여의도KBS R점|서울 영등포구 의사당대로 26|영업시간 월~금 07:00 ~ 21:00|1522-3232|
커피팩토리쏘 무역점|서울 영등포구 여의대방로51길 22 남경빌딩 2층|영업시간 월~토 07:00 ~ 23:00|02-845-5501|
투썸플레이스 영등포구청역점|서울 영등포구 당산로 118|영업시간 월~금 08:00 ~ 22:00|02-2671-7779|
이로울리|서울 영등포구 양산로 96|영업시간 월~토 09:00 ~ 21:00|02-6956-6005|
카페카운티|서울 영등포구 영등포로 143|매일 00:00 ~ 24:00|02-3667-8998|
스타벅스 여의도호성점|서울 영등포구 여의대방로65길 24 호성빌딩1층|영업시간 월~금 07:00 ~ 21:30|1522-3232|
커피나무 보라매역점|서울 영등포구 여의대방로 135|영업시간 월~금 07:30 ~ 23:00|02-833-6173|
올리버브라운 여의도점|서울 영등포구 여의나루로 71 동화빌딩 1층|영업시간 월~금 07:30 ~ 20:00|02-780-2512|
스타벅스 서울양평역점|서울 영등포구 양평동1가 247 영등포중흥S클래스 상가 1층|영업시간 매일 07:30 ~ 21:00|1522-3232|
에이바우트커피 선유도점|서울 영등포구 선유로 254|영업시간 매일 07:00 ~ 22:00|02-2632-7666|
마호가니 타임스퀘어점|서울 영등포구 영중로 15 타임스퀘어 3층|영업시간 매일 10:00 ~ 22:00|02-2633-8880|
스타벅스 선유동이레빌딩점|서울 영등포구 선유동2로 57 이레빌딩|영업시간 월~금 07:00 ~ 20:00|1522-3232|
스타벅스 당산역사거리점|서울 영등포구 양평로 47|영업시간 월~금 07:00 ~ 22:00|1522-3232|
소보로인|서울 영등포구 당산로40길 16 보성빌딩 지하1, 1층|영업시간 월~금 08:00 ~ 21:00||
투썸플레이스 당산역점|서울 영등포구 양평로 36 삼원빌딩 1, 2층|영업시간 매일 08:10 ~ 00:00|02-2636-3658|
스타벅스 국회의사당역|서울 영등포구 의사당대로 8|영업시간 월~금 07:00 ~ 20:00|1522-3232|
스타벅스 선유도역점|서울 영등포구 양평로 115|영업시간 월~금 07:00 ~ 20:00|1522-3232|
코코빈스 영등포구청본점|서울 영등포구 국회대로 568 지하1층~지상3층|영업시간 월~금 08:00 ~ 24:00|02-2637-3827|
더스크블루|서울 영등포구 당산로38길 10 보문빌딩 2층|영업시간 매일 11:00 ~ 00:00|070-4234-3264|
카페마마스 여의도점|서울 영등포구 국회대로 780 LG에클라트빌딩 1층 118호||02-783-5505|
커피기업|서울 영등포구 은행로 29 정우빌딩 1층 113호|영업시간 월~금 07:00 ~ 17:00||
스토리지 문래|서울 영등포구 당산로 8-6|영업시간 화~토 11:00 ~ 19:00|02-6745-5329|
유스커피|서울 영등포구 당산로30길 7 지하1층|영업시간 월~토 11:00 ~ 18:00|070-7585-9324|
투썸플레이스 국회의사당역점|서울 영등포구 의사당대로 21 1층|영업시간 월~금 07:00 ~ 23:00|02-783-2388|
카페오후|서울 영등포구 영중로42길 3 1층|영업시간 월~금 08:00 ~ 22:00|02-2634-2580|
디아날로그|서울 영등포구 영신로40길 5 성진빌딩 지하1층|영업시간 월~금 17:00 ~ 23:00|02-6404-3250|
카페신길동|서울 영등포구 영등포로84길 16 태은빌딩 2층|영업시간 월~금 10:00 ~ 22:00|010-6393-0300|
투썸플레이스 대방역점|서울 영등포구 영등포로 422 1층|영업시간 매일 08:30 ~ 23:00|02-844-3477|
캐리키즈카페 IFC몰점|서울 영등포구 국제금융로 10||02-6137-5276|
커피빈 현대자동차여의도점|서울 영등포구 국제금융로 20 1층|영업시간 월~금 06:30 ~ 22:00|02-783-3391|
일리카페 여의도점|서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 1층 1-107호|영업시간 매일 07:30 ~ 21:00|02-780-1282|
카페길|서울 영등포구 영등포로67가길 9 1층|영업시간 월~토 06:00 ~ 23:00|02-831-1963|
공차 여의도점|서울 영등포구 국제금융로2길 7 한주빌딩 1층|영업시간 월~금 07:00 ~ 22:00|02-761-6697|
스타벅스 영등포시장교차로점|서울 영등포구 영중로 45|영업시간 월~금 07:30 ~ 21:00|1522-3232|
스타벅스 당산대로점|서울 영등포구 양평로 22|영업시간 월~토 07:00 ~ 21:00|1522-3232|
스타벅스 여의도화재보험점|서울 영등포구 국제금융로6길 38|영업시간 월~금 07:00 ~ 22:00|1522-3232|
커피앳웍스 여의도점|서울 영등포구 여의대로 56 1층|영업시간 월~금 06:30 ~ 22:30|02-782-1101|
폴바셋 여의도국회대로점|서울 영등포구 국회대로68길 17|영업시간 월~금 07:30 ~ 21:00|02-785-2556|
스타벅스 샛강역점|서울 영등포구 여의대방로 376|영업시간 월~금 07:00 ~ 20:00|1522-3232|
스타벅스 영등포KT점|서울 영등포구 영중로 119|영업시간 월~목 07:00 ~ 21:00|1522-3232|
할리스 여의도파이낸스타워점|서울 영등포구 국제금융로2길 32 1층|영업시간 월~금 07:00 ~ 21:30|02-761-3154|
백야|서울 영등포구 도림로129길 7 2층|영업시간 화~일 13:00 ~ 21:30|02-2677-7453|
스타벅스 하이테크시티점|서울 영등포구 경인로 775 에이스하이테크시티 1-105호|영업시간 월~금 07:00 ~ 18:00|1522-3232|
그레이에스프레소|서울 영등포구 여의대방로 379 제일빌딩 1층 113호|영업시간 월~금 07:30 ~ 19:30|070-7720-0131|
투썸플레이스 여의도파크원점|서울 영등포구 여의대로 108 파크원타워1 1층|영업시간 월~목 07:00 ~ 22:00||
이디야커피 여의나루역점|서울 영등포구 여의나루로 113 공작상가 2층|영업시간 매일 09:00 ~ 22:00|02-782-6090|
커피볶는피루니|서울 영등포구 양평로20길 1 2층|영업시간 매일 11:30 ~ 23:00||
탐앤탐스 영등포시장역점|서울 영등포구 영중로 58 1층|영업시간 매일 07:00 ~ 22:00|02-2636-4565|
스타벅스 여의도IFC몰(L1)R점|서울 영등포구 국제금융로 10|영업시간 월~금 08:00 ~ 21:00|1522-3232|
투썸플레이스 영등포시장사거리점|서울 영등포구 영등포로 193|영업시간 월~금 08:00 ~ 21:00|02-3667-5113|
WOW만화카페|서울 영등포구 선유로 28 케이플러스 2, 3층|영업시간 화 12:30 ~ 23:00|010-3504-3359|
드롭탑 서여의도점|서울 영등포구 국회대로70길 7|매일 00:00 ~ 24:00|02-3775-3230|
스타벅스 여의도의사당점|서울 영등포구 국회대로74길 12 남중빌딩 1층|영업시간 월~금 07:00 ~ 21:00|1522-3232|
벌툰 당산점|서울 영등포구 양평로 18 2층|영업시간 매일 10:00 ~ 24:00|02-2632-3733|
MUSEUNCLUB 무슨클럽|서울 영등포구 도림로139길 4 4층|영업시간 월~금 13:00 ~ 24:00|0507-1392-2571|
플래브|서울 영등포구 선유로54길 11|영업시간 매일 11:00 ~ 24:00||
할리스 선유도역점TS카페|서울 영등포구 양평로 96 TS빌딩 1,2층|영업시간 매일 08:00 ~ 22:00|02-6267-6800|
스타벅스 신세계타임스퀘어1F점|서울 영등포구 영중로 9 신세계백화점 B관 1층, 지하2층|영업시간 월~목 09:00 ~ 20:00|1522-3232|
투썸플레이스 영등포신길점|서울 영등포구 신길로 162 1,2층|영업시간 매일 08:00 ~ 22:00||
투썸플레이스 동여의도점|서울 영등포구 국제금융로2길 7 1층|영업시간 월~금 07:00 ~ 22:00|02-780-1007|
웰위치아|서울 영등포구 문래로 83 아라비즈타워 1층 108,109호|영업시간 월~토 08:00 ~ 22:30|070-4117-0101|
스타벅스 국회대로점|서울 영등포구 국회대로 786|영업시간 월~금 07:00 ~ 20:00|1522-3232|
카페미뇽 여의도점|서울 영등포구 여의대로 108 파크원타워2 1층 101호|영업시간 매일 07:00 ~ 22:00|02-3458-4027|
펀토리하우스 영등포리마크빌점|서울 영등포구 영중로 119 리마크발 2층|영업시간 매일 11:00 ~ 19:00|02-2677-2952|
커피빈 여의도순복음교회옆점|서울 영등포구 여의서로 43 한서리버파크 2층|영업시간 월~금 07:00 ~ 21:00|02-780-7758|
할리스 보라매역점|서울 영등포구 여의대방로 145 1층|영업시간 매일 08:00 ~ 23:00|02-845-1097|
투썸플레이스 문래하이테크시티점|서울 영등포구 경인로 775 에이스하이테크시티 2동 104호|영업시간 월~금 08:00 ~ 23:00|02-2068-3359|
빌리엔젤 서여의도점|서울 영등포구 국회대로76길 16|영업시간 월~금 10:00 ~ 22:00|02-785-2258|
크레이지토마토 문래창작촌점|서울 영등포구 도림로128가길 9|영업시간 매일 11:00 ~ 23:00|02-2631-0308|
카페 드 리브|서울 영등포구 경인로112길 1|영업시간 월~금 09:00 ~ 22:00||
카페루고 여의나루점|서울 영등포구 여의동로 280 진성나루 2층|||
도토리소년|서울 영등포구 대방천로 239||0507-1314-8340|
공차 영등포구청점|서울 영등포구 당산로 136|영업시간 월~금 10:30 ~ 22:00|02-2633-0789|
브라이트사이즈|서울 영등포구 양평로22길 25 101호|영업시간 월~금 07:30 ~ 21:00|02-2678-1707|
버즈소커피|서울 영등포구 당산로35길 8 1층|영업시간 월~금 08:00 ~ 20:00|070-7640-1337|
하니앤손스|서울 영등포구 영중로27길 4-2 1층|영업시간 월~금 10:00 ~ 18:00|070-8864-8880|
빽다방 영등포신세계점|서울 영등포구 영중로3길 3 1층|영업시간 월~금 07:00 ~ 21:50|02-2635-4320|
두나미스커피 보라매점|서울 영등포구 여의대방로 137 지하1층|영업시간 매일 10:00 ~ 23:00|02-841-1069|
메가MGC커피 영등포역점|서울 영등포구 영중로 10-1 1층|영업시간 월,화,수,목,일 07:30 ~ 22:30|02-2677-1104|
스타벅스 여의도ABL타워점|서울 영등포구 의사당대로 147 여의도ABL타워 1층|영업시간 월~금 07:00 ~ 18:00|1522-3232|
스타벅스 롯데캐슬여의도점|서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 1층 104호|영업시간 월~금 07:00 ~ 18:00|1522-3232|
평화다방 여의도삼성생명점|서울 영등포구 국제금융로2길 24 1층 5호|영업시간 월~목 08:00 ~ 22:00|070-4801-0142|
투썸플레이스 대림삼거리점|서울 영등포구 시흥대로 675 삼성YJ그랜드빌딩 1층|영업시간 월~금 07:00 ~ 22:30|02-831-6675|
커피마리오|서울 영등포구 대방천로 173 동화빌딩 1층|||
커피빈 타임스퀘어점|서울 영등포구 영중로 15 1층 111호|영업시간 월~금 07:00 ~ 21:00|02-2635-8830|
어펜딕스 여의도본점|서울 영등포구 의사당대로 8 삼환까뮤빌딩 지하1층|영업시간 월~금 07:30 ~ 21:00|02-784-6030|
투썸플레이스 영등포로터리점|서울 영등포구 경인로 900 더리브스타일 102동 101,102,117호|영업시간 월~금 08:00 ~ 22:00|070-7623-0202|
히든오아시스|서울 영등포구 문래로 151|영업시간 월~목 09:30 ~ 19:00|02-2068-3652|
Week and weekend 도림점|서울 영등포구 도림로112길 16 기성빌 2차 1층|영업시간 매일 09:00 ~ 20:00|02-836-0228|
향기나무책방|서울 영등포구 신풍로25가길 14|영업시간 화~일 10:30 ~ 20:00||
바이러닉 에스프레소 바 여의도점|서울 영등포구 의사당대로 38 101동 115호|영업시간 월~금 11:00 ~ 24:00||
커피온리 영등포구청역점|서울 영등포구 당산로 134-1 1층|영업시간 월~금 07:30 ~ 22:00||
카페희다 당산점|서울 영등포구 영중로42길 7 1층|영업시간 매일 10:00 ~ 23:00|02-2636-1232|
디데이원|서울 영등포구 당산로49길 14 우성빌딩 1, 2층|매일 11:30 ~ 10:00|070-4694-3032|
이디야커피 영등포점|서울 영등포구 영중로 16-1|영업시간 월~금 08:00 ~ 22:00|02-3667-3661|
커피빈 문래동점|서울 영등포구 선유로 63 1층|영업시간 월~금 07:30 ~ 22:00|02-2069-3157|
시나본 여의도|서울 영등포구 의사당대로 38 113호|영업시간 월~금 10:00 ~ 20:00|070-8691-2260|
크로플덕 영등포점|서울 영등포구 도신로65길 7-2 201호|매일 12:30 ~ 01:40|0508-8192-2384|
카페테리아나루|서울 영등포구 선유로 343 1,2층||02-2675-2112|
더워리어커피로스터스랩|서울 영등포구 도림로 438-12 1층|영업시간 월,화,목,금 11:00 ~ 19:00|010-2659-8237|
메가MGC커피 도림점|서울 영등포구 도영로 33-2||02-833-2046|
아일럼|서울 영등포구 영신로 32 그린오피스텔 지하 1층|영업시간 매일 10:00 ~ 23:00|010-3584-7758|
투썸플레이스 선유도역점|서울 영등포구 양평로22길 10 1층|영업시간 매일 08:30 ~ 23:00|02-2678-5908|
스타벅스 더현대서울(B2)R점|서울 영등포구 여의대로 108|영업시간 월~목 10:30 ~ 20:00|1522-3232|
스타벅스 영등포시장역점|서울 영등포구 영중로 79|영업시간 월~금 07:30 ~ 21:00||
신길어름|서울 영등포구 신길로39길 1 2층|영업시간 매일 11:00 ~ 22:00|070-4120-1234|
투썸플레이스 대림역점|서울 영등포구 도림로 135 건설빌딩 1,2층|영업시간 매일 08:00 ~ 23:00|02-6952-6977|
상진다방|서울 영등포구 도림로133길 9|영업시간 월~금 07:00 ~ 18:00|02-2677-3554|
파스쿠찌 여의도KBS본관점|서울 영등포구 국회대로62길 25 교육시설공제회관 1층|영업시간 월~금 07:00 ~ 23:00|02-783-8497|
레어마카롱 여의도점|서울 영등포구 국제금융로2길 37 에스트레뉴빌딩 1층 105호|영업시간 월~금 07:00 ~ 19:00|070-8869-6809|
미스터힐링 롯데시네마영등포점|서울 영등포구 경인로 846 시네마동 7층|영업시간 월~금 13:00 ~ 21:00|02-2630-6798|
카페 레이어드 더현대서울점|서울 영등포구 여의대로 108|영업시간 월~금 10:30 ~ 20:00|02-3277-8551|
커피빈 여의도SK증권빌딩점|서울 영등포구 국제금융로8길 31 1층|영업시간 월~금 06:30 ~ 22:30|02-6484-5150|
메가MGC커피 당산역점|서울 영등포구 양평로 67 한강포스빌 1층 109호|영업시간 매일 07:30 ~ 23:00|02-2671-0700|
언니네|서울 영등포구 당산로16길 7-9 1층|영업시간 월~금 12:00 ~ 20:00|010-5012-9272|
스타벅스 타임스퀘어R점|서울 영등포구 영중로 15 지하2층|영업시간 매일 10:30 ~ 22:00|1522-3232|
파스쿠찌 서여의도점|서울 영등포구 국회대로 800 진미파라곤 1층 111,112호|영업시간 월~금 08:00 ~ 22:00|02-780-8497|
벨라베네치아|서울 영등포구 여의서로 160 서울마리나 1층|영업시간 매일 10:00 ~ 22:00||
히시커피|서울 영등포구 당산로29길 3 1층|영업시간 월~금 08:00 ~ 21:00|02-3667-2170|
클라우드나인|서울 영등포구 영신로20길 10-1|영업시간 매일 10:00 ~ 23:30|02-831-6149|
카페오가닉 문래로데오점|서울 영등포구 당산로 34 로데오왁 1층|영업시간 매일 10:00 ~ 23:00|02-3667-4330|
콜렉티보 타임스퀘어점|서울 영등포구 영중로 15 3층|영업시간 매일 10:30 ~ 22:00|02-2678-5221|
카페보니또 영등포코레일점|서울 영등포구 국회대로 612 코레일 유통 본사사옥 1층||02-2068-3977|
당산동마카롱|서울 영등포구 당산로41길 18|영업시간 매일 11:00 ~ 20:00||
투썸플레이스 서여의도점|서울 영등포구 국회대로70길 15-1 1층|영업시간 월~금 07:00 ~ 22:00|02-6949-1877|
스타벅스 여의도일신점|서울 영등포구 은행로 11|영업시간 월~금 07:00 ~ 19:30|1522-3232|
투썸플레이스 영등포당산아리스타점|서울 영등포구 버드나루로 129 여의도 아리스타 오피스텔 1층 102~104호|영업시간 매일 08:00 ~ 22:00||
이디야커피 대림역점|서울 영등포구 도림로31길 2|영업시간 월~금 07:30 ~ 24:00|02-831-8372|
오브카페|서울 영등포구 양평로22길 31 1층|영업시간 매일 07:30 ~ 23:00|02-2631-9647|
투썸플레이스 여의도롯데캐슬아이비점|서울 영등포구 국제금융로 86 131호|영업시간 월~금 07:00 ~ 22:00|02-6954-2388|
할리스 여의도하나투자점|서울 영등포구 의사당대로 82 1층|영업시간 월~금 07:00 ~ 21:30|02-761-7231|
만델리나|서울 영등포구 도영로 22 무영빌딩 1층 102호|영업시간 매일 10:00 ~ 22:00|070-7543-4308|
루카스커피|서울 영등포구 신풍로25길 6 1층|영업시간 매일 09:00 ~ 22:30|070-7799-4456|
바나프레소 여의도역점|서울 영등포구 국제금융로2길 37 에스트레뉴 108호|영업시간 월~금 07:00 ~ 21:00|070-8998-8972|
스트라다146|서울 영등포구 당산로38길 9-1 1층|영업시간 월~금 08:00 ~ 21:00|070-8224-3165|
메가MGC커피 해군회관사거리점|서울 영등포구 여의대방로 189 1층|영업시간 매일 08:00 ~ 23:00|02-834-0919|
빽다방 영등포구청역점|서울 영등포구 당산로 113 1층|영업시간 월~금 07:30 ~ 22:30|02-2068-8870|
엔제리너스 여의도리버타워점|서울 영등포구 63로 36 리버타워 1층 103,104호|영업시간 월~금 07:30 ~ 23:00|02-783-0186|
카페마마스 타임스퀘어점|서울 영등포구 영중로 15 타임스퀘어 4층|영업시간 매일 10:30 ~ 22:00|02-2069-1461|
무자커피|서울 영등포구 양산로3길 7|영업시간 월~금 08:00 ~ 18:00||
빵쌤 영등포점|서울 영등포구 경인로 853 1,2층|영업시간 매일 08:00 ~ 22:00|02-2068-1113|
라트리디저트|서울 영등포구 영등포로3길 16 2층|매일 12:00 ~ 02:00||
이디야커피 당산역점|서울 영등포구 당산로 222 당산디오빌 103-4호|영업시간 월~금 07:30 ~ 23:00|02-2633-4343|
파스쿠찌 보라매공원점|서울 영등포구 여의대방로 89 익녕빌딩 1층|영업시간 매일 09:00 ~ 22:00|02-831-0121|
소울드립|서울 영등포구 당산로 135 1층|영업시간 월~금 07:00 ~ 22:00|02-2636-4248|
할리스 구로디지털뉴스테이점|서울 영등포구 시흥대로 595 대림뉴스테이 105호|영업시간 월~금 08:00 ~ 21:00|070-7547-4100|
헤븐온탑 디스트릭트와이점|서울 영등포구 국제금융로8길 31|||
남대문커피|서울 영등포구 국회대로 780 1층 111호|영업시간 월~금 07:00 ~ 21:00||
