맛집명|주소|영업시간|전화번호|대표사진주소
이춘복참치 신도림점|서울 구로구 경인로 662 현대백화점 신도림디큐브시티 3층|영업시간 매일 11:00 ~ 00:00 · 브레이크타임 매일 15:00 ~ 16:30|02-2211-0375|
세광양대창 구로디지털점|서울 구로구 디지털로32나길 7 2층|영업시간 월~토 16:00 ~ 24:00|02-851-0365|
바르미스시샤브 현대백화점 디큐브시티점|서울 구로구 경인로 662 별관 3층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-2210-9570|
새벽집양곱창 신도림점|서울 구로구 경인로61길 21 크라운빌상가 108호|매일 11:00 ~ 01:30|02-2296-0325|
오사카로|서울 구로구 경인로67길 23 대우푸르지오 206호|매일 17:00 ~ 03:00|02-2634-2223|
진사향|서울 구로구 새말로 20 코코모호텔 지하1층|영업시간 화~일 11:00 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00|02-2229-5507|
오비스트로|서울 구로구 구로중앙로15길 12|영업시간 월,화,수,목,금,일 11:00 ~ 21:00|0507-1305-6751|
밤새먹소|서울 구로구 경인로 572 스타팰리스 1층|영업시간 매일 11:00 ~ 23:00|02-2068-7637|
에버애프터|서울 구로구 새말로18길 36-10 지층|영업시간 화~금 13:00 ~ 22:00|070-7543-1098|
육장장이 구로디지털점|서울 구로구 디지털로32나길 17-8|영업시간 월~금 11:30 ~ 23:30|02-864-9998|
백년불고기 구로디지털점|서울 구로구 시흥대로163길 15 1층|영업시간 월~금 11:30 ~ 24:00|02-865-5024|
소담촌 고척점|서울 구로구 경인로 397 골든타워빌딩 2층|영업시간 매일 11:00 ~ 22:00|02-2625-8388|
실크로드|서울 구로구 경인로 398|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-2066-6100|
옛날마차 신관|서울 구로구 디지털로32길 97-13|월~토 16:00 ~ 04:00|02-866-3779|
더족발 신도림본점|서울 구로구 경인로 619-3 푸르지오3차 상가 1층 106호 더족발|영업시간 매일 11:30 ~ 22:50 · 브레이크타임 매일 14:30 ~ 15:30|02-2636-9288|
제주도초밥|서울 구로구 가마산로26길 23|영업시간 화~일 11:00 ~ 22:00|02-830-6002|
닥터로빈 고척점|서울 구로구 경인로46길 51 3층|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-2066-8211|
두레한식부페|서울 구로구 경인로31길 110||02-2688-1300|
서일순대국전문 구로점|서울 구로구 구로중앙로 6 1층|매일 00:00 ~ 24:00|02-855-9833|
신도림이도식당|서울 구로구 경인로 661 푸르지오1차 2층 243호|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00|02-3439-7668|
서울안심축산정육식당 신도림점|서울 구로구 경인로 661 푸르지오1차오피스텔 2층 244호|영업시간 월~금 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-3439-8077|
속초붉은대게|서울 구로구 디지털로32다길 9 라이프플러스 1층 106호|영업시간 매일 12:00 ~ 23:30|02-866-8919|
갈비명가|서울 구로구 가마산로 260|영업시간 매일 11:00 ~ 23:00|02-853-7002|
대두족발|서울 구로구 디지털로32길 97-6 1층|영업시간 매일 17:00 ~ 24:00|02-888-3088|
숙이네조개전골 신도림점|서울 구로구 새말로16길 29|영업시간 매일 16:00 ~ 24:00|02-861-6522|
라도맨션|서울 구로구 공원로6다길 20 혜성빌딩 3층|영업시간 월~토 15:00 ~ 22:30||
오목집 신도림점|서울 구로구 경인로 661 신도림1차푸르지오 1층 128,137호|영업시간 매일 11:00 ~ 23:30 · 브레이크타임 매일 15:00 ~ 16:00|02-2677-1636|
곱창대장|서울 구로구 공원로6나길 46|영업시간 매일 14:30 ~ 00:30|02-856-6067|
고바우|서울 구로구 부일로1길 9||02-2611-5586|
손가네생오리부페|서울 구로구 개봉로19길 29|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-2066-9066|
사계진미숯불닭갈비 구로디지털점|서울 구로구 디지털로32나길 29 3층|영업시간 매일 11:00 ~ 24:00|02-855-7302|
신선회수산 신도림점|서울 구로구 공원로6다길 14||02-867-0408|
자금성|서울 구로구 디지털로 273 에이스트윈타워2차 지하1층 B104,B105호||02-856-0133|
다원국수|서울 구로구 경인로 22 109호|영업시간 화~금 11:00 ~ 20:00 · 브레이크타임 화~금 15:00 ~ 17:00|02-2060-0090|
뒤뜰|서울 구로구 안양천로539길 6|영업시간 매일 11:30 ~ 22:00|02-2613-1973|
동서네낙지 신도림점|서울 구로구 신도림로 29 신성빌딩 1층|영업시간 화~일 11:30 ~ 22:00 · 브레이크타임 화~일 16:00 ~ 17:00|02-2633-2868|
다채 개봉점|서울 구로구 개봉로23길 38 동흥빌딩 1층|영업시간 매일 11:30 ~ 22:00|02-2685-3392|
수뿌레닭갈비 신도림점|서울 구로구 공원로6나길 12|월~금 15:00 ~ 01:00|02-6010-8588|
육식예찬|서울 구로구 디지털로32나길 17-19|영업시간 월~금 16:00 ~ 24:00|02-865-7722|
김영태의이자카야마을|서울 구로구 디지털로32나길 17-12 2층|매일 17:00 ~ 02:00|02-830-8711|
브라운핸즈 디지털단지구로점|서울 구로구 디지털로32다길 52 1층|영업시간 매일 12:00 ~ 22:00|02-852-3137|
미식가양꼬치|서울 구로구 디지털로32길 92 미래타워빌딩 1층|영업시간 월~토 16:00 ~ 24:00|02-851-5321|
풍천참숯불즉석장어구이|서울 구로구 구로동로 184 효진빌딩 1층|영업시간 매일 11:30 ~ 23:00|02-868-9514|
말뚝곱창 루프탑점|서울 구로구 디지털로32나길 22 6층|매일 17:00 ~ 01:00|02-853-6905|
청담이상 구로디지털점|서울 구로구 디지털로32나길 34 케이제이빌딩 2층|매일 17:00 ~ 03:00|02-6405-6068|
라마노피자|서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 B119-1호|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 16:00|02-866-2828|
택이네조개전골 구로디지털직영점|서울 구로구 디지털로34길 27 대륭포스트타워3차 1층 114호|영업시간 월~금 10:30 ~ 21:50|02-856-1470|
속초붉은대게|서울 구로구 경인로 584 신도림팰러티움 1층 106호|영업시간 매일 11:00 ~ 23:00|02-2633-8919|
방앗간정육식당|서울 구로구 경인로67길 67-29|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30|02-2675-9292|
청담이상 신도림점|서울 구로구 경인로 661 신도림1차푸르지오 1층 122호|매일 17:00 ~ 03:00|02-3667-2590|
라마다서울신도림호텔 카페라라|서울 구로구 경인로 624 1층||02-2162-2051|
스시웨이 신도림점|서울 구로구 경인로67길 23|영업시간 매일 11:30 ~ 22:30|02-2679-2777|
이천성모메존칼국수 본점|서울 구로구 경인로 18 1층|영업시간 화~일 10:30 ~ 20:00|02-2625-4821|
진참치|서울 구로구 공원로6다길 10|매일 14:00 ~ 01:00|02-869-1121|
쭉심 오류동점|서울 구로구 경인로23길 8|매일 17:00 ~ 02:00|02-2684-1235|
바다쭈꾸미 개봉점|서울 구로구 개봉로16길 6 1층|영업시간 매일 11:00 ~ 22:00|02-2619-3388|
라꾸긴|서울 구로구 가마산로 268|월~토 18:00 ~ 01:00||
니와참치|서울 구로구 디지털로32다길 13 1층|영업시간 매일 11:30 ~ 24:00|02-838-5959|
문어부인삼교비 신도림점|서울 구로구 경인로 661 신도림 푸르지오아파트 1차 상가 2층 228호|영업시간 월~토 10:30 ~ 24:00|02-3439-7892|
미켈고깃집 구로점|서울 구로구 디지털로34길 55 코오롱싸이언스벨리2차 B105,B105-1호|영업시간 월~금 11:00 ~ 23:00|02-858-9829|
눈꽃한우서래갈비|서울 구로구 공원로 83 2층|영업시간 매일 11:00 ~ 23:00|02-862-3611|
히어로스터 신도림점|서울 구로구 경인로63길 21-8 1층|영업시간 월~금 09:00 ~ 22:00||
올램양꼬치|서울 구로구 경인로 661 신도림1차푸르지오|영업시간 월~금 15:00 ~ 24:00|02-2672-9797|
왕뼈해장국 고척점|서울 구로구 중앙로 101|매일 00:00 ~ 24:00|02-2683-0071|
빈브라더스 현대백화점디큐브시티점|서울 구로구 경인로 662 별관 3층|영업시간 매일 11:00 ~ 22:00|02-2210-9351|
춘자싸롱|서울 구로구 디지털로32나길 11|매일 15:00 ~ 03:00|02-869-4873|
맥도날드 구로디지털점|서울 구로구 디지털로31길 12 태평양물산 1층|매일 00:00 ~ 24:00|070-7017-0654|
카페몽글|서울 구로구 공원로6나길 29-17 1층|영업시간 월~금 11:30 ~ 22:00|02-854-4620|
VIPS DELIVERY 구로점|서울 구로구 공원로 34|||
품격사시미|서울 구로구 디지털로32나길 23 1층 2호|매일 16:00 ~ 03:00|02-862-7776|
원조부안집 신도림점|서울 구로구 공원로6나길 18 1층|영업시간 월~금 16:00 ~ 23:00|02-6406-1236|
할머니추어탕|서울 구로구 개봉로19길 39|영업시간 매일 10:30 ~ 21:30|02-2615-1023|
하이드아웃|서울 구로구 개봉로20길 30 2층|영업시간 월~금 10:00 ~ 21:00|010-7135-5970|
데일리스위츠|서울 구로구 중앙로 9 1층|월,화,수요일|02-877-6126|
제면청년|서울 구로구 경인로40길 47 개봉역사 3층 6호|영업시간 매일 11:00 ~ 21:00|02-3666-9797|
밀리커피|서울 구로구 새말로 62 1층|영업시간 월~금 10:30 ~ 23:00||
스타벅스 구로호텔점|서울 구로구 디지털로32길 72 구로호텔 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
투썸플레이스 구로디지털역깔깔거리점|서울 구로구 디지털로32길 97-39 2층|월,화,수,목,일 08:00 ~ 01:00|02-855-7791|
롯데시티호텔구로 씨카페|서울 구로구 디지털로 300 3층|영업시간 매일 06:30 ~ 22:00 · 브레이크타임1 매일 10:00 ~ 12:00 · 브레이크타임2 매일 14:30 ~ 18:00|02-6210-1090|
원조양평신내서울해장국 고척점|서울 구로구 목동남로 6 현준프라자 2층|매일 00:00 ~ 24:00|02-2060-9030|
마포족발순대국|서울 구로구 경인로 661 신도림1차푸르지오 1층 143호|매일 10:00 ~ 01:00|02-3439-7373|
김가네곱창구이전문|서울 구로구 도림로 93|매일 14:00 ~ 02:00|02-867-0445|
동남집|서울 구로구 디지털로26길 111|영업시간 월~금 11:00 ~ 22:00|02-6124-5688|
구로안|서울 구로구 디지털로32나길 27-8 1층|영업시간 월~금 12:00 ~ 24:00|02-830-1716|
내고향 소머리국밥순대국|서울 구로구 공원로6나길 43-15||02-852-8465|
대작 구로디지털점|서울 구로구 디지털로32나길 17-26 1층|월,화,수,목,일 15:00 ~ 03:00||
고기굽는방앗간 신도림점|서울 구로구 새말로16길 32 1층|영업시간 월~금 14:00 ~ 24:00|02-867-0949|
맥도날드 고척DT점|서울 구로구 경인로 393|매일 07:00 ~ 02:00|070-7209-0558|
꿀돼지솥뚜껑삼겹살|서울 구로구 경인로 193-25||02-2616-6868|
버거킹 구로점|서울 구로구 시흥대로 551|영업시간 매일 10:00 ~ 24:00|070-7462-8527|
단골손님 구로디지털점|서울 구로구 디지털로32나길 22 101호|매일 17:00 ~ 05:00||
카페큐브|서울 구로구 경인로 662 디큐브시티 15층|영업시간 매일 09:00 ~ 23:00|02-2211-6603|
옹기종기감자옹심이|서울 구로구 서해안로30길 13-8||070-8151-2454|
스타벅스 신도림점|서울 구로구 경인로 610|영업시간 월~금 07:30 ~ 21:00|1522-3232|
만복영양솥밥|서울 구로구 구로중앙로19길 13|영업시간 월~토 11:00 ~ 21:00|02-864-2367|
대왕곱창구이|서울 구로구 새말로16길 29|월~금 13:00 ~ 02:00|02-830-7956|
디저트샵시소|서울 구로구 천왕로 29 상가동 1층 101호|월,화요일|010-8372-8487|
오대양참치 구로점|서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 1층 118,119호|영업시간 월~금 11:30 ~ 23:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-2025-0034|
스타벅스 구로고척점|서울 구로구 경인로 387|영업시간 월~토 08:00 ~ 22:00|1522-3232|
백년고기|서울 구로구 디지털로27길 48 1층|영업시간 월~토 16:30 ~ 23:00|070-7778-8859|
스시히라|서울 구로구 경인로 619-3|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-2638-0077|
키친브로망스|서울 구로구 새말로16길 16 지하 1층|매일 12:00 ~ 01:00|070-7785-7339|
능이네능이버섯백숙 고척점|서울 구로구 중앙로 37 1층||02-2060-2365|
남길참치 오류직영점|서울 구로구 경인로 240 예성라온팰리스|영업시간 매일 12:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00|02-2613-1005|
명가민물장어|서울 구로구 새말로 36 1층|영업시간 매일 10:30 ~ 22:30|02-867-7080|
우방정육식당|서울 구로구 부일로1길 110||02-2615-4651|
말뚝곱창 구로디지털단지점|서울 구로구 시흥대로 571 부호빌딩 1층|월~토 17:00 ~ 01:00|02-866-5298|
소담촌 구로역점|서울 구로구 구로중앙로 134 신구로자이나인스에비뉴 2층||02-6678-8090|
청해진수산|서울 구로구 새말로 36|영업시간 매일 12:00 ~ 24:00|02-861-7333|
참조은순대국전문점 구로직영점|서울 구로구 구로중앙로 47|매일 00:00 ~ 24:00|02-855-0622|
한우가|서울 구로구 공원로 67|영업시간 매일 11:00 ~ 22:30|02-851-9292|
홍중샤브샤브 신도림2호점|서울 구로구 새말로16길 29 2층|매일 11:00 ~ 02:00|02-852-8584|
삿뽀로 디큐브점|서울 구로구 경인로 662 5층|영업시간 매일 11:30 ~ 22:00|02-2210-9545|
한라산도새기 오류점|서울 구로구 서해안로 2318 1층|영업시간 매일 11:00 ~ 24:00|02-2687-9768|
맛찬들왕소금구이 구로점|서울 구로구 디지털로32나길 17-28|월~금 11:00 ~ 01:00|02-868-6692|
회한접시 본점|서울 구로구 서해안로 2328 1층|영업시간 월,화,목,금,토 14:00 ~ 24:00|02-2066-1853|
추억굽는꼼이네 신도림점|서울 구로구 공원로8길 13 1층|월~토 15:00 ~ 02:00|02-856-3447|
육풍 구로디지털단지점|서울 구로구 디지털로32나길 20|영업시간 월~금 15:00 ~ 00:30|02-838-0156|
손오공마라탕 구로디지털단지점|서울 구로구 디지털로32길 87 2층|영업시간 매일 11:00 ~ 23:00|02-838-7788|
1s 카츠곳간|서울 구로구 새말로 85 1층||02-3281-0777|
스시비쇼쿠|서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 1층|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:30|02-865-1488|
헤비스테이크 구로디지털단지점|서울 구로구 디지털로26길 110 동일테크노타운 1층 104호|영업시간 매일 11:00 ~ 21:00|02-3283-3355|
이실이네|서울 구로구 공원로6나길 29-21 1층|영업시간 월~토 11:30 ~ 21:30|02-838-0264|
돈우네정육식당|서울 구로구 오리로 1154-15|영업시간 매일 11:00 ~ 23:00|02-2685-3800|
장어타운|서울 구로구 남부순환로95길 34 성한빌딩 1층|영업시간 매일 10:00 ~ 23:00|02-6084-8426|
우리들숯불갈비정육식당|서울 구로구 구로동 26|영업시간 매일 11:00 ~ 24:00||
송이족발 구로역점|서울 구로구 새말로 17 SJ빌딩 2층|월~토 16:00 ~ 01:00|02-859-9290|
옥상맥주|서울 구로구 디지털로32나길 16 춘자빌딩 4층|월,화,수,목,일 16:00 ~ 04:00|010-4377-8571|
미방 신도림점|서울 구로구 경인로 669-1|영업시간 매일 17:00 ~ 23:00|02-2634-0123|
김사부 본점|서울 구로구 서해안로 2334 1층|영업시간 월~금 14:00 ~ 24:00|02-2613-4892|
뽕나무쟁이 구로디지털점|서울 구로구 디지털로33길 12 우림이비지센타2차 104호|영업시간 월~토 10:00 ~ 24:00|02-890-7978|
용용선생 구로디지털단지점|서울 구로구 디지털로32나길 22 2층 201호|매일 16:00 ~ 02:00||
교대이층집 신도림점|서울 구로구 경인로 661 푸르지오1차상가 2층 242호|영업시간 월~금 11:00 ~ 23:30 · 브레이크타임 월~금 16:00 ~ 17:00|02-2069-1636|
황제꽃소 오류본점|서울 구로구 경인로 237 우분투포레스트 1층 102호|매일 12:00 ~ 02:00|02-2611-4890|
구씨네매운집 본점|서울 구로구 공원로6나길 17-2|월~토 16:00 ~ 04:00|070-8761-3412|
바오밥 신도림점|서울 구로구 경인로 661 푸르지오 2층 246호|매일 14:00 ~ 02:00|02-2634-3666|
베나레스 구로디지털점|서울 구로구 디지털로32길 79|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00|02-863-9982|
버거킹 구로구청점|서울 구로구 가마산로 250 1층|영업시간 매일 09:00 ~ 23:00|02-856-0332|
도원|서울 구로구 디지털로32길 30 코오롱디지탈빌란트 1층 108호|영업시간 월~금 09:30 ~ 21:00|02-856-8988|
버거킹 개봉점|서울 구로구 개봉로 55|매일 00:00 ~ 24:00|070-7438-8623|
호우양꼬치 신도림점|서울 구로구 경인로67길 23 2층|영업시간 화~토 15:30 ~ 02:00|02-2632-8883|
초장집 구로점|서울 구로구 디지털로32나길 17-23 1층|월~토 15:00 ~ 02:00|02-839-2929|
라크라센타|서울 구로구 가마산로 242 희망재단 1층|영업시간 월~금 08:00 ~ 23:00|02-866-6202|
치즈스마일|서울 구로구 개봉로3가길 59 1층|매일 10:00 ~ 01:30|02-2060-8972|
푸짐한닭한마리|서울 구로구 디지털로32나길 19||02-852-5581|
스타벅스 오류동역점|서울 구로구 경인로 216 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
상하이포차|서울 구로구 새말로 102|월~토 16:00 ~ 01:00||
광영수산 구로점|서울 구로구 공원로8길 19|매일 14:00 ~ 01:30|02-855-7960|
교대이층집 구로디지털단지점|서울 구로구 디지털로32나길 17-6 1층|영업시간 월~금 15:00 ~ 24:00|02-858-8587|
명가교동짬뽕 구로점|서울 구로구 디지털로31길 53 이엔씨드림타워5차 103호||02-864-9295|
55년전통일번옥|서울 구로구 구로동로 96-2|월~토 11:00 ~ 03:00|02-854-2092|
맷돌손두부|서울 구로구 경인로 19|영업시간 월~토 10:30 ~ 20:30 · 브레이크타임 월~토 15:30 ~ 16:30|02-2689-2031|
해남식당 구로디지털단지점|서울 구로구 디지털로 300 지밸리비즈플라자 2층 207호|영업시간 매일 11:00 ~ 22:00|02-6344-3949|
진스시|서울 구로구 경인로47길 58 102호|영업시간 월~토 11:30 ~ 22:00|02-2611-9633|
거북솥삼겹살 체인본점|서울 구로구 디지털로32길 97-28|매일 00:00 ~ 24:00|02-856-9752|
폴바셋 구로지밸리몰점|서울 구로구 디지털로 300 1층 1호|영업시간 월~금 08:00 ~ 22:00|02-6344-3788|
토라|서울 구로구 도림천로 448 예성유토피아 201동 101호||02-866-7982|
메이로드|서울 구로구 오류로 37-2 1,2층|영업시간 월~토 11:30 ~ 21:00|02-2060-7466|
여기가전집|서울 구로구 디지털로32나길 8|월~금 14:00 ~ 02:00|02-864-4388|
이화참숯갈비|서울 구로구 디지털로32다길 26|영업시간 매일 15:00 ~ 24:00|02-865-1877|
태경소곱창|서울 구로구 새말로 102 포스빌 지하 1층|영업시간 월~토 16:00 ~ 24:00|02-860-8609|
적소|서울 구로구 개봉로16가길 10-28 1층|화,일요일|02-2612-0701|
이미커피로스터스|서울 구로구 디지털로27길 116 1층 101호||070-4240-5228|
스타벅스 구로디지털타워점|서울 구로구 디지털로32길 30|영업시간 월~금 07:00 ~ 19:00|1522-3232|
서울안심축산|서울 구로구 새말로 89||02-830-4661|
샤오카오 본점|서울 구로구 디지털로32나길 17-6 2층|매일 15:00 ~ 02:00||
별밤|서울 구로구 디지털로32길 97-6||02-859-8699|
팔각도 신도림역점|서울 구로구 경인로 643 205가동 상가 116~119호, 135호|영업시간 월~금 16:00 ~ 22:30|02-2675-9242|
취화원|서울 구로구 경인로47길 134||02-2066-4952|
스시노칸도|서울 구로구 경인로 618 1층 102호|영업시간 매일 11:30 ~ 22:30 · 브레이크타임 월~금 14:30 ~ 16:00|02-2068-3336|
우월소곱창|서울 구로구 경인로 631 1층|영업시간 월,화,수,목,일 14:00 ~ 23:00|02-3667-2322|
칠공주떡볶이|서울 구로구 구로동로22길 22|||
띵크커피 디큐브시티점|서울 구로구 경인로 662 디큐브시티 지하1층|영업시간 매일 07:00 ~ 23:00|02-2210-9074|
등포 본점|서울 구로구 공원로8길 33|영업시간 매일 15:00 ~ 23:00||
구름산추어탕|서울 구로구 디지털로31길 38-9 에이스테크노타워1차 107호|영업시간 매일 10:00 ~ 22:00|02-838-3355|
황가네함흥냉면|서울 구로구 개봉로 52-1||02-2689-6990|
볶다|서울 구로구 공원로6나길 35-4 1층|영업시간 매일 12:00 ~ 23:00|02-858-9531|
도야미리숯불갈비|서울 구로구 신도림로 67||02-2635-6877|
형제특수부위|서울 구로구 디지털로32나길 17-12 1층 101호|영업시간 매일 11:30 ~ 23:30 · 브레이크타임 매일 15:00 ~ 16:30|02-830-8995|
파파이스 구로디지털점|서울 구로구 디지털로 306|영업시간 매일 11:00 ~ 21:00||
김명태 굴국밥솥밥 고척본점|서울 구로구 고척로 238 하이리빙아파트 1층 1호|영업시간 매일 11:00 ~ 23:00|02-2060-7868|
복성루샤부샤부성|서울 구로구 디지털로32길 97-27|매일 11:00 ~ 01:00|02-838-0686|
개봉칼국수|서울 구로구 개봉로16길 41||02-2684-7500|
역전할머니맥주 신도림점|서울 구로구 경인로67길 23|월~금 17:00 ~ 03:00||
광명수산 테크노마트점|서울 구로구 공원로6다길 8|월~토 14:00 ~ 02:00|02-6348-0260|
라무진 신도림역점|서울 구로구 경인로67길 23 푸르지오2차 상가 101동 119호|영업시간 매일 17:00 ~ 24:00|02-2677-4020|
고향마차|서울 구로구 새말로4길 24|영업시간 매일 16:00 ~ 24:00|02-867-6442|
석구네마포주먹고기|서울 구로구 경인로63길 21-10|영업시간 월~토 16:00 ~ 23:00|02-2632-9092|
황비홍마라탕 구로본점|서울 구로구 시흥대로 577-11 B동 1층|매일 00:00 ~ 22:00|02-852-1123|
다케롤&스시|서울 구로구 도림천로 446|영업시간 월~금 18:00 ~ 24:00|02-830-1399|
설빙 구로지밸리점|서울 구로구 디지털로 300 1층 107호|영업시간 매일 11:00 ~ 23:00|02-6344-3959|
87닭강정 오류동본점|서울 구로구 서해안로30길 17 1층|영업시간 매일 12:00 ~ 24:00|02-2060-6692|
대연각|서울 구로구 개봉로 34|영업시간 매일 10:30 ~ 20:00|02-2612-0600|
애슐리퀸즈 NC신구로점|서울 구로구 구로중앙로 152 NC신구로점 TWO관 7층|영업시간 매일 11:00 ~ 21:00|0507-1461-2472|
한돈보쌈 본점|서울 구로구 새말로 32 1층|영업시간 월~토 11:00 ~ 22:30 · 브레이크타임 월~금 15:30 ~ 17:00|02-863-2780|
사랑방손칼국수보쌈|서울 구로구 경인로38길 12|영업시간 월~토 11:30 ~ 20:30 · 브레이크타임 월~토 14:30 ~ 17:00|02-3666-6632|
비밀시그니쳐 디큐브시티점|서울 구로구 경인로 662 6층 식당가|영업시간 매일 11:00 ~ 22:00|02-2210-9644|
김돈이|서울 구로구 디지털로32다길 15 1층 102호|영업시간 매일 16:00 ~ 24:00|02-863-7898|
가마솥원조설렁탕|서울 구로구 고척로40길 33-4|영업시간 매일 09:30 ~ 22:30|02-2615-5292|
두메골닭갈비 신도림점|서울 구로구 공원로6나길 49-2|영업시간 매일 11:00 ~ 23:00|02-6369-5955|
말뚝곱창 2호점|서울 구로구 디지털로32나길 17-38|영업시간 매일 14:00 ~ 24:00|02-868-4047|
돈구디|서울 구로구 디지털로32가길 25 1층|영업시간 월~토 11:00 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-852-0880|
신호닭발 신도림본점|서울 구로구 공원로6나길 6 1층|매일 11:10 ~ 02:00|02-866-2169|
경복궁 디큐브점|서울 구로구 경인로 662 현대백화점 디큐브시티 6층|영업시간 매일 11:00 ~ 22:00|02-2634-4433|
백년갈비|서울 구로구 경인로47길 95-1 정형빌딩 1층||02-2618-6667|
작업하는 카페에베르|서울 구로구 경인로3길 77 세건빌딩 2층|영업시간 월~토 10:00 ~ 22:00|02-2625-3467|
용범이네인계동껍데기 구로디지털점|서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 B107호|영업시간 매일 11:30 ~ 00:00|02-866-0810|
우촌가마솥설렁탕|서울 구로구 구로중앙로 55 1층|매일 00:00 ~ 24:00|02-838-1776|
삼대족발 천왕역점|서울 구로구 오리로 1158|영업시간 매일 11:00 ~ 22:00|02-2688-7255|
KFC 구로디지털2점|서울 구로구 디지털로 300 지밸리몰 1층|영업시간 매일 10:00 ~ 23:00|02-6344-3910|
무시칸 신도림역점|서울 구로구 새말로18길 36 1층|영업시간 월~토 17:00 ~ 23:00|02-855-2507|
백년갈비숯불화로구이|서울 구로구 서해안로 2316 1층||02-2612-2422|
홍주식당|서울 구로구 디지털로26길 110 1층 103호|영업시간 월~금 11:00 ~ 20:00||
개성면옥|서울 구로구 가마산로 204|영업시간 매일 11:00 ~ 21:30|02-869-2760|
도미라마라탕|서울 구로구 디지털로26길 111 JNK디지털타워 1층 104호|영업시간 매일 11:00 ~ 21:30|02-868-1986|
항아리닭갈비막국수 구로점|서울 구로구 디지털로 300 지밸리비즈플라자 지하1층 103호|영업시간 월~토 11:00 ~ 21:00|02-449-4520|
