카페명|주소|영업시간|전화번호|대표사진주소
더달달|서울 강남구 강남대로102길 38-6 1층, 2층|월~토 10:30 ~ 24:00|02-562-3737|
코드케이 강남점|서울 강남구 봉은사로2길 31 지하1층|매일 10:00 ~ 23:00|02-501-8245|
겟썸커피 다운스테어즈|서울 강남구 봉은사로6길 30 지하1층|월요일|070-4113-3619|
파넬카페|서울 강남구 언주로164길 14|매일 10:00 ~ 22:00||
까치화방 강남점|서울 강남구 봉은사로4길 23 1층|매일 11:30 ~ 22:30|02-558-5533|
비트포비아 강남던전점|서울 강남구 강남대로84길 33 대우디오빌플러스 지하1층 111호|월~금 11:30 ~ 23:00|02-555-4360|
듀자미|서울 강남구 도산대로11길 28 1층|매일 12:00 ~ 21:30|02-3443-0030|
크리에잇쿠키 역삼점|서울 강남구 테헤란로25길 36 2층|월~금 09:00 ~ 21:00|02-558-8890|
파시0914|서울 강남구 도산대로45길 15 지하 1층|월~토 11:00 ~ 22:00|02-2056-0917|
클라우즈비|서울 강남구 논현로28길 10 제이제이빌딩 1층|월~토 09:00 ~ 21:30|02-529-5405|
커피라이터|서울 강남구 논현로161길 15 1층|매일 10:30 ~ 22:00|070-4141-3222|
빵어니스타 압구정점|서울 강남구 도산대로25길 43 1층|매일 12:00 ~ 20:00|02-546-7768|
카페그라쎄|서울 강남구 도산대로17길 19 온암빌딩 1층|월요일|02-542-3446|
노티드 삼성|서울 강남구 테헤란로103길 9 제일빌딩 1층|매일 10:00 ~ 21:00|070-4143-9377|
식물학|서울 강남구 강남대로154길 33 신사모던빌딩 1층 101호|매일 11:30 ~ 22:00|02-518-0701|
정식카페|서울 강남구 선릉로158길 11 1층|월~토 10:00 ~ 01:00|02-517-4650|
누데이크 하우스도산|서울 강남구 압구정로46길 50 지하1층|매일 11:00 ~ 21:00|070-4128-2125|
데칸트|서울 강남구 압구정로72길 10 2층|매일 11:00 ~ 21:00|02-543-8425|
폴인팬케이크 강남점|서울 강남구 봉은사로6길 29 1층 101호|매일 11:30 ~ 21:30|02-444-8952|
로얄마카롱|서울 강남구 테헤란로25길 26 3층|매일 11:00 ~ 21:00|070-4110-2000|
스타벅스 강남R점|서울 강남구 강남대로 390 미진프라자 1층 101호|월~토 07:00 ~ 22:00|1522-3232|
이디야커피랩|서울 강남구 논현로 636 1,2층|매일 07:30 ~ 02:00|02-545-6467|
티하우스 청담|서울 강남구 삼성로120길 52-1 하랑빌딩 1층|월요일|010-2734-4109|
오더에스프레소|서울 강남구 봉은사로82길 27 1층|월~금 08:30 ~ 22:00|02-567-2531|
모스가든|서울 강남구 논현로139길 12|월~토 10:00 ~ 22:30|02-546-8532|
빌리엔젤 강남역5호점|서울 강남구 강남대로94길 10 1층|매일 11:00 ~ 22:00|070-4801-1385|
쇼토|서울 강남구 압구정로18길 14-6 1층||02-512-3625|
카페무니 압구정본점|서울 강남구 압구정로56길 16 1~4층|매일 10:00 ~ 22:00||
클로리스 역삼GFC점|서울 강남구 테헤란로 152 강남파이낸스센터 지하1층|월~금 08:30 ~ 22:00|02-553-7523|
마크레인커피|서울 강남구 선릉로157길 23-5|매일 10:00 ~ 21:00|02-516-5202|
르사이트|서울 강남구 도산대로11길 22|월~토 09:30 ~ 22:00||
로브니|서울 강남구 선릉로85길 8 1층 101호|월~금 10:00 ~ 21:00|070-4122-1816|
당옥|서울 강남구 강남대로162길 22 1층 101호|월요일|02-3443-1227|
카페알케미|서울 강남구 양재대로53길 7|매일 12:00 ~ 22:00|02-3412-6140|
웻커피 신사점|서울 강남구 강남대로162길 18|매일 12:00 ~ 21:00||
카페키츠네 서울|서울 강남구 가로수길 23|매일 11:00 ~ 20:00||
소나|서울 강남구 강남대로162길 40 201호|월,수,목,금,토,일 12:30 ~ 22:00|02-515-3246|
커피루소 청담점|서울 강남구 선릉로158길 16 다현빌딩 1층|매일 10:00 ~ 21:00|02-545-9935|
어반레빗|서울 강남구 강남대로102길 21|매일 11:00 ~ 23:00|02-508-5363|
키이스케이프 강남점|서울 강남구 강남대로96길 17 6층||010-7456-6082|
달마시안|서울 강남구 압구정로42길 42|매일 08:00 ~ 22:00||
카페티|서울 강남구 도산대로59길 9|매일 10:00 ~ 24:00|02-517-0255|
키이스케이프 강남 더오름|서울 강남구 테헤란로6길 30 지하1층|월~금 10:00 ~ 23:30|010-3776-6082|
스타벅스 청담스타R점|서울 강남구 도산대로57길 24|매일 08:00 ~ 21:00|1522-3232|
쉼스토리|서울 강남구 역삼로3길 17 혜진빌딩 3층|월~금 10:00 ~ 22:30|070-7778-6441|
카페레이어스튜디오|서울 강남구 삼성로75길 40 1층|매일 09:00 ~ 22:00|02-555-6660|
엑스케이프 강남점|서울 강남구 봉은사로2길 16|월~금 11:00 ~ 24:00|02-555-9366|
트리오드|서울 강남구 강남대로94길 28 지원빌딩 L층|매일 11:00 ~ 22:00|02-568-9427|
끌레르봉봉|서울 강남구 논현로113길 13 103호|월,일요일|010-4182-4443|
도쿄수플레 가로수길점|서울 강남구 압구정로10길 35 1층|매일 11:00 ~ 23:00|02-543-7959|
후웨이즈텐카민|서울 강남구 선릉로107길 4|월~금 08:00 ~ 23:00|02-568-2227|
브라운핸즈 도곡점|서울 강남구 논현로26길 48|매일 09:00 ~ 23:00|02-572-0332|
고양이라좋은날|서울 강남구 강남대로98길 28 5층|매일 12:00 ~ 22:00|02-556-3880|
데바스테이트 청담본점|서울 강남구 선릉로162길 51 1층 1호|월~토 10:00 ~ 20:30|070-7717-6100|
모찌방|서울 강남구 삼성로75길 41 1층 101호|월,화,수요일|070-4007-6851|
나따오비까 신사점|서울 강남구 압구정로2길 37 1층|매일 10:00 ~ 21:30|02-518-8618|
룸서비스301|서울 강남구 양재천로 193 3층 301호|월요일||
플레어비 도곡본점|서울 강남구 논현로26길 33 1층|월~금 10:00 ~ 18:00|02-578-3300|
사푼사푼 서울 대치본점|서울 강남구 영동대로 416 KT&G타워 1층|월~금 07:00 ~ 21:00|02-3484-5408|
겟썸커피 신사점|서울 강남구 논현로159길 46-6 지하1층|월요일|070-4223-3619|
데블다이스 보드게임카페 강남점|서울 강남구 테헤란로1길 29 4층|매일 12:00 ~ 24:00|0507-1370-3912|
더앨리 가로수길점|서울 강남구 가로수길 75 1,2층|매일 11:00 ~ 22:00|02-3448-3399|
날웃게해|서울 강남구 논현로119길 17-4|매일 12:00 ~ 21:00|02-485-0583|
휴가|서울 강남구 논현로119길 16|매일 10:00 ~ 21:30|02-3444-2022|
카페톨릭스 도곡점|서울 강남구 언주로30길 56 타워팰리스 상가동 101호|매일 10:30 ~ 23:00|02-579-0314|
평화다방 강남역점|서울 강남구 강남대로94길 10 K스퀘어 2층|매일 12:00 ~ 22:00|070-4801-1386|
사주카페 재미난조각가 압구정로데오점|서울 강남구 선릉로155길 13-2|매일 13:00 ~ 23:59||
뮬리|서울 강남구 논현로93길 6 1층|월~금 08:00 ~ 22:00|02-538-0803|
스타벅스 수서역R|서울 강남구 수서동 715-1|월~금 07:00 ~ 21:00|1522-3232|
스크렘|서울 강남구 봉은사로4길 17|월요일|070-7675-4050|
비비브라운|서울 강남구 도산대로 412 남강빌딩 1층|매일 00:00 ~ 24:00|02-545-5707|
스타벅스 스타필드코엑스몰 R점|서울 강남구 삼성동 159-9|월~금 07:00 ~ 22:00|1522-3232|
스타벅스 청담사거리점|서울 강남구 도산대로 458 리츠타워|월~금 07:00 ~ 21:00|1522-3232|
노티드 압구정 갤러리아|서울 강남구 압구정로 343 지하1층|월~목 10:30 ~ 20:00|1800-6067|
리사르커피로스터스|서울 강남구 도산대로99길 60 1층|월~토 10:00 ~ 19:30||
수목금토카페|서울 강남구 강남대로136길 63 1층|월~금 09:00 ~ 19:00||
제이콥스라운지커피|서울 강남구 논현로 660 1층|월~토 08:00 ~ 22:00|02-514-8246|
소전서림|서울 강남구 영동대로138길 23 1층|월요일|02-542-0804|
나따오비까 대치점|서울 강남구 선릉로64길 26 1층|월 10:00 ~ 22:00|02-558-8618|
할리스 강남역점|서울 강남구 강남대로 402 시계탑빌딩 지하1층,1층|월~목 08:00 ~ 24:00|02-555-0890|
쎄쎄종|서울 강남구 언주로146길 39|월,화,수요일||
에이비카페|서울 강남구 강남대로102길 32|월~금 09:00 ~ 23:00|02-566-2052|
카멜커피 도산공원점|서울 강남구 도산대로45길 16-8|매일 10:00 ~ 21:00||
스타벅스 압구정로데오역점|서울 강남구 선릉로 836 삼원빌딩 1,2층|월~토 07:00 ~ 21:00|1522-3232|
욕망의북카페|서울 강남구 강남대로102길 45 2, 3층|매일 10:00 ~ 22:00|02-6956-0121|
스타벅스 강남대로점|서울 강남구 강남대로 456 한석타워 2층 1-2호|월 08:00 ~ 15:00|1522-3232|
빌리엔젤 강남358타워점|서울 강남구 강남대로 358 1층|매일 10:00 ~ 23:00|02-554-6257|
이코복스커피 압구정점|서울 강남구 논현로175길 6|매일 08:30 ~ 23:00|02-540-8455|
릴리펏 청담본점|서울 강남구 선릉로 820 남한강빌딩 2층|매일 10:00 ~ 18:00|02-515-9633|
브라운홀릭|서울 강남구 강남대로98길 25||02-555-5978|
포스톤즈 삼성본점|서울 강남구 테헤란로103길 5 1층|매일 07:00 ~ 21:00|02-568-7778|
카페파이브바|서울 강남구 언주로172길 65|월~금 08:00 ~ 02:00||
카페마당|서울 강남구 도산대로45길 7 메종에르메스 지하 1층|월~금 11:00 ~ 19:00|02-546-3643|
카페더왈츠|서울 강남구 역삼로 134 1층|매일 12:00 ~ 22:00|02-564-0927|
블랙랩|서울 강남구 선릉로96길 5-16 지하1층|월~금 08:00 ~ 21:00|070-4858-3588|
스타벅스 신사역점|서울 강남구 도산대로 108 렉스타워 1층|월~금 07:00 ~ 21:00|1522-3232|
인더무드|서울 강남구 일원로5길 10 1층|월요일||
카페더스노우 논현점|서울 강남구 강남대로118길 40 1층 103호|매일 12:00 ~ 02:00|02-6032-8989|
어퍼앤언더|서울 강남구 강남대로102길 28 1, 2, 지하 1층|매일 11:00 ~ 22:00||
스타벅스 양재강남빌딩R점|서울 강남구 남부순환로 2621|월~토 07:00 ~ 22:00|1522-3232|
나띵베러|서울 강남구 학동로20길 68 리안팰리스||02-548-7017|
카페봄|서울 강남구 테헤란로43길 19 2층 201호||02-554-0613|
스타벅스 선릉역점|서울 강남구 테헤란로 334 LG화재빌딩 1층|월~금 07:00 ~ 20:30|1522-3232|
투썸플레이스 강남대륭타워점|서울 강남구 강남대로 362 1층|매일 07:00 ~ 23:00|02-538-2369|
구테로이테|서울 강남구 선릉로131길 16 1층||02-528-1117|
노크노크|서울 강남구 도곡로 521|월~금 10:00 ~ 21:00|02-555-8173|
데쎄르룸|서울 강남구 봉은사로51길 13 1층|월~금 10:00 ~ 22:00|010-5005-6190|
어반81|서울 강남구 봉은사로67길 14 1층 101호|월~금 09:00 ~ 20:00|010-2413-7595|
넥스트에디션 강남5호점|서울 강남구 강남대로94길 11 지하1층|매일 10:30 ~ 24:00|0507-457-6277|
스타벅스 강남비젼타워점|서울 강남구 테헤란로2길 27 비젼타워 1층|월~금 07:00 ~ 22:00|1522-3232|
비엔나커피하우스 압구정극동타워점|서울 강남구 압구정로 152|매일 08:00 ~ 22:00|02-548-1683|
언더프레셔|서울 강남구 영동대로106길 37 1층|월,화 08:00 ~ 19:00|02-2019-8990|
사주테라피|서울 강남구 봉은사로 326 남전빌딩 9층 913호|매일 10:00 ~ 21:00|070-7560-1087|
폴바셋 코엑스몰점|서울 강남구 영동대로 513 P104호|매일 08:00 ~ 22:00|02-3454-0349|
코드이스케이프 가로수길점|서울 강남구 가로수길 14 5층|매일 10:30 ~ 24:00|02-541-7544|
스위츠플래닛|서울 강남구 선릉로131길 23 1층|매일 10:00 ~ 21:00|02-541-0402|
스타벅스 선릉세화빌딩점|서울 강남구 테헤란로64길 18 세화빌딩 1층|월~금 07:00 ~ 22:00|1522-3232|
마이쏭|서울 강남구 도산대로45길 16-4 1층|매일 10:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-518-0105|
와인북카페|서울 강남구 논현로149길 5|영업시간 월~토 18:00 ~ 01:00|02-549-0490|
투썸플레이스 강남역중앙점|서울 강남구 테헤란로1길 16 삼원빌딩 2층|매일 11:00 ~ 21:00|02-558-1125|
커피빈 강남역12번출구점|서울 강남구 테헤란로 111 2층|월~금 07:00 ~ 21:00|02-569-5838|
부머스 도산점|서울 강남구 압구정로46길 34|월~금 11:00 ~ 22:00|02-3789-4288|
스타벅스 강남구청역점|서울 강남구 선릉로 669 웰빙센터 1층|월~토 07:00 ~ 21:00|1522-3232|
스타벅스 강남오거리점|서울 강남구 봉은사로2길 39 1~3층|월~금 07:00 ~ 22:00|1522-3232|
더체어|서울 강남구 논현로26길 30-6|매일 09:00 ~ 22:30|02-576-2286|
제이스커피나인 학동점|서울 강남구 학동로 171 삼익악기빌딩 1층|매일 08:00 ~ 22:00|070-7875-9873|
그레이그리스트밀|서울 강남구 압구정로2길 15 신사아이빌 지하1층 103호|매일 11:00 ~ 21:00|02-546-8902|
라브리크 서울|서울 강남구 봉은사로18길 66|매일 11:30 ~ 22:00|02-555-1215|
피그인더가든 코엑스점|서울 강남구 테헤란로87길 22 1층|매일 10:00 ~ 20:30|02-568-5990|
두레브|서울 강남구 헌릉로569길 23 1층|매일 08:00 ~ 23:00||
클로리스티룸 코엑스몰점|서울 강남구 영동대로 513 I109호|매일 10:00 ~ 22:00|02-558-7523|
폴바셋 청담점|서울 강남구 도산대로75길 22 1층|월~금 08:00 ~ 19:00|02-548-0957|
아임뮤트|서울 강남구 논현로157길 36 1층|매일 12:00 ~ 22:00||
레드버튼 강남점|서울 강남구 역삼동 814-5 1층|월~목 13:00 ~ 01:00|02-566-3799|
나이브커피|서울 강남구 압구정로79길 39|월~금 08:00 ~ 23:00|070-4117-3292|
플라워베이커리 가로수길점|서울 강남구 압구정로2길 45 1층|매일 10:00 ~ 23:00|02-515-1345|
벌툰 강남역점|서울 강남구 강남대로98길 16 파빌리온 3층|매일 10:00 ~ 24:00|02-569-4976|
스타벅스 포이점|서울 강남구 논현로 88|월~토 07:00 ~ 22:00|1522-3232|
칠요일의케이크|서울 강남구 선릉로132길 50 모노하우스 1층|매일 10:00 ~ 21:00||
스템커피 코엑스점|서울 강남구 영동대로 513 지하 2층|매일 10:30 ~ 21:00||
스타벅스 학여울역점|서울 강남구 영동대로 215|매일 07:00 ~ 21:00|1522-3232|
룸카페 바니|서울 강남구 강남대로96길 12 3층 301호|월~금 12:00 ~ 24:00||
마스터키 강남점|서울 강남구 봉은사로6길 26 지하1층||02-558-6685|
카페원픽|서울 강남구 학동로6길 8 2층|월~토 11:00 ~ 21:00||
커피휘엘|서울 강남구 논현로149길 62 1층|월~금 08:00 ~ 21:30|070-4665-8138|
홍팥집 양재점|서울 강남구 남부순환로359길 31 1층|매일 11:00 ~ 21:00|02-572-6577|
스타벅스 선릉동신빌딩R점|서울 강남구 테헤란로 409 1층|월~금 07:00 ~ 21:00|1522-3232|
파티세리 바이 가루하루|서울 강남구 논현로94길 25-5 1층|월,일요일|02-538-8090|
레이브릭스|서울 강남구 논현로153길 46 1층|월~금 11:00 ~ 01:00||
스타벅스 신사가로수점|서울 강남구 가로수길 59|매일 08:00 ~ 21:00|1522-3232|
라그랑자트|서울 강남구 도산대로62길 12|월,일요일|02-569-5566|
바나프레소 선정릉점|서울 강남구 선릉로 577 1층|매일 07:00 ~ 23:00|070-8998-8923|
포스터리 베이커|서울 강남구 압구정로42길 25-5|매일 12:00 ~ 22:00|02-540-8911|
키쏘커피 도산점|서울 강남구 언주로164길 35-6|월요일|070-4165-3304|
스타벅스 청담점|서울 강남구 도산대로 532 인희빌딩 1층|월~금 07:00 ~ 21:00|1522-3232|
폴바셋 강남구청역점|서울 강남구 학동로 401 금하빌딩 1층|월~금 07:30 ~ 22:00|02-3448-4054|
반지만들기 반지공방 8그램|서울 강남구 봉은사로2길 37 혜인빌딩 5층|매일 11:00 ~ 21:30|02-508-8988|
그랜드인터컨티넨탈 서울파르나스 로비라운지&바|서울 강남구 테헤란로 521 1층|매일 09:00 ~ 23:00|02-559-7603|
커피빈 강남역먹자골목점|서울 강남구 테헤란로1길 29 1~3층|월~금 07:30 ~ 23:00|02-552-6311|
스타벅스 학동사거리|서울 강남구 도산대로 328|월~금 07:00 ~ 22:00|1522-3232|
카페시트롱|서울 강남구 논현로26길 56 1층|월요일|02-574-3998|
카멜커피 도산2호점|서울 강남구 언주로164길 14-1 1층|매일 11:00 ~ 20:00||
커피씨 COFFEE C|서울 강남구 언주로129길 17 1층|월~금 10:00 ~ 19:00|02-546-4044|
마츄피츄|서울 강남구 선릉로121길 15 1층 101호|월~금 10:00 ~ 20:00|02-511-4242|
멜로워 역삼더퍼스트|서울 강남구 테헤란로44길 8|월~금 08:30 ~ 20:30|02-556-2111|
스타벅스 삼성교점|서울 강남구 영동대로86길 12 동남유화빌딩1층|월~금 07:00 ~ 21:00|1522-3232|
카페플레노|서울 강남구 선릉로 724|매일 10:30 ~ 20:50|02-512-0804|
카페마마스 역삼점|서울 강남구 논현로85길 7 은혜빌딩 1층||02-538-1280|
커피에스페란토|서울 강남구 남부순환로355길 17 1층|월~금 08:00 ~ 21:00|02-575-9429|
미노스|서울 강남구 가로수길 80 한림빌딩 2층|월~금 09:00 ~ 05:00|070-8818-4601|
투썸플레이스 논현역사거리점|서울 강남구 강남대로 548 건우빌딩 1층|월~목 07:00 ~ 23:00|02-547-2388|
스타벅스 학동역점|서울 강남구 논현로 704|월~토 07:00 ~ 22:00|1522-3232|
올리버브라운 신논현점|서울 강남구 봉은사로1길 4 1층|월~토 09:00 ~ 21:00|02-2138-1347|
바나프레소 강남점|서울 강남구 테헤란로4길 46 쌍용플래티넘 1층|매일 06:30 ~ 22:30|070-8998-8922|
홍팥집 세곡동점|서울 강남구 헌릉로570길 34 리엔파크프라자 101~103호|매일 11:00 ~ 21:00|02-561-6577|
오래도록예쁘다|서울 강남구 언주로106길 7 지산빌딩 1층|월~금 08:00 ~ 22:00|010-4465-1877|
할리스 세로수길점|서울 강남구 강남대로152길 41 1층|월~목 08:00 ~ 23:30|02-511-1473|
커피브루어|서울 강남구 남부순환로391길 15 1층||02-501-7587|
502커피로스터스 역삼점|서울 강남구 테헤란로 142 캐피탈타워 1층|월~금 07:30 ~ 19:30|02-556-0502|
만랩커피 강남역점|서울 강남구 강남대로94길 15|월~금 09:00 ~ 22:00||
페르에피스|서울 강남구 언주로30길 10 현대비전21빌딩 1층|매일 07:00 ~ 23:00||
스타벅스 도곡공원점|서울 강남구 도곡로 205|월~금 07:00 ~ 21:00|1522-3232|
N237카페앤베이커리|서울 강남구 언주로113길 7 1층|월~금 08:00 ~ 23:00|02-546-1137|
마망갸또 신사가로수길점|서울 강남구 압구정로10길 30-12|월~토 11:30 ~ 23:00|02-515-3937|
스타벅스 압구정역점|서울 강남구 압구정로 170 관영빌딩 지하1층, 1층|월~금 07:00 ~ 21:00|1522-3232|
타우너스에스프레소바 강남점|서울 강남구 테헤란로28길 41 1층|월 08:00 ~ 20:00|02-6418-0468|
아카시아|서울 강남구 가로수길 31-1 1층|월~금 10:30 ~ 24:00|02-517-3517|
투썸플레이스 강남신사점|서울 강남구 강남대로152길 22|월~토 09:00 ~ 22:30|02-549-0238|
설빙 서울강남역점|서울 강남구 테헤란로1길 42 동일빌딩 1층|매일 10:30 ~ 22:30|02-558-7708|
로네펠트티하우스 코엑스점|서울 강남구 영동대로 513 1층 E001호|매일 10:30 ~ 22:00|02-551-1823|
전광수커피하우스 학동사거리점|서울 강남구 언주로148길 31|월~금 08:00 ~ 23:00|02-3447-0233|
스타벅스 압구정|서울 강남구 압구정로30길 17|월~토 07:00 ~ 22:00|1522-3232|
프론트서울|서울 강남구 도산대로11길 29 1층|월요일|02-548-4981|
투썸플레이스 역삼성홍타워점|서울 강남구 테헤란로 138 성홍타워 1층|월~금 07:00 ~ 22:00|02-508-2388|
인포메이션카페|서울 강남구 역삼로 121 유성빌딩 1층, 지하1층|월~금 08:00 ~ 21:00|02-2189-2046|
에이커스|서울 강남구 도산대로17길 30 1층|매일 11:00 ~ 23:00|02-545-7588|
스타벅스 코엑스몰점|서울 강남구 영동대로 513 뉴코엑스몰 103호|월~금 07:00 ~ 22:00|1522-3232|
스타벅스 압구정R점|서울 강남구 언주로 861|월,화,목,금,토,일 07:00 ~ 22:00|1522-3232|
마치마치 가로수길점|서울 강남구 도산대로11길 25 1층|매일 11:30 ~ 22:00|02-545-0503|
그레이스케일커피|서울 강남구 강남대로102길 38|월~토 11:00 ~ 23:00|02-565-1611|
백미당공방|서울 강남구 언주로149길 8|월~금 09:00 ~ 22:00||
폴바셋 일원역점|서울 강남구 일원로 지하 121 101호|월~금 07:00 ~ 22:00|02-445-2056|
범표원두 역삼점|서울 강남구 테헤란로37길 42 1층 102호|월,화,수,목,금,일 10:00 ~ 19:00|02-6402-3071|
프레스카29|서울 강남구 논현로28길 29|매일 08:30 ~ 21:00|02-575-2558|
노이에아트멍|서울 강남구 도산대로23길 19|월요일|070-8834-5444|
스타벅스 도산가로수길점|서울 강남구 도산대로 134 2층|월~금 07:00 ~ 21:00|1522-3232|
투썸플레이스 수서역점|서울 강남구 광평로56길 8-13 수서타워 1층|월~금 07:00 ~ 23:00|02-459-3486|
세븐클루스 강남1호점|서울 강남구 테헤란로2길 8 지하 1층|매일 10:00 ~ 23:00|010-6551-6561|
탐앤탐스 압구정본점|서울 강남구 논현로163길 10 1층|매일 07:00 ~ 22:00|02-542-4565|
스타벅스 강남우성점|서울 강남구 강남대로 328 강남역쉐르빌|월~금 07:00 ~ 21:00|1522-3232|
투썸플레이스 대치선릉점|서울 강남구 테헤란로70길 16 1층|월~금 00:00 ~ 24:00|02-557-2707|
탐앤탐스 더클래식압구정로데오점|서울 강남구 선릉로 823 한양타운 1층|매일 00:00 ~ 24:00|02-542-5517|
알로하테이블 코엑스 파르나스몰점|서울 강남구 테헤란로 521 그랜드인터컨티넨탈 서울 파르나스호텔 지하1층|매일 10:00 ~ 22:00|02-3453-9513|
폴바셋 압구정2호점|서울 강남구 압구정로36길 8 1층|월~금 08:00 ~ 22:00|02-3446-8347|
TWG Tea 압구정 안다즈점|서울 강남구 논현로 854 1층 102호|매일 10:00 ~ 21:30|070-4224-7300|
셰프런|서울 강남구 학동로30길 34 1층 1호|매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00|1670-1571|
스타벅스 역삼초교사거리점|서울 강남구 역삼로 123|월~금 07:00 ~ 21:00|1522-3232|
스타벅스 선정릉역|서울 강남구 봉은사로 407|월~금 07:00 ~ 20:00|1522-3232|
투썸플레이스 도곡타워팰리스점|서울 강남구 언주로30길 56 상가동 1층|월~목 07:00 ~ 22:00|02-3452-2388|
스타벅스 청담공원점|서울 강남구 학동로 506 보라티알 빌딩 1층|매일 07:00 ~ 21:00|1522-3232|
카시나카페|서울 강남구 압구정로46길 42 2층|매일 10:00 ~ 21:00||
에스파스 드 곤트란쉐리에 압구정|서울 강남구 도산대로49길 32 신사블루스1,2 지하1층|매일 10:00 ~ 22:00|02-511-1050|
터틀스커피|서울 강남구 선릉로 608 선진빌딩 지하 1층|월~금 08:00 ~ 19:00|02-514-7459|
폴바셋 NC타워삼성점|서울 강남구 테헤란로 509 1층|월~금 07:30 ~ 21:00|02-2051-7474|
천장지구 서울|서울 강남구 언주로150길 51 2층|월~토 12:00 ~ 21:00|010-2469-3324|
폴바셋 GFC점|서울 강남구 테헤란로 152 지하1층|월~금 07:30 ~ 22:00|02-2112-3887|
이디야커피 역삼역점|서울 강남구 테헤란로25길 17 1층|월~금 08:00 ~ 21:00|02-3454-0045|
강아지똥|서울 강남구 논현로115길 71 스페이스모노빌딩 2층 201호|매일 11:00 ~ 22:00|02-549-3595|
스타벅스 압구정로점|서울 강남구 압구정로42길 32 1층|월~금 07:30 ~ 19:30|1522-3232|
