맛집명|주소|영업시간|전화번호|대표사진주소
이남장 본점|서울 중구 삼일대로12길 16 1층||02-2267-4081|
만리재비스트로|서울 중구 만리재로 201 1층|월~금 11:30 ~ 01:00|02-393-1824|
롯데호텔서울 라세느|서울 중구 을지로 30 본관 1층|영업시간 월~금 06:30 ~ 21:30 · 브레이크타임1 월~토 10:00 ~ 11:30 · 브레이크타임2 월~목 14:30 ~ 18:00|02-317-7171|
약수순대국|서울 중구 다산로8길 7|영업시간 월~토 10:00 ~ 21:00|02-2236-5926|
양미옥 남대문점|서울 중구 남대문로5길 9-1|매일 11:00 ~ 22:00|02-3789-9288|
영덕회식당|서울 중구 창경궁로1길 6|영업시간 월~금 12:00 ~ 21:00|02-2267-0942|
경상도집|서울 중구 을지로39길 41|월~토 13:00 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 15:30|02-2265-4714|
웨스틴조선서울 아리아|서울 중구 소공로 106|영업시간 월~목 11:30 ~ 21:30 · 브레이크타임1 월~목 14:30 ~ 17:30|02-317-0357|
옥경이네건생선|서울 중구 퇴계로85길 7 1층|월요일|02-2233-3494|
남산돈까스전문점|서울 중구 소파로 23 1층|매일 09:00 ~ 22:00|02-777-1976|
초류향|서울 중구 다동길 24-10|월~금 11:00 ~ 22:00 · 브레이크타임1 월~금 15:00 ~ 17:00|02-775-2668|
만나손칼국수|서울 중구 동호로31길 29|영업시간 월~금 11:00 ~ 18:30|02-2266-6556|
막내회집 본점|서울 중구 남대문시장2가길 2 2층|매일 10:00 ~ 22:00|02-755-5115|
청와옥 을지로3가 직영점|서울 중구 을지로 110 1층 1호|매일 00:00 ~ 24:00 · 브레이크타임 매일 15:30 ~ 16:30|02-2266-1300|
만포막국수|서울 중구 동호로14길 2|영업시간 매일 11:30 ~ 21:30|02-2235-1357|
리사르커피로스터스 약수점|서울 중구 다산로8길 16-7 1층|영업시간 월~토 07:00 ~ 15:30|070-7677-5538|
금성관나주곰탕|서울 중구 남대문로 29|월~금 06:00 ~ 02:00|02-753-7898|
우육미|서울 중구 퇴계로 373|월~금 14:30 ~ 22:00|02-2233-1501|
진고개|서울 중구 충무로 19-1|영업시간 월~금 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-2267-0955|
챔프커피 제3작업실|서울 중구 을지로 157 대림상가 라열 3층 381호|월요일|010-8943-4516|
사마르칸트|서울 중구 마른내로 159-21 1층|매일 10:00 ~ 23:30|02-2277-4267|
약수동해물텀벙 약수동본점|서울 중구 다산로10길 11 1층|매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-2253-9588|
쯔루하시후게츠 명동점|서울 중구 명동8길 21-5 2층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:00|02-3789-5920|
그릴1492 본점|서울 중구 퇴계로 369|월~금 17:00 ~ 22:00|02-2233-1492|
남산골산채집|서울 중구 소파로 93|매일 11:00 ~ 22:00|02-755-8775|
산동교자|서울 중구 남대문로 52-13||02-778-4150|
황소막창|서울 중구 을지로3길 49||02-319-9055|
동강나루터|서울 중구 삼일대로12길 13|월~금 11:00 ~ 22:00|02-2273-5989|
참치공방 시청지점|서울 중구 세종대로 64 해남빌딩 1층|월~토 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-774-5200|
충무집|서울 중구 을지로3길 30-14 1층||02-776-4088|
진주집|서울 중구 남대문시장길 22-4 1,2층|매일 00:00 ~ 24:00|02-319-5759|
유가|서울 중구 퇴계로12길 70|영업시간 월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-3789-9688|
라칸티나|서울 중구 을지로 19 삼성빌딩 지하1층|월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-777-2580|
더식당 명동점|서울 중구 명동10길 36 아트박스 2층|매일 11:00 ~ 22:00|02-318-2234|
용금옥|서울 중구 다동길 24-2|월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-777-1689|
르빵 명동성당점|서울 중구 명동길 66 1898광장 지하 103호|영업시간 매일 09:00 ~ 20:50|02-3789-7545|
섬광|서울 중구 창경궁로1길 38 5층|월~토 12:00 ~ 23:00|070-8866-8485|
풍년닭도리탕|서울 중구 세종대로14길 17-5 1층|월~금 10:00 ~ 23:00 · 브레이크타임 월~금 14:00 ~ 16:00|02-755-5278|
덕수정|서울 중구 정동길 41|월~금 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-755-0180|
홍만당 명동본점|서울 중구 명동8길 11-6 1층|영업시간 매일 11:00 ~ 21:00|02-777-4422|
촛불1978|서울 중구 소파로 95 2,3층|매일 17:30 ~ 22:00|02-757-1978|
한가람 본점|서울 중구 남대문로5길 25 1층|매일 11:10 ~ 22:00 · 브레이크타임2 월~금 15:00 ~ 17:00|02-318-3088|
마노디셰프 명동점|서울 중구 명동길 26 유네스코빌딩 11층|월~토 11:00 ~ 22:00|02-777-7047|
세광양대창 시청점|서울 중구 남대문로1길 37 1층|월~금 11:30 ~ 01:00|02-777-7174|
동원 VIP참치 서소문점|서울 중구 세종대로11길 42 부림빌딩 2층||02-754-9900|
동강나루터|서울 중구 세종대로1길 6|매일 10:00 ~ 22:00|02-775-9331|
부원면옥|서울 중구 남대문시장4길 41-6 부원상가 2층|영업시간 매일 11:00 ~ 20:30|02-753-7728|
해담채 시청점|서울 중구 칠패로 37 HSBC빌딩 지하 1층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30|02-318-4997|
동방명주 충무로점|서울 중구 퇴계로 186|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-2267-7285|
본가 을지오뎅도루묵|서울 중구 수표로 54 1층|매일 13:00 ~ 24:00|02-2274-5092|
동대닭한마리 본점|서울 중구 서애로 16-5 1층|월,화,수,금 11:00 ~ 23:00|02-2269-5596|
혜민당|서울 중구 삼일대로12길 16-9|월~금 11:00 ~ 22:30|070-8833-4242|
부산복집|서울 중구 수표로2길 25|월~토 10:00 ~ 21:50|02-2266-6334|
공일부엌|서울 중구 만리재로 209 1층|매일 11:00 ~ 22:00|02-313-7207|
국민회관|서울 중구 만리재로 209-2|월~토 17:00 ~ 23:59||
풍남원조골뱅이|서울 중구 수표로 50-1|월~토 16:00 ~ 24:00|02-2265-2336|
동해도 광화문점|서울 중구 무교로 28 시그너스빌딩 지하1층|영업시간 월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-757-1222|
시골집|서울 중구 을지로20길 36||02-2278-9436|
촙촙|서울 중구 수표로 46 2층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-2261-1361|
주신당|서울 중구 퇴계로 411|월~금 18:00 ~ 02:00|02-2231-1806|
을지맥옥|서울 중구 수표로 48-16 2층|매일 15:30 ~ 02:00|02-2272-1825|
이북만두|서울 중구 무교로 17-13|영업시간 월~토 11:00 ~ 21:00|02-776-7361|
커피스니퍼|서울 중구 세종대로16길 27 남양빌딩 1층 102호|영업시간 월~금 08:00 ~ 20:00|02-3789-1781|
백송|서울 중구 다산로33다길 45 1층|월~금 17:00 ~ 02:00|0507-1338-6292|
아이러브신당동|서울 중구 퇴계로76길 50 성환빌딩 1층|매일 00:00 ~ 24:00|02-2232-7872|
르풀|서울 중구 정동길 33|영업시간 월~금 10:00 ~ 20:00|02-3789-0400|
서울다이닝|서울 중구 동호로 272 웰컴시티 2층|월,일요일|02-6325-6321|
심세정|서울 중구 퇴계로 409-11 1층|영업시간 월~금 09:00 ~ 21:30|070-8823-7577|
교대이층집 시청점|서울 중구 남대문로1길 38 2층|매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-318-6882|
몽중헌 페럼타워점|서울 중구 을지로5길 19 페럼타워 지하2층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30|02-6353-8585|
청키면가 무교점|서울 중구 다동길 33 효광빌딩 1층|월,화,수,목,금,일 11:30 ~ 22:00 · 브레이크타임 월,화,수,목,금,일 15:00 ~ 17:00|02-538-3913|
파르투내|서울 중구 마른내로 154 1,2층|매일 10:00 ~ 23:00|02-2278-7770|
을지 장만옥|서울 중구 을지로12길 12 1층|매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-2272-7577|
뮌헨호프|서울 중구 을지로13길 14|월~금 13:00 ~ 24:00|02-2273-2288|
남산도담|서울 중구 수표로6길 37-1 1층|월~금 11:00 ~ 22:00|02-2272-8926|
희락갈치|서울 중구 남대문시장길 22-6|영업시간 월~토 07:00 ~ 21:00|02-755-3449|
바스버거 광화문점|서울 중구 다동길 5 광일빌딩 지하 1층|월~금 11:00 ~ 22:00 · 브레이크타임 월,화,수,목,토,일 15:00 ~ 16:30|02-722-6653|
을지로전주옥|서울 중구 수표로 63|월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-2279-1710|
우정|서울 중구 퇴계로76길 55 1층|매일 00:00 ~ 24:00|02-2233-0669|
동경우동|서울 중구 충무로 48|영업시간 월~토 10:00 ~ 21:00||
성진|서울 중구 수표로2길 5 청운빌딩 1층|매일 09:00 ~ 22:00|02-2269-5551|
고려삼계탕 시청본점|서울 중구 서소문로11길 1|영업시간 매일 10:30 ~ 21:30|02-752-9376|
뚱뚱이할머니집|서울 중구 장충단로 174-1|매일 00:00 ~ 24:00|02-2279-2714|
러시아 케이크|서울 중구 을지로42길 7|월요일|02-6053-4079|
소담촌 약수직영점|서울 중구 동호로10길 30 약수하이츠 상가동 4층|매일 11:00 ~ 22:00|02-2238-5280|
신당동떡볶이 삼대할먼네|서울 중구 퇴계로76길 50 1층|매일 00:00 ~ 24:00|02-2233-1559|
창고43 무교점|서울 중구 무교로 21 더익스체인지 서울빌딩 2층|매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30|02-3789-0043|
장프리고|서울 중구 퇴계로62길 9-8|월요일||
토리아에즈 본점|서울 중구 동호로10길 13|매일 18:00 ~ 02:00|02-2231-7696|
서울부띠끄|서울 중구 만리재로 209-1|월 07:30 ~ 22:00||
종종서울|서울 중구 만리재로35길 5 1층||070-4147-0087|
현대칼국수|서울 중구 세종대로 76|영업시간 월~금 09:00 ~ 21:00|02-752-9504|
마뫼|서울 중구 소파로 41 1층|매일 11:00 ~ 22:00||
참숯골|서울 중구 무교로 16 체육회관 빌딩2층|매일 11:00 ~ 22:00|02-774-2100|
광화문몽로|서울 중구 세종대로21길 40|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30|02-722-8767|
중앙식당|서울 중구 남대문시장길 22-12|영업시간 매일 07:00 ~ 21:00|02-752-2892|
라운드앤드|서울 중구 정동길 35 1층|매일 08:00 ~ 22:00||
코인 명동점|서울 중구 명동6길 10|영업시간 매일 10:30 ~ 21:00|02-753-1667|
교대갈비집 시청점|서울 중구 남대문로1길 31 2층|매일 11:00 ~ 22:00|02-778-5582|
호박식당 본점|서울 중구 다산로 154|매일 00:00 ~ 24:00|02-2233-7905|
루싱|서울 중구 한강대로 416 서울스퀘어 지하 1층|매일 11:30 ~ 22:00|02-6456-8911|
브레라|서울 중구 다산로 41|매일 11:00 ~ 22:00|02-2236-0770|
춘천막국수|서울 중구 다산로10길 6 1층|매일 10:30 ~ 22:30|02-2232-2969|
유림면|서울 중구 서소문로 139-1|영업시간 월~금 11:00 ~ 21:00||
하누에뜰|서울 중구 동호로 207|매일 11:00 ~ 22:00|02-2234-1771|
천향원|서울 중구 남대문로7길 33 소공빌딩 2층|매일 11:30 ~ 22:00|0507-1364-7705|
카페피크닉|서울 중구 퇴계로6가길 30 1층 102호|월요일|070-8821-6374|
진성한우곱창|서울 중구 다산로 243-1 1층|매일 00:00 ~ 24:00|02-2234-0777|
신세계떡볶이|서울 중구 명동9길 8-1||02-778-1680|
명화당 명동1호점|서울 중구 명동4길 32 2층|매일 09:00 ~ 22:30||
더피터커피|서울 중구 퇴계로 411|영업시간 월~토 10:30 ~ 21:00||
도깨비불고기 동대문본점|서울 중구 을지로43길 38 1층|매일 00:00 ~ 24:00|02-2269-1538|
야래향|서울 중구 퇴계로10길 14|매일 11:30 ~ 22:00||
강남면옥 명동점|서울 중구 명동7길 8 미래빌딩 5층|매일 10:30 ~ 22:00|02-3789-7117|
오구반점|서울 중구 수표로 60|영업시간 월~토 11:00 ~ 21:30|02-2267-0516|
수잔나의앞치마|서울 중구 퇴계로49길 24|매일 07:00 ~ 22:00||
녁 을지로점|서울 중구 수표로 65 1층|매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 18:00|070-4150-0504|
멘텐|서울 중구 삼일대로 305|영업시간 월~토 11:40 ~ 20:00 · 브레이크타임 월~토 14:30 ~ 17:40||
오목집 시청점|서울 중구 남대문로1길 38 1층|월~금 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-3789-6882|
은화계|서울 중구 퇴계로 374|월~금 17:00 ~ 03:00|02-2233-9992|
곰국시집|서울 중구 무교로 24|월~토 11:00 ~ 22:00|02-756-3249|
을지육점|서울 중구 을지로12길 18-1 1층|월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 16:00|02-2269-3398|
금산제면소|서울 중구 소공로6길 13|영업시간 매일 11:00 ~ 20:00 · 브레이크타임 월~금 15:00 ~ 16:00||
화떡|서울 중구 명동4길 15 2,3층|매일 11:00 ~ 22:00|02-772-9991|
을지로미팅룸|서울 중구 을지로12길 19 2,3층|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-2261-0709|
영덕회식당|서울 중구 무교로 32 효령빌딩 지하1층|월~금 11:30 ~ 22:00|02-757-0066|
명동피자 명동본점|서울 중구 명동10길 41 4층|매일 11:00 ~ 22:30|02-777-8979|
바스버거 을지로점|서울 중구 을지로12길 11 지하1층|월~금 11:00 ~ 22:30 · 브레이크타임 월,수,목,토,일 15:00 ~ 16:30|02-2272-6652|
택이네조개전골 무교동점|서울 중구 다동길 24-4 1층|매일 11:00 ~ 23:00|02-3789-7150|
뻘하우스|서울 중구 다산로47길 15 1층|월~목 05:00 ~ 24:00|02-2231-7292|
오는정|서울 중구 을지로3길 29|매일 17:00 ~ 23:00|02-756-1658|
해랑스시|서울 중구 통일로 10 연세재단세브란스빌딩 지하1층|월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30|02-2259-0088|
한국관|서울 중구 남대문로1길 51|매일 00:00 ~ 24:00|02-771-8280|
필동함박 충무로1호점|서울 중구 퇴계로 218-16 1층|영업시간 매일 11:15 ~ 20:45|02-6428-2204|
연길반점|서울 중구 퇴계로 42-2 2층||02-318-9232|
죠지서울|서울 중구 을지로12길 6 한일빌딩 302호|매일 13:00 ~ 22:00|070-8810-2693|
다시열린하얀집|서울 중구 서애로 12-20|매일 17:00 ~ 05:00|02-2278-5953|
24시별내옥 가마솥설농탕|서울 중구 장충단로 193|매일 00:00 ~ 24:00|02-2279-4553|
달개비|서울 중구 세종대로19길 16|월~금 07:30 ~ 22:00|02-765-2068|
일품향|서울 중구 남대문로 52-13 2층|월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30|02-753-6928|
명동함흥면옥 본점|서울 중구 명동10길 35-19|영업시간 월~토 11:00 ~ 15:30|02-776-8430|
풍문고기집|서울 중구 세종대로2길 6-1|매일 11:00 ~ 23:00|0507-1407-6252|
팔레드신|서울 중구 퇴계로 67 레스케이프호텔 6층|매일 11:30 ~ 22:00|02-317-4001|
몰또 이탈리안 에스프레소바 앤 테라스|서울 중구 명동길 73 3층|영업시간 월~토 10:30 ~ 19:30|02-778-7779|
다케오호르몬데판야끼|서울 중구 을지로12길 14 1층|매일 11:00 ~ 23:00|02-2261-4723|
쿠우쿠우 명동점|서울 중구 명동길 55 4층|매일 11:00 ~ 22:00|02-753-1230|
꽁시면관 본점|서울 중구 명동2길 45|월~토 00:00 ~ 24:00|02-778-8863|
개나리회관|서울 중구 퇴계로74길 6|월~토 16:00 ~ 23:00|02-6408-8885|
삼곱식당 을지로점|서울 중구 을지로 114-1 1층|월~금 16:00 ~ 00:00|02-2285-3992|
스타사마르칸트|서울 중구 을지로42길 14 1층|매일 10:00 ~ 23:00|02-2279-7780|
행2pm8pm 와인바|서울 중구 수표로12길 10 1~3층|월~금 11:30 ~ 23:00|010-5364-6915|
노티드 종각 하이커|서울 중구 청계천로 40 한국관광공사 서울센터 5층|영업시간 매일 10:00 ~ 21:00|070-4205-0080|
북창동순두부 본점|서울 중구 세종대로 78 2층|매일 10:00 ~ 22:00|02-318-4350|
붓처스컷 광화문점|서울 중구 세종대로 136 서울파이낸스센터 지하2층|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-318-0973|
진대감 시청점|서울 중구 남대문로1길 57 1층|매일 11:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 16:20|02-3789-1844|
화포식당 시청점|서울 중구 남대문로1길 16 1층|월~토 11:00 ~ 24:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-318-2382|
신성식당|서울 중구 세종대로14길 22-3|매일 11:30 ~ 22:30|02-753-5306|
홍복|서울 중구 남대문시장길 73-3|매일 11:00 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00|02-755-7633|
베리키친|서울 중구 만리재로 205|월~금 18:00 ~ 23:00|02-312-0205|
훅트포케 을지로점|서울 중구 삼일대로12길 18 1층|영업시간 월~금 11:00 ~ 21:00 · 브레이크타임 월~금 14:30 ~ 16:30|070-7757-0976|
서울우진갈비|서울 중구 중림로 10 삼성사이버빌리지 상가3동 101호|매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30|02-312-6166|
아트몬스터 을지로점|서울 중구 수표로 52 2층|월~금 17:00 ~ 01:00|02-2272-6110|
무교동유정낙지 본점|서울 중구 세종대로21길 22 태성빌딩 1층 101호|월~토 11:00 ~ 22:00|02-725-0646|
꾸왁칼국수|서울 중구 창경궁로 67-11|영업시간 월~금 11:30 ~ 20:00|02-6101-2808|
영양센타 본점|서울 중구 명동2길 52|매일 10:30 ~ 22:30|02-776-2015|
동원민물장어|서울 중구 세종대로14길 22-6|월~토 10:00 ~ 22:00|02-734-9776|
진남포면옥|서울 중구 다산로 108 청라빌딩 2,3층|매일 11:00 ~ 22:00|02-2252-2457|
우미회전초밥 신당점|서울 중구 퇴계로 397 1층|영업시간 월~금 11:30 ~ 21:00|02-2252-7300|
남도식당|서울 중구 정동길 41-3|영업시간 월~토 11:30 ~ 20:30||
커피사|서울 중구 을지로 142-1 3층|영업시간 월~금 11:00 ~ 21:00|02-2274-2780|
땡초곱창|서울 중구 퇴계로87길 54|매일 00:00 ~ 24:00|02-2234-1240|
아웃백스테이크하우스 명동점|서울 중구 명동3길 36 마이티빌딩 3층|영업시간 매일 11:00 ~ 21:00|02-778-6731|
산채향|서울 중구 청계천로 8 프리미어플레이스빌딩 지하 1층|매일 11:00 ~ 22:00|02-778-2959|
장수보쌈|서울 중구 동호로 378-1 1층|월~금 11:30 ~ 22:30|02-2272-2971|
복성각 덕수궁돌담길점|서울 중구 덕수궁길 7 오천회관 2층|매일 11:00 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00|02-913-2222|
우촌|서울 중구 을지로12길 24|매일 10:00 ~ 22:00|02-2266-2932|
창고43 시청점|서울 중구 서소문로 120 ENA빌딩 1층|월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:30|02-6020-7955|
카페 아포테케리|서울 중구 퇴계로 409-9|월요일|02-2236-8987|
온센 SFC광화문점|서울 중구 세종대로 136|영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30|02-318-1815|
초반식당|서울 중구 수표로6길 8-1 1층|월~금 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-2261-2005|
독립맥주공장|서울 중구 정동길 17 이화정동빌딩 1층|월~토 15:00 ~ 23:00|02-3789-2890|
잼배옥|서울 중구 세종대로9길 68-9 1층|월~금 10:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-755-8106|
송옥|서울 중구 남대문로1길 11|영업시간 월~금 11:00 ~ 20:30|02-752-3297|
더 킹스|서울 중구 동호로 287 앰배서더 서울 풀만 호텔 1층|매일 06:30 ~ 22:00 · 브레이크타임 매일 10:00 ~ 12:00 · 브레이크타임1 매일 14:30 ~ 18:00||
삼우정|서울 중구 서소문로 134-12|영업시간 월~금 11:00 ~ 21:30 · 브레이크타임 월~금 14:00 ~ 17:00|02-755-8044|
스담|서울 중구 다산로28길 2-1 1층|월,일요일|02-6227-1116|
통통김밥 남대문시장점|서울 중구 남대문시장2가길 6-13 1층|영업시간 월~토 07:00 ~ 17:00|02-3789-4834|
문화옥|서울 중구 창경궁로 62-5|영업시간 매일 06:00 ~ 21:00|02-2265-0322|
닭진미|서울 중구 남대문시장길 22-20||02-753-9063|
사마르칸트시티|서울 중구 을지로42길 16 2층|매일 10:00 ~ 23:00|02-6014-6368|
포엠|서울 중구 명동4길 13 2층|매일 11:00 ~ 23:00|02-776-5003|
창고43 명동점|서울 중구 을지로 100 SK파인에비뉴빌딩 A동 지하1층|매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30|02-6031-0081|
을밀대 무교점|서울 중구 남대문로9길 40 센터플레이스 지하1층 B101~B104호|매일 11:00 ~ 22:00|02-6410-0240|
육통령 명동본점|서울 중구 명동8나길 37-2|매일 11:30 ~ 02:00|02-778-8592|
