카페명|주소|영업시간|전화번호|대표사진주소
엔트런스|서울 서초구 사임당로19길 72-3|월요일||
앨리스토리 커피볶는집|서울 서초구 강남대로16길 16|월~금 07:30 ~ 22:30|02-6405-7774|
그릿918|서울 서초구 법원로2길 24|매일 08:00 ~ 24:00|02-535-0918|
리프레셔스|서울 서초구 청두곶6길 8 1층|매일 11:00 ~ 21:00|010-4277-2519|
미니말레 커피뢰스터 양재본점|서울 서초구 강남대로10길 32 1층|월~금 08:00 ~ 19:00|02-6104-4239|
스타벅스 이수역점|서울 서초구 동작대로 112 한신 휴플러스 1층|월~토 07:30 ~ 22:00|1522-3232|
언니가 숨겨놓은 과자상자|서울 서초구 방배천로8길 36 1층|매일 11:00 ~ 20:00|02-6959-7666|
스타벅스 강남삼성타운점|서울 서초구 서초대로78길 24 1~2층|월~금 06:30 ~ 22:00|1522-3232|
스타벅스 서울고속터미널점|서울 서초구 신반포로 194 1층|매일 07:00 ~ 22:00|1522-3232|
아트메이저|서울 서초구 서초대로 114 1층|월~금 08:30 ~ 22:00|02-521-6239|
스타벅스 양재역점|서울 서초구 강남대로 202 모산빌딩|월~금 06:30 ~ 22:00|1522-3232|
커피라운지55본점,커피코리아협동조합 CKcoop본부센터|서울 서초구 반포대로 9 1층|월~금 10:00 ~ 19:00|02-525-7705|
스타벅스 서울웨이브아트센터점|서울 서초구 잠원동 149|월~금 08:00 ~ 21:00|1522-3232|
스타벅스 강남2점|서울 서초구 서초대로77길 27 유빌딩 1,2층|월~금 07:00 ~ 22:00|1522-3232|
카페슬로우|서울 서초구 서초대로77길 35 1층|매일 10:00 ~ 02:00|02-3482-0111|
동작구름카페|서울 서초구 동작대로 350|매일 07:00 ~ 24:00||
오페라빈로스터스 양재본점|서울 서초구 매헌로6길 55 1층|월~금 08:00 ~ 20:00|070-4100-4033|
스타벅스 교대역점|서울 서초구 서초중앙로 138 우림빌딩 1,2층|월~금 07:00 ~ 22:00|1522-3232|
스타벅스 센트럴시티점|서울 서초구 신반포로 176 센트럴시티 1층|매일 07:00 ~ 22:00|1522-3232|
담장옆에국화꽃 파미에점|서울 서초구 사평대로 205 파미에스테이션 2층 204호|매일 10:00 ~ 22:00|02-591-1157|
살모스231|서울 서초구 마방로2길 33 1층|월~금 10:00 ~ 20:30|02-516-9141|
헬로방방 서초본점|서울 서초구 사임당로 115 지하1층|매일 10:00 ~ 20:00|02-523-4857|
파운드로컬|서울 서초구 나루터로 65 1층||02-3447-8005|
빌리엔젤 교대점|서울 서초구 반포대로28길 94 1층|매일 11:00 ~ 22:00|070-4694-0269|
로우어가든|서울 서초구 사평대로57길 28 1층|월요일|010-7941-7919|
크리에잇쿠키 방배점|서울 서초구 효령로 105 1층|월~금 09:00 ~ 21:00|02-582-8890|
청년커피랩|서울 서초구 사평대로 205 센트럴시티 파미에스테이션 1층 FP121호|매일 10:00 ~ 22:00|02-6282-1777|
스타벅스 방배카페거리점|서울 서초구 방배중앙로 162|월,화,수,목,일 08:00 ~ 21:00|1522-3232|
카페모호|서울 서초구 양재천로7길 1 1층|월~금 08:30 ~ 17:00|02-572-8875|
카페희다 반포점|서울 서초구 주흥15길 16-4 1층|매일 11:00 ~ 22:00|02-6404-9003|
클레어플레이스커피 양재1호점|서울 서초구 강남대로 148 1,2층|월~금 08:00 ~ 21:00|02-581-2910|
햇쌀마루|서울 서초구 서운로 22|월~금 07:30 ~ 22:00|02-582-9240|
제로월드 강남점|서울 서초구 서초대로73길 40||02-599-1661|
카페마마스 강남역점|서울 서초구 서운로 138 동아타워 1층 114호||02-584-1260|
스타벅스 신논현역점|서울 서초구 강남대로 483|월~금 07:00 ~ 21:00|1522-3232|
방탈출 넥스트에디션 강남3호점|서울 서초구 강남대로65길 7 5층|매일 11:00 ~ 23:00|0507-600-1203|
디바야누스|서울 서초구 서초대로54길 9-8 1층|영업시간 매일 18:30 ~ 11:30|02-523-3934|
스타벅스 사당로데오점|서울 서초구 방배천로 5-4 1~4층|월~금 07:00 ~ 22:00|1522-3232|
폴바셋 서초본점|서울 서초구 사임당로 157 1층 101호|매일 08:00 ~ 21:00|02-581-4334|
꿈꾸는다락방|서울 서초구 청두곶길 12 두원아파트상가 1층|매일 11:00 ~ 22:00|010-8999-7996|
어반아이트|서울 서초구 서초대로 261 서해빌딩 1층|월~금 09:00 ~ 22:00|02-537-5655|
오뗄두스 서래점|서울 서초구 서래로10길 9|월~금 12:00 ~ 20:00|02-595-5705|
스타벅스 서울교대점|서울 서초구 서초중앙로 64 1층|월~금 07:00 ~ 19:30|1522-3232|
브라하|서울 서초구 방배로6길 15 1층|월~금 09:00 ~ 22:00|02-598-1231|
투썸플레이스 반포대로점|서울 서초구 반포대로 300 덕성빌딩 1층|월~금 07:00 ~ 23:00|02-2088-1240|
카페토다 서초점|서울 서초구 반포대로14길 26|월~금 08:00 ~ 20:30|02-588-1589|
카페릴리블랑|서울 서초구 양재천로19길 52 1층|월~금 08:00 ~ 22:00||
스타벅스 서초역점|서울 서초구 반포대로 118 우림빌딩 1층|월~금 07:00 ~ 19:30||
레트로카페트레이더|서울 서초구 효령로 316-1 2층|매일 11:00 ~ 22:00|070-8807-6910|
플레인|서울 서초구 반포대로23길 6 1층|월~토 08:00 ~ 22:00|070-8285-8897|
커피리브레 강남 신세계파미에스트리트점|서울 서초구 신반포로 176 파미에스트리트 지하 1층|매일 10:30 ~ 21:00|02-3479-1393|
스타벅스 교대점|서울 서초구 서초중앙로 118 KAIS빌딩 1층|월~금 07:00 ~ 20:30|1522-3232|
스타벅스 서래마을입구점|서울 서초구 서래로 48|매일 07:00 ~ 21:00|1522-3232|
투썸플레이스 강남역아라타워점|서울 서초구 서초대로77길 3 2층|매일 08:30 ~ 20:30|02-599-8622|
폴바셋 교대역점|서울 서초구 서초대로 287 석정빌딩 1층|월~금 07:30 ~ 22:00|02-591-9696|
거북이|서울 서초구 방배천로4안길 48 1층|매일 12:00 ~ 22:00|070-4015-5314|
스타벅스 방배역점|서울 서초구 방배로 84|월~금 07:00 ~ 21:00|1522-3232|
에세스커피|서울 서초구 청룡마을4길 11-3 1층|월~금 10:00 ~ 21:00||
스미스바니스페셜티커피1호 양재점|서울 서초구 마방로 20|월~금 08:00 ~ 22:00|02-577-8755|
카페콘띠오|서울 서초구 언남길 35 1층 101호|월~금 07:00 ~ 21:00|010-3281-5525|
스타벅스 남부터미널점|서울 서초구 서초중앙로 26 서초동 삼성 래미안 아파트 유니빌1층|월~금 07:00 ~ 22:00|1522-3232|
커피나무 서래마을점|서울 서초구 서래로 12 1층|매일 08:00 ~ 24:00|02-533-1757|
룰커피|서울 서초구 반포대로7길 16 1층|월요일||
투썸플레이스 양재매헌역점|서울 서초구 강남대로16길 3 양재디에스타워 1층|월~목 07:00 ~ 22:00|02-573-2389|
핀카페|서울 서초구 서래로 8 1층|월~금 11:00 ~ 21:30|02-511-8620|
카페드리옹 케이크부띠끄|서울 서초구 서래로7길 18 1층|월~토 09:00 ~ 23:00|02-599-0835|
카페아뜰리에|서울 서초구 방배천로4길 48 1층|월~금 11:10 ~ 23:00||
스타벅스 강남대로논현R점|서울 서초구 강남대로85길 5|월~금 08:00 ~ 22:00|1522-3232|
스타벅스 논현역점|서울 서초구 강남대로 557|월~금 07:00 ~ 21:00|1522-3232|
투썸플레이스 교보타워사거리점|서울 서초구 사평대로 368 중앙화촌빌딩 1층|월~금 07:00 ~ 23:00|02-595-2388|
노아스로스팅 신사점|서울 서초구 강남대로95길 12|월~금 10:00 ~ 18:30|02-3445-6357|
더리버 마리나|서울 서초구 반포동 1338|매일 10:00 ~ 22:00|02-536-1976|
싱글오커피|서울 서초구 바우뫼로 182-1|월~금 08:00 ~ 23:00|070-8879-2900|
스타벅스 이수역사거리점|서울 서초구 서초대로 3-4|월~금 07:00 ~ 22:00|1522-3232|
카페고고스회관 우면점|서울 서초구 형촌10길 3|매일 09:00 ~ 19:00|02-578-3555|
스타벅스 서초우성사거리점|서울 서초구 강남대로 343|월~금 07:00 ~ 22:00|1522-3232|
카페피노|서울 서초구 신흥말길 84|매일 10:00 ~ 22:00|02-445-0417|
엔제리너스 강남역점|서울 서초구 서초대로77길 24 1,2층|매일 00:00 ~ 24:00|02-3478-9091|
커피빈 강남에스점|서울 서초구 강남대로 423 한승빌딩 2층|월~목 07:00 ~ 22:30|02-593-5095|
스타벅스 서울아트센터점|서울 서초구 남부순환로 2395 호경빌딩 1층|월~금 07:00 ~ 20:00|1522-3232|
라크렘 서초본점|서울 서초구 남부순환로347길 23|월~금 08:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-597-5315|
스타벅스 남부터미널2점|서울 서초구 효령로 274|월~토 07:00 ~ 22:00|1522-3232|
카페코드|서울 서초구 방배천로6길 37 1층|월~금 08:30 ~ 22:30||
엔터하츠|서울 서초구 동광로 11 빈센트빌딩 1층|매일 08:00 ~ 22:00|02-6402-1080|
스타벅스 서초구청점|서울 서초구 남부순환로 2557|월~금 07:00 ~ 22:00|1522-3232|
방배동커피상회|서울 서초구 방배중앙로 213 1,2층|월~금 10:00 ~ 22:00||
스타벅스 서초법원|서울 서초구 서초대로 274|월~금 07:00 ~ 21:00||
투썸플레이스 방배역점|서울 서초구 방배로 97 1층|매일 07:00 ~ 24:00||
스타벅스 하이브랜드점|서울 서초구 매헌로 16 하이브랜드 리빙관 101호|월~금 07:00 ~ 21:00|1522-3232|
스타벅스 강남교보타워R점|서울 서초구 강남대로 465 교보타워 1층|월~금 07:00 ~ 22:00|1522-3232|
모녀당|서울 서초구 방배천로2안길 110 102호|월,화,일요일|010-2104-2009|
스타벅스 영동2교점|서울 서초구 논현로 139 대흥빌딩|월~금 07:00 ~ 22:00|1522-3232|
카페모차르트502|서울 서초구 남부순환로 2406 예술의전당 야외카페동 1층|매일 10:00 ~ 21:00|02-522-4916|
카페온화 서초점|서울 서초구 반포대로 105 1층|월~금 08:30 ~ 20:30|02-585-8851|
스타벅스 강남에비뉴점|서울 서초구 서초대로77길 62 강남역아이파크 1층 B102~B105호|월~금 07:00 ~ 22:00|1522-3232|
올웨이즈온|서울 서초구 방배천로2안길 45 1층|월,화,수,목,일 11:00 ~ 21:00|02-584-7974|
바나프레소 삼성타운점|서울 서초구 서초대로78길 26 1층|월,화,수,목,금,일 07:00 ~ 23:00|070-8998-8940|
커피빈 강남대로점|서울 서초구 강남대로 369 1층|월~목 06:30 ~ 22:30|02-588-5778|
원더볼즈플레이파크 반포점|서울 서초구 고무래로 22 쌍동빌딩 서관 4층|매일 10:30 ~ 20:00|02-535-6352|
스타벅스 강남GT타워점|서울 서초구 서초대로 411 GT타워 1층|월~금 07:00 ~ 21:00|1522-3232|
투썸플레이스 강남KI타워점|서울 서초구 강남대로69길 8 KI타워 2층|월,화,수,일 08:00 ~ 24:00|02-593-2388|
스타벅스 서초역이화빌딩점|서울 서초구 반포대로21길 3|월~금 07:00 ~ 19:30|1522-3232|
타이밍 뮤직바|서울 서초구 양재천로 135-4 1층 102호|영업시간 월~금 17:00 ~ 02:00|02-575-1354|
빌리엔젤 방배역점|서울 서초구 효령로 127 재우빌딩 1층|매일 09:00 ~ 22:00||
아쿠아가든 NH양재점|서울 서초구 동산로6길 3 2층|매일 10:00 ~ 20:00||
커피빈 강남역GT타워옆점|서울 서초구 서초대로73길 12 세계빌딩 1층|월~금 07:00 ~ 22:00|02-592-0053|
티안|서울 서초구 서리풀길 21 1층|월,화요일|070-8801-2375|
넥스트에디션 강남점|서울 서초구 강남대로79길 59 지하3층|월~금 13:00 ~ 22:00|0507-600-6350|
더커피컴퍼니|서울 서초구 서초중앙로29길 16 이에이치빌딩 1층|매일 09:00 ~ 21:30|070-7756-3016|
세라젬웰카페 서울반포직영점|서울 서초구 서초중앙로 251 1층|매일 11:00 ~ 20:00|02-6949-0325|
투썸플레이스 내방역점|서울 서초구 서초대로 99|월~금 07:00 ~ 23:00|02-6954-0977|
스퀘어가든|서울 서초구 서래로5길 26 1층|월~토 11:40 ~ 21:00|070-8888-5959|
커피빈 양재스포타임점|서울 서초구 강남대로 213 지하 1층|월~금 06:30 ~ 22:00|02-578-6833|
폴바셋 방배역점|서울 서초구 방배로 103 대명서리풀타워 1층|월~금 08:00 ~ 21:00|02-521-2723|
파브리끄 양재점|서울 서초구 서운로6길 25 1층|월~금 08:00 ~ 21:00|070-7776-4536|
아펜즈커피 서초교대점|서울 서초구 서초중앙로 119 1,2층|월~금 08:00 ~ 05:00|02-587-8405|
스타벅스 센트럴F1점|서울 서초구 신반포로 176|매일 07:00 ~ 22:00|1522-3232|
투썸플레이스 교대역점|서울 서초구 서초대로 304 1,2층|매일 08:00 ~ 20:30|02-584-3463|
스타벅스 강남대로신사점|서울 서초구 강남대로 595|월~금 07:00 ~ 21:00|1522-3232|
김씨부인|서울 서초구 사평대로26길 26-6 2층|월~토 13:00 ~ 19:00|02-532-5327|
투썸플레이스 사당역로데오점|서울 서초구 방배천로2길 5 1층|매일 08:00 ~ 23:00||
스타벅스 방배로점|서울 서초구 방배로 52|월~토 07:00 ~ 20:00|1522-3232|
로스트라|서울 서초구 강남대로 220 1층|월~금 09:00 ~ 23:00||
스타벅스 교대법원점|서울 서초구 서초중앙로 164 1층|월~금 07:00 ~ 19:00|1522-3232|
스타벅스 반포역점|서울 서초구 신반포로 257|매일 07:00 ~ 22:00|1522-3232|
스타벅스 방배|서울 서초구 방배로 211|월~금 07:30 ~ 20:30|1522-3232|
카페 사이로|서울 서초구 방배로42길 3 하모니빌딩 1층 101호|매일 08:30 ~ 20:30||
카페누투|서울 서초구 사임당로19길 28-3 1층 1, 2호|월~금 08:00 ~ 21:00|02-586-0215|
먼셀커피 신반포점|서울 서초구 신반포로 195 반포쇼핑타운 5동 1층 9~13호|월요일||
바나프레소 사당역점|서울 서초구 동작대로 20 1층|월~금 07:00 ~ 23:00|070-8998-8952|
리퍼블릭 오브 블루|서울 서초구 방배로16길 10 1층|월요일|070-8717-8067|
스타벅스 내방역점|서울 서초구 방배로 184 1~2층|월~금 07:00 ~ 21:00|1522-3232|
빽다방 신논현역점|서울 서초구 사평대로 367 1층|월~금 07:30 ~ 21:30|02-548-0410|
카페오뉴|서울 서초구 주흥13길 15|매일 10:00 ~ 22:00|02-511-7118|
투썸플레이스 양재역점|서울 서초구 강남대로 213 엘타워 1층|매일 07:50 ~ 22:00|02-529-0775|
투썸플레이스 이수역사거리점|서울 서초구 서초대로 2 이수파이브 1,2층|월~금 07:00 ~ 23:00|02-587-2226|
투썸플레이스 예술의전당점|서울 서초구 반포대로 34 로얄빌딩 1층|매일 08:00 ~ 22:30|02-582-4541|
플랫오|서울 서초구 양재천로 103-1 알플러스빌딩 1층||02-6949-0299|
솟솟618|서울 서초구 원터2길 11 1층|매일 08:30 ~ 18:30|02-545-8886|
폴바셋 반포쌍동빌딩점|서울 서초구 고무래로 26 동관1층|매일 08:00 ~ 22:00|02-532-4334|
스타벅스 청계산입구역|서울 서초구 청계산로 203|매일 07:30 ~ 21:00|1522-3232|
스타벅스 서초중앙로점|서울 서초구 서초중앙로 225 1,2층|월~토 07:00 ~ 22:00|1522-3232|
고스트요거트 본점|서울 서초구 서초중앙로20길 37|월~토 14:00 ~ 15:00|02-523-8468|
JW메리어트호텔서울 카페원|서울 서초구 신반포로 176 JW 메리어트호텔서울 1층|매일 08:00 ~ 20:00|02-6282-6737|
커피빈 매헌역점|서울 서초구 동산로 1 1층|매일 07:30 ~ 22:00|02-2058-0921|
아디스아바바|서울 서초구 서초중앙로22길 67|매일 09:00 ~ 23:00||
로맨틱타임|서울 서초구 반포대로21길 34 1층|매일 09:00 ~ 21:00|02-587-6280|
그루브|서울 서초구 신반포로47길 52 동구빌딩 지하1층|영업시간 월~토 19:00 ~ 00:00|02-545-8270|
서래수|서울 서초구 동광로 95-6|월~토 10:00 ~ 23:30|02-3481-5852|
가람커피로스터스|서울 서초구 본마을길 31 1층|월~금 09:00 ~ 20:00|070-4123-3213|
할리스 교대역점|서울 서초구 반포대로30길 81 웅진타워 1층|월~금 07:00 ~ 24:00|02-521-8944|
스타벅스 뉴코아강남점|서울 서초구 잠원로 69 킴스클럽 1층|월~금 07:00 ~ 22:00|1522-3232|
스타벅스 반포자이점|서울 서초구 잠원로 24|매일 07:00 ~ 21:00|1522-3232|
투썸플레이스 반포효성점|서울 서초구 반포대로 235 효성빌딩 1층|월~금 07:30 ~ 21:00|02-534-2103|
스타벅스 방배다이치빌딩점|서울 서초구 방배로 114|월~금 07:00 ~ 20:00|1522-3232|
탐앤탐스 사당역점|서울 서초구 방배천로2길 10 JBI빌딩 1층|월~목 07:00 ~ 23:00|02-525-5949|
설빙 교대역점|서울 서초구 서초대로54길 24 로얄빌딩 2층|매일 10:30 ~ 22:30|02-522-8018|
스타벅스 서초파라곤점|서울 서초구 서초대로74길 29 서초파라곤 제1층 제106호|월~금 07:00 ~ 20:00|1522-3232|
투썸플레이스 파이낸셜뉴스빌딩점|서울 서초구 강남대로 315 1층|월~금 07:00 ~ 22:00|02-523-2377|
코지리틀|서울 서초구 언남11길 20 1층|월~금 08:30 ~ 18:00|02-571-0120|
엘브로커피|서울 서초구 서초대로46길 93 앱콥파크빌딩 101호|월~금 08:00 ~ 23:00|02-588-8997|
투썸플레이스 서초역점|서울 서초구 서초대로 254 오퓨런스빌딩 1층 102호|월~금 07:00 ~ 23:00|02-6250-3010|
스타벅스 서초동점|서울 서초구 남부순환로339길 64 현우빌딩1층|월~금 07:00 ~ 21:30|1522-3232|
메가MGC커피 강남중앙점|서울 서초구 서초대로77길 35 1층 102호||02-533-0656|
37.5 청계산점|서울 서초구 청계산로 229-4|매일 09:00 ~ 20:30 · 브레이크타임 매일 15:30 ~ 17:00|02-575-3705|
바나프레소 신논현역점|서울 서초구 사평대로 364 1층|월~금 07:00 ~ 23:00|070-8998-8948|
카페누모|서울 서초구 청룡마을길 47 1동 1층 1호|월~금 09:30 ~ 19:00|070-4196-3258|
공차 고속터미널점|서울 서초구 신반포로 194 부속상가 영동선 18호|매일 07:00 ~ 21:30|02-535-9524|
흐르르|서울 서초구 잠원로 201-12 1층|월요일|070-8836-1348|
설빙 양재역점|서울 서초구 서운로6길 17 1층||02-581-9192|
가배도 강남역점|서울 서초구 강남대로 405 통영빌딩 1층|월~금 09:30 ~ 22:00|02-595-4542|
투썸플레이스 방배카페거리점|서울 서초구 방배중앙로 204 리첸시아 1층|월~금 07:00 ~ 23:00|02-537-3339|
아쿠아렐|서울 서초구 양재천로13길 17 전진빌딩 1층|월~금 11:00 ~ 20:00||
폴바셋 신세계백화점강남점|서울 서초구 신반포로 176 지하 1층|월~목 10:30 ~ 20:00|02-3479-1991|
투썸플레이스 포이DI점|서울 서초구 마방로10길 2|월~금 07:00 ~ 22:00|02-573-8881|
하프커피 강남파미에스테이션점|서울 서초구 신반포로 지하 188 2층 FP212호|매일 10:00 ~ 22:00|02-6282-3212|
앙띠크|서울 서초구 서초중앙로20길 14|월~토 10:00 ~ 21:00|02-587-2253|
내곡숲|서울 서초구 홍씨마을길 5||070-8845-3364|
비비스|서울 서초구 효령로27길 19 에코빌 1층 101호|매일 10:00 ~ 22:00||
마이쥬스 양재점|서울 서초구 바우뫼로37길 56|월~금 08:00 ~ 21:00|02-2056-2540|
커피스미스 한강잠원지구점|서울 서초구 잠원동 149 1층|매일 09:00 ~ 24:00|02-554-6740|
투썸플레이스 서초유니온타워점|서울 서초구 서초대로 353 유니온타워 1층|월~금 07:30 ~ 21:30|02-3478-0900|
웨일즈커피 서초본점|서울 서초구 법원로1길 1 1층|월~금 07:00 ~ 23:00|02-595-1773|
빽다방 강남역월드점|서울 서초구 서초대로77길 37 월드상가 104호|월~목 07:00 ~ 23:00|02-537-1519|
커피빈 서초뱅뱅사거리점|서울 서초구 강남대로 267 2,3층|월~금 07:00 ~ 22:00|02-523-8841|
카페 모멘텀|서울 서초구 서초대로54길 46 101호|월,수,목,금 10:00 ~ 22:00||
어스마카롱|서울 서초구 서초중앙로 151 1층 106호|월~금 08:00 ~ 19:00|02-593-8522|
오리에|서울 서초구 서초대로27길 21|월~금 09:30 ~ 17:00||
데카치노|서울 서초구 서운로 26 1층|월~금 08:00 ~ 23:00|02-6396-6750|
버지니아|서울 서초구 서초중앙로28길 6||02-593-1530|
투썸플레이스 서초센트럴아이파크점|서울 서초구 반포대로18길 36 서초센트럴아이파크 1층|월~금 07:30 ~ 21:30|02-588-8584|
잔상|서울 서초구 언남1길 3 1층 101호|월~금 08:00 ~ 21:00|070-4150-8737|
커피빈 뉴교보타워옆점|서울 서초구 강남대로 449-3 알고코리아빌딩 1,2층|매일 07:00 ~ 22:00|02-591-5177|
크리스피파이|서울 서초구 효령로 258||02-586-3140|
동건S애견카페|서울 서초구 방배중앙로 157|월요일|02-533-8146|
줄리에뜨|서울 서초구 동광로 178|월,수,목,금,토 10:30 ~ 19:30|02-535-4002|
놀숲 강남교보타워점|서울 서초구 서초대로77길 58|매일 10:00 ~ 23:00|02-533-7533|
생각이나서 사당점|서울 서초구 방배천로2안길 33 1층|매일 11:00 ~ 23:00|02-584-5310|
커피웍스|서울 서초구 매헌로1길 32|월~금 07:00 ~ 22:00|02-574-6991|
파스쿠찌 신사역점|서울 서초구 강남대로101길 7 루미에르신사 지하1,1층|월~금 07:30 ~ 22:00|070-4282-5757|
청계다방|서울 서초구 원터4길 6 1층|월요일|070-7677-1792|
에슬로우시그니처|서울 서초구 반포대로28길 33 1층|||
오우아|서울 서초구 방배천로6길 3-4 1층|매일 11:00 ~ 22:00||
리틀비틀 양재점|서울 서초구 동산로 64 화성빌딩 5층|월~금 12:00 ~ 21:00|02-573-1333|
커피빈 잠원논현역점|서울 서초구 신반포로47길 5 1~3층|월~금 07:00 ~ 21:00|02-541-7404|
10월 19일|서울 서초구 반포대로3길 31 1층 101호|월요일|010-9461-1906|
점핑파크 서초점|서울 서초구 고무래로 90-7|월~금 13:00 ~ 20:00||
커피빈 영동점|서울 서초구 강남대로 503 P빌딩 2층|월~목 07:00 ~ 22:00|02-3443-2096|
셜록홈즈 강남2호점|서울 서초구 서초대로77길 43 경원빌딩 4층|월~금 12:00 ~ 24:00|02-533-7073|
책그리고|서울 서초구 방배천로 132|월~금 09:00 ~ 21:00|070-4001-9587|
앨리스프로젝트|서울 서초구 양재천로 107-4 1층|기간 2023년 1월 2일 ~ 2023년 1월 12일|070-4233-0505|
커스텀커피 방배점|서울 서초구 방배로 16 임광아파트 상가 1층|월~금 09:00 ~ 18:30|010-2496-7001|
커피빈 내방역7번출구유중아트점|서울 서초구 방배로 178 1층|월~금 07:00 ~ 21:00|02-592-8861|
ttt커피 비씨카드점|서울 서초구 효령로 275 1층|월~금 08:30 ~ 18:00||
메가MGC커피 교대역점|서울 서초구 서초중앙로 107 삼화빌딩 1층 102호|월~금 07:30 ~ 21:30|02-597-3365|
할리스 남부터미널점|서울 서초구 서초중앙로 52 영진빌딩 1층|월~금 08:00 ~ 23:00|02-584-9500|
비지엠커피|서울 서초구 방배천로2길 51 1층|매일 12:00 ~ 22:00|010-4586-5940|
파티시안|서울 서초구 서초대로25길 37 1층|월요일|02-6326-1500|
파이브브루잉|서울 서초구 서초대로27길 15|||
파브360|서울 서초구 사평대로52길 12|월~금 08:00 ~ 23:00|02-3481-0326|
