맛집명|주소|영업시간|전화번호|대표사진주소
몽중헌 공덕점|서울 마포구 마포대로 92 공덕해링턴 스퀘어 A동 2층|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-2197-1881|
미쁘동|서울 마포구 동교로38길 33-21 2층|매일 11:00 ~ 22:00|070-4242-1881|
마포나루 도화본점|서울 마포구 삼개로 11|월~토 11:30 ~ 23:00|02-711-5959|
감성타코 홍대점|서울 마포구 와우산로21길 20-11 2층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00|02-337-8883|
하이디라오 홍대지점|서울 마포구 양화로 176 와이즈파크 5층|매일 10:00 ~ 03:00|02-332-7668|
평이담백뼈칼국수|서울 마포구 양화로7길 84|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-336-3454|
원조조박집 본관|서울 마포구 토정로 313-1|월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-712-7462|
헤키|서울 마포구 월드컵로17길 38|월,화요일|070-7773-9870|
스케줄 합정|서울 마포구 양화로6길 33 1층|매일 11:00 ~ 23:00|02-322-2622|
943킹스크로스|서울 마포구 양화로16길 24 지하1층, 1~4층|월~목 11:30 ~ 21:30||
마포양지설렁탕|서울 마포구 새창로 6|영업시간 매일 07:00 ~ 21:00|02-716-8616|
곱 마포점|서울 마포구 도화길 31-1 1층|월~토 16:00 ~ 23:30|02-713-5201|
카페공명|서울 마포구 연희로 11 한국특허정보원빌딩 1층|매일 10:00 ~ 22:00|070-8869-6304|
연교|서울 마포구 연희로1길 65 1층|월,화,금 11:30 ~ 22:00 · 브레이크타임 월,화,금 15:00 ~ 17:00|02-333-4561|
진짜파스타|서울 마포구 와우산로 64 전원빌딩 2층 202호|월요일|02-322-1518|
오츠커피 마포점|서울 마포구 독막로14길 32 지하 1층|영업시간 월~금 11:00 ~ 20:00|070-7806-5542|
모연|서울 마포구 토정로 318 영우빌딩 1층|월,일요일|02-704-0770|
카페 레이어드 연남점|서울 마포구 성미산로 161-4|매일 11:00 ~ 23:00||
우리바다수산|서울 마포구 월드컵로 102|매일 12:00 ~ 06:00|02-322-3489|
우동카덴|서울 마포구 양화로7안길 2-1 1,2층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30|02-3142-6362|
연남토마 본점|서울 마포구 월드컵북로6길 61|매일 11:30 ~ 22:00|02-332-8064|
소금집델리 망원|서울 마포구 월드컵로19길 14 2층|월요일|02-336-2617|
아소정|서울 마포구 백범로25길 9|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-703-5959|
리치몬드과자점 성산본점|서울 마포구 월드컵북로 86|월,수,목,금,토,일 08:00 ~ 22:00|02-325-0221|
중화복춘|서울 마포구 동교로 220-7 1층|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00|0507-1436-2209|
비파티세리 공덕점|서울 마포구 마포대로14길 4 1층|매일 10:00 ~ 22:00|02-702-1220|
마포옥|서울 마포구 토정로 312 1층|영업시간 월~금 07:00 ~ 21:00|02-716-6661|
진진 본관|서울 마포구 잔다리로 123 1층|매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|070-5035-8878|
우와 홍대본점|서울 마포구 와우산로21길 21-16 202호|매일 12:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00||
두껍삼 마포직영점|서울 마포구 독막로 331 마스터즈타워빌딩 1, 2층|월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|1670-3592|
앤트러사이트 합정점|서울 마포구 토정로5길 10|매일 09:00 ~ 22:00|02-336-7850|
청어람 망원점|서울 마포구 망원로 97 1층|월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 16:30||
포비 합정점|서울 마포구 양화로3길 66 1층|영업시간 월~금 11:00 ~ 21:00|02-566-3861|
맛이차이나|서울 마포구 독막로 68 2층|매일 11:30 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00|02-322-2653|
각시보쌈|서울 마포구 성지길 25|매일 11:00 ~ 22:30 · 브레이크타임 매일 15:30 ~ 16:30|02-333-8786|
진대감 마포점|서울 마포구 마포대로12길 54|매일 12:00 ~ 22:00|02-715-1559|
또보겠지떡볶이집 호호시스터점|서울 마포구 양화로6길 45 2층|월요일||
마포원조떡볶이|서울 마포구 도화2길 3 1층|영업시간 매일 09:30 ~ 21:00|02-719-2005|
앤트러사이트 서교점|서울 마포구 월드컵로12길 11|매일 09:00 ~ 22:00|02-336-7650|
카와카츠|서울 마포구 동교로 126 1층 102호|영업시간 월~토 11:30 ~ 20:00 · 브레이크타임 월~토 15:00 ~ 17:00|070-8801-2053|
정돈|서울 마포구 어울마당로 46 1층|영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 14:30 ~ 17:00|02-336-0923|
툭툭누들타이|서울 마포구 성미산로 161-8 지하1층, 1, 2층|매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:20 ~ 17:00|070-4407-5130|
테일러커피 서교점|서울 마포구 와우산로27길 7 2층|매일 11:00 ~ 22:00|02-334-0355|
조선시대|서울 마포구 홍익로3길 44 지하1층|월~목 17:30 ~ 04:00|010-9482-9185|
한강껍데기|서울 마포구 망원로 48-1|월~금 16:00 ~ 02:00|02-6083-3733|
감나무집기사식당|서울 마포구 연남로 23 1층|매일 00:00 ~ 24:00|02-325-8727|
산울림1992|서울 마포구 서강로9길 60|월요일|02-334-0118|
당인리책발전소|서울 마포구 월드컵로14길 10-8 1층|매일 10:00 ~ 22:00||
최강금돈까스|서울 마포구 월드컵로3길 31-30|영업시간 월,수,목,금,토,일 11:30 ~ 21:00|02-332-3646|
무신사테라스|서울 마포구 양화로 188 AK&홍대 17층|영업시간 매일 11:00 ~ 21:00|1544-7199|
코코로카라|서울 마포구 연남로1길 41 1층|영업시간 매일 11:00 ~ 21:00||
옥동식 서교점|서울 마포구 양화로7길 44-10 1층|매일 11:00 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 17:00|010-5571-9915|
색동저고리 마포점|서울 마포구 도화길 27 2층|매일 11:00 ~ 22:00|02-711-1211|
마녀주방 홍대점|서울 마포구 와우산로21길 36-10 1, 2층|월 12:00 ~ 22:00||
일일향 마포점|서울 마포구 새창로2길 15-2|매일 11:30 ~ 21:30|02-702-2733|
경기떡집|서울 마포구 동교로9길 24|영업시간 월~금 07:00 ~ 18:30|02-333-8880|
뉴오더클럽|서울 마포구 동교로34길 3 지하1층|매일 14:00 ~ 23:00|02-336-1025|
어메이징농카이|서울 마포구 동교로 156-11 1층|영업시간 매일 11:00 ~ 20:30 · 브레이크타임 매일 15:20 ~ 17:00|02-322-0567|
합정고깃집|서울 마포구 양화로1길 21|매일 16:00 ~ 24:00|02-3142-9282|
일등식당|서울 마포구 방울내로 82|월요일|02-333-0361|
황곱 홍대점|서울 마포구 어울마당로 149 1층|월,화,수,목,일 17:00 ~ 23:00|02-337-8292|
커피리브레 연남점|서울 마포구 성미산로 200|영업시간 매일 11:00 ~ 20:00|02-334-0615|
몰토베네|서울 마포구 성지3길 67 1층||02-6407-5678|
굴다리식당|서울 마포구 새창로 8-1|매일 08:00 ~ 22:00|02-712-0066|
카쿠시타|서울 마포구 동교로38길 33-15 지하1층|월,화,수,목,일 12:00 ~ 00:00 · 브레이크타임 월~금 16:00 ~ 17:00|070-4187-8787|
와이키키마켓|서울 마포구 마포나루길 332|매일 11:00 ~ 24:00|02-854-8000|
톤앤매너|서울 마포구 와우산로29가길 13 1층|영업시간 매일 12:00 ~ 20:00|02-332-8252|
다이닝원 상암점|서울 마포구 매봉산로 80 파크M빌딩 지하 1층 1~10호|영업시간 매일 11:00 ~ 21:00|02-303-6274|
칸다소바 홍대점|서울 마포구 와우산로 51-6|매일 11:30 ~ 21:30 · 브레이크타임 월,화,수,목,금,일 16:00 ~ 17:00|02-332-1660|
개화기요정|서울 마포구 독막로7길 22|월~금 17:00 ~ 02:00|02-325-6677|
1984|서울 마포구 동교로 194 혜원빌딩 1층|매일 10:00 ~ 24:00|02-325-1984|
피자네버슬립스 합정본점|서울 마포구 양화로6길 73 4, 5층|매일 12:00 ~ 24:00|070-8822-5877|
땡스오트 연남점|서울 마포구 성미산로23길 68|영업시간 매일 11:00 ~ 20:00|02-3144-0890|
램랜드|서울 마포구 토정로 255|매일 11:30 ~ 21:30 · 브레이크타임 매일 14:00 ~ 16:00|02-704-0223|
아오이토리|서울 마포구 와우산로29길 8|영업시간 매일 09:00 ~ 21:00|02-333-0421|
이치류 홍대본점|서울 마포구 잔다리로3안길 44|월~토 17:00 ~ 23:00|02-3144-1312|
가미우동|서울 마포구 홍익로2길 23 1층 2호|월요일||
카미야|서울 마포구 와우산로21길 28-6 지하1층|매일 11:00 ~ 21:30||
중화복춘 골드동교점|서울 마포구 월드컵북로6길 42 태성빌딩 1층 101호|매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00|070-8803-2207|
빈브라더스 합정점|서울 마포구 토정로 35-1|영업시간 매일 11:00 ~ 21:00|02-6012-2001|
스파카나폴리|서울 마포구 양화로6길 28 2층|월,화요일|02-326-2323|
오랑지|서울 마포구 동교로38길 13 2층|영업시간 월,수,목,금,토,일 12:00 ~ 20:00||
콜린|서울 마포구 어울마당로 45 1, 2층|매일 10:30 ~ 23:00|02-3141-1119|
부산집|서울 마포구 와우산로38길 4|월,화,수,목,일 17:00 ~ 02:00||
냉장고|서울 마포구 와우산로 23 규민빌딩 1층 102호|월요일|02-6012-0918|
합정광안리|서울 마포구 독막로3길 38 1층|매일 17:00 ~ 02:00|02-332-7366|
장수갈매기 본점|서울 마포구 도화길 46 1층|매일 10:00 ~ 02:00|02-716-7766|
락희옥 마포본점|서울 마포구 백범로 170 공덕더샾 101동 1호|매일 11:00 ~ 23:30|02-719-9797|
합정옥|서울 마포구 양화로1길 21 2층|월~토 11:00 ~ 22:00|02-322-4822|
여우골 홍대점|서울 마포구 와우산로19길 9|매일 11:00 ~ 22:00|02-325-8717|
이치젠|서울 마포구 포은로 109 1층 101호|월요일|070-7740-0321|
또보겠지떡볶이집 깐따삐아점|서울 마포구 와우산로21길 28-12|월요일|0507-1394-8645|
마루심 마포점|서울 마포구 토정로 316 성진빌딩 1층|매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-711-1378|
또보겠지떡볶이집 붕붕허니비점|서울 마포구 양화로19길 22-25 2층|월요일||
지로우라멘|서울 마포구 와우산로29가길 79|매일 11:00 ~ 21:30||
프리모바치오바치 홍대본점|서울 마포구 와우산로23길 44 2,3층|매일 11:00 ~ 23:00|02-323-0098|
교다이야|서울 마포구 성지길 39|월요일|02-2654-2645|
대도식당 마포대로점|서울 마포구 마포대로 19 신화빌딩 지하 1층 1, 4호|매일 11:00 ~ 22:00|02-714-9772|
마포곱창타운|서울 마포구 동교로27길 20|월~금 11:00 ~ 01:00|02-336-4496|
비스트로사랑방|서울 마포구 와우산로15길 40|매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|070-4799-0368|
강강술래 홍대점|서울 마포구 잔다리로6길 25 1,2층|매일 11:30 ~ 23:00|02-3143-6635|
덕승재 상암동본점|서울 마포구 월드컵북로 361 DMC이안상암2단지 2층 221호|매일 11:30 ~ 22:00|02-303-1100|
미미램양꼬치|서울 마포구 성미산로 196 상암빌딩 1층|매일 12:00 ~ 03:00|02-6339-7666|
철길왕갈비살|서울 마포구 와우산로32길 24|매일 12:00 ~ 23:00|02-3143-2801|
소점|서울 마포구 성미산로17길 99|월~토 13:00 ~ 22:00|010-6316-7739|
부산갈매기|서울 마포구 도화길 48-3|매일 12:00 ~ 23:30|02-718-5462|
21세기 우리바다수산|서울 마포구 동교로 173|매일 15:00 ~ 06:00|02-3141-6386|
멕시코식당|서울 마포구 독막로2길 23 1층|매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 16:00|02-336-3666|
연어롭다|서울 마포구 동교로38길 42 지하1층|월요일|02-324-8300|
하하|서울 마포구 동교로 263|월,수,목,금,토,일 11:30 ~ 22:00 · 브레이크타임 월,수,목,금,토,일 14:40 ~ 17:00|02-337-0211|
디벙크|서울 마포구 성지1길 30 더보이드빌딩 지하1층|월~금 09:00 ~ 22:00|02-6930-5598|
행진|서울 마포구 월드컵로 49 1층|월~토 12:00 ~ 04:00|02-336-4275|
수라간|서울 마포구 동교로38안길 3 1층|월,화요일|070-8838-4335|
비스트로주라|서울 마포구 와우산로23길 18-7 1층|월요일|02-6406-5640|
오마|서울 마포구 동교로 262-6 2층|매일 12:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|070-7786-1221|
담택|서울 마포구 월드컵로8길 34|영업시간 월~토 11:30 ~ 20:30||
복성각 마포본점|서울 마포구 마포대로 63-8 삼창프라자 지하 1층|매일 11:00 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:00||
카페나하|서울 마포구 희우정로16길 32 2층|월요일|070-8834-1632|
일미락 상암점|서울 마포구 성암로13길 40|월~토 12:00 ~ 24:00|02-302-9293|
얼스어스|서울 마포구 성미산로 150 지하1층|영업시간 월,수,목,금,토,일 12:00 ~ 21:00||
땡스네이쳐|서울 마포구 홍익로 10 푸르지오상가 지하1층 121호|영업시간 매일 12:00 ~ 21:00|02-332-7470|
이요이요스시 공덕1호점|서울 마포구 마포대로 167 공덕래미안5차아파트 상가 106호|월~토 12:00 ~ 21:30 · 점심시간 월~토 15:00 ~ 18:00|02-306-0372|
장작집 연남본점|서울 마포구 월드컵북로6길 19|월~금 17:00 ~ 24:00|010-3336-8844|
커피가게동경|서울 마포구 망원로6길 21 지하|월,화,일요일|070-4845-0619|
샌드커피 논탄토|서울 마포구 동교로 212-16 1층|월,화,수,목,일 11:30 ~ 22:00|02-336-8020|
산더미불고기|서울 마포구 어울마당로 47|매일 00:00 ~ 24:00|02-323-8226|
키쉬미뇽|서울 마포구 양화로6길 35|매일 10:00 ~ 24:00|02-333-3466|
조선초가한끼|서울 마포구 독막로 288 세양아파트상가 1층|매일 11:30 ~ 23:00|02-712-0080|
멘야산다이메 홍대점|서울 마포구 홍익로5안길 24|매일 11:50 ~ 00:30|02-332-4129|
히츠지야4.5|서울 마포구 동교로 257-1 1층|월~토 15:00 ~ 02:00|02-332-5207|
부영각|서울 마포구 토정로 268|둘째 월요일|02-716-2413|
코끼리즉석떡볶이|서울 마포구 도화2길 3|매일 09:30 ~ 21:30|02-717-9061|
연남제비|서울 마포구 성미산로 186 1층|월~금 16:00 ~ 23:50|02-6080-9808|
투떰즈업|서울 마포구 월드컵로19길 71 1층|월,화,수,목,일요일|02-2291-6677|
공감 홍대2호점|서울 마포구 와우산로17길 10 2층|매일 16:00 ~ 02:00|02-336-1675|
테일러커피 연남1호점|서울 마포구 성미산로 189 1층|매일 10:00 ~ 22:00|02-326-0355|
더담|서울 마포구 와우산로29길 44 2층|영업시간 매일 12:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-335-0066|
경주식당|서울 마포구 와우산로13길 49-7|매일 11:30 ~ 23:00 · 브레이크타임 매일 15:30 ~ 17:30|02-322-1674|
육시리 마포직영점|서울 마포구 토정로 310 한국카본빌딩 1층|매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-715-6692|
소바식당 망원점|서울 마포구 동교로9길 28 102호|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-6013-1552|
슬로우캘리 연남본점|서울 마포구 동교로38길 35 2층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-336-0688|
아이엠베이글 공덕점|서울 마포구 백범로 152 공덕파크자이 101동|영업시간 월~금 08:00 ~ 20:00|070-7718-2881|
브런치가|서울 마포구 월드컵북로4길 39 1,2층|매일 09:00 ~ 23:00|02-735-0263|
갓잇 연남점|서울 마포구 성미산로 161-13 K&L 1층|매일 11:00 ~ 21:30|070-767-7945|
곱창파는고깃집|서울 마포구 마포대로 173-14 마포센텀슬로우스퀘어 401호|월요일|02-365-9245|
미스터리브루잉컴퍼니|서울 마포구 독막로 311 재화스퀘어 1층|매일 13:00 ~ 24:00|02-3272-6337|
작당모의|서울 마포구 동교로32길 19 1층 101,102호|영업시간 매일 12:00 ~ 21:00|070-8838-3815|
쿠시노주방|서울 마포구 동교로 218-1 지하1층|매일 16:00 ~ 01:00|010-4941-6635|
월화고기 상암직영 1호점|서울 마포구 매봉산로2안길 12-6 1층|월~금 16:00 ~ 23:00|02-305-7592|
딥블루레이크|서울 마포구 포은로6길 11 전층|매일 11:00 ~ 21:30|02-333-8532|
명인갈비|서울 마포구 연남로 85|매일 11:30 ~ 21:50|02-3142-8292|
마시타야|서울 마포구 와우산로29라길 26|영업시간 월,수,목,금,토,일 11:30 ~ 17:00|070-8119-5715|
또보겠지떡볶이집 스마일보이점|서울 마포구 와우산로29길 14-8 2층|월~토 11:30 ~ 21:30|0507-1322-8907|
이미커피|서울 마포구 동교로25길 7 1층|월,화요일|02-6368-5228|
감성타코&그릴 합정점|서울 마포구 월드컵로3길 14 딜라이트스퀘어 B동 지하 1층 147~154호|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 16:30||
버터밀크|서울 마포구 와우산로 130 1층|||
고향집|서울 마포구 포은로8길 28|영업시간 매일 10:30 ~ 20:30|02-322-8762|
파네트|서울 마포구 마포대로11길 17|매일 09:00 ~ 22:00|02-719-4600|
우이락 망원본점|서울 마포구 포은로8길 22 1층|매일 12:00 ~ 22:00||
원마산아구찜 본관|서울 마포구 토정로 280|월~금 11:30 ~ 22:00|02-719-0687|
이츠모라멘|서울 마포구 와우산로23길 18-7 2층 202호|영업시간 매일 11:30 ~ 21:00|0507-1309-1997|
라멘트럭 상수본점|서울 마포구 독막로14길 31 1층|매일 11:00 ~ 21:30|02-336-8456|
시루케이크|서울 마포구 어울마당로1길 18 1층|영업시간 월~토 11:00 ~ 21:00|070-4177-7700|
히츠지야 한국본점|서울 마포구 독막로3길 21|매일 17:00 ~ 02:00|0507-1416-6217|
구공탄곱창 본점|서울 마포구 양화로6길 77 1층|매일 17:00 ~ 02:00|02-3395-9010|
또보겠지떡볶이집 호호피크닉점|서울 마포구 독막로3길 34 2층 201호|영업시간 매일 11:30 ~ 21:00|02-335-3537|
부탄츄 홍대점|서울 마포구 와우산로35길 75 1층|월~토 11:30 ~ 23:30|02-3144-3304|
제주정원|서울 마포구 동교로17길 8|매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-336-3392|
교대이층집 상암점|서울 마포구 월드컵북로48길 19 상암빌딩 2층|매일 11:00 ~ 23:00|02-3152-8878|
양화정숯불갈비|서울 마포구 월드컵로1길 17|매일 11:30 ~ 22:00|02-323-5777|
서강8경|서울 마포구 토정로 128 8층|매일 12:00 ~ 01:00|02-334-1919|
이춘복참치 공덕점|서울 마포구 마포대로 92 효성해링턴 스퀘어 B동 2층 1호|매일 11:00 ~ 00:00 · 브레이크타임 매일 14:30 ~ 16:30|02-2197-0212|
영동감자탕|서울 마포구 월드컵북로5길 17 1층|월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 17:00|02-3141-8885|
SOUPER 마포|서울 마포구 삼개로 20 근신빌딩 별관 103호|월요일|02-711-2518|
시오|서울 마포구 독막로2길 30 1층|매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-6402-9413|
송가네감자탕|서울 마포구 동교로 245 1,2층|매일 00:00 ~ 24:00|02-3141-6557|
육장|서울 마포구 월드컵로19길 74 지하2층|영업시간 매일 11:00 ~ 20:00 · 브레이크타임 매일 15:00 ~ 17:00||
월강부산돼지국밥|서울 마포구 동교로 241-1|영업시간 월~토 10:00 ~ 21:00 · 브레이크타임 월~토 15:40 ~ 17:00|02-326-5800|
콩카페 연남점|서울 마포구 성미산로 161-14 1층|매일 11:00 ~ 23:00|070-4131-0333|
마포왕족발|서울 마포구 만리재로 19|월~토 00:00 ~ 24:00|02-717-2126|
삿뽀로 홍대점|서울 마포구 월드컵북로 14|매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-3144-4671|
아우룸|서울 마포구 월드컵로5길 33-26 1층|매일 11:30 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00|02-6105-0707|
사루카메|서울 마포구 연남로 15 1층|영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30|070-7777-7777|
빌리프커피로스터스|서울 마포구 양화로11길 50 1층|매일 09:30 ~ 22:30||
봉피양 마포점|서울 마포구 토정로 308|매일 10:00 ~ 22:00|02-715-2292|
야키토리묵|서울 마포구 성미산로 165-1 1층|월~토 17:00 ~ 23:00|070-8835-3433|
역전포장마차|서울 마포구 양화로 183 지하1층|매일 16:00 ~ 24:00|02-322-3336|
W카페|서울 마포구 동교로25길 16|월~금 09:00 ~ 23:00|070-7818-7953|
잇텐고|서울 마포구 포은로 11|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-337-7715|
팔로피자|서울 마포구 양화로6길 9-20 1층|월,화,수,목,일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-324-8588|
피오니 연남점|서울 마포구 연남로 59-1|영업시간 월~토 11:00 ~ 20:00|02-332-5325|
더피자보이즈 홍대입구역점|서울 마포구 와우산로29마길 24-1 1층|월~금 15:00 ~ 22:00|02-336-0801|
홍스쭈꾸미 홍대본점|서울 마포구 어울마당로 146|매일 11:30 ~ 24:00|02-325-7943|
경양카츠 연남점|서울 마포구 동교로 238-1 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:00|070-7543-5445|
김덕후의곱창조 홍대본점|서울 마포구 와우산로 51-9 1,2층|매일 15:00 ~ 03:00|070-7592-0590|
요코쵸|서울 마포구 성미산로 161-15|월요일|02-324-8875|
더피자보이즈|서울 마포구 독막로9길 6 2층|월~토 12:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:00|02-322-9896|
빠넬로|서울 마포구 어울마당로5길 29 1층|월요일|02-322-0920|
무대륙|서울 마포구 토정로5길 12|매일 12:00 ~ 24:00|02-332-8333|
꿀돼지집|서울 마포구 동교로 236 2층|매일 16:00 ~ 24:00||
신촌서서갈비|서울 마포구 서강로20길 10|월요일|02-707-3886|
하하&김종국의 401정육식당 홍대본점|서울 마포구 잔다리로 23 1층|월,화,수,목,일 16:00 ~ 02:00|02-325-0805|
하카타분코|서울 마포구 독막로19길 43 1층|매일 11:30 ~ 03:00||
비트포비아 홍대던전점|서울 마포구 독막로3길 30 지하2층|매일 12:00 ~ 24:00|02-322-4997|
82년생김민경X카페르세|서울 마포구 매봉산로 80 파크엠 1층 15호|월~금 07:00 ~ 23:00|0507-1333-1982|
더페이머스버거 홍대점|서울 마포구 잔다리로3안길 24 1층|월,화,수,목,일 12:00 ~ 22:00||
괴르츠|서울 마포구 토정로 136-13 우성빌딩 7층|매일 11:00 ~ 01:00 · 브레이크타임 매일 16:00 ~ 17:00|02-336-1745|
허밍벨라|서울 마포구 독막로7길 57|월,화,수,목,일 11:00 ~ 24:00|02-324-7050|
락희돈|서울 마포구 월드컵북로2길 86 1층|월~토 16:00 ~ 23:40|02-332-1233|
조선화로구이|서울 마포구 월드컵북로 5|월~토 11:00 ~ 24:00|02-3143-1300|
너랑나랑호프 망원점|서울 마포구 월드컵로 61 1층|매일 16:00 ~ 02:00|010-4422-5157|
순대일번지|서울 마포구 월드컵로 117|영업시간 월~토 11:45 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-334-9210|
왔쏘 홍대점|서울 마포구 독막로7길 20|매일 12:00 ~ 02:00|02-336-7772|
손오공마라탕|서울 마포구 양화로18길 15|매일 11:00 ~ 23:00|02-780-8686|
모아새|서울 마포구 포은로 71 1층|월,화요일|0507-1304-5881|
만복기사식당|서울 마포구 희우정로 121|매일 04:30 ~ 23:30|02-3141-8314|
크래버대게나라 마포점|서울 마포구 월드컵로 58 1,2층|매일 11:30 ~ 23:00|02-322-8484|
딩가케이크|서울 마포구 동교로29길 68|매일 11:30 ~ 22:00||
나랑가|서울 마포구 성미산로 71 1층|월요일|02-334-6200|
발리문|서울 마포구 동교로 248-1 2층|영업시간 매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|070-7774-8282|
공감 합정점|서울 마포구 양화로6길 49 2층|매일 16:00 ~ 02:00|02-333-4733|
원조양평신내서울해장국 마포직영점|서울 마포구 토정로31길 24 이편한세상상가 2층|매일 00:00 ~ 24:00|02-717-9002|
베르데|서울 마포구 동교로 262-6 1층|매일 12:00 ~ 23:00||
탑클라우드23|서울 마포구 백범로 192 에스오일빌딩 23층|영업시간 매일 12:00 ~ 21:00 · 브레이크타임 매일 14:30 ~ 18:00|02-3275-2323|
정정 공덕1호점|서울 마포구 백범로24길 27|영업시간 월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-6080-4058|
제비다방|서울 마포구 와우산로 24|매일 11:00 ~ 02:00|02-325-1969|
남해바다|서울 마포구 토정로37길 46 정우상가 1층 12호|매일 11:00 ~ 23:00|02-707-3101|
카페스콘|서울 마포구 성미산로 172 1층|매일 10:00 ~ 22:00|02-323-7076|
더페이머스램|서울 마포구 월드컵북로 19 1층|영업시간 매일 08:30 ~ 21:00|02-334-2352|
서울안심축산정육식당 마포직영점|서울 마포구 토정로35길 11 인우빌딩 1층|매일 11:30 ~ 23:00|02-3272-1515|
연남취향|서울 마포구 연희로1길 36 1층|매일 12:30 ~ 22:00|010-2554-9244|
포가레|서울 마포구 동교로 227-7 2층|영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:00|02-6053-4511|
