카페명|주소|영업시간|전화번호|대표사진주소
이디야커피 방학사거리점|서울 도봉구 도봉로 677|월~금 08:00 ~ 23:00|02-955-1760|
김화자카페|서울 도봉구 도봉로114길 50 1층|월요일|02-905-2570|
이디야커피 도봉보건소사거리점|서울 도봉구 해등로 157|매일 08:00 ~ 22:00|02-999-2651|
메가MGC커피 창동이마트점|서울 도봉구 노해로65길 11 1층||02-902-7778|
더벤티 도봉점|서울 도봉구 도봉로180길 28 201동 1층 101호|매일 08:00 ~ 22:30||
이디야커피 방학점|서울 도봉구 방학로 171|매일 08:30 ~ 23:00|02-954-6549|
컴포즈커피 방학신동아점|서울 도봉구 시루봉로 106|매일 08:30 ~ 21:30|02-955-4237|
커피낙타|서울 도봉구 도봉산길 73||02-6268-2268|
펀플키즈카페|서울 도봉구 도봉로150길 28 5층|매일 11:00 ~ 20:00|02-956-4588|
디어맘|서울 도봉구 마들로 895 상가 1층 103호|월요일|010-2556-7855|
컴포즈커피 방학선덕점|서울 도봉구 시루봉로 59 1층 101호|매일 08:00 ~ 22:00|02-905-1050|
이디야커피 방학중앙점|서울 도봉구 도당로13길 22 1층|매일 09:00 ~ 22:00|02-6398-5311|
선영씨책방|서울 도봉구 삼양로 534-6 2층|월,화,수,목,토 12:00 ~ 19:00|010-4508-9583|
탐앤탐스 도봉구청점|서울 도봉구 마들로 657 ESA아파트상가 1층|매일 08:30 ~ 00:30|02-956-9482|
하이투피플|서울 도봉구 우이천로 483 1층|월~토 12:00 ~ 22:00||
카페노브|서울 도봉구 도당로27길 38 1층|매일 09:00 ~ 19:30||
사이커피바|서울 도봉구 도당로9길 22|||
빽다방 쌍문세라믹점|서울 도봉구 도당로 10|매일 08:30 ~ 22:00|02-995-5551|
아임파인|서울 도봉구 도당로6길 30-2 1층|매일 10:00 ~ 22:00|070-7576-0141|
메종드쌍문|서울 도봉구 해등로 158-1 1층|월,수,목,금,토,일 09:00 ~ 22:00||
카페더문|서울 도봉구 도봉로147길 20 1층|월요일|070-4383-6358|
이디야커피 선덕고사거리점|서울 도봉구 해등로 255 에벤에셀아파트 101동 209, 225호|월,수,목,금 08:00 ~ 24:00|02-906-0256|
이디야커피 쌍문동점|서울 도봉구 노해로 162 1층|월~금 09:00 ~ 22:00|02-998-7007|
이디야커피 창동중앙점|서울 도봉구 노해로63길 78 신원빌딩 1층|월~금 08:00 ~ 22:30|02-903-7100|
24시무인카페 만월경|서울 도봉구 덕릉로63가길 22 1층|||
24시무인카페만월경 우이천점|서울 도봉구 우이천로4라길 11-19|||
이디야커피 창동현대타운점|서울 도봉구 도봉로114길 22 1층|매일 08:00 ~ 22:30|02-906-3219|
어떤하루|서울 도봉구 덕릉로57길 30|||
쌍문동커피|서울 도봉구 삼양로142길 7 1층|||
카페크레프리|서울 도봉구 삼양로144길 18 2층|||
더벤티 신방학점|서울 도봉구 방학로 172|매일 09:00 ~ 21:00|02-955-2502|
유리키친|서울 도봉구 도봉로180나길 41 도봉한신아파트상가 1동 지하1층 19~22호|||
카페봄날|서울 도봉구 도당로15길 36 송학휴스테이상가 102동 1층 101호|||
이디야커피 덕성여대점|서울 도봉구 삼양로 542|매일 09:00 ~ 22:00|02-998-9799|
선호하다|서울 도봉구 시루봉로 70 동방빌딩 104호|월~금 12:00 ~ 20:00|02-999-1400|
커피배우다|서울 도봉구 삼양로142길 7 1층|월~금 08:00 ~ 18:00|010-4643-5712|
메가MGC커피 창동대우점|서울 도봉구 덕릉로63가길 17 1층||02-991-2999|
이디야커피 창동학원가점|서울 도봉구 해등로16길 61|매일 09:00 ~ 22:30|02-993-3824|
인아찻집|서울 도봉구 도봉로152길 23-4||02-955-5957|
텀브커피 쌍문점|서울 도봉구 도봉로109길 27||02-907-5525|
24시무인카페 더웨일|서울 도봉구 덕릉로 398 116호|매일 00:00 ~ 24:00||
만스에스테이트 도봉점|서울 도봉구 도봉로180길 20 도봉투웨니퍼스트1단지 101동 1층 103호|매일 08:30 ~ 21:00||
이디야커피 쌍문중앙점|서울 도봉구 도봉로 519 1, 2층|매일 08:00 ~ 23:00|02-905-0045|
카페레|서울 도봉구 삼양로144길 9||02-6014-9879|
카페트리|서울 도봉구 노해로69길 26 창동시티월드 106호||02-996-3001|
컴포즈커피 쌍문역점|서울 도봉구 도봉로 488 1층||02-904-3339|
빽다방 도봉구민회관점|서울 도봉구 도봉로 551 경덕빌딩 1층|매일 08:00 ~ 21:30|02-902-1711|
마치커피|서울 도봉구 덕릉로59아길 48 1층|월~금 08:30 ~ 20:00|070-8250-6660|
더쌍화커피 쌍문동점|서울 도봉구 도봉로 415||02-990-2003|
길동이네|서울 도봉구 도봉로113길 43|매일 07:00 ~ 22:00||
빙수의여신 도봉점|서울 도봉구 도당로13나길 3|||
나우커피 쌍문점|서울 도봉구 도봉로141길 39 1층|매일 00:00 ~ 24:00|1544-4866|
레게노|서울 도봉구 덕릉로60자길 2 1층|매일 11:00 ~ 24:00||
희서커피|서울 도봉구 도봉로169길 266-38 1층|월~토 10:00 ~ 18:00|02-599-0740|
이디야커피 창동블루핀점|서울 도봉구 마들로 550|매일 09:00 ~ 22:00|02-905-1209|
컴포즈커피 신창시장점|서울 도봉구 덕릉로 253 1층||02-2088-2124|
이요|서울 도봉구 삼양로142길 33 1층|월~금 08:30 ~ 19:00||
이디야커피 솔밭공원역점|서울 도봉구 삼양로 594 주함해븐빌 c-1동 1층 101호|매일 09:00 ~ 21:00|02-905-6969|
카페봄봄|서울 도봉구 덕릉로63가길 61|||
영플랜츠&갤러리영|서울 도봉구 도봉로135길 28 1층|월 10:30 ~ 16:00||
더벤티 방학역점|서울 도봉구 도봉로153길 14 1층|매일 08:00 ~ 22:00||
뛰노리방방 방학점|서울 도봉구 도당로 46 대경빌딩 지하 1층||02-956-5337|
카페매로우|서울 도봉구 덕릉로60다길 34|||
더벤티 창동역점|서울 도봉구 마들로11길 73 1층 101호|||
솔비커피숍|서울 도봉구 도당로 79||02-985-7699|
우지커피|서울 도봉구 노해로63다길 21|월~금 08:00 ~ 23:00||
썬스마일|서울 도봉구 해등로36길 4|월,일요일|010-6659-2565|
더시루봉|서울 도봉구 시루봉로15길 57|||
기가델리|서울 도봉구 노해로63다길 41 동아빌라 1층 1013호,107호|매일 00:00 ~ 24:00|02-990-7786|
한니베|서울 도봉구 우이천로 280-1|||
데이즈쌍문|서울 도봉구 도봉로109길 11 1층|매일 11:00 ~ 22:00|02-900-4835|
감성커피 도봉점|서울 도봉구 도봉로181가길 29|매일 08:00 ~ 22:00||
엉클두|서울 도봉구 노해로63가길 37 1층|매일 09:00 ~ 23:00||
디저트얌|서울 도봉구 도봉로145나길 12|월,일요일|070-8623-0780|
메가MGC커피 방학점|서울 도봉구 방학로 192 1층||02-954-6555|
요거프레소 도봉산점|서울 도봉구 도봉산길 13 1층|매일 10:00 ~ 22:00|02-955-0772|
에그카페24 쌍문점|서울 도봉구 해등로 255 에벤에셀아파트 2층 217호||010-8673-4033|
이디야 창동제일점|서울 도봉구 노해로70길 81|||
카페인중독 창동점|서울 도봉구 해등로16길 104-8 1층|매일 11:00 ~ 23:00|02-991-1533|
호구커피&크로플 창동점|서울 도봉구 덕릉로63길 47 2층||02-994-1844|
카페휴지|서울 도봉구 도봉로 618|||
이디야커피 도봉중앙점|서울 도봉구 도봉로181길 18|매일 08:00 ~ 23:00||
위드그레텔|서울 도봉구 도봉로129길 32 1층|매일 11:00 ~ 21:00||
플레이플레이스|서울 도봉구 방학로2길 35 2층|매일 00:00 ~ 24:00|010-5672-5036|
설나루|서울 도봉구 시루봉로 149|||
아미고키즈카페|서울 도봉구 도봉로110길 65 청마빌딩 2층|월요일|02-6449-0608|
카페502바리스타아카데미|서울 도봉구 덕릉로 232 2층||02-905-3399|
커피에반하다 쌍문역시티프라디움점|서울 도봉구 노해로 144 쌍문동시티프라디움아파트 근린상가 102동 1층 104호|매일 08:00 ~ 22:00|02-999-1633|
맘스케익 방학점|서울 도봉구 방학로10길 10 1층|월~토 10:00 ~ 20:00|02-6338-3313|
카페문|서울 도봉구 도봉로110아길 25||02-9162-2460|
포시즌살롱|서울 도봉구 도봉로110길 39-9|월요일|010-4482-8501|
과일팡|서울 도봉구 덕릉로60길 64 1층|월,화,수,목,일 11:00 ~ 01:00|010-8677-4183|
스노우플러스|서울 도봉구 마들로 726||02-956-0903|
와플살롱|서울 도봉구 우이천로20길 37 1층|월~토 10:00 ~ 21:30|02-999-4563|
타코다방|서울 도봉구 노해로70길 46 주공아파트 상가동 1층 141호|영업시간 매일 15:00 ~ 24:00||
윈썸35|서울 도봉구 해등로32가길 40|||
24시무인카페 커피하라|서울 도봉구 삼양로154길 41 1층||0507-173-4042|
헬로우옐로우|서울 도봉구 노해로38길 7 1층 1호|월~토 10:30 ~ 22:00||
한손에커피|서울 도봉구 노해로60길 38||02-6439-4457|
셀렉토커피 방학역점|서울 도봉구 도봉로152길 16 북한산현대렉시온오피스텔||02-955-6734|
소소한일상|서울 도봉구 도봉로170길 12||02-4129-1314|
더쌍화커피|서울 도봉구 노해로69길 21|||
아크인터내셔널|서울 도봉구 시루봉로11길 25-4 1층|월~토 09:30 ~ 18:30|02-3491-0400|
업투유|서울 도봉구 도당로27길 24 102호|월,일요일||
카페그루|서울 도봉구 시루봉로 204|||
LEES리스|서울 도봉구 도당로13길 37 1층||02-6013-0981|
오살랑마켓|서울 도봉구 도봉로143길 50 1층|월~토 11:00 ~ 22:00|02-3493-7070|
오카페|서울 도봉구 도봉로145길 78|||
카페향|서울 도봉구 시루봉로15나길 11|월~토 10:00 ~ 19:00||
모노치즈 방학역점|서울 도봉구 도봉로150길 8 1동 103호|매일 08:00 ~ 19:00|02-6409-1490|
웰리스|서울 도봉구 도봉로167길 7 지하1층||02-954-3132|
카페그린버디|서울 도봉구 마들로 932 평화문화진지 1동 1층 102호|||
커피마마 창동아이파크점|서울 도봉구 도봉로136가길 4||02-900-3717|
샤빙 쌍문점|서울 도봉구 도봉로129길 45 1층||02-991-0323|
1인커피|서울 도봉구 마들로 676 2층|매일 09:00 ~ 24:00|070-8615-7001|
에밀리아카페 쌍문점|서울 도봉구 우이천로 284|||
카카오브로|서울 도봉구 도봉산4길 3-34|월~금 10:00 ~ 18:00|02-545-3876|
달리는커피 창동역점|서울 도봉구 노해로65길 17 중앙빌딩 1층 102호|월~금 08:00 ~ 20:00|02-907-8181|
카페플라워|서울 도봉구 도봉로169나길 14||02-954-0442|
트리킹즈커피 창동점|서울 도봉구 해등로 139 미소애아파트 1층 105호|월~금 09:00 ~ 20:00|070-7543-0710|
클럽포틀락|서울 도봉구 삼양로 580-4 노스브릭 1층 102호|||
무지개다방|서울 도봉구 도봉로 687||02-955-9741|
카페부기|서울 도봉구 도봉로114길 29-5 남양캐슬 101호|매일 11:30 ~ 21:00||
블루커피 창동점|서울 도봉구 도봉로 526 1층|매일 11:30 ~ 21:30|02-6221-1770|
아마스빈 창동역점|서울 도봉구 노해로65길 18||02-905-3525|
공차 방학역점|서울 도봉구 도봉로150길 43 1층 108,109호|매일 07:00 ~ 23:00|02-956-1231|
공감7080라이브|서울 도봉구 방학로 124|||
루트비커피 쌍문점|서울 도봉구 도봉로129길 23 1층|매일 08:30 ~ 21:00|02-998-2008|
나우커피 서울방학점|서울 도봉구 도당로17길 13 1층|매일 00:00 ~ 24:00|1544-4866|
만월경 방학점|서울 도봉구 시루봉로15길 8 1층|||
쌍문달빛|서울 도봉구 노해로60길 89 1, 2층|월요일|02-993-9996|
알콩달콤|서울 도봉구 노해로66길 111|||
매머드익스프레스 창동점|서울 도봉구 마들로11가길 6-25 월가타워오피스텔 1층 105호|월~금 07:30 ~ 22:00||
플러드엠|서울 도봉구 도봉로136길 80|월요일||
만월경 쌍문역점|서울 도봉구 도봉로110길 11 1층|||
카페도경|서울 도봉구 마들로 744-16|||
카페84|서울 도봉구 해등로17길 6 1층|월~토 09:00 ~ 18:00|070-8878-3585|
마을가족카페 너른마루|서울 도봉구 마들로11길 77 창동역 2번출구|월~금 10:00 ~ 22:00|02-904-5682|
감성커피 방학동점|서울 도봉구 도봉로152길 26 1층|매일 09:00 ~ 22:00|02-955-7774|
커피공장2010|서울 도봉구 삼양로 532||070-8961-0908|
쥬씨 방학역점|서울 도봉구 도봉로150길 43||02-3493-0888|
카페잇다|서울 도봉구 시루봉로6길 13 1층|월~금 10:00 ~ 19:00||
스위츠 루스트레|서울 도봉구 마들로11길 25 동산빌딩 105호|월~금 11:00 ~ 18:00|070-7755-0214|
설빙 서울도봉방학점|서울 도봉구 방학로 165 2층|매일 11:00 ~ 22:00|02-6014-2222|
사라의정원|서울 도봉구 덕릉로60길 113|||
삼춘네커피집|서울 도봉구 노해로 178||02-991-4646|
쌍문동카페|서울 도봉구 우이천로38길 25|||
카페칼디|서울 도봉구 도봉로135길 18 1층|매일 09:00 ~ 21:30||
샐럽핏|서울 도봉구 해등로 150 2층|매일 10:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 16:00||
카페쉼표|서울 도봉구 도봉로169길 202|||
카페엉클|서울 도봉구 우이천로4길 41|매일 09:00 ~ 21:00||
휘드카페 쌍문점|서울 도봉구 방학로3길 127 1층|매일 08:00 ~ 22:00|02-990-7333|
세이지|서울 도봉구 해등로 241-55 2층|월,화,수,금,토,일 11:00 ~ 19:30||
커피베이 신창시장점|서울 도봉구 덕릉로57길 14 1층 102,103호|매일 07:30 ~ 22:00|070-5089-6261|
커피골목|서울 도봉구 도당로7길 30 1층|월,수,목,금,토,일 08:30 ~ 22:30|02-956-1173|
행복한나라앨리스|서울 도봉구 도당로 40 귀석빌딩 5층|||
카페베네 한일병원점|서울 도봉구 우이천로 308|||
라무이|서울 도봉구 도봉로114길 49 1층|월요일||
포트캔커피 방학점|서울 도봉구 도당로 134 도봉새마을금고 1층 113호|||
언제나봄|서울 도봉구 덕릉로60길 21 1층|매일 10:00 ~ 22:00||
커피하우스 커픽|서울 도봉구 방학로15길 26 신동아3단지 아파트상가 201호||02-956-8811|
라스커피|서울 도봉구 도봉로 441|매일 11:00 ~ 23:00||
땡큐|서울 도봉구 방학로 31-11 1층|||
콩나무|서울 도봉구 도봉로110길 49||02-981-7345|
커피베이 방학성원점|서울 도봉구 방학로 131 1층||02-3494-3309|
그리엔 (Gree N)|서울 도봉구 도봉로112길 14|매일 10:00 ~ 22:00|010-1234-4567|
수정다방커피숍|서울 도봉구 덕릉로 253|||
초코렛다방|서울 도봉구 도봉로152가길 112 1층|||
모도리|서울 도봉구 마들로11가길 15|||
그때거기|서울 도봉구 삼양로146길 22|||
모모커피|서울 도봉구 노해로63다길 55 1층|매일 10:00 ~ 21:00||
뉴욕54|서울 도봉구 마들로11길 25|월~토 08:00 ~ 03:00||
커피짚|서울 도봉구 시루봉로 67||070-8182-9208|
쥬씨 창동점|서울 도봉구 노해로63다길 6|||
저스트시즌|서울 도봉구 도봉로110다길 26 101호|||
카페이응|서울 도봉구 방학로2길 53||02-954-5553|
티스푼|서울 도봉구 방학로 145|매일 09:00 ~ 22:00|0507-1461-0720|
미하이로스터즈|서울 도봉구 덕릉로63길 54|||
카페오늘|서울 도봉구 마들로 650|||
샘터카페|서울 도봉구 노해로62길 106 1층|월~토 10:00 ~ 22:00|02-992-1006|
153카페|서울 도봉구 우이천로 351||02-902-9123|
카페게이트 방학역점|서울 도봉구 도봉로150길 34|월~금 08:00 ~ 22:00|02-954-8096|
쥬씨 쌍문동점|서울 도봉구 해등로 190|||
설레다 커피테이블|서울 도봉구 도봉로110길 55 1층|월요일|070-7543-9659|
대디롱|서울 도봉구 도봉로121가길 3 1층||010-4167-6422|
카페루앤비 방학점|서울 도봉구 방학로 106||02-3494-1003|
라곰커피로스터리|서울 도봉구 도봉로145나길 3 1층|||
딜리스|서울 도봉구 삼양로146길 10 1층 103호|월~금 08:30 ~ 18:00|070-4833-8576|
꿈빚는마을 방아골|서울 도봉구 시루봉로15라길 31|||
이디야커피 창동하나로마트점|서울 도봉구 마들로11길 20 1층||02-999-7337|
카페리차지|서울 도봉구 마들로 672-24|||
아이빅쓰리커피엔드케이스|서울 도봉구 도당로13라길 28|||
무궁화로스터즈|서울 도봉구 도봉로112길 23 1층|월요일||
마마누|서울 도봉구 방학로15길 26-12 1층||02-3493-7771|
밀콩|서울 도봉구 덕릉로63가길 26 1층|||
아르빈스|서울 도봉구 마들로11길 71||02-902-8899|
에멜무지로 커피 로스터스|서울 도봉구 방학로3길 17 1층|매일 08:30 ~ 18:00|010-6619-2679|
카페말로 덕성여대점|서울 도봉구 삼양로144길 33 덕성여자대학교 도서관 1층|월~토 09:00 ~ 16:00|02-990-5003|
요거트월드|서울 도봉구 도봉로169나길 56||02-937-2075|
아토|서울 도봉구 덕릉로 251||070-7781-7499|
도당9|서울 도봉구 도당로9길 38|||
