카페명|주소|영업시간|전화번호|대표사진주소
카페인중독 신림본점|서울 관악구 봉천로6길 40|월,수,목,금,토,일 11:00 ~ 03:00|02-877-1238|
카페오트르|서울 관악구 난곡로 259 2층|월~금 11:00 ~ 23:00|0507-1386-4949|
더빈마켓|서울 관악구 조원로 141 1층|매일 08:00 ~ 23:00||
할리스 신림역점|서울 관악구 신림로 313 2층|월 09:00 ~ 23:00|02-877-5596|
코지스탑 사당역점|서울 관악구 승방길 7 1층|월~토 08:00 ~ 21:00||
라우더 커피바|서울 관악구 봉천로 535 102호|월~금 12:00 ~ 22:00|010-2812-0157|
히포커피 서울대점|서울 관악구 호암로24길 66 1층|매일 08:00 ~ 05:00||
마시찌롱|서울 관악구 솔밭로 4 1층||02-877-2529|
펠리치따|서울 관악구 신림로12길 9 1층 101호|매일 07:00 ~ 21:00|02-885-5775|
할리스 신림사거리점|서울 관악구 남부순환로 1599-3 1층|월~금 08:00 ~ 02:00|02-877-1433|
김류정카페|서울 관악구 신림동길 25|||
옐로우버터드림|서울 관악구 관악로14나길 10 2층|매일 12:00 ~ 21:00|02-876-5533|
투썸플레이스 신림녹두거리점|서울 관악구 신림로 127 1층 103,104호|매일 08:00 ~ 01:00|02-877-2525|
카페신림|서울 관악구 관천로 34|매일 10:00 ~ 22:00||
할리스 난곡사거리점|서울 관악구 남부순환로 1489|월~금 09:00 ~ 22:00|02-865-0012|
탐앤탐스 삼모타워신림역점|서울 관악구 신원로 35 삼모타워 1층|월~금 08:00 ~ 24:00|02-871-9549|
씨리어스커피|서울 관악구 남현1길 23 동남빌딩 1층|월 09:00 ~ 18:00|02-522-8002|
탐앤탐스 난곡사거리점|서울 관악구 남부순환로 1474 1층|매일 07:00 ~ 22:00|02-865-4565|
777카페|서울 관악구 관악로14길 74-8 1층|매일 11:00 ~ 22:00||
디저트문|서울 관악구 신림로67길 9 1층 101호|매일 00:00 ~ 24:00||
투썸플레이스 낙성대역점|서울 관악구 남부순환로 1926 경동제약빌딩 1층|월~금 07:30 ~ 23:00|02-875-2382|
프롬카페|서울 관악구 서원길 5 1층|매일 10:00 ~ 22:00||
비트포비아 신림점|서울 관악구 신림로59길 9 4층|월~금 14:00 ~ 24:00|02-878-2139|
커피어반|서울 관악구 남부순환로 1879 1,2층|매일 08:00 ~ 23:00|02-886-5000|
제이콥스테이블|서울 관악구 호암로26가길 8 1층|||
카페동네|서울 관악구 남부순환로 1600-1 2~4층|매일 08:00 ~ 04:00||
누아젯|서울 관악구 행운1길 4 1층 102호|월,일요일|0507-1398-3318|
비건마마|서울 관악구 봉천로 457-1 1층|월 14:00 ~ 23:00||
메가MGC커피 신림역점|서울 관악구 신림로 321 1층||02-882-1015|
공차 신림역점|서울 관악구 남부순환로 1601|매일 10:00 ~ 24:00|02-877-1191|
할리스 낙성대역점|서울 관악구 남부순환로 1922 1층|월~금 08:00 ~ 23:00|070-4716-0775|
코우드|서울 관악구 인헌길 101 1층|월,목,금,토,일 11:30 ~ 19:30||
놀숲 서울대입구역점|서울 관악구 관악로 155 3층|매일 11:00 ~ 24:00|070-8771-6551|
이디야커피 사당중앙점|서울 관악구 과천대로 951 2층,3층|매일 08:00 ~ 24:00|02-525-0073|
갱커피|서울 관악구 관악로13길 7 지하1층, 1층|월~금 10:00 ~ 23:30|070-8819-0115|
카페인|서울 관악구 호암로24길 48 1층|월~토 07:00 ~ 23:00|0507-1395-0122|
통툰만화카페 서울대입구역점|서울 관악구 관악로16길 13 5층|매일 10:00 ~ 02:00|02-883-5569|
카페로프트|서울 관악구 서림길 125 1층|월~토 08:00 ~ 23:00||
엔제리너스 신림역점|서울 관악구 남부순환로 1612|매일 00:00 ~ 24:00|02-889-9820|
라이크라이크|서울 관악구 남부순환로 1987 로얄아파트C동 B1, B2||010-4991-7241|
크레이저커피 사당역점|서울 관악구 남현3길 71 주영빌딩 2층|매일 10:00 ~ 23:00|02-3487-7757|
티룸 유메|서울 관악구 봉천로 533 1층|월,화요일||
릿커피로스터스|서울 관악구 봉천로 221-8 1, 2층|월~금 08:00 ~ 21:00|02-6407-0088|
놀숲 신림역점|서울 관악구 신림로 321 동진빌딩 지하1층|매일 10:00 ~ 02:00|02-877-5545|
커피나무 봉천현대시장점|서울 관악구 은천로 84 1층||02-882-1171|
네이밍카페 커피고|서울 관악구 난곡로 317 1, 2층|매일 07:00 ~ 02:00|02-855-4573|
uncle-B|서울 관악구 낙성대로 14 1층||02-871-9014|
청춘랜드|서울 관악구 봉천로 598 지하1층|월요일|0507-1361-1041|
메가MGC커피 서울대입구점|서울 관악구 남부순환로 1861 덕수빌딩 1층|매일 08:00 ~ 22:00|02-878-4825|
슬라임V 낙성대점|서울 관악구 봉천로 610 2층|월요일|010-8888-1836|
퍼피앤커피|서울 관악구 신원로 40-16 지하1층|월,화,목,금,토,일 12:00 ~ 21:00|02-883-1143|
미플레이스|서울 관악구 관악로12길 63 건물 전체|월~금 09:00 ~ 23:00|010-7963-2611|
커피빈 낙성대역점|서울 관악구 남부순환로 1909 1,2층|월~금 08:00 ~ 19:00|02-875-3364|
파스쿠찌 신림역점|서울 관악구 남부순환로 1608 1층|매일 08:00 ~ 02:00|02-876-0077|
어블리|서울 관악구 청룡길 27 1층|매일 08:00 ~ 22:00|070-4643-0815|
메가MGC커피 대학점|서울 관악구 호암로26가길 2 1층||02-882-0210|
반지더하기 신림점|서울 관악구 남부순환로176길 10 3층|월~금 13:00 ~ 21:30|02-878-9173|
공차 서울대입구역점|서울 관악구 관악로 164 1층 114호|매일 10:00 ~ 21:00|02-877-2650|
크로플덕 서울대입구점|서울 관악구 청림3길 13 1층|영업시간 월~금 15:00 ~ 02:00|0508-8191-4383|
폴바셋 롯데백화점관악점|서울 관악구 봉천로 209 1층 108호|월~목 08:00 ~ 20:00|02-3289-8172|
와룸보드게임카페|서울 관악구 남부순환로226길 28 지하1층|월~금 13:00 ~ 23:00|010-6694-1258|
바오밥|서울 관악구 청림2길 2|월요일||
메가MGC커피 난곡우체국점|서울 관악구 난곡로 268 1층|매일 08:00 ~ 22:00|02-866-0605|
미유커피|서울 관악구 남부순환로216길 41 파크빌 1층|매일 12:00 ~ 22:00||
빽다방 신림난곡점|서울 관악구 난곡로 178|매일 08:00 ~ 22:30|02-868-6863|
칠하나둘|서울 관악구 남부순환로 1767 1층 102호|월~금 09:00 ~ 20:00|010-2291-7712|
푀유파티세리|서울 관악구 남부순환로244가길 19 1층 201호|월요일|070-4047-4933|
디저트39 신림역점|서울 관악구 신원로 39 1층|매일 11:00 ~ 23:00|02-6105-0003|
별이 빛나는|서울 관악구 양녕로1길 32|||
쉬즈베이글 신림점|서울 관악구 신림로65길 43 1층|매일 07:00 ~ 21:30|070-7718-5590|
낙타날다|서울 관악구 승방4길 32 위즈엘타워 1, 2, 11층|월~금 10:30 ~ 23:00||
메가MGC커피 신림역사거리점|서울 관악구 남부순환로 1617 1층|월~금 08:00 ~ 23:30|02-876-2770|
라프라스카페 관악본점|서울 관악구 남부순환로 1460 1층||02-3667-5344|
핀프릭|서울 관악구 남부순환로234길 34 2층|월,화,수,금 10:30 ~ 21:00||
이디야커피 신림중앙점|서울 관악구 관천로 52|월,화,수,목,금,일 09:00 ~ 23:40|02-886-3379|
라치몬트|서울 관악구 낙성대로 4 1층|매일 08:00 ~ 22:00|02-878-8537|
슬리핑피쉬 샤로수점|서울 관악구 관악로12길 45-9 1층|월~토 11:00 ~ 22:00|010-9475-2400|
컴포즈커피 신림1호점|서울 관악구 남부순환로 1590 1층||070-8778-7257|
리멤버미|서울 관악구 관악로14길 70 효림빌딩 4층 401호|매일 12:00 ~ 22:00|02-876-1253|
멜로우스트리트|서울 관악구 관악로14길 104|월요일||
만물다방|서울 관악구 봉천로13길 6 1층|월~금 10:00 ~ 21:00|02-882-9992|
라빈느|서울 관악구 신림로17길 57|월~금 07:00 ~ 19:00|070-4127-0506|
에버그릭 봉천점|서울 관악구 남부순환로 1677-6 1층|매일 11:00 ~ 21:00|070-7782-1114|
메가MGC커피 낙성대역점|서울 관악구 남부순환로 1913 1층||02-875-0656|
컴포즈커피 봉천중앙점|서울 관악구 남부순환로208길 3||02-883-8906|
모쿠816카페|서울 관악구 청룡5길 3|매일 10:00 ~ 05:00|070-4735-0555|
탐앤탐스 신대방역점|서울 관악구 난곡로 356 1,2층|매일 07:00 ~ 03:00|02-855-1333|
놀숲 사당역점|서울 관악구 과천대로 941 6층|월,화,수,목,일 10:30 ~ 21:00|02-525-0314|
더로스터59|서울 관악구 관악로 1 서울대학교 59-1동 2층|월~금 08:00 ~ 20:00||
어나더유커피|서울 관악구 난곡로 167 임광관악파크아파트 105동 지하 2층 B210호|매일 09:00 ~ 22:00|02-851-1199|
파스쿠찌 서울대관정도서관점|서울 관악구 관악로 1 2,3층|월~금 07:00 ~ 21:00|02-875-8497|
이디야커피 신대방역점|서울 관악구 난곡로 368 2층|매일 09:00 ~ 23:00|02-868-5521|
제일공간|서울 관악구 봉천로 520-1 2층|월요일|010-5166-3599|
카페 수베 sube|서울 관악구 신림로 317 2층|월요일|010-2158-0987|
쿼터커피|서울 관악구 관악로12길 99 1층||010-2204-8961|
슬로우모션커피바|서울 관악구 봉천로 473-9 1층|월,화,수,목,일 11:00 ~ 21:00|010-400-0039|
카페앤밀치포리|서울 관악구 호암로24길 17 아츠스테이신림 1,2층|매일 09:30 ~ 22:30|02-877-1667|
에르디|서울 관악구 관악로12길 113|매일 11:00 ~ 21:00||
엔제리너스 대학동점|서울 관악구 호암로26길 40|매일 08:00 ~ 03:00|02-875-1008|
왓어원더|서울 관악구 관악로12길 43 1층|월요일|010-5654-0901|
프롬해빗|서울 관악구 쑥고개로11길 31 1층|매일 11:00 ~ 22:00||
빽다방 서울대메트로빌점|서울 관악구 남부순환로 1811 신원메트로빌 1층|매일 08:00 ~ 22:00|02-875-0577|
이알로스터즈|서울 관악구 봉천로 585 101호|매일 10:00 ~ 21:00|010-4316-0585|
블루버드 카페|서울 관악구 은천로33길 18 1층|월~금 09:00 ~ 22:00|070-8802-4453|
신림다락|서울 관악구 신림로 125 지하,1층|월~금 10:00 ~ 21:00||
이디야커피 관악구청점|서울 관악구 관악로 164 대우디오슈페리움1단지|월~금 08:00 ~ 22:30|02-3285-7884|
운석커피|서울 관악구 양녕로 63 3층|매일 12:00 ~ 22:00|010-2906-2077|
그릿커피랩|서울 관악구 쑥고개로 99|매일 09:00 ~ 21:00|02-875-1833|
캔카페 서울대입구역점|서울 관악구 남부순환로 1827 1,2층|매일 08:00 ~ 22:00|02-877-8882|
커피어반|서울 관악구 신림로59길 11 2,3층|월~금 11:00 ~ 01:00||
아자라마카페|서울 관악구 남부순환로 1746 대원빌딩 2층|월~금 09:00 ~ 22:00|02-871-5220|
씨크스페셜티커피|서울 관악구 관악로12길 45-12|매일 11:00 ~ 23:00||
페이브베이커리 서울대점|서울 관악구 서림길 127 지하 1층|매일 09:00 ~ 22:00|02-888-8244|
츄러스1500 봉천점|서울 관악구 봉천로 391 두산아파트 상가1동 1층 108호|매일 11:00 ~ 24:00|070-7585-0000|
퐁퐁플라워 관악센터|서울 관악구 봉천로 209 롯데백화점 관악점 지하1층|월~금 11:00 ~ 20:00|02-444-1020|
메가MGC커피 사당역점|서울 관악구 과천대로 955 1층|월~금 08:00 ~ 23:00|02-588-0656|
이디야커피 신림난곡점|서울 관악구 난곡로 197|월~금 08:00 ~ 23:30|02-859-5560|
카페희다 서울대입구역점|서울 관악구 남부순환로224길 25 1층 1호|월~금 08:00 ~ 22:30|02-877-7633|
카페달달스콘|서울 관악구 조원로 129 1층|매일 09:00 ~ 22:00||
열린로스터리카페|서울 관악구 은천로 126 1층|월~토 10:00 ~ 22:00|02-876-2641|
피움|서울 관악구 남부순환로 1678 1층|매일 10:00 ~ 22:00|010-9044-0096|
마마떼|서울 관악구 대학6길 36 1층, 지하1층|월,수,목,금,토,일 12:00 ~ 03:00|0507-1367-6262|
메가MGC커피 현대시장점|서울 관악구 은천로 113 한조빌딩 1층|월~금 08:00 ~ 22:00|02-882-9140|
이디야커피 봉천역점|서울 관악구 남부순환로 1725|매일 08:00 ~ 23:00|02-882-2202|
방앗간|서울 관악구 관천로 69-1|월,화,수,목,일 10:00 ~ 22:00|0507-1374-0028|
메가MGC커피 신대방역점|서울 관악구 난곡로 367 경신빌딩 1층||02-838-8133|
빽다방 신림대학점|서울 관악구 신림로23길 21 웰탑스터디독서실 1층|매일 07:30 ~ 23:00||
매머드익스프레스 봉천역점|서울 관악구 남부순환로 1733 1층|월~금 07:00 ~ 22:00|070-8848-4019|
이디야커피 녹두거리점|서울 관악구 신림로 91|매일 08:00 ~ 22:00|02-882-3618|
듀레스트|서울 관악구 관악로14길 50 광명그린빌 2층|매일 12:00 ~ 22:00||
더벤티 신림점|서울 관악구 신림로 356|월~금 07:30 ~ 23:00|02-876-4265|
이디야커피 신림역점|서울 관악구 신림로 312||02-882-8520|
코어|서울 관악구 행운1길 50 1층|월요일|010-3066-4908|
이디야커피 서울대중앙점|서울 관악구 남부순환로216길 2|월~금 07:30 ~ 01:00|02-889-3908|
가비사랑방|서울 관악구 대학길 106 1,2층|매일 11:00 ~ 01:00|02-876-6565|
그릭데이 서울대점|서울 관악구 관악로 168 대우디오슈페리움2단지 104호|매일 11:00 ~ 21:00||
아망|서울 관악구 남부순환로228길 69|월,화,목,금,토,일 12:00 ~ 21:00|070-7543-4287|
커피나무 낙성대점|서울 관악구 인헌길 74 1층|월~금 08:00 ~ 22:00|02-882-8919|
빽다방 보라매타운점|서울 관악구 보라매로5가길 7 105호|매일 08:00 ~ 22:00|02-832-9706|
이디야커피 신림패션문화점|서울 관악구 봉천로6길 24|매일 09:00 ~ 22:00|02-6405-8808|
스몰월드 서울대점|서울 관악구 관악로 168 2층|월~금 13:00 ~ 23:30|02-877-7909|
공차 낙성대역점|서울 관악구 남부순환로 1907 1층|매일 07:00 ~ 23:00|02-877-8030|
누아쥬|서울 관악구 쑥고개로 67-1 1층|매일 11:00 ~ 22:00|010-2050-3809|
콜링|서울 관악구 관악로14길 110 지하1층|월 14:00 ~ 21:00|02-545-4083|
파티이머지|서울 관악구 남부순환로 1881|||
캐치카페 서울대|서울 관악구 관악로 165 홍빌딩 9층|월~금 12:00 ~ 22:00|070-8860-7765|
이디야커피 당곡사거리점|서울 관악구 봉천로 245|월~금 08:00 ~ 23:00|02-877-9554|
여기는카페다|서울 관악구 남부순환로218길 1|월~금 08:00 ~ 00:00||
빽다방 봉천역점|서울 관악구 남부순환로 1729|월~금 07:00 ~ 23:00|02-882-5585|
카페코네코|서울 관악구 남부순환로 1527 1층 101호|월~금 08:30 ~ 20:30|010-9769-8525|
그리니|서울 관악구 남부순환로172길 36 1층 101호|월,수,목,금 10:00 ~ 20:00|010-2833-5230|
거북이카페|서울 관악구 신림동길 8||02-882-2148|
채원|서울 관악구 신림동 638-50 1층||02-865-4868|
마인드멜드|서울 관악구 관악로14길 22 2층|월,화,목,금,토,일 11:00 ~ 22:00|010-2565-9401|
놀러와플 신림점|서울 관악구 봉천로6길 46 1층|월,수,목,금,토,일 11:30 ~ 03:00|02-811-1329|
데일리스터디카페 봉천점|서울 관악구 봉천로 415||02-872-4841|
CSI VR방탈출카페 신림점|서울 관악구 남부순환로 1600-8 금성빌딩 3층||02-3285-1117|
빽다방 관악구청점|서울 관악구 관악로 155 1층|매일 08:00 ~ 22:00|02-877-6966|
빽다방 신림역2호점|서울 관악구 신림로 322 1층|매일 09:30 ~ 23:00|02-882-1609|
커스텀커피 봉천e편한세상점|서울 관악구 참숯1길 14 1층 101호|월~토 08:30 ~ 19:00|070-8100-7860|
북덕방|서울 관악구 봉천로 544-1 2층||010-7296-7236|
공차 보라매점|서울 관악구 보라매로5가길 7 캐릭터그린빌 105,106호|매일 09:00 ~ 23:00|070-8267-4130|
엘리14|서울 관악구 낙성대역14길 3|매일 10:00 ~ 23:00||
지유명차 사당점|서울 관악구 남현길 22 2층|매일 10:00 ~ 19:00|010-7458-9224|
아노플라|서울 관악구 은천로 156|매일 09:00 ~ 23:00||
다온죽카페 서울대역본점|서울 관악구 관악로 244 2층 202호|매일 09:00 ~ 23:00|02-878-0999|
언사이드 커피로스터스|서울 관악구 난곡로75길 11 1층|매일 09:00 ~ 22:00||
애니앤바니|서울 관악구 시흥대로 560 2층||02-859-5702|
메가MGC커피 관악구청점|서울 관악구 관악로 164 1층 111호|월~금 08:00 ~ 23:00|02-875-0888|
이디야커피 난곡사거리점|서울 관악구 남부순환로 1444|매일 07:30 ~ 23:00|02-865-5988|
아마스빈 녹두거리점|서울 관악구 호암로22길 21 1층||02-875-2479|
메가MGC커피 당곡역점|서울 관악구 보라매로 2 신흥빌딩 104호||02-875-7577|
도씨네커피 본점|서울 관악구 남부순환로 1679 2층|매일 09:00 ~ 22:00|02-886-0045|
만랩커피 신림별빛거리점|서울 관악구 신림동7길 29 1층|월~목 09:00 ~ 22:00|02-887-0110|
작은사치|서울 관악구 인헌길 63|둘째,넷째 월요일||
메가MGC커피 봉천역점|서울 관악구 남부순환로 1740 명당빌딩 1층|매일 08:00 ~ 23:00|02-878-8840|
정원사주타로샵|서울 관악구 신림로 364 지하1층|매일 12:00 ~ 22:30|02-875-4983|
포퀸스보드카페|서울 관악구 관악로 152 3층|월~금 13:00 ~ 02:00|02-877-6787|
카페 이비자|서울 관악구 남부순환로 1690 2층|매일 08:00 ~ 22:00||
메가MGC커피 신림난곡점|서울 관악구 난우길 8 1층||02-861-2332|
