맛집명|주소|영업시간|전화번호|대표사진주소
보노보노플러스 삼성점|서울 강남구 테헤란로 508 해성2빌딩 지하 1층|영업시간 월~금 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 18:00|02-3288-8080|
리북집 논현직영점|서울 강남구 학동로2길 45 1층|월~토 11:00 ~ 00:30|02-540-8589|
강남진해장|서울 강남구 테헤란로5길 11|매일 00:00 ~ 24:00|02-557-2662|
다운타우너 청담|서울 강남구 도산대로53길 14 1층|영업시간 매일 11:30 ~ 21:30|070-8833-3696|
수담한정식|서울 강남구 봉은사로 418|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-558-4900|
정식당|서울 강남구 선릉로158길 11|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-517-4654|
도산분식 압구정점|서울 강남구 도산대로49길 10-6 젤로빌딩 1층|영업시간 매일 12:00 ~ 20:30|02-514-5060|
돝고기506|서울 강남구 역삼로17길 53 서연빌딩 2,3층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-6933-9501|
테라로사 포스코센터점|서울 강남구 테헤란로 440 포스코센터 1층|영업시간 월~금 07:30 ~ 21:00|033-648-2760|
어글리스토브 강남역점|서울 강남구 강남대로98길 20 1층|영업시간 매일 10:30 ~ 22:30|02-558-8459|
일일향 압구정1호점|서울 강남구 논현로168길 30|영업시간 매일 11:30 ~ 21:30|02-545-6154|
신동궁감자탕뼈숯불구이 선릉직영점|서울 강남구 선릉로86길 39|월~토 09:00 ~ 08:00|02-558-7944|
텍사스데브라질 압구정점|서울 강남구 논현로 854 지하 1층|영업시간 매일 11:30 ~ 22:30 · 브레이크타임 월~금 16:00 ~ 17:30|02-3442-7734|
프리모바치오바치 강남점|서울 강남구 강남대로 416 2층|영업시간 매일 11:00 ~ 23:00|02-501-0885|
갓덴스시 강남점|서울 강남구 테헤란로 109 강남제일빌딩 1층|영업시간 매일 11:00 ~ 21:30|02-2051-1477|
페어링룸|서울 강남구 도산대로81길 14 1층|매일 11:00 ~ 00:00||
두껍삼 역삼직영점|서울 강남구 테헤란로8길 17 1~3층|영업시간 월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|1670-3592|
능라도 강남점|서울 강남구 삼성로 534|영업시간 매일 11:30 ~ 21:30|02-569-8939|
장인닭갈비 강남점|서울 강남구 테헤란로1길 19 지하1층|영업시간 매일 11:00 ~ 23:00|02-3452-3441|
한일관 압구정점|서울 강남구 압구정로38길 14|영업시간 매일 11:30 ~ 21:30|02-732-3735|
카페캠프통|서울 강남구 압구정로42길 27|영업시간 매일 12:00 ~ 19:00|02-3445-0369|
덕후선생|서울 강남구 선릉로 822 유리빌딩 5층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00|02-514-3663|
신동궁감자탕 역삼본점|서울 강남구 테헤란로10길 21|영업시간 월,화,수,목,금,일 11:00 ~ 22:00||
창고43 강남점|서울 강남구 강남대로 362 대륭강남타워 지하1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30||
썸띵어바웃커피|서울 강남구 강남대로102길 30 1~3층|영업시간 매일 12:00 ~ 23:00||
육전식당 4호점|서울 강남구 테헤란로8길 11-4 1층|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임1 월~토 14:30 ~ 17:00|02-3452-6373|
한성칼국수|서울 강남구 언주로148길 14 청호상가빌딩 가동 2층|영업시간 월~금 11:30 ~ 21:50 · 브레이크타임 월,화,수,목,금,일 15:00 ~ 17:00|02-544-0540|
피양옥|서울 강남구 삼성로133길 14 1층 101호|영업시간 매일 11:00 ~ 22:00|02-545-9311|
뉴만두집|서울 강남구 압구정로 338|영업시간 월~토 12:00 ~ 21:00 · 브레이크타임 월~토 16:00 ~ 17:30|02-544-3710|
포브라더스 도곡점|서울 강남구 논현로28길 40 덕영빌딩 1층|영업시간 매일 11:00 ~ 22:00|02-574-4147|
길목|서울 강남구 영동대로129길 10 1층|영업시간 월~토 16:00 ~ 23:00|02-518-9710|
경천애인2237 삼성본점|서울 강남구 테헤란로 421 암천빌딩 3층|영업시간 월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:00 ~ 17:00|02-553-2237|
대가방 본점|서울 강남구 선릉로145길 13 럭스웨이빌딩 1층|영업시간 월~금 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-544-6336|
카페413프로젝트|서울 강남구 논현로97길 19-11|월요일|070-7798-0544|
랑데자뷰 강남점|서울 강남구 봉은사로6길 39 1층|영업시간 매일 11:00 ~ 22:00|02-552-0204|
묵전|서울 강남구 언주로168길 22|매일 11:30 ~ 02:00|02-548-1461|
정돈 강남점|서울 강남구 강남대로110길 19-1 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 14:00 ~ 17:00||
리틀넥 청담|서울 강남구 도산대로51길 17 1층|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-792-1476|
유정식당|서울 강남구 도산대로28길 14|영업시간 월~금 10:00 ~ 22:00|02-511-4592|
쮸즈|서울 강남구 도산대로17길 13|월,일요일|02-6081-9888|
최가네 버섯샤브매운탕칼국수|서울 강남구 도산대로51길 36 2층|영업시간 매일 11:00 ~ 21:50 · 브레이크타임 매일 14:40 ~ 17:00|02-547-7676|
별양집|서울 강남구 테헤란로43길 17 지하1층, 1층|매일 12:00 ~ 06:00|02-501-2937|
이도곰탕 본점|서울 강남구 논현로94길 29-5|영업시간 월~금 10:00 ~ 22:00|02-569-0524|
미즈컨테이너 이스트점|서울 강남구 강남대로102길 13-3|영업시간 매일 12:00 ~ 22:00||
일일향 2호점|서울 강남구 봉은사로 167|영업시간 매일 11:30 ~ 21:30|02-512-9181|
세종한우 2호점|서울 강남구 논현로 642|매일 00:00 ~ 24:00|02-516-3330|
곰바위|서울 강남구 영동대로115길 10|영업시간 매일 11:00 ~ 23:00|02-511-0068|
크래버대게나라 강남점|서울 강남구 언주로 620 현대인텔렉스빌딩 1층|영업시간 매일 11:30 ~ 23:00|02-547-7998|
코다차야 강남점|서울 강남구 강남대로 468 지하1층|월,화,수,목,일 17:00 ~ 24:00||
파크루안 역삼점|서울 강남구 논현로 430 아세아빌딩 지하1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-562-5565|
은행골 신사점|서울 강남구 강남대로152길 42 2층|영업시간 월~토 11:00 ~ 22:30|02-3444-4988|
해담채 강남점|서울 강남구 테헤란로10길 18 역삼823빌딩 지하1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30|02-558-4997|
홍명|서울 강남구 논현로131길 10|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-548-2223|
해몽|서울 강남구 학동로41길 32|월~토 17:00 ~ 24:00|02-515-6080|
도산맘마|서울 강남구 압구정로42길 45|영업시간 매일 10:00 ~ 23:00|02-511-0620|
삼육가 논현직영점|서울 강남구 강남대로114길 8 지하1층,1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00|02-541-8055|
대려도|서울 강남구 역삼로 118 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-555-0550|
강강술래 청담점|서울 강남구 도산대로 535 1,2층|영업시간 매일 11:00 ~ 22:00|02-3443-3392|
한성양갈비양꼬치 강남점|서울 강남구 강남대로78길 25|매일 13:00 ~ 01:00|02-556-6692|
아방궁|서울 강남구 역삼로1길 18|매일 00:00 ~ 24:00|02-568-0772|
긴자 청담점|서울 강남구 도산대로 534|영업시간 매일 11:30 ~ 22:00|02-3446-8305|
진대감 선릉점|서울 강남구 테헤란로70길 25|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-564-1253|
브루클린더버거조인트 가로수길점|서울 강남구 도산대로15길 12 가로수빌딩 1층|영업시간 매일 11:00 ~ 22:00|02-545-0718|
세광양대창 논현점|서울 강남구 강남대로118길 12 부경빌딩 1층|영업시간 월~금 16:30 ~ 23:30|02-558-8484|
온달집 본점|서울 강남구 강남대로152길 28 1층|매일 17:00 ~ 03:00|02-511-5262|
필경재|서울 강남구 광평로 205|영업시간 매일 12:00 ~ 22:00|02-445-2115|
송쉐프 본점|서울 강남구 도산대로1길 40|영업시간 매일 11:30 ~ 21:30|02-546-1178|
60년전통신촌황소곱창 강남직영점|서울 강남구 강남대로100길 13 1층|매일 13:00 ~ 01:00|02-556-2640|
스시코우지|서울 강남구 도산대로 318 어넥스 B동 3층|영업시간 월~금 12:00 ~ 22:00 · 브레이크타임1 월~금 14:00 ~ 18:30|02-541-6200|
잠수교집 5호점|서울 강남구 언주로153길 14 1층|영업시간 매일 11:30 ~ 22:00|02-543-0434|
맛짱조개|서울 강남구 언주로136길 10 1층|월~토 16:00 ~ 02:00|02-516-4787|
영동교집 청담직영점|서울 강남구 선릉로148길 11 1층|매일 11:30 ~ 01:00|02-543-5882|
후레쉬빌 삼성역본점|서울 강남구 테헤란로108길 19 부림빌딩 1층|영업시간 월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:30 ~ 16:00|0507-1489-9805|
달맞이|서울 강남구 강남대로128길 10|매일 17:00 ~ 02:00|010-2738-2108|
현우동|서울 강남구 논현로149길 53 래성빌딩 101호|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:30|02-515-3622|
스시소라 대치점|서울 강남구 삼성로85길 33 현대썬앤빌 2층 203호|영업시간 매일 11:30 ~ 22:00|02-567-8200|
뜨락|서울 강남구 영동대로142길 13-3|영업시간 매일 11:30 ~ 23:00|02-543-2987|
감성타코 강남역점|서울 강남구 강남대로 406 지하1층|영업시간 매일 11:30 ~ 22:00|02-565-8830|
천미미|서울 강남구 강남대로152길 11 1층|월~토 11:00 ~ 05:00|02-540-7200|
카페써드|서울 강남구 선릉로131길 11 1층|영업시간 매일 08:00 ~ 23:00|070-7773-4559|
블루보틀 압구정 카페|서울 강남구 논현로 854 안다즈호텔 101호|영업시간 매일 08:00 ~ 20:00|1533-6906|
고센|서울 강남구 선릉로158길 18|월~토 11:00 ~ 05:00|02-515-1863|
이대성의 진면목|서울 강남구 삼성로100길 23-3 1층|매일 10:00 ~ 24:00|02-569-7577|
강남곱|서울 강남구 역삼로3길 12 1, 2층|월~토 16:00 ~ 24:00|02-538-7592|
을밀대 강남점|서울 강남구 테헤란로4길 46 지하1층|영업시간 매일 11:00 ~ 22:00|02-552-1922|
외고집설렁탕|서울 강남구 삼성로 555 알앤텍빌딩 1층|영업시간 월~토 11:00 ~ 21:00|02-567-5225|
마켓오 압구정점|서울 강남구 도산대로 310 2층|영업시간 매일 11:30 ~ 22:00|02-515-0105|
백억하누 강남본점|서울 강남구 테헤란로5길 29|영업시간 매일 11:30 ~ 22:30|02-568-8592|
강남면옥 신사점|서울 강남구 논현로152길 34 1층|영업시간 매일 11:00 ~ 22:00|02-3446-5539|
마초갈비 선릉역점|서울 강남구 선릉로93길 11 1층|월~토 00:00 ~ 24:00|02-567-0903|
빌즈 강남|서울 강남구 테헤란로 142 아크플레이스 2층|영업시간 매일 10:30 ~ 22:00|02-568-1353|
몽중헌 대치점|서울 강남구 영동대로 325 S-TOWER 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 18:00|02-565-5757|
밍글스|서울 강남구 도산대로67길 19 힐탑빌딩 2층|월요일|02-515-7306|
정월|서울 강남구 강남대로102길 46 1층|영업시간 매일 11:00 ~ 22:00|02-6013-0926|
봉밀가|서울 강남구 선릉로 664 1층|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00|02-546-2305|
반룡산|서울 강남구 테헤란로78길 26 1층|영업시간 월~금 11:00 ~ 22:00|02-3446-8966|
무월 강남점|서울 강남구 봉은사로4길 21|영업시간 월,화,수,목,금,일 13:00 ~ 21:00|02-555-3060|
C27 가로수길본점|서울 강남구 도산대로15길 39|영업시간 매일 10:00 ~ 21:00|02-544-1527|
김수사|서울 강남구 도산대로 132 1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:30|02-542-5235|
취영루 논현점|서울 강남구 학동로2길 11|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:30|02-511-6666|
불이아 역삼점|서울 강남구 논현로 514|영업시간 매일 11:00 ~ 23:00|02-556-6689|
피양콩할마니 본점|서울 강남구 삼성로81길 30|영업시간 매일 11:30 ~ 22:00|02-508-0476|
금수복국 압구정점|서울 강남구 언주로 821 금수빌딩 2,3층|매일 00:00 ~ 24:00|02-542-5482|
봉우리 역삼본점|서울 강남구 논현로94길 25-3|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-564-8551|
평양면옥|서울 강남구 논현로150길 6|영업시간 매일 11:00 ~ 21:30|02-549-5378|
더페이머스버거 신사점|서울 강남구 도산대로 113|영업시간 매일 11:30 ~ 21:30|02-6012-0811|
풍년집|서울 강남구 논현로67길 63|매일 11:00 ~ 24:00|02-539-9886|
한우리 본점|서울 강남구 도산대로 304|영업시간 월~금 11:30 ~ 21:00|02-545-3334|
오리지널팬케이크하우스 가로수길점|서울 강남구 강남대로162길 41 동원빌딩|영업시간 월~금 09:00 ~ 21:00|02-511-7481|
아트몬스터 강남역점|서울 강남구 테헤란로1길 28-3 1, 2층|월~금 17:00 ~ 01:00|02-6448-6110|
이자카야나무 강남2호점|서울 강남구 강남대로78길 8 지하1층|매일 16:00 ~ 05:30|02-558-6787|
온기정|서울 강남구 압구정로4길 13-9 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00|02-545-7940|
마담밍 선릉점|서울 강남구 선릉로86길 5-4 1층|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00|02-567-6992|
신의주찹쌀순대|서울 강남구 영동대로 725|매일 07:00 ~ 24:00 · 브레이크타임 매일 14:30 ~ 17:00||
세시셀라 도산공원점|서울 강남구 도산대로45길 10-4 삼경빌딩 1층|영업시간 매일 11:30 ~ 22:00|02-3448-7100|
테일러커피 신사점|서울 강남구 강남대로160길 31 1층|영업시간 매일 10:00 ~ 22:00|02-511-0355|
마노디셰프 삼성점|서울 강남구 테헤란로87길 21 동성빌딩 지하1층|영업시간 월~토 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-561-9011|
국제수입식당 본점|서울 강남구 논현로79길 62 지하1층|영업시간 매일 11:00 ~ 23:00|02-554-5477|
영동장어|서울 강남구 언주로148길 8 1층|영업시간 월~금 11:30 ~ 23:00|02-3448-9991|
크라이치즈버거 삼성역점|서울 강남구 테헤란로 620 미래에셋타워 지하 1층|영업시간 매일 11:00 ~ 21:30|02-566-6244|
신사모소리|서울 강남구 도산대로1길 24 1층 103호|영업시간 매일 17:00 ~ 23:00||
오스테리아 꼬또 압구정점|서울 강남구 언주로165길 7-12|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-518-1962|
한잔의추억|서울 강남구 논현로175길 68|월~금 14:00 ~ 02:00|02-541-0969|
시추안하우스 삼성점|서울 강남구 테헤란로87길 29 M타워 1층|영업시간 매일 11:30 ~ 22:00|02-508-1320|
로마옥|서울 강남구 강남대로48길 11 지하1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00||
홈수끼 학동점|서울 강남구 언주로 708 경원빌딩 1층|영업시간 매일 08:00 ~ 22:00|02-3445-4124|
참치공방 강남점|서울 강남구 강남대로78길 18 2층|월~토 11:00 ~ 00:30 · 브레이크타임 매일 15:00 ~ 17:00|02-538-0220|
마코토 청담점|서울 강남구 압구정로80길 37 이에스빌딩 2층|월~토 17:30 ~ 02:00|02-546-9218|
칙피스 가로수길점|서울 강남구 강남대로152길 69 1층||02-6956-6780|
육시리 역삼본점|서울 강남구 논현로 420|매일 11:30 ~ 05:00|02-556-6678|
아우어베이커리 가로수길점|서울 강남구 강남대로162길 39|영업시간 매일 10:00 ~ 21:30|02-546-3800|
도쿄등심 압구정점|서울 강남구 도산대로49길 9 스타크빌딩 3층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-547-2260|
명인등심 압구정직영점|서울 강남구 도산대로 211|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00|02-3446-5544|
오복수산 도산점|서울 강남구 도산대로53길 14 2층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|02-545-9966|
우정양곱창|서울 강남구 도산대로30길 23 1층|월~토 17:00 ~ 24:00||
도수향|서울 강남구 선릉로161길 21-4 1층|영업시간 월~금 08:30 ~ 18:00|02-540-2939|
10꼬르소꼬모카페|서울 강남구 압구정로 416 더트리니티빌딩 지하1층|영업시간 월,화,수,목,일 11:00 ~ 23:00||
어썸로즈|서울 강남구 압구정로10길 40 지하1층|영업시간 매일 11:00 ~ 23:00|02-518-0619|
자매수산 1호점|서울 강남구 봉은사로18길 90 1층|매일 14:00 ~ 04:00|02-501-5534|
서래향 수서점|서울 강남구 광평로51길 6-9 1층|영업시간 매일 11:00 ~ 21:30|02-451-8183|
양인환대 양재점|서울 강남구 강남대로42길 17|영업시간 월~토 13:00 ~ 22:00|02-577-1014|
진대감 역삼점|서울 강남구 봉은사로30길 75 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 16:30|02-552-2472|
윤화돈까스|서울 강남구 도곡로 221 셀라빌딩 1층|영업시간 매일 10:00 ~ 22:00|02-3463-0863|
진풍정 강남점|서울 강남구 테헤란로52길 15 이스타빌 지하2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-538-7733|
사람사는고깃집김일도 선릉점|서울 강남구 역삼로63길 23|영업시간 월~금 12:00 ~ 23:00|02-567-9183|
바이킹스워프 코엑스점|서울 강남구 영동대로 513 컨벤션센터 2층|영업시간 월~금 12:00 ~ 21:00 · 브레이크타임1 월~금 15:00 ~ 18:00|1644-4446|
맷카페|서울 강남구 학동로50길 42 1층|영업시간 매일 11:00 ~ 21:00|070-7599-2212|
함지곱창전문|서울 강남구 학동로2길 33|월~토 14:30 ~ 01:30|02-3444-6919|
수다 대치점|서울 강남구 선릉로86길 37 2층|월,화,수,목,일 16:00 ~ 02:00|02-592-3584|
인량 훠궈|서울 강남구 강남대로140길 9 비피유빌딩 지하1층|월요일|02-516-8777|
까사생갈비|서울 강남구 봉은사로2길 15 1층|매일 11:30 ~ 24:00|02-561-5705|
이치에|서울 강남구 선릉로155길 23-3 2층|월~토 18:00 ~ 24:00|070-4273-4087|
마녀주방 강남점|서울 강남구 강남대로94길 9 크리스탈빌딩 지하 1, 2층|영업시간 월 12:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|070-4240-1116|
대낚식당|서울 강남구 역삼로 137 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30|02-558-5561|
가배도 신논현점|서울 강남구 강남대로110길 13 2,3층|영업시간 매일 11:00 ~ 21:00|02-554-4542|
콴안다오|서울 강남구 강남대로156길 28-2 1층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00||
아우어베이커리 도산본점|서울 강남구 도산대로45길 10-11 1층|영업시간 월~금 09:00 ~ 21:00|02-545-5556|
이남장 삼성점|서울 강남구 봉은사로108길 21|영업시간 월~금 10:00 ~ 22:00|02-569-8726|
큰물참치 강남점|서울 강남구 테헤란로2길 27 페스트파이브빌딩 102호|영업시간 매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 16:30|02-538-2979|
더라운드 삼성점|서울 강남구 영동대로 648|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-543-4448|
청초수물회섭국 강남점|서울 강남구 압구정로28길 24|영업시간 매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00|02-516-5050|
스시메이진 강남점|서울 강남구 강남대로 432 점프밀라노 5층|영업시간 매일 11:30 ~ 22:00|02-6440-5500|
압구정하루|서울 강남구 언주로172길 56 1층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 16:00 ~ 17:00|02-514-5557|
비어룸|서울 강남구 강남대로98길 22|월요일|0507-1429-5956|
정돈프리미엄|서울 강남구 강남대로160길 28|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00|02-549-0924|
브루클린더버거조인트 삼성점|서울 강남구 봉은사로84길 10|월요일|02-555-7180|
청국장과보리밥 수서점|서울 강남구 광평로46길 5-5|영업시간 매일 10:30 ~ 21:00|02-3414-3313|
영동원삼겹살|서울 강남구 강남대로 520|매일 00:00 ~ 24:00|02-541-5090|
카페무라노|서울 강남구 강남대로110길 21 1층|영업시간 매일 12:00 ~ 20:00|02-555-8853|
훠궈나라 강남점|서울 강남구 봉은사로2길 35 소현빌딩 2층|영업시간 매일 11:30 ~ 22:00|02-554-7701|
마노디셰프 강남점|서울 강남구 테헤란로 129 강남N타워 지하1층|영업시간 매일 11:00 ~ 22:00|02-553-5311|
신미식당|서울 강남구 압구정로 214 1층|영업시간 월,화,수,목,일 11:00 ~ 22:00|02-516-4900|
뻐꾸기|서울 강남구 도산대로17길 4|매일 17:00 ~ 05:00|02-512-6798|
루위|서울 강남구 도산대로 211 1층|영업시간 매일 11:30 ~ 22:00|02-3445-0003|
어성|서울 강남구 언주로 843 2층|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00|02-3442-6686|
김돈이 본점|서울 강남구 선릉로94길 9|월~금 11:00 ~ 05:00|02-558-5256|
논현손칼국수|서울 강남구 논현로111길 16 1층|영업시간 월~금 09:30 ~ 19:50 · 브레이크타임 월~금 16:00 ~ 17:00|02-517-6030|
붓처스컷 삼성점|서울 강남구 테헤란로87길 17 지하1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-552-6647|
알부자 강남본점|서울 강남구 강남대로98길 14 재상빌딩 1,2층|영업시간 월~금 10:00 ~ 23:00 · 브레이크타임 월~금 15:30 ~ 17:00|02-508-4629|
강남보물섬|서울 강남구 테헤란로20길 11-1|매일 16:00 ~ 05:00|02-566-3563|
청담돈|서울 강남구 도산대로49길 11 2층|영업시간 매일 11:30 ~ 22:00|02-549-0302|
대도식당 삼성점|서울 강남구 삼성로 545 1~3층|영업시간 월~금 11:00 ~ 22:30|02-561-2283|
벽돌해피푸드 압구정점|서울 강남구 도산대로51길 36 1층|월~목 12:00 ~ 24:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-514-0200|
진전복삼계탕|서울 강남구 선릉로129길 21 1층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-515-8937|
우미학|서울 강남구 압구정로30길 51 I.S.A빌딩 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:30|02-518-2213|
트리아농|서울 강남구 학동로59길 43|영업시간 월~토 09:00 ~ 22:00|070-8129-5955|
왕스펍|서울 강남구 강남대로98길 11|매일 14:00 ~ 01:00|02-538-2888|
논탄토|서울 강남구 도산대로17길 35|영업시간 매일 11:00 ~ 22:00||
루프808|서울 강남구 강남대로 470 808타워 16층|매일 17:00 ~ 01:00|02-3452-8088|
백곰막걸리|서울 강남구 압구정로48길 39|월,일요일|0507-1377-7644|
젠제로|서울 강남구 선릉로126길 14 1층|월요일|02-543-1261|
기욤 청담점|서울 강남구 선릉로152길 17|월,화,수,목,일 10:00 ~ 24:00|02-512-6701|
라비옥|서울 강남구 테헤란로25길 42|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-538-8592|
