맛집명|주소|영업시간|전화번호|대표사진주소
폼앤노말|서울 관악구 신림로67길 25 1층|영업시간 매일 11:00 ~ 22:00|010-4053-1124|
동명 IZAKAYA|서울 관악구 남현1길 42 남현빌딩 4층|월~목 16:00 ~ 24:00|02-522-8227|
텐동요츠야|서울 관악구 관악로14길 35 1층|월요일||
외래향 서울대점|서울 관악구 남부순환로 1801 2층 201호|영업시간 월~금 11:30 ~ 21:00 · 브레이크타임 매일 14:20 ~ 17:00|02-888-1224|
막 불감동 신림본점|서울 관악구 남부순환로 1599 지하1층|영업시간 매일 11:00 ~ 22:00|02-883-2110|
청송산오징어|서울 관악구 남현1길 8|월~금 15:00 ~ 01:00|02-584-5286|
제주상회|서울 관악구 관악로12길 108 지하 1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 17:00|02-883-7083|
고기싸롱 신대방역점|서울 관악구 난곡로 339|매일 12:00 ~ 24:00|02-838-8295|
모힝|서울 관악구 남부순환로226길 36 2층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-873-5164|
만성찬팅|서울 관악구 신림로 322-4 1층|영업시간 매일 12:00 ~ 23:30|02-883-1978|
한우정육마당 구로점|서울 관악구 시흥대로164길 3|영업시간 월~금 11:00 ~ 22:30|02-867-0070|
고베그릴|서울 관악구 남부순환로 2082-25 5층|영업시간 매일 11:30 ~ 23:40|02-3472-6073|
숙이네조개전골 서울대입구점|서울 관악구 관악로16길 41 1층|월~금 15:00 ~ 01:00|02-878-4645|
사생활 신림점|서울 관악구 신사로14길 19 지하1층|매일 11:00 ~ 02:00||
서울집 신림직영점|서울 관악구 신림동길 6|매일 12:00 ~ 24:00|02-872-7610|
마뇨떡볶이|서울 관악구 신원로 35 삼모더프라임타워 2층|영업시간 매일 11:00 ~ 21:30|02-873-6262|
시골집|서울 관악구 낙성대로 22-7|영업시간 월~금 10:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00|02-874-7333|
쥬벤쿠바|서울 관악구 관악로14나길 10 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-6032-0278|
미림분식|서울 관악구 호암로 553|영업시간 매일 11:30 ~ 20:00||
강릉형제장칼국수 서울점|서울 관악구 대학5길 10-7 1층|월요일|02-871-8852|
깡통닭갈비|서울 관악구 남부순환로 1597-14|월~금 15:00 ~ 01:00|02-873-7770|
스시나마|서울 관악구 신림로 324 2층|영업시간 월,수,목,금,토,일 11:00 ~ 22:00|02-885-3572|
백산식당|서울 관악구 관악로14길 60|월~금 17:00 ~ 24:00|02-877-8271|
고모네정육식당 신원시장점|서울 관악구 신원로3길 50|월요일|02-838-8478|
정가 한정식|서울 관악구 남부순환로 1710 이너스빌딩|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:30|02-884-8988|
오첨지|서울 관악구 남부순환로176길 18 2층|영업시간 월,수,목,금,토,일 11:00 ~ 21:00|02-889-8016|
온고지신|서울 관악구 관악로14길 101 1, 2층|영업시간 매일 12:00 ~ 22:00|02-6338-5977|
봉이돈까스|서울 관악구 남부순환로 1754|영업시간 매일 11:00 ~ 21:00|02-877-7009|
우리가참순대|서울 관악구 관악로 148 지하1층|영업시간 매일 10:00 ~ 23:00|02-883-1063|
부림|서울 관악구 청룡1길 7|매일 00:00 ~ 24:00|02-884-9359|
온돌 샤로수길점|서울 관악구 봉천로 534 1층|영업시간 매일 11:30 ~ 22:30 · 브레이크타임2 월~금 15:00 ~ 17:00|02-873-8712|
옷살|서울 관악구 관악로 164 대우디오슈페리움 1단지 지하1층 104~105호|영업시간 매일 11:00 ~ 22:00|02-882-6527|
천미미|서울 관악구 시흥대로 552 2층|영업시간 월~금 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-839-0809|
속초오징어어시장 사당점|서울 관악구 남현1길 47 1,2층|영업시간 매일 11:30 ~ 17:30|02-586-1410|
마이무|서울 관악구 낙성대로 22-10 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-882-8933|
힘찬정육식당 사당역직영점|서울 관악구 남현1길 58|매일 11:00 ~ 01:00|02-521-6366|
미나리생삼겹|서울 관악구 남부순환로 1585-3 1층|매일 14:30 ~ 24:00|02-884-9292|
스시려|서울 관악구 봉천로 456|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30|02-874-1275|
정원쌈밥보리밥|서울 관악구 신림로18가길 23|영업시간 매일 10:00 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:00|02-887-6454|
안녕부산|서울 관악구 관악로14길 45|월,수,목,금,토,일 11:30 ~ 02:00 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00|02-6407-0718|
부뚜막|서울 관악구 남부순환로 1597-15|월~금 16:00 ~ 24:00|02-884-3692|
신풍루곱창|서울 관악구 은천로2길 18 1층|매일 13:30 ~ 24:00|02-877-6681|
경식이네알쌈쭈꾸미 신림본점|서울 관악구 난곡로 325 1층|영업시간 월~금 11:00 ~ 22:00|02-855-3635|
멕스칸즉석햄버거|서울 관악구 당곡길 9|월요일|02-884-0280|
소담촌 봉천현대시장직영점|서울 관악구 양녕로 50 금강빌딩 2층|영업시간 매일 11:00 ~ 22:00|02-876-0977|
황홀경|서울 관악구 관악로14길 37 지하1층|영업시간 매일 12:00 ~ 22:30|02-6449-7362|
풍천민물장어삼억집|서울 관악구 남부순환로 1875|영업시간 매일 11:30 ~ 22:00|02-887-6888|
고창복의낙지세상 봉천점|서울 관악구 남부순환로 1725|영업시간 매일 11:00 ~ 22:00|02-886-4242|
신셰프양꼬치&훠궈 남현동1호점|서울 관악구 남현3길 71|영업시간 매일 12:00 ~ 23:00|02-598-0077|
하정식당|서울 관악구 보라매로 22 1층|월~금 17:30 ~ 01:00|02-883-8382|
동경산책 서울대입구점|서울 관악구 관악로14길 30 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-875-0666|
고로커피로스터스|서울 관악구 남부순환로231길 33 지하1층|영업시간 월,화,금 11:00 ~ 19:00|0507-1411-9023|
낙성곱창|서울 관악구 봉천로 495-3|월~토 16:00 ~ 01:00|02-872-1118|
돈뼈락연탄갈비|서울 관악구 남부순환로 1835-26|매일 12:00 ~ 24:00|02-887-5579|
우리축산정육식당|서울 관악구 신림로65길 26|매일 11:00 ~ 01:00|02-884-2227|
성민양꼬치|서울 관악구 관악로16길 38|매일 14:00 ~ 02:00|02-888-8665|
박막례청진동해장국|서울 관악구 관악로 105|매일 00:00 ~ 24:00|02-875-9882|
모즈타파스라운지|서울 관악구 남부순환로226길 36 지하 1층|영업시간 매일 12:00 ~ 22:00|02-885-8910|
발루토|서울 관악구 신림로23길 28 1층|영업시간 매일 09:00 ~ 23:00|02-875-1155|
라미스콘 샤로수점|서울 관악구 관악로14길 88 지하1층~2층|영업시간 매일 12:00 ~ 22:30|070-8855-3456|
목포수산|서울 관악구 관천로 39|월~토 16:00 ~ 02:00|02-838-2321|
데일리오아시스 샤로수길점|서울 관악구 관악로14길 74-3 1층|영업시간 매일 12:00 ~ 23:00|070-7739-8282|
피자네버슬립스 샤로수길점|서울 관악구 봉천로 534 2층|매일 12:00 ~ 24:00||
티라노커피|서울 관악구 남부순환로230길 39|영업시간 매일 11:00 ~ 23:00||
만양순대국|서울 관악구 은천로 132|영업시간 매일 10:30 ~ 23:00|02-813-9633|
고베규카츠 신림점|서울 관악구 남부순환로176길 8 2층|영업시간 매일 11:30 ~ 22:00|0507-1428-8988|
신림정|서울 관악구 봉천로 248||02-889-1220|
모힝 낙성대점|서울 관악구 봉천로62길 7 2층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-878-3233|
가야|서울 관악구 신림로 323 2층|매일 00:00 ~ 24:00|02-887-2277|
술이남|서울 관악구 신림동길 5 2층|매일 18:00 ~ 05:00|070-4101-0884|
대원갈비|서울 관악구 신림로67길 5|매일 00:00 ~ 24:00|02-883-3532|
데이즈앤데이즈|서울 관악구 시흥대로 578 광안빌딩 2층|영업시간 매일 09:00 ~ 23:00|02-869-0077|
정통집 샤로수길점|서울 관악구 관악로14길 65 1층|월~금 16:30 ~ 24:00|02-877-9006|
동네아저씨치킨|서울 관악구 행운2길 16 강수빌딩 1층|매일 16:00 ~ 02:00|02-872-0029|
메이지커피 M A G E|서울 관악구 난곡로 363-1 2층|영업시간 매일 11:30 ~ 23:00|02-6326-5188|
목포회센타|서울 관악구 남부순환로 1766|월요일|02-877-0969|
신림황소곱창|서울 관악구 신림로65길 42 1층|매일 16:00 ~ 01:00|02-882-7811|
르브와 신림점|서울 관악구 신원로 34 3층|영업시간 월~금 11:30 ~ 22:00|02-883-9363|
비엔나커피하우스 신림점|서울 관악구 신림로 363 1~3층|영업시간 매일 09:00 ~ 23:50|02-875-1683|
돈파스팔레|서울 관악구 남부순환로 1947 소크라테스빌딩 1층|영업시간 월,수,목,금,토,일 12:00 ~ 21:30 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00|02-886-3362|
명돼지갈비|서울 관악구 과천대로 931||02-522-2975|
만경양육관|서울 관악구 남현3길 78 1층|매일 11:00 ~ 01:00|02-586-6577|
삼미옥|서울 관악구 남부순환로 1829-6|영업시간 월~금 08:00 ~ 21:00|02-882-6274|
카페폴|서울 관악구 남부순환로234길 43 1층|영업시간 매일 10:00 ~ 22:00|070-8100-9091|
베이컨시|서울 관악구 봉천로62길 5 옥산빌딩 지하1층|월요일|0507-1428-6958|
소디스커피|서울 관악구 남부순환로230길 45 1층 101호|영업시간 월~토 11:00 ~ 23:00|02-6084-0061|
낀알로이알로이|서울 관악구 청룡2길 29 106호|월요일||
오삼숙이 본점|서울 관악구 대학길 57 1층|월요일|02-882-5332|
오후의과일|서울 관악구 관악로14길 15 2층|영업시간 월,수,목,금,토,일 11:00 ~ 23:00 · 브레이크타임 월,수,목,금,토,일 16:00 ~ 18:00||
토모|서울 관악구 관악로15길 24 2층|월,화,수,목,일 17:00 ~ 03:00|0507-1361-3410|
진우리참치|서울 관악구 봉천로 472 1층 101호|매일 11:30 ~ 24:00|02-889-2233|
라이라이켄|서울 관악구 봉천로53길 5|월요일||
로향양꼬치 서울대2호점|서울 관악구 낙성대로 12 1층||02-887-1812|
장수촌풍천장어직판장|서울 관악구 남부순환로 2082-37 2층|영업시간 매일 10:00 ~ 23:00|02-582-0230|
아띠|서울 관악구 쑥고개로 137||02-876-3110|
또순이순대 본점|서울 관악구 신림로59길 14 원빌딩 1층|매일 00:00 ~ 24:00|02-884-7565|
낭만모로코|서울 관악구 관악로14길 88 번영빌딩 1층|영업시간 월 17:00 ~ 23:00|070-4312-0215|
타이펑|서울 관악구 관악로24길 61|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 16:50|02-875-2082|
탐나종합어시장 서울대입구역점|서울 관악구 남부순환로 1808 1층|매일 11:30 ~ 05:30|02-876-0330|
충청삼겹|서울 관악구 남부순환로230길 15 1층|매일 11:30 ~ 01:00|02-876-8810|
카츠오도|서울 관악구 조원로16가길 51 1층|영업시간 월,수,목,금,토,일 11:20 ~ 21:00|0507-1326-4286|
두리닭발 사당본점|서울 관악구 남현3길 78 2층|월~목 17:00 ~ 24:00|02-6339-8035|
초밥아저씨|서울 관악구 신원로 23 1층|영업시간 월~토 14:00 ~ 23:00|02-3281-2820|
황제갈비|서울 관악구 남부순환로 1644||02-888-9665|
하이보 서울대입구점|서울 관악구 관악로 134 2층|영업시간 월~토 11:00 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00|02-882-8813|
독도해물탕 신림점|서울 관악구 남부순환로 1597-11|매일 17:00 ~ 24:00||
전주식당|서울 관악구 신림로66길 20|영업시간 매일 08:00 ~ 22:30||
교꾸스시|서울 관악구 남현1길 9 한일프라자 1층 106호|월요일|02-586-2355|
서울밥집|서울 관악구 관천로 36-1 1층|매일 00:00 ~ 24:00||
행운동조개|서울 관악구 남부순환로 1835-30 1층|월요일|02-878-1896|
동학주점|서울 관악구 대학5길 29 1층|매일 17:00 ~ 04:00|02-872-6107|
테이블1629|서울 관악구 장군봉2길 32 1층|영업시간 매일 11:00 ~ 23:00|02-883-1629|
오막회집 서울대점|서울 관악구 남부순환로226길 19|매일 16:00 ~ 03:00|02-875-2882|
두만강샤브샤브 봉천점|서울 관악구 봉천로 537 1층|영업시간 매일 11:30 ~ 22:00|02-885-7966|
명품민물장어|서울 관악구 봉천로 453 1층|영업시간 매일 11:30 ~ 23:00 · 브레이크타임 매일 14:30 ~ 16:30|02-875-5559|
생생조개|서울 관악구 관천로 45-1 1층|매일 14:00 ~ 24:00|02-868-5118|
나인온스버거|서울 관악구 관악로12길 108 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00|02-878-9020|
장군집 본점|서울 관악구 청룡2길 19|매일 15:00 ~ 02:00|02-882-0562|
신촌황소곱창|서울 관악구 남부순환로 1597-4|매일 15:00 ~ 02:00|02-876-9111|
모다모다|서울 관악구 관악로14길 36 1층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-6092-3233|
효자골|서울 관악구 봉천로12길 13|월요일|02-884-5954|
한근한방삼계탕|서울 관악구 남부순환로 1739-8|영업시간 매일 10:00 ~ 21:30 · 브레이크타임 매일 15:30 ~ 16:30|02-877-2100|
풍무양꼬치|서울 관악구 시흥대로 572 2층|매일 11:00 ~ 01:00|02-809-9292|
멘쇼우라멘|서울 관악구 남부순환로230길 25|영업시간 매일 11:30 ~ 22:00||
빽돈 샤로수길점|서울 관악구 관악로16길 32-2 1층|월~금 14:00 ~ 12:00|02-6405-7787|
소블리|서울 관악구 남부순환로234길 18 지하1층|매일 15:00 ~ 24:00|070-8888-0401|
진화로 신림본점|서울 관악구 신림동길 10||02-877-0422|
아모르미오|서울 관악구 행운2길 20 1층|영업시간 월~금 08:00 ~ 21:00|070-4306-5006|
문성골족발집|서울 관악구 신원로 16 1층|월요일|02-855-8789|
짬뽕갑 본점|서울 관악구 신림동7길 8 1층|매일 11:00 ~ 01:30|02-882-2113|
카도야라멘 서울대점|서울 관악구 남부순환로 1811|영업시간 매일 11:00 ~ 20:40|02-882-5090|
물찬조개|서울 관악구 조원로 43|매일 15:00 ~ 01:30|02-856-9595|
인투커피|서울 관악구 난곡로 331|영업시간 매일 09:30 ~ 22:00|02-6083-1170|
완산정|서울 관악구 봉천로 484|매일 00:00 ~ 24:00|02-878-3400|
오지편한식당|서울 관악구 관악로14길 105 1층|월,일요일|010-5048-9914|
복돈이부추삼겹살 서울대입구점|서울 관악구 남부순환로 1846|매일 12:00 ~ 02:00|02-885-2774|
지구당|서울 관악구 관악로12길 5|영업시간 월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 17:00|02-888-9929|
참배나무골 사당점|서울 관악구 남부순환로 2068 르메이에르 강남타운1차 지하 1층|영업시간 매일 11:30 ~ 22:00|02-597-5252|
퍼블리코타코|서울 관악구 관악로14길 106 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-871-6282|
봉평옹심이메밀칼국수|서울 관악구 봉천로6길 14|영업시간 매일 10:30 ~ 21:30|02-878-5955|
더멜팅팟|서울 관악구 관악로14길 106 1층 102호|월요일|02-877-1083|
목우촌부추삼겹살 남현점|서울 관악구 남현1길 68-10|매일 12:00 ~ 24:00|02-588-7399|
어부사시가|서울 관악구 관악로14길 31 1층|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 매일 16:00 ~ 17:00|02-877-9288|
서우얼큰칼국수|서울 관악구 관천로11길 154 1층|영업시간 월,수,목,금,토,일 11:30 ~ 20:30|02-859-6657|
산골|서울 관악구 관악로 211 마동 1층 29,46호||02-874-3292|
맥주는별책부록|서울 관악구 관악로 155 지하 1층|매일 17:30 ~ 02:00|02-878-1127|
육진정육식당 본점|서울 관악구 봉천로 397|매일 17:00 ~ 24:00|02-872-3376|
애슐리퀸즈 서울대입구점|서울 관악구 남부순환로 1820 라붐아울렛 9층|영업시간 매일 11:00 ~ 21:00|0507-1441-8200|
탐나종합어시장 난곡사거리점|서울 관악구 남부순환로 1481 1층||02-868-3300|
맥도날드 신림점|서울 관악구 신림로 310|매일 00:00 ~ 24:00|070-7017-0374|
스타벅스 낙성대DT점|서울 관악구 남부순환로 1948|영업시간 매일 07:00 ~ 22:00|1522-3232|
담양죽순추어탕|서울 관악구 남부순환로 2082-37|영업시간 매일 11:00 ~ 22:00|02-597-0036|
차이나당|서울 관악구 낙성대로 16 2층|매일 15:00 ~ 05:00|02-882-0818|
미남참치|서울 관악구 남부순환로 1589|월,일 17:00 ~ 01:00|02-875-7538|
청보리한우|서울 관악구 남부순환로 1453 2층~4층|매일 00:00 ~ 24:00|02-866-8592|
담양에초대 사당역점|서울 관악구 남현1길 38-10 교통문화교육원 2층||02-588-1488|
골목집 사당역점|서울 관악구 남현1길 68-10|매일 12:00 ~ 02:00|02-586-6586|
어사출또 신림역점|서울 관악구 남부순환로 1597-8 2층|영업시간 매일 14:00 ~ 21:00|02-888-9114|
삼수갑산|서울 관악구 남현1길 38-9|영업시간 매일 10:00 ~ 22:00|02-521-0056|
오인자아구찜|서울 관악구 남부순환로 1924|영업시간 매일 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 16:30|02-882-8422|
미남포차|서울 관악구 봉천로 236 1층|매일 17:00 ~ 03:00|070-7736-1631|
라공방 신림점|서울 관악구 신림로 340 르네상스쇼핑몰 1층|영업시간 매일 11:00 ~ 23:00|02-883-1113|
삼차|서울 관악구 관악로16길 13 1층|매일 11:50 ~ 01:00 · 브레이크타임 월~금 15:00 ~ 16:00|02-882-7797|
마티스커피 신림점|서울 관악구 신림로59길 15-6 2층|영업시간 매일 12:00 ~ 23:00|02-884-6321|
가야촌유황오리 봉천점|서울 관악구 봉천로 407|영업시간 매일 11:00 ~ 22:30|02-886-5292|
산촌쭈꾸미 서울대점|서울 관악구 신림로 211 고바우빌딩 1층|영업시간 매일 11:00 ~ 22:00|02-6085-2505|
고앤고 본점|서울 관악구 남부순환로 1665 1층|매일 17:00 ~ 02:00|02-882-8492|
이가 서울대점|서울 관악구 봉천로 485-1|월~금 17:30 ~ 02:00||
우리설렁탕 신림점|서울 관악구 신림로 190|매일 00:00 ~ 24:00||
가네샤|서울 관악구 대학길 46|영업시간 매일 11:00 ~ 22:00|02-6123-9799|
제주탐하리 신림점|서울 관악구 남부순환로 1597-12 1층|매일 17:30 ~ 01:00|02-883-3207|
미남대게 신림점|서울 관악구 신림로64길 17|매일 11:00 ~ 01:00|02-6409-2235|
도림항|서울 관악구 조원로4길 8|영업시간 월~토 17:00 ~ 22:00|070-7793-0385|
삼백돈돈가츠 본점|서울 관악구 남부순환로230길 48 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 월~금 16:00 ~ 17:00|02-872-6443|
이자카야 혼네|서울 관악구 관악로14길 6-4 1층|매일 18:00 ~ 24:00|010-5905-6250|
고명집|서울 관악구 봉천로 482 2층|영업시간 매일 15:00 ~ 23:00|02-883-5988|
우마|서울 관악구 신원로 26 동부아파트상가 101동 124호|영업시간 월~토 17:00 ~ 21:00|02-830-4549|
고기박사 서울대점|서울 관악구 남부순환로 1874 화창빌딩 1층|매일 16:00 ~ 05:00|02-871-1101|
구영회참치&초밥 신림점|서울 관악구 신원로 34 2층|영업시간 월~토 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-888-8883|
스타벅스 관악서울대입구R점|서울 관악구 관악로 158 BS타워 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
진순자김밥 봉천본점|서울 관악구 청룡1길 19|영업시간 월~토 08:00 ~ 23:00|02-883-1824|
시트론오피스|서울 관악구 남부순환로234길 18 2층|영업시간 매일 12:00 ~ 22:00|02-878-0407|
삼촌네|서울 관악구 신림로59길 12 양지순대타운|매일 10:00 ~ 02:00|02-876-7704|
상무초밥 구로디지털점|서울 관악구 시흥대로 568 1층|영업시간 매일 11:00 ~ 23:00|02-859-3339|
스타벅스 신림DT점|서울 관악구 남부순환로 1419|영업시간 월~금 07:00 ~ 22:00|1522-3232|
토리고야 사당역점|서울 관악구 남현1길 68-6|매일 16:00 ~ 05:00||
스시와|서울 관악구 남부순환로246길 43|월요일|02-882-1686|
흑산도홍어|서울 관악구 남현1길 10 1층 101호|영업시간 월~토 13:00 ~ 23:00|02-581-2534|
킹크랩대게한상 봉천점|서울 관악구 남부순환로 1685|영업시간 매일 12:00 ~ 22:20|02-888-8980|
밀향기손칼국수|서울 관악구 봉천로 593 1층|영업시간 매일 08:30 ~ 22:00|02-886-5479|
스타벅스 사당R점|서울 관악구 남부순환로 2082-25 1,2층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
연탄부락 낙성대점|서울 관악구 남부순환로 1891|매일 16:00 ~ 03:00|02-885-8158|
쩐호우양꼬치&샤브샤브|서울 관악구 남부순환로 1597-15 2층|매일 00:00 ~ 24:00|02-888-7779|
피자보이시나 서울대점|서울 관악구 남부순환로234길 31 1층|영업시간 월,수,목,금,토,일 12:00 ~ 23:00|02-877-6550|
커피볶는여자|서울 관악구 관악로14가길 2|영업시간 매일 12:00 ~ 23:30||
청기와타운 서울대점|서울 관악구 남부순환로 1838 1층|영업시간 매일 11:30 ~ 22:00||
육회공작소 신림점|서울 관악구 신림로59길 8-3 2층|월~금 17:00 ~ 04:00|02-884-4827|
구로곱창|서울 관악구 조원로 9|영업시간 월,화,수,목,일 17:00 ~ 22:50|02-839-7848|
정숙성|서울 관악구 남부순환로226길 31 1층|영업시간 매일 14:00 ~ 22:00|0507-1370-6668|
만석곱창|서울 관악구 봉천로 491-1|매일 16:00 ~ 03:00|02-876-2496|
장수촌 풍천장어직판장|서울 관악구 봉천로 258|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:00|02-874-4748|
크래프트라인|서울 관악구 과천대로 947 사당타워 지하1층|월~목 18:00 ~ 01:00|010-3546-1353|
투썸플레이스 사당점|서울 관악구 남부순환로 2082-33 성광빌딩 1층|영업시간 매일 07:00 ~ 23:00|02-581-7767|
지리산삼계탕 2호점|서울 관악구 신림로 300 웅산빌딩 2층|영업시간 매일 11:00 ~ 22:00|02-885-2015|
토당골|서울 관악구 봉천로12길 42|매일 13:30 ~ 24:00|02-887-0252|
메이드바이아린|서울 관악구 남부순환로230길 40-4 1층|영업시간 월,수,목,금 12:30 ~ 20:00|02-883-0077|
풍천민물장어 신림점|서울 관악구 신림로 242 정진빌딩 1층|매일 12:00 ~ 01:00|02-878-7888|
이자카야잔잔 샤로수길점|서울 관악구 남부순환로230길 22 1층|월~금 18:00 ~ 02:00|02-877-0876|
보스커피&브런치|서울 관악구 봉천로33길 7 1층|매일 10:30 ~ 24:00|02-872-8345|
스타벅스 서울대입구역점|서울 관악구 남부순환로 1812|영업시간 월~금 07:00 ~ 22:00|1522-3232|
전주익산집|서울 관악구 신림로59길 14 원조순대타운 3층 302호|매일 09:00 ~ 02:00|02-888-8496|
오술차 사당역점|서울 관악구 과천대로 955 3층|월,화,수,목,일 17:00 ~ 03:00|02-588-5009|
소백양샤브샤브|서울 관악구 봉천로 467 2층|매일 10:00 ~ 01:00|02-875-5188|
별미분식|서울 관악구 남현2길 46 1층 101호|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|070-8101-9705|
까꿍돼지사당삼겹살|서울 관악구 남현1길 68-6|영업시간 월~금 13:00 ~ 23:30||
신기루황소곱창구이|서울 관악구 관악로13길 25|월~금 17:00 ~ 24:00|02-887-5000|
카페녹다|서울 관악구 신림로15길 31 1층|영업시간 매일 08:00 ~ 23:00||
분짜하노이 서울대입구점|서울 관악구 관악로 154 지하 1층|영업시간 매일 11:00 ~ 22:00|02-882-4102|
이상범스시 봉천점|서울 관악구 봉천로 407-1 1층|영업시간 월,화,목,금,토,일 11:30 ~ 22:00|02-883-5913|
장터참숯무한리필 신림점|서울 관악구 신림로 381|월~금 14:00 ~ 01:00|02-875-7708|
다글다글|서울 관악구 남현길 63-5 1층|매일 12:00 ~ 24:00|02-583-3231|
루비정|서울 관악구 남부순환로198길 7|영업시간 매일 11:30 ~ 23:00|02-883-1358|
해인어시장|서울 관악구 남부순환로 1587|매일 11:00 ~ 06:00|02-886-1997|
수산식당|서울 관악구 남부순환로 2082-25 4층|영업시간 매일 11:30 ~ 23:30|02-581-6071|
통큰갈비|서울 관악구 남부순환로 1599-4 1층|월~금 14:00 ~ 01:00|02-888-8312|
궁전다방|서울 관악구 남부순환로 1500 1층|매일 10:00 ~ 02:00||
우리동네고기집|서울 관악구 인헌6길 24|영업시간 매일 11:00 ~ 22:00|02-871-9938|
백년초왕갈비탕 서울대점|서울 관악구 신림로7길 10|영업시간 월~토 10:00 ~ 19:30|02-882-5858|
신림집|서울 관악구 남부순환로176길 12 1층|영업시간 매일 11:30 ~ 22:00||
라공방 서울대직영점|서울 관악구 관악로 163|매일 00:00 ~ 24:00|02-878-0588|
박명주브라더|서울 관악구 관악로14길 89 1층|화요일|02-882-9411|
곱창나라|서울 관악구 남부순환로 1597-15 1층|월~금 16:00 ~ 01:00|02-876-7073|
솟대막걸리양조장|서울 관악구 신림로 305 3층|영업시간 월,화,수,목,일 14:00 ~ 24:00|02-872-9156|
