카페명|주소|영업시간|전화번호|대표사진주소
명보드게임카페|서울 중랑구 사가정로51길 39 3층|영업시간 월~목 15:00 ~ 24:00|070-7644-9537|
소년커피|서울 중랑구 면목로92길 7|월~금 07:30 ~ 19:00||
망우다방&일상맥주|서울 중랑구 용마산로116길 14 1층|||
놀숲 사가정점|서울 중랑구 면목로48길 8 3층|월~금 11:00 ~ 24:00|02-432-6613|
뛰노리방방 먹골역점|서울 중랑구 중랑역로 167 엘림빌딩 지하1층||02-974-5757|
이디야커피 묵동자이점|서울 중랑구 동일로 932 묵동자이프라자 내|월~금 08:00 ~ 02:00|02-977-7193|
은채맘도라지청|서울 중랑구 중랑역로53길 9 1층|월~금 10:00 ~ 19:00 · 브레이크타임 월~금 12:00 ~ 13:00|010-4965-0253|
이디야커피 상봉역점|서울 중랑구 망우로 277|매일 09:00 ~ 22:00|02-439-4839|
메가MGC커피 사가정역점|서울 중랑구 면목로 316 1층||02-2209-3737|
칸타노체|서울 중랑구 용마산로136길 64 2,3층|매일 10:00 ~ 19:00||
매머드커피 묵동자이점|서울 중랑구 동일로 932 목동자이아파트 2단지상가 1층|매일 08:00 ~ 01:00|070-8860-9766|
메가MGC커피 우림시장점|서울 중랑구 용마산로 498 1층|매일 08:00 ~ 22:00|02-436-0022|
이디야커피 상봉중앙점|서울 중랑구 망우로 316|월~금 07:30 ~ 24:00|02-433-9026|
메가MGC커피 중랑역점|서울 중랑구 망우로 203 1층 125호|매일 08:00 ~ 23:00|02-433-8007|
컴포즈커피 중랑중화점|서울 중랑구 중랑역로 66|매일 08:30 ~ 22:30|02-435-4836|
이디야커피 중화역점|서울 중랑구 동일로 815 1층|월~금 07:30 ~ 24:00|02-432-3162|
이디야커피 사가정역점|서울 중랑구 면목로 325|월~목 08:00 ~ 24:00|02-493-1990|
하기|서울 중랑구 양원역로14가길 14 1층|매일 09:00 ~ 20:00|010-2647-4466|
메가MGC커피 중화역점|서울 중랑구 동일로 806 1층|월~금 08:00 ~ 22:30|02-433-5138|
메가MGC커피 중랑묵동점|서울 중랑구 공릉로 70 1층||02-6014-0925|
노리자리|서울 중랑구 동일로91길 20 2층|매일 00:00 ~ 24:00||
까페공감|서울 중랑구 숙선옹주로 18-6 지하 1층||010-6285-1026|
아프리카커피|서울 중랑구 용마산로 623|월~금 10:00 ~ 22:00|02-3422-2772|
이디야커피 망우중앙점|서울 중랑구 용마산로115길 109|월~금 08:00 ~ 23:30|02-433-5088|
커피베이 면목역점|서울 중랑구 겸재로 187 1,2층|매일 09:00 ~ 24:00|02-432-5139|
지하실B1|서울 중랑구 사가정로45길 18|월요일||
메가MGC커피 망우역점|서울 중랑구 망우로 385 1층||02-491-0336|
고래당|서울 중랑구 면목로49길 70 1층|월,화,수,목,금,일 11:00 ~ 17:00|02-1234-5678|
면목다방|서울 중랑구 겸재로 198|매일 08:30 ~ 01:00||
탐앤탐스 중랑구청점|서울 중랑구 신내로14길 10 1층|월~금 09:00 ~ 01:00|02-3421-0726|
수리야|서울 중랑구 양원역로 21||070-8887-0845|
코끼리카페|서울 중랑구 봉우재로33길 25 1층|월~금 07:30 ~ 23:00||
작은창고21|서울 중랑구 동일로101길 11-21 1층|매일 10:00 ~ 18:00|010-7794-8001|
커피나무|서울 중랑구 신내로 62||02-433-4273|
빽다방 중랑역동부시장점|서울 중랑구 망우로32길 14 1층|월~금 08:00 ~ 23:00|02-432-1077|
공차 중랑역점|서울 중랑구 망우로 206|매일 10:00 ~ 23:00|02-6951-3648|
메가MGC커피 서일대점|서울 중랑구 용마산로 408 1층|월~금 08:00 ~ 22:00|02-434-9263|
한잎|서울 중랑구 공릉로12가길 47 1층||02-972-9213|
메가MGC커피 먹골역점|서울 중랑구 동일로 932 묵동자이2단지상가 1층 2-107호|매일 08:00 ~ 23:00|02-976-6849|
이디야커피 양원역점|서울 중랑구 양원역로14가길 24 1층|매일 09:00 ~ 21:00|02-2208-1668|
리프패럿 중랑구청점|서울 중랑구 신내로 66 2층||010-7407-0199|
이디야커피 신내동점|서울 중랑구 봉화산로 215|월~금 08:30 ~ 23:30|02-6407-7835|
컴포즈커피 상봉역점|서울 중랑구 면목로 478-1|||
망우카페|서울 중랑구 망우로91길 2|||
블루샥 망우역점|서울 중랑구 망우로 394 보경빌딩 1층 101호|월~금 08:00 ~ 21:00|02-433-8782|
투썸플레이스 신내홈플러스점|서울 중랑구 신내로 201 1층|매일 10:00 ~ 21:30|02-3421-5087|
이디야커피 화랑대역점|서울 중랑구 신내로25가길 2||02-979-0675|
메가MGC커피 봉화산역점|서울 중랑구 신내로 225 디아뜨갤러리 1층 146,147호||02-3422-0005|
뉴욕베이글카페|서울 중랑구 중랑역로13길 28 1층|기간 2022년 12월 19일 ~ 2023년 2월 4일|02-6952-9069|
빽다방 상봉역점|서울 중랑구 면목로 481 오렌지타워 1층 102호|매일 07:40 ~ 22:00|02-433-0993|
컴포즈커피 중랑면목역점|서울 중랑구 겸재로 185|월~금 08:00 ~ 21:30|02-433-9644|
메가MGC커피 양원지구점|서울 중랑구 봉화산로 301 힐데스 상가 511동 1층 108, 109호|매일 07:30 ~ 23:00|02-2207-7771|
이디야커피 먹골역점|서울 중랑구 동일로157길 13 1층|월~금 08:30 ~ 23:00|02-6212-8900|
카페초아|서울 중랑구 동일로 603-2|매일 08:30 ~ 22:00|010-7425-7724|
이디야커피 면목경남아너스빌점|서울 중랑구 면목로27길 92 경남빌딩 1층|매일 09:00 ~ 22:00|02-2208-7123|
카페인중독 중랑점|서울 중랑구 동일로109길 8 1층|매일 11:00 ~ 01:30|02-433-0822|
이디야커피 중랑교차로점|서울 중랑구 동일로 683|매일 09:00 ~ 22:00|070-8819-6000|
메가MGC커피 동부시장점|서울 중랑구 봉우재로 41 1층||02-436-0333|
공차 먹골역점|서울 중랑구 동일로 932 127호|매일 08:00 ~ 23:00 · 브레이크타임 매일 22:30 ~ 23:00|070-8691-4525|
메가MGC커피 중랑구청점|서울 중랑구 신내로 82 금강프라자 110호||02-3422-1222|
빽다방 사가정역점|서울 중랑구 면목로 330-1 1층|매일 08:30 ~ 22:30|02-432-2337|
컴포즈커피 중랑구청점|서울 중랑구 신내로 80 도스타워 1층 101호|월~금 07:30 ~ 23:00|02-3421-1440|
그리네|서울 중랑구 면목로56길 12 1층|매일 10:00 ~ 24:00||
포츠커피|서울 중랑구 상봉중앙로1길 20|월요일||
컴포즈커피 먹골중랑점|서울 중랑구 동일로163길 8 1층|매일 08:00 ~ 22:00|02-6405-2240|
카페바닐라|서울 중랑구 면목로56길 7|매일 10:00 ~ 24:00||
이디야커피 중랑경찰서점|서울 중랑구 신내역로3길 40-11|월~금 08:00 ~ 22:00||
컴포즈커피 중랑용마산점|서울 중랑구 면목로 252-1 1층||02-2280-1422|
빽다방 망우역사거리점|서울 중랑구 용마산로115길 127 S1110호|월~금 07:30 ~ 23:30|02-433-8825|
메가MGC커피 면목역점|서울 중랑구 면목로 418 1층||02-433-1222|
카페7773|서울 중랑구 봉우재로 50 봄작시티50 202동 1층 101호|매일 08:00 ~ 22:00||
메가MGC커피 용마산역점|서울 중랑구 면목로 250 1층|매일 08:00 ~ 23:00|02-433-5113|
카페 이포크|서울 중랑구 면목로51길 23 1층|매일 10:00 ~ 21:00||
이디야커피 중화동점|서울 중랑구 동일로129길 1 1층|매일 08:00 ~ 24:00|02-933-6070|
이디야양원남부점|서울 중랑구 양원역로 25-10||02-434-4747|
카페기러기|서울 중랑구 공릉로2가길 28 1층 103호|월,수,목,금,토,일 12:00 ~ 20:00|070-8879-0702|
모나크|서울 중랑구 신내로1길 9|월,수,목,금,토,일 12:00 ~ 20:00||
주책|서울 중랑구 면목로55길 57 1층|영업시간 월~수 15:00 ~ 02:00|02-435-9990|
공차 사가정역점|서울 중랑구 면목로 313 1층|매일 10:00 ~ 23:00|02-434-7177|
빽다방 봉화산역점|서울 중랑구 신내로 211|월~금 08:00 ~ 21:30|02-3421-7971|
립스트커피|서울 중랑구 동일로 932 2단지 110호|월요일||
이디야커피 금란망우점|서울 중랑구 망우로 460 1층|월~금 08:00 ~ 23:30|02-435-0787|
빽다방 먹골역점|서울 중랑구 공릉로2길 7 1층 105호|매일 08:00 ~ 22:00|02-979-2208|
이디야커피 사가정아이파크점|서울 중랑구 동일로92길 57|매일 09:00 ~ 22:00|02-6014-2300|
부촌디저트|서울 중랑구 봉우재로19길 24|월,수,목,금 09:00 ~ 21:00||
너와나의케이크|서울 중랑구 면목로76길 7 1층|월,일요일||
만랩커피 묵동점|서울 중랑구 숙선옹주로 45 묵동이편한세상 화랑대 단지상가 12호|매일 08:00 ~ 22:00|02-979-7956|
24시무인카페 만월경 망우점|서울 중랑구 양원역로 17 1층|||
디카페|서울 중랑구 용마산로 421-1|매일 10:00 ~ 22:00|02-432-7450|
22번가|서울 중랑구 신내로14길 22 삼영빌딩 4층|월,화,수,목,일 10:00 ~ 23:00||
애견카페 리버티벨 로얄점|서울 중랑구 망우로 247 로얄스포츠센터 1층||02-6215-0955|
더카페 신내역점|서울 중랑구 신내로16길 76|월~금 08:00 ~ 20:00|02-3421-8686|
쿠카쿠 상봉점|서울 중랑구 중랑천로12길 30|매일 07:00 ~ 03:00||
란커피&호프|서울 중랑구 중랑역로 209|||
수진호프커피|서울 중랑구 동일로 688||02-2207-5081|
더벤티 중화중앙점|서울 중랑구 동일로 774|매일 08:00 ~ 22:00||
제주동화|서울 중랑구 면목로 476 3층|월~토 10:30 ~ 21:00||
5스타커피|서울 중랑구 송림길 126 1층|월~금 11:00 ~ 18:00|070-8987-6000|
메가MGC커피 면목면동초점|서울 중랑구 면목로 356 1층||02-491-5060|
누을|서울 중랑구 상봉로18길 40 1층|매일 08:30 ~ 19:00|010-7640-1376|
빽다방 면목역점|서울 중랑구 겸재로 178 1층|월~토 08:30 ~ 22:30|02-6014-5368|
이프노즈커피|서울 중랑구 동일로 920 1층 102호|월요일|02-973-0313|
누커리|서울 중랑구 겸재로50나길 76 센텀하우스 1층 103호|월요일|010-4308-0815|
카페마션&로또|서울 중랑구 봉화산로56길 69 1층 얌샘김밥 옆집|매일 07:30 ~ 22:00|010-2178-8746|
컨센트릭|서울 중랑구 면목로22길 38|매일 11:00 ~ 18:00||
커피볶는성군 3호점|서울 중랑구 면목천로 177|월~금 08:30 ~ 21:00||
꿈트리팡팡 신내점|서울 중랑구 신내로14길 13 광백빌딩 2층|월~금 13:00 ~ 21:00|02-969-5242|
이디야커피 상봉엠코점|서울 중랑구 망우로 353 이노시티AB-124호|월~금 09:00 ~ 23:00|02-434-0829|
미어 상봉점|서울 중랑구 봉우재로33길 16 1층|월~금 07:30 ~ 24:00||
봉화산|서울 중랑구 신내로 225|월~토 08:00 ~ 23:00|070-7722-4330|
오숲 2호점|서울 중랑구 겸재로9길 51|||
탐앤탐스 망우점|서울 중랑구 용마산로115길 108 1층|매일 09:00 ~ 24:00|02-433-6350|
컴포즈커피 중랑동부시장점|서울 중랑구 망우로32길 8 1층|매일 08:00 ~ 23:00|02-435-9942|
빽다방 중화역점|서울 중랑구 봉화산로 39 1층 101호|매일 08:00 ~ 22:00|02-433-5183|
밀크플리즈|서울 중랑구 동일로 810 3층|월,화,토,일 12:00 ~ 21:00|010-3305-7057|
아마스빈 사가정역점|서울 중랑구 면목로 326 1층|매일 10:00 ~ 22:50|02-434-3690|
카페BK|서울 중랑구 겸재로54길 21 1층||010-4447-3440|
디저트39 중랑skv1점|서울 중랑구 신내역로 111|월~금 08:30 ~ 22:00|02-6252-5339|
탐포포|서울 중랑구 숙선옹주로 9 2층|월~토 10:00 ~ 19:00|070-4115-8950|
카페스테어스|서울 중랑구 동일로109길 28 1층||010-2654-5125|
까페뜨란|서울 중랑구 동일로138길 9||070-8252-0535|
카페 오르모어|서울 중랑구 신내역로3길 40-36 RB동 지하1층 107,108호|월~금 08:00 ~ 19:00||
우지커피 중랑구청점|서울 중랑구 신내로14길 9 영춘빌딩 1층||02-3423-0031|
카페리바체|서울 중랑구 봉화산로56길 60 2층|매일 11:30 ~ 22:00|02-2208-0058|
테바커피|서울 중랑구 중랑천로12길 83 수령골든팰리스 1층 101호|월~금 11:00 ~ 18:00|010-5452-7283|
감성커피 상봉점|서울 중랑구 면목로 469 대성타워 101호|월~금 08:00 ~ 23:00|0507-1413-3735|
베스트빈커피|서울 중랑구 동일로 761||02-435-1407|
프롬해피|서울 중랑구 망우로 443 1층|월~토 09:30 ~ 20:00|010-4211-1845|
이디야커피 봉화산역점|서울 중랑구 신내로 211 114호|월~토 07:30 ~ 24:00|070-8658-3971|
쿠미카페|서울 중랑구 망우로 464 1,2층|월 09:00 ~ 22:00||
슈가버터|서울 중랑구 송림길 5 1층|월,화요일|02-6212-1119|
디저트1905|서울 중랑구 동일로163길 17 2층|월,일요일|010-4640-1905|
디오리진|서울 중랑구 망우로32길 7 성원빌딩 1층|월~금 09:00 ~ 22:00||
데번140|서울 중랑구 신내로 225 1층 140호|월~토 09:00 ~ 21:00|02-3423-0934|
보드게임한판|서울 중랑구 망우로 379 3층|영업시간 월~금 14:00 ~ 00:00|010-4361-2714|
프리다|서울 중랑구 동일로 715|||
독블레스유|서울 중랑구 봉화산로56길 46 2층|월요일|010-5004-4220|
메가MGC커피 면목동점|서울 중랑구 용마산로 337||02-434-0111|
헤르헤르|서울 중랑구 사가정로 415 스카이시티 102호|월~금 11:00 ~ 22:00|010-6369-6104|
빽다방 용마산역점|서울 중랑구 면목로27길 4 1층|||
커피로티위드나따오비까|서울 중랑구 중랑역로 62 1층||02-527-4906|
카페홀작|서울 중랑구 용마산로 248||02-435-7154|
카페153|서울 중랑구 동일로91길 6 1층 102호|매일 08:30 ~ 22:00|02-434-3161|
카페 솔솔|서울 중랑구 봉화산로56길 20 1층|월~금 08:00 ~ 20:00|070-4212-1900|
옐로우카멜|서울 중랑구 동일로161길 10 1층 101호|월요일||
요거프레소 상봉이노시티점|서울 중랑구 망우로 353 상봉이노시티 C동 2층||02-492-0702|
모코|서울 중랑구 면목로49길 33 1층|매일 11:00 ~ 22:00||
디저트카페마루|서울 중랑구 겸재로 71|월 10:00 ~ 17:00||
더치앤빈 면목동원시장점|서울 중랑구 겸재로 214 1층||02-435-4957|
달리는커피 서울면목본동점|서울 중랑구 면목로 382 102호||070-7585-5838|
프릇탑|서울 중랑구 신내로16길 76 1층 103,104호|월 08:00 ~ 20:00|02-3421-0908|
희 커피&호프|서울 중랑구 중랑역로 118 2|||
이디야커피 서울중화초등학교점|서울 중랑구 신내로7가길 7 제이리옴 1층|월~금 08:30 ~ 21:00|02-6952-2212|
커피브라운 묵동점|서울 중랑구 동일로 946 신도주상복합아파트108호||02-948-2313|
별담카페|서울 중랑구 숙선옹주로 18-6|||
안녕마카롱|서울 중랑구 면목로40길 16 1층||0507-1305-9922|
맨시니스커피|서울 중랑구 봉화산로 190||070-7759-3971|
카페도서당|서울 중랑구 겸재로 105|월,수,목,금 10:00 ~ 22:00||
뉴욕쟁이디저트 망우점|서울 중랑구 상봉로 67-1 1층|매일 11:00 ~ 09:00|070-7756-3252|
디저트테이블냠냠|서울 중랑구 망우로 400 1층 101호|월요일||
매머드익스프레스 면목시장점|서울 중랑구 면목로33길 38 1층||010-5826-7800|
컴포즈커피 중화장미점|서울 중랑구 동일로139길 6|||
뚝방다방|서울 중랑구 중랑천로 216-1 1층|월,화,수,금,토,일 10:00 ~ 21:00|010-2452-2919|
영다방 중화점역|서울 중랑구 동일로169길 15|||
토끼를따라간앨리스|서울 중랑구 동일로130길 50 1층|매일 09:00 ~ 18:00|010-5286-6894|
우지커피 동원사거리점|서울 중랑구 겸재로 237 1층 103호|매일 08:00 ~ 23:00|02-491-8226|
커피마마 사가정점|서울 중랑구 면목로48길 5 1층||02-493-2966|
프루데이|서울 중랑구 겸재로 73 1층 101호|월요일|010-5681-8990|
카페쉘터|서울 중랑구 동일로140길 25 1층|월~토 10:30 ~ 21:00|070-4068-5464|
진다방|서울 중랑구 면목로 472||02-436-1448|
꿈노리키즈카페|서울 중랑구 동일로 778 2층||02-491-4027|
이디야커피 우림시장점|서울 중랑구 봉우재로 240 1층||070-8156-4817|
더리터 사가정역점|서울 중랑구 면목로45길 3-6 구노빌딩||02-433-1339|
카페묵149|서울 중랑구 중랑역로 149 1층||02-949-1490|
얌얌트레이|서울 중랑구 동일로149길 51 1층|월,수,목,금,토,일 10:00 ~ 20:00|02-974-0150|
로플로플 사가정역점|서울 중랑구 면목로49길 6 1층|월~토 11:30 ~ 23:30||
셀더빈 커피로스터스|서울 중랑구 중랑천로 111-1|월~금 09:00 ~ 18:30|02-436-2806|
크레이지빙수 회기상봉점|서울 중랑구 중랑천로10길 55 1층|영업시간 월~금 18:00 ~ 01:40||
상봉카페|서울 중랑구 동일로114길 48|||
카페싹|서울 중랑구 사가정로 390|||
이디야커피 망우동점|서울 중랑구 망우로 416|매일 08:00 ~ 22:50|02-2209-0627|
푸른언덕|서울 중랑구 상봉로 102 2층||02-2207-7780|
슬기로운카페|서울 중랑구 답십리로77길 28-31 1층|월~금 08:30 ~ 18:00|070-8224-7906|
옥상카페|서울 중랑구 용마산로 299 4층|매일 10:00 ~ 21:00||
달다곰이 엔터식스 상봉점|서울 중랑구 망우로 353 2층|매일 10:30 ~ 21:00|02-429-1233|
이디야커피 용마산역점|서울 중랑구 면목로 254-1|월~금 08:30 ~ 22:00|02-493-2526|
커밍|서울 중랑구 상봉중앙로5나길 18||070-7685-0049|
이엠코리아|서울 중랑구 용마산로136길 34-14||02-432-1676|
쥬씨 망우역점|서울 중랑구 용마산로115길 127|||
크로플각|서울 중랑구 중랑천로2길 74 오렌지빌 1층 101호|||
르쎄종|서울 중랑구 망우로42길 25 1층|월요일|010-3914-1906|
키크는팡팡|서울 중랑구 용마산로 488 2층||02-491-8879|
카페1221|서울 중랑구 봉화산로27나길 16 1층||02-6398-0013|
대박 커피&호프|서울 중랑구 동일로151길 30 지하1|||
토프레소 면목점|서울 중랑구 면목로 376 1층 103호|매일 09:00 ~ 21:00|02-433-0304|
오프아이디어|서울 중랑구 면목로45길 6 1,2층|매일 10:00 ~ 02:00|02-491-7711|
장미호프커피|서울 중랑구 중랑역로 143||02-974-6750|
갈팡즙팡 과일디저트카페|서울 중랑구 면목로85길 48-8 1층 101호|매일 12:00 ~ 02:00|010-8071-8803|
더리터 중랑역점|서울 중랑구 망우로 216 1층|월~토 08:20 ~ 23:00|02-6405-2243|
매머드익스프레스 상봉동점|서울 중랑구 망우로 346 1층 114호|매일 08:00 ~ 21:00||
메가MGC커피 먹골중앙점|서울 중랑구 동일로 887 삼삼메디컬빌딩 1층 104호||02-971-5077|
카페이기적|서울 중랑구 봉우재로70길 36 1층|매일 10:00 ~ 21:00||
다이렉트커피&120겹파이|서울 중랑구 봉화산로56길 120 1층|매일 09:00 ~ 21:00|070-7585-7272|
카페소르르|서울 중랑구 망우로 414|매일 10:30 ~ 23:00|02-493-1999|
브리즈|서울 중랑구 용마산로100길 7 1층|월~금 08:30 ~ 19:00|0507-1395-3336|
카페만복|서울 중랑구 봉우재로33길 50 2층|매일 11:00 ~ 22:00|02-2208-5424|
카페플랑|서울 중랑구 사가정로72길 26 한양수자인 사가정파크 1층 105호|월,화,수,목,일 08:30 ~ 22:00|02-432-8987|
커피베이 중화역점|서울 중랑구 동일로 803 2층|매일 08:00 ~ 23:30|02-433-8004|
봉명동내커피 서울중랑점|서울 중랑구 봉우재로 141 1층|매일 10:00 ~ 02:00|070-7633-2010|
조이커피|서울 중랑구 봉우재로 213 1층 101호||010-9022-8626|
나무그늘아래카페|서울 중랑구 면목동 1506-3||02-432-0240|
요거프레소 중랑점|서울 중랑구 봉우재로2길 3 1층|매일 11:30 ~ 21:30|02-433-8049|
파크랜드|서울 중랑구 용마산로115길 55||02-438-0188|
카페아이|서울 중랑구 상봉로 73 동방빌딩 1층|매일 10:00 ~ 24:00|02-433-0825|
달키스|서울 중랑구 공릉로12나길 28 1층|매일 11:00 ~ 23:30|010-5263-1342|
일상적|서울 중랑구 사가정로49길 34|월~토 11:00 ~ 22:00||
공차 홈플러스상봉점|서울 중랑구 망우로 353 1층|매일 10:00 ~ 22:00|02-435-4351|
백억커피 사가정역점|서울 중랑구 면목로39길 8 한성빌딩 1층|||
