카페명|주소|영업시간|전화번호|대표사진주소
포퀸스보드카페|서울 강서구 마곡동로 62 마곡사이어스타워 5층|매일 13:00 ~ 04:00|02-2063-3755|
투썸플레이스 마곡나루역점|서울 강서구 마곡중앙5로 6 1층|영업시간 월~금 07:00 ~ 23:00|02-2658-2377|
헬로방방 마곡점|서울 강서구 마곡서로 101 동익드미라벨복합빌딩 2층 235호|영업시간 매일 10:00 ~ 20:00|02-2666-4857|
스타벅스 마곡GMG|서울 강서구 마곡중앙6로 16 117~120호|영업시간 월~금 07:00 ~ 22:00|1522-3232|
스타벅스 양천향교역|서울 강서구 강서로 463|영업시간 월~금 07:00 ~ 21:00|1522-3232|
스타벅스 강서구청사거리점|서울 강서구 화곡로 350 1층 104~107호|영업시간 월~금 07:00 ~ 22:00|1522-3232|
스타벅스 가양역점|서울 강서구 양천로 476|영업시간 월~금 07:00 ~ 21:00|1522-3232|
포노|서울 강서구 화곡로55길 35|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00||
카카오독애견카페 목동점|서울 강서구 곰달래로60길 33|화요일|02-2652-6727|
세라젬웰카페 서울마곡직영점|서울 강서구 공항대로 242 1층|영업시간 매일 11:00 ~ 20:00|02-6951-0625|
스타벅스 염창역점|서울 강서구 공항대로 627 대신빌딩 1층|영업시간 월~금 07:00 ~ 22:00|1522-3232|
벌툰 까치산역점|서울 강서구 강서로 43 2층|영업시간 매일 10:00 ~ 23:00|070-7612-0018|
커피쿡 발산점|서울 강서구 강서로56가길 35 에이치투아이앤티빌딩 1층|영업시간 월~금 08:00 ~ 22:00|02-6736-0030|
미스터힐링 마곡발산역점|서울 강서구 마곡중앙6로 93 열린프라자 4층|영업시간 매일 11:00 ~ 23:30|02-2668-2888|
폴바셋 강서마곡DT점|서울 강서구 양천로 300|영업시간 월~금 07:30 ~ 22:00|02-3663-0860|
투썸플레이스 강서송정역점|서울 강서구 공항대로 30 1층|영업시간 매일 08:00 ~ 23:00|02-2666-9337|
스타벅스 우장산역|서울 강서구 강서로 267 송화쇼핑센터 1층,지하층|영업시간 월~금 07:30 ~ 22:00|1522-3232|
투썸플레이스 등촌역점|서울 강서구 공항대로 519 1층|영업시간 매일 09:00 ~ 21:00|02-3664-2388|
스타벅스 등촌대로점|서울 강서구 공항대로 543 센터스퀘어 1층|영업시간 매일 07:30 ~ 22:00|1522-3232|
시크릿쥬쥬&또봇 프리미엄키즈카페 발산점|서울 강서구 공항대로 222 발산W타워 4층|영업시간 매일 11:00 ~ 19:00|02-2665-0204|
카페드도서관|서울 강서구 강서로 385 우성에스비타워 10층|영업시간 매일 11:00 ~ 24:00|02-6398-2253|
커피빈 마곡마커스빌딩점|서울 강서구 마곡동로 55 마커스빌딩 1층 102호|영업시간 월~목 07:00 ~ 22:00|02-6905-3030|
브라운씨|서울 강서구 강서로47가길 20-10 1동 1층|영업시간 월~토 09:00 ~ 02:00|02-2664-3311|
스타벅스 가양역사거리점|서울 강서구 화곡로 416|영업시간 월~토 07:00 ~ 22:00|1522-3232|
스타벅스 발산역사거리점|서울 강서구 공항대로 248|영업시간 월~금 07:00 ~ 20:00|1522-3232|
펠어커피초코 마곡점|서울 강서구 강서로 399 마곡하이마루 1층 108호|영업시간 월~금 10:00 ~ 22:00|070-8801-7979|
오프레스트 로스터리|서울 강서구 공항대로59길 64 상가 1동 1,2층 101,201,202호|영업시간 월~금 07:30 ~ 22:00|070-7786-1010|
설빙 발산점|서울 강서구 강서로 380 세민홈프라자 2층|영업시간 매일 10:00 ~ 23:00|02-2658-2212|
투썸플레이스 까치산역점|서울 강서구 강서로 43 도양라비앙타워|영업시간 매일 08:00 ~ 23:00|02-2603-9205|
몬스터파크 가양점|서울 강서구 양천로 431 지하1층 X11,YC호|영업시간 매일 10:00 ~ 20:00|070-8648-2579|
카페희다 마곡점|서울 강서구 마곡동로3길 26 랑데르2 101호|영업시간 월~금 07:00 ~ 22:00|02-6952-9033|
스타벅스 내발산점|서울 강서구 강서로 323|영업시간 월~토 08:00 ~ 22:00|1522-3232|
삐삐|서울 강서구 강서로54길 93 1층|||
캐시아커피하우스|서울 강서구 강서로56가길 141 KM빌딩 1층|영업시간 월~금 08:30 ~ 18:00|02-3663-0141|
설빙 서울화곡역점|서울 강서구 화곡로 161 대성빌딩 2층|영업시간 매일 10:30 ~ 23:00|02-2699-1357|
밀화당 강서직영점|서울 강서구 공항대로 236 1층|영업시간 매일 09:30 ~ 21:30||
투썸플레이스 강서구청점|서울 강서구 화곡로 347 그랜드아이파크 1층 115,116, 2층 209,210호|영업시간 매일 08:00 ~ 22:00||
커피볶는곤이네집|서울 강서구 곰달래로 116-1|영업시간 월~토 10:30 ~ 24:00|02-2601-1807|
체르보|서울 강서구 화곡로 176-17 태민빌딩 2층 201호|영업시간 매일 10:00 ~ 23:00|010-5395-4328|
아프리카커피|서울 강서구 공항대로46길 89||02-2698-6110|
투썸플레이스 마곡역점|서울 강서구 마곡중앙로 59-9|영업시간 매일 08:00 ~ 22:00|02-2663-2228|
폴바셋 롯데김포공항점|서울 강서구 하늘길 38 GF층|영업시간 매일 10:30 ~ 21:00|02-6116-3059|
오버도즈|서울 강서구 화곡로68길 82 강서아이티밸리 1층 111호|영업시간 월~금 07:00 ~ 23:00|02-6961-5850|
할리스 마곡나인스퀘어점|서울 강서구 공항대로 206 101~103호|영업시간 매일 08:00 ~ 23:00|02-2664-7876|
모먼트인|서울 강서구 화곡로64길 97 1층|영업시간 매일 11:00 ~ 22:00|010-3309-0128|
도시의숲|서울 강서구 등촌로 65 1층|영업시간 매일 08:00 ~ 02:00|02-2644-1120|
투썸플레이스 양천향교역점|서울 강서구 강서로 460 평안빌딩 1층 102~105호|영업시간 매일 08:30 ~ 22:30|02-2668-3666|
커스텀커피 마곡점|서울 강서구 마곡중앙6로 65 1층 107호|영업시간 월~금 08:00 ~ 22:00|02-2039-8384|
커피빈 화곡역점|서울 강서구 강서로 162|영업시간 매일 07:00 ~ 22:00|02-766-7952|
이층집|서울 강서구 양천로30길 86 1,2층||02-2666-0815|
디저트39 마곡나루역점|서울 강서구 마곡중앙로 161-11 힐스테이트에코마곡나루역라마다앙코르서울 A동 1층 126호|영업시간 매일 11:00 ~ 22:00|02-2659-7271|
089 커피&베이커리|서울 강서구 화곡로 330 1층|영업시간 매일 08:00 ~ 23:00|070-8806-0222|
고양이별캣카페|서울 강서구 강서로 391 문영비즈웍스 9층 903호|영업시간 매일 13:00 ~ 21:30||
카페모니에|서울 강서구 공항대로59다길 227 1층|영업시간 매일 10:00 ~ 23:00|02-6271-0909|
오지오커피|서울 강서구 공항대로 213 1층 115,116호|영업시간 월~금 08:30 ~ 21:00|02-6952-1244|
투썸플레이스 신방화역점|서울 강서구 방화대로 294 마곡더블유타워 1,2층 118,119,210호|영업시간 매일 08:00 ~ 21:00|02-2662-7880|
카페정감|서울 강서구 강서로33길 48 인터빙하우스 1층 101호||010-5235-5402|
카페티에리|서울 강서구 마곡중앙6로 45 리더스퀘어 117호|영업시간 월~금 07:30 ~ 22:00|02-3664-7897|
투썸플레이스 화곡역점|서울 강서구 강서로 163 1,2층|영업시간 매일 08:00 ~ 24:00|02-6925-7111|
비에이|서울 강서구 양천로67길 93-23 1층|영업시간 매일 09:00 ~ 18:30|010-9143-0879|
설빙 서울가양점|서울 강서구 양천로 504 청산빌딩 2층|영업시간 매일 11:00 ~ 23:00|02-3665-1850|
더마카롱|서울 강서구 강서로16길 32 화창빌딩 1층|영업시간 매일 09:00 ~ 00:20|02-2065-8253|
커멍커멍|서울 강서구 강서로 385 우성SB타워 10층 1008호|영업시간 월~금 07:30 ~ 21:00|02-6013-5949|
탐앤탐스 강서구청점|서울 강서구 화곡로 311 1,2층|매일 00:00 ~ 24:00|02-2699-4565|
키릴파티스리|서울 강서구 공항대로53길 23 아름드리 1층|월,화요일|02-3664-2398|
놀숲 마곡발산점|서울 강서구 마곡중앙6로 93 열린프라자 8층 806호|영업시간 매일 10:00 ~ 24:00|02-2694-4455|
스타벅스 마곡웰튼|서울 강서구 마곡중앙5로 22|영업시간 월~금 07:00 ~ 22:00|1522-3232|
투썸플레이스 가양역점|서울 강서구 양천로 504 명문빌딩 1층|영업시간 매일 08:30 ~ 23:00|02-2668-7021|
설빙 서울마곡나루점|서울 강서구 마곡중앙5로 6 마곡나루역 보타닉푸르지오시티 2층 235호|영업시간 매일 11:00 ~ 23:00|070-7537-0411|
위드키즈 강서점|서울 강서구 양천로67길 99 5층|영업시간 월~금 11:00 ~ 19:00|02-2658-5550|
더플롯커피 2호점|서울 강서구 양천로 510 1층 102호|영업시간 월~금 07:30 ~ 23:00||
커피빈 강서그랜드아이파크점|서울 강서구 화곡로 341 1층|영업시간 매일 07:00 ~ 22:00|02-2699-7462|
왓더독|서울 강서구 양천로 344 마곡센트럴대방디엠시티오피스텔 B동 2층 219호|영업시간 월~금 07:30 ~ 19:30 · 브레이크타임 월~금 16:00 ~ 16:30|02-3664-0219|
스타벅스 화곡역8번출구점|서울 강서구 강서로 179 1층|영업시간 월~목 07:30 ~ 21:00|1522-3232|
카페숨|서울 강서구 공항대로39길 7 1층|||
파스쿠찌 까치산역점|서울 강서구 곰달래로 134|영업시간 매일 08:00 ~ 23:00|02-2602-8497|
고드니(godny)|서울 강서구 마곡중앙로 161-1 캐슬파크 2층 220호|영업시간 월~금 11:00 ~ 23:00|070-8667-1053|
모스베이커리카페|서울 강서구 양천로 424 데시앙플렉스 지식산업센터 1층|영업시간 매일 08:00 ~ 20:00||
투썸플레이스 개화산역점|서울 강서구 양천로 28 벽산에어트리움 126,127호|영업시간 매일 08:00 ~ 22:30|02-2064-0082|
헤븐온탑 김포공항점|서울 강서구 하늘길 38 지하1,2층|영업시간 매일 10:30 ~ 22:00|02-6116-5763|
지디파크|서울 강서구 양천로27길 167 SH빌딩|영업시간 매일 10:00 ~ 22:00|02-2663-9003|
라니네|서울 강서구 곰달래로33길 62 1층|영업시간 월,화,수,금,토 10:00 ~ 20:00|02-2606-7103|
오늘의일기|서울 강서구 초록마을로4길 2 1층|영업시간 화~일 11:00 ~ 01:00|02-6368-0612|
메가MGC커피 마곡나루역점|서울 강서구 마곡중앙5로1길 20 1층 112호|영업시간 월~금 08:00 ~ 21:00|02-2093-6511|
메가MGC커피 까치산역점|서울 강서구 강서로 33|영업시간 매일 08:00 ~ 01:00|02-2697-0010|
카페비플랫|서울 강서구 곰달래로 88 1층|영업시간 월~금 11:00 ~ 22:00||
공차 마곡나루점|서울 강서구 마곡중앙로 165 안강프라이빗타워 1층 110호|영업시간 월~토 11:00 ~ 23:00|02-2659-5999|
클로바카페|서울 강서구 화곡로68길 3 영스퀘어 1층 101~103호|영업시간 월~금 09:00 ~ 22:00|02-3665-1230|
위카페아임2030|서울 강서구 공항대로59가길 14 1층 102호|영업시간 월~금 08:00 ~ 21:00|02-3663-0088|
투썸플레이스 발산역사거리점|서울 강서구 공항대로 290|영업시간 매일 08:00 ~ 23:00|02-2138-0018|
빨간지붕커피|서울 강서구 방화대로40길 9 1층|영업시간 월~금 09:00 ~ 21:30|070-8230-5369|
커피볶는집와플에숍|서울 강서구 강서로16길 20|영업시간 매일 09:00 ~ 23:00|02-2601-8989|
카페메리하하|서울 강서구 강서로33길 32 1층|영업시간 월~금 10:00 ~ 21:00|02-2699-9399|
폴바셋 강서부민병원점|서울 강서구 공항대로 389 1층|영업시간 월~금 07:00 ~ 19:00|02-3662-3447|
퍼스커피|서울 강서구 마곡중앙5로 81 에스비타운 1층 103호|영업시간 매일 08:00 ~ 22:00||
이디야커피 강서구청점|서울 강서구 화곡로 292|영업시간 월~목 07:30 ~ 23:30|02-525-5555|
실용지구|서울 강서구 공항대로67길 29-26|영업시간 월~금 07:30 ~ 18:30|02-2088-7501|
스테이보드게임카페|서울 강서구 화곡로58길 25 3층|매일 15:00 ~ 06:00||
히어로보드게임카페 발산점|서울 강서구 강서로 385 우성에스비타워 3층|영업시간 월~목 13:00 ~ 24:00|02-3665-0435|
투썸플레이스 강서등촌로점|서울 강서구 등촌로 177 1,2층|영업시간 화 07:30 ~ 21:30|02-2655-2138|
테이퍼드커피|서울 강서구 화곡로68길 47 트라비하우스 상가 1층|영업시간 매일 08:30 ~ 23:00|02-3662-8288|
연영|서울 강서구 가로공원로 188 1,2층|영업시간 화~토 11:00 ~ 24:00|02-2606-6903|
투썸플레이스 강서화곡로점|서울 강서구 화곡로 228 대원빌딩 1층|영업시간 매일 08:30 ~ 23:00|02-2603-0333|
카페가토|서울 강서구 마곡동로 62 마곡사이언스타워 1층|영업시간 매일 08:00 ~ 22:00||
몽슈크레|서울 강서구 마곡중앙6로 45 리더스퀘어마곡 A동 1층 105호|영업시간 월~토 12:00 ~ 19:00|02-3663-4880|
마틸다|서울 강서구 양천로 29-5 지인빌 1층|영업시간 월~금 08:30 ~ 20:30|02-2665-1114|
놀러오개|서울 강서구 까치산로 33 2층|영업시간 매일 11:30 ~ 22:30||
리퍼블릭오브커피|서울 강서구 강서로 391 문영비즈웍스 1층 111호|영업시간 월~금 07:00 ~ 02:00||
커피1984|서울 강서구 공항대로45길 10|영업시간 매일 09:00 ~ 23:00|02-2658-1219|
메가MGC커피 가양역점|서울 강서구 양천로 492 길훈엔트런스빌 1층 105호||02-3665-6635|
커피공작소|서울 강서구 양천로24길 85||02-2667-0910|
애크미|서울 강서구 화곡로61길 100|영업시간 월~금 10:00 ~ 22:00|02-2690-1126|
아마토르|서울 강서구 강서로 462 대룡드림타워 1층|영업시간 월~금 07:30 ~ 23:00|02-2659-0520|
카페라임|서울 강서구 곰달래로 173|영업시간 매일 09:30 ~ 23:00|010-8974-7958|
노블도그|서울 강서구 강서로 237 2층|영업시간 매일 12:00 ~ 22:00|02-2606-0456|
블랙벤자민|서울 강서구 까치산로18길 17 파크하임 1층|영업시간 월~금 09:00 ~ 23:00|070-7798-1309|
르와조|서울 강서구 공항대로 237 1층 120호|영업시간 월~금 08:00 ~ 21:00||
설빙 서울방화점|서울 강서구 금낭화로 145 에어뷰오피스텔 2층 208~215호|영업시간 매일 10:00 ~ 22:00|02-2064-2825|
아임오케익|서울 강서구 공항대로59길 27 2층||0507-1313-4791|
블리스냅|서울 강서구 양천로30길 50|월,화요일||
젤르커피|서울 강서구 양천로 390 강서오토플랙스 자동차매매센터 1층 101호|영업시간 월~금 09:00 ~ 22:00|02-6443-8666|
카페A|서울 강서구 강서로7길 49|||
서드팩토리|서울 강서구 강서로15길 18 1층|영업시간 매일 10:00 ~ 22:00||
뎁스커피|서울 강서구 초록마을로 56 1층|영업시간 매일 10:00 ~ 22:00||
카페조이|서울 강서구 양천로49길 29 효경빌딩 1층|영업시간 월~금 09:00 ~ 22:00|02-3663-8181|
디저트39 등촌역점|서울 강서구 공항대로 531 한울밸리움 105호|영업시간 매일 09:00 ~ 22:00|02-2659-3655|
카페700|서울 강서구 곰달래로 104 3층|영업시간 매일 10:00 ~ 22:00||
이디야커피 마곡퀸즈파크9점|서울 강서구 공항대로 247 퀸즈파크나인 4층 409호|영업시간 월~금 07:30 ~ 23:00|02-6421-9200|
오우야 에스프레소바 마곡나루점|서울 강서구 마곡중앙로 161-22 B동 117호|영업시간 매일 10:00 ~ 20:30|070-7537-3675|
요로콘데|서울 강서구 마곡중앙로 161-1 마곡나루역캐슬파크 1층 128호|영업시간 매일 10:00 ~ 20:00||
그라나다카페|서울 강서구 허준로5길 37|영업시간 월~금 09:00 ~ 18:00 · 점심시간 월~금 12:00 ~ 13:00|02-3661-3402|
카페OR|서울 강서구 공항대로71길 9 1층|영업시간 월~토 10:00 ~ 21:00||
엔제리너스 김포공항1층점|서울 강서구 하늘길 112 국내선청사 1층|영업시간 매일 06:00 ~ 22:00|02-2667-0108|
카페07772|서울 강서구 곰달래로 69 1층|영업시간 매일 09:30 ~ 23:00||
이디야커피 화곡로점|서울 강서구 화곡로 133 2층|영업시간 매일 09:30 ~ 23:00|02-2699-8249|
카페플랜제로 마곡점|서울 강서구 마곡중앙로 56 마곡사이언스타워2차 1층 106~108호|영업시간 매일 08:00 ~ 22:00|02-2663-5945|
커피101스트릿 등촌본점|서울 강서구 화곡로66길 76 1층|영업시간 매일 08:30 ~ 22:00|0507-1358-3862|
더팬1913|서울 강서구 금낭화로17길 9 1층|영업시간 월~토 10:00 ~ 23:00|02-2606-1913|
메가MGC커피 염창점|서울 강서구 양천로 658 1층 101호||02-3661-2918|
메가MGC커피 화곡역점|서울 강서구 화곡로 160 1층|영업시간 매일 07:00 ~ 23:00|02-2065-3722|
디어데이|서울 강서구 공항대로8길 46 1층|영업시간 월,화,수,금,토,일 11:00 ~ 22:00|070-7677-8261|
심플라운지|서울 강서구 화곡로13나길 3 1층|영업시간 월~목 11:00 ~ 23:00|02-2603-7914|
메가MGC커피 마곡역점|서울 강서구 공항대로 190 1층||02-6465-8864|
이디야 등촌중앙점|서울 강서구 등촌로 67 컴스웨이빌딩 1층|영업시간 매일 10:00 ~ 23:00|02-2652-0670|
투썸플레이스 강서등촌한빛점|서울 강서구 공항대로45길 33 101호|영업시간 월~금 08:30 ~ 10:30|02-2088-8781|
빽다방 마곡나루역북부점|서울 강서구 마곡중앙5로1길 20 1층|영업시간 매일 08:00 ~ 22:00|02-3662-0504|
디저트39 화곡역점|서울 강서구 화곡로 135|영업시간 매일 11:00 ~ 23:00|02-6404-6655|
코코몽어드벤처 김포점|서울 강서구 하늘길 38 롯데백화점 김포공항점 1층|영업시간 월~금 10:30 ~ 20:00|1644-5178|
광커피|서울 강서구 등촌로5길 21 1층|영업시간 매일 09:00 ~ 22:00||
카페동네 화곡동점|서울 강서구 월정로32길 35|영업시간 매일 09:00 ~ 22:00|070-5154-9689|
리제르바 마곡점|서울 강서구 마곡중앙6로 66 퀸즈파크텐 B동 409호|영업시간 월~금 10:00 ~ 22:00|1644-6743|
이상주의자|서울 강서구 월정로16길 1|영업시간 매일 11:00 ~ 22:00||
빵장수단팥빵 우장산점|서울 강서구 강서로 242|영업시간 매일 08:00 ~ 22:30|02-2607-7904|
메가MGC커피 목동사거리점|서울 강서구 곰달래로 272 102호||02-2062-7844|
이디야커피 송정역점|서울 강서구 공항대로 24|영업시간 월~금 08:00 ~ 23:50|070-4218-5603|
파톰디저트스튜디오|서울 강서구 공항대로45길 12|영업시간 월~토 12:00 ~ 20:00|070-4126-3709|
모센즈 스위트 마곡점|서울 강서구 마곡동로 56 건와빌딩 1층|영업시간 월~금 07:30 ~ 22:00|0507-1373-4774|
시크릿베이스|서울 강서구 등촌로55길 11-11 1층|화요일|02-2061-7280|
꽈페 마곡점|서울 강서구 마곡동로 61 에이스프라자 1동 1층 107호|영업시간 매일 11:00 ~ 21:00|02-2138-3282|
컴포즈커피 까치산시장점|서울 강서구 강서로16길 27|영업시간 매일 08:00 ~ 23:00||
사진관고양이|서울 강서구 마곡중앙로 161-17 보타닉파크타워1차 313호|영업시간 화~일 13:00 ~ 22:00|010-7241-7487|
남대문커피|서울 강서구 마곡동로3길 6 1층|영업시간 월~금 07:30 ~ 21:00||
빽다방 발산역플레이스점|서울 강서구 강서로 395 플레이스H 108호|영업시간 월~금 08:00 ~ 22:00|02-2659-2119|
투썸플레이스 강서등촌3동점|서울 강서구 공항대로41길 34|영업시간 매일 08:00 ~ 23:00||
어썸밀|서울 강서구 개화동로23길 27 1층||010-2017-7529|
히어로방방키즈카페|서울 강서구 강서로45길 110 지하|||
에이바우트 커피 양천향교역점|서울 강서구 강서로 466|영업시간 매일 07:30 ~ 22:00||
공차 화곡역점|서울 강서구 화곡로 142 메가스퀘어빌딩 107호|영업시간 월,화,수,목,일 09:00 ~ 24:00|02-2606-5020|
오버도즈커피 2호점|서울 강서구 공항대로55길 33|영업시간 월~금 08:00 ~ 23:00||
브라운씨 2호점|서울 강서구 강서로47가길 33 덕산빌딩 1층 104호|영업시간 매일 10:00 ~ 22:00||
메가MGC커피 양천향교역점|서울 강서구 강서로 471 엠코지니어스타 A동 105호|영업시간 매일 07:10 ~ 21:30|02-3663-1798|
탐앤탐스 마곡 이너매스점|서울 강서구 마곡중앙2로 35|||
커피볶는제임스|서울 강서구 공항대로42길 12|영업시간 매일 09:00 ~ 24:00|02-2063-4045|
메가MGC커피 강서등촌점|서울 강서구 공항대로61길 22 1층|영업시간 매일 08:00 ~ 22:30|02-2659-0002|
이디야커피 마곡역점|서울 강서구 공항대로 195|영업시간 월~금 07:30 ~ 22:00|02-3662-4121|
카페드아야|서울 강서구 강서로52길 13|영업시간 매일 07:00 ~ 22:00|02-3663-7277|
할리스 김포공항점|서울 강서구 하늘길 112 국내선청사 1층|영업시간 매일 06:00 ~ 22:00|02-2064-0312|
장수커피|서울 강서구 등촌로55길 18 거산파크빌 2동 1층|영업시간 월~금 09:00 ~ 22:00|02-2649-0010|
홍콩다방 마곡점|서울 강서구 마곡중앙6로 63 마곡테크노타워 110호|영업시간 월~금 10:00 ~ 22:00|070-8228-6108|
타이프 LG아트센터서울점|서울 강서구 마곡중앙로 136 2층|영업시간 매일 11:00 ~ 21:00||
쉬즈베이글 화곡점|서울 강서구 화곡로 196 1층 102호|영업시간 매일 08:00 ~ 22:00|02-2065-7090|
멍멍이다방|서울 강서구 화곡로 117-1 2층|영업시간 화~일 12:00 ~ 22:00|070-7563-0304|
몬스타키즈룸|서울 강서구 가로공원로 240 3층||010-7259-5410|
메가MGC커피 발산역점|서울 강서구 강서로 380 세민빌딩 102호||02-2658-4192|
베이커리카페밀로|서울 강서구 방화대로6라길 21||010-2598-1875|
카페플리트|서울 강서구 초원로 18 1층||0507-1386-0904|
희희잇|서울 강서구 마곡중앙4로 22 A동 117호|영업시간 월~금 09:00 ~ 20:00|02-6015-5271|
샤갈의눈내리는마을|서울 강서구 강서로7길 136 1층|영업시간 매일 10:30 ~ 24:00||
음아오|서울 강서구 방화대로49길 6-4 1층|영업시간 매일 10:30 ~ 20:00|02-6401-0131|
이디야커피 강서한강자이점|서울 강서구 양천로 401 B동 1층 108호|영업시간 월~금 08:00 ~ 21:30|02-2638-5060|
스타벅스 강서우장산|서울 강서구 강서로 231|영업시간 매일 08:00 ~ 22:00||
강아지정류장|서울 강서구 양천로 709 2층|영업시간 화~일 13:00 ~ 22:00|02-3662-1207|
땡땡커피|서울 강서구 마곡중앙5로 6 마곡보나틱프루지오시티 1층 151호|영업시간 월~토 10:00 ~ 22:00||
멍블랑|서울 강서구 화곡로 248 1,2층|영업시간 매일 09:00 ~ 24:00|02-2605-7730|
블랙우드|서울 강서구 허준로 198 가양프라자 2층|||
더카페 마곡점|서울 강서구 공항대로 212|영업시간 매일 07:30 ~ 20:00||
