카페명|주소|영업시간|전화번호|대표사진주소
오후홍콩 중앙대본점|서울 동작구 흑석로13가길 29|영업시간 매일 10:00 ~ 22:00|02-6398-6787|
두젠틀|서울 동작구 상도로 217-4 한울빌딩 지하1층|영업시간 매일 11:00 ~ 22:30|02-6014-2120|
스타벅스 중앙대점|서울 동작구 흑석로 75-1|영업시간 월~토 07:30 ~ 20:30|1522-3232|
헤븐리가든|서울 동작구 상도로34길 11 1층|영업시간 월~토 10:00 ~ 22:00|070-7677-9647|
갤러리카페오누이|서울 동작구 시흥대로 676|영업시간 매일 10:00 ~ 22:00|02-833-6046|
오페뜨 총신대점|서울 동작구 사당로 178|영업시간 매일 08:30 ~ 22:30|02-3471-1588|
스타벅스 노량진동점|서울 동작구 노량진로 190 고려교육타워 어바니엘한강 101~105호|영업시간 매일 07:30 ~ 21:00|1522-3232|
잼툰|서울 동작구 노량진로16길 14 3층|영업시간 매일 11:00 ~ 22:00|0507-1315-8378|
클라소피|서울 동작구 여의대방로22길 94 1층 101호|영업시간 월,화,수,금,토,일 11:30 ~ 21:00|070-8648-0987|
비단콤마|서울 동작구 상도로30길 40 상가 A동 107호|영업시간 월~금 09:30 ~ 22:00|02-811-0072|
케이크팝|서울 동작구 사당로 28 2층|영업시간 매일 12:00 ~ 22:00|02-825-8799|
도로도로커피숍 노량진점|서울 동작구 노량진로 145|영업시간 매일 11:00 ~ 22:00|02-6406-7026|
더디저트랩|서울 동작구 장승배기로10길 100 상도더샵 2차 상가1층|화요일|010-4495-0890|
투썸플레이스 신대방삼거리점|서울 동작구 국사봉1길 32 1층|영업시간 매일 08:00 ~ 24:00|02-6959-8888|
청맥살롱|서울 동작구 서달로 161-1 2층|영업시간 월~금 11:00 ~ 21:00|02-822-1605|
엔제리너스 이수역점|서울 동작구 동작대로25길 16|매일 00:00 ~ 24:00|02-595-7619|
보드게임하자|서울 동작구 만양로14길 25 지하 1층|영업시간 매일 13:00 ~ 23:00|02-812-1062|
투썸플레이스 노량진점|서울 동작구 노량진로 174 1층|영업시간 월,화,수,목,일 08:00 ~ 22:00|02-821-2388|
블랙모티브 사당역점|서울 동작구 동작대로7길 48 새한빌딩 1층|영업시간 화 10:30 ~ 23:30|02-6085-0405|
보스톤커피 보라매역점|서울 동작구 여의대방로 142 지하1층|영업시간 매일 10:30 ~ 22:00|070-7767-7388|
코랄밸리|서울 동작구 국사봉1길 62 1층||010-9447-2282|
세라젬웰카페 서울상도점|서울 동작구 상도로 176 1층|영업시간 매일 11:00 ~ 20:00|02-6949-4325|
스타벅스 이수자이점|서울 동작구 사당로 300|영업시간 월~금 07:00 ~ 22:00|1522-3232|
웰컴|서울 동작구 성대로29길 50|영업시간 화~일 10:00 ~ 24:00|010-9122-2279|
스타벅스 숭실대점|서울 동작구 사당로 4|영업시간 매일 08:00 ~ 20:00|1522-3232|
카페하나|서울 동작구 시흥대로 596|영업시간 월~금 12:00 ~ 22:00|02-833-6521|
설빙 노량진점|서울 동작구 노량진로 144 2층|영업시간 매일 10:30 ~ 22:30|02-825-1844|
달쿠마|서울 동작구 상도로 392-20||0507-1497-2001|
스몰월드 이수점|서울 동작구 동작대로27가길 48 5층|영업시간 매일 12:00 ~ 23:30|02-532-7909|
투썸플레이스 숭실대점|서울 동작구 사당로 36-1 1,2층|영업시간 매일 10:00 ~ 22:00|010-8425-0246|
공차 노량진학원가점|서울 동작구 노량진로16길 16 청암빌딩 1층|영업시간 매일 09:00 ~ 22:00|02-822-4309|
토크넌센스|서울 동작구 흑석로8길 7 지층|영업시간 월~토 10:00 ~ 22:00|010-6278-8858|
몽소|서울 동작구 상도로 65 금성빌딩 1층|영업시간 매일 08:30 ~ 22:00||
뚱보롱|서울 동작구 사당로17길 9 1층|월,화,수요일|010-4684-3210|
스타벅스 남성역점|서울 동작구 사당로 219|영업시간 월~금 07:00 ~ 21:00|1522-3232|
투썸플레이스 이수역점|서울 동작구 동작대로27길 28 2,3층|영업시간 월,화,수,목,일 09:00 ~ 23:00|02-534-1230|
카페무|서울 동작구 동작대로1길 10-4 지하 1층, 1~2층|영업시간 월~토 11:00 ~ 22:30|02-523-7003|
그루비|서울 동작구 상도로41길 13 1층|영업시간 매일 10:00 ~ 23:00|070-7543-3532|
모든것은당근케이크에서시작됐다|서울 동작구 만양로 65-1 102호|영업시간 화~일 08:30 ~ 22:00|070-8282-3032|
투썸플레이스 보라매삼성쉐르빌점|서울 동작구 보라매로5길 43 1층|영업시간 월~금 07:00 ~ 23:00|02-832-2388|
만화카페쉼표|서울 동작구 사당로 295 지하1층|영업시간 매일 10:00 ~ 24:00||
달콤쌉싸롱|서울 동작구 노량진로12길 12-4|영업시간 월~금 07:00 ~ 23:00||
할리스 이수역점|서울 동작구 동작대로 83 헤라피스빌딩 1층|월~금 08:00 ~ 02:00|02-588-4845|
키즈팡팡|서울 동작구 장승배기로 18 2,3층|영업시간 화~금 12:00 ~ 20:00|010-5319-5007|
커피집|서울 동작구 대림로 55|영업시간 월~금 09:00 ~ 21:00|0507-1479-1232|
컵오브커브|서울 동작구 현충로 99 1층|영업시간 월~금 15:00 ~ 24:00||
시너리 이수점|서울 동작구 사당로25가길 1 1층|영업시간 매일 12:00 ~ 22:00||
할리스 노량진역점|서울 동작구 노량진로 157 2층|영업시간 매일 09:00 ~ 01:00|02-827-0280|
앳더블랑|서울 동작구 흑석로13가길 33 1층|영업시간 월~토 11:00 ~ 22:00|070-8882-4364|
그랩커피|서울 동작구 흑석로8길 12 1층|영업시간 월~토 10:00 ~ 22:00||
상도가든|서울 동작구 양녕로 220|영업시간 월~금 10:00 ~ 22:00|02-3280-5314|
설빙 이수역점|서울 동작구 동작대로27가길 12 2층|영업시간 매일 11:00 ~ 23:00|070-4255-7575|
일상다반사|서울 동작구 동작대로25길 60-1|영업시간 매일 11:00 ~ 22:30||
디저트39 신대방삼거리역점|서울 동작구 상도로 69 상원빌딩 103호|영업시간 화~일 11:00 ~ 22:30|02-812-3992|
리앤홍|서울 동작구 서달로14길 18 2층|월,화,수,목,금요일|02-815-4132|
휘게|서울 동작구 상도로52길 19 2층|영업시간 화~토 10:00 ~ 22:00 · 브레이크타임 화~토 15:30 ~ 17:00|0507-1346-1232|
에이바우트커피 이수점|서울 동작구 동작대로27가길 12|영업시간 매일 08:30 ~ 23:00||
엔제리너스 노량진점|서울 동작구 노량진로 154-1|영업시간 매일 08:00 ~ 22:00|02-812-0829|
H플레이스카페|서울 동작구 여의대방로36길 10 1층|영업시간 매일 10:00 ~ 23:30||
동작카페|서울 동작구 노량진로8길 60 1층|영업시간 매일 08:00 ~ 21:00|070-8846-6006|
메가MGC커피 노량진점|서울 동작구 노량진로16길 14 1층|영업시간 월~금 07:00 ~ 21:00|02-821-2017|
더머커피|서울 동작구 보라매로 91 1층|영업시간 매일 10:00 ~ 21:00|02-3280-1203|
놀숲 노량진점|서울 동작구 노량진로 176 지하1층|영업시간 매일 11:00 ~ 22:00|02-3280-7888|
엘에스와이랩|서울 동작구 노량진로 250 1층|영업시간 매일 08:00 ~ 20:00|02-814-0916|
이디야커피 사당점|서울 동작구 동작대로 45|영업시간 월~금 08:00 ~ 23:00|02-587-9105|
카페니토|서울 동작구 상도로15길 105|영업시간 월~금 08:30 ~ 22:00||
달의 둥지|서울 동작구 사당로13길 31 두산위브 상가 11-1호|영업시간 월~금 09:00 ~ 21:00|02-532-6998|
마이트커피|서울 동작구 사당로 159 1층|영업시간 월~토 11:00 ~ 20:00|070-4045-0159|
할리스 대방역점|서울 동작구 알마타길 6 파밀리에 하늘마루 101, 102호|영업시간 매일 09:00 ~ 23:30|02-825-6369|
하늘을걷는고양이카페|서울 동작구 동작대로27길 15 서범빌딩 4층|영업시간 매일 13:30 ~ 20:30|02-533-7647|
라르고|서울 동작구 동작대로1길 36|영업시간 매일 10:00 ~ 22:00||
커피나무 상도역점|서울 동작구 상도로 297-1 1층|영업시간 월~금 08:00 ~ 23:00|02-816-1391|
흑석커피|서울 동작구 서달로14가길 5 1층|영업시간 월~금 10:00 ~ 22:00|02-3280-9267|
빅컵|서울 동작구 흑석로 14 1층|영업시간 월~금 09:00 ~ 23:00||
할리스 중앙대점|서울 동작구 흑석로 77 1~4층|영업시간 매일 07:00 ~ 21:00|02-3280-3280|
할리스 장승배기역점|서울 동작구 장승배기로11가길 11 상도파크자이 1층 105호|영업시간 매일 08:00 ~ 22:30|02-812-9330|
설빙 보라매점|서울 관악구 보라매로3길 29 해태보라매타워 2층|영업시간 매일 10:30 ~ 22:30|02-831-6117|
커피나무 노량진학원점|서울 동작구 만양로14길 44|영업시간 월~금 07:30 ~ 23:00|02-3280-2225|
커피팩토리쏘 교육점|서울 동작구 여의대방로54길 12|영업시간 매일 11:00 ~ 20:00|02-823-6123|
나귀와플라타너스|서울 동작구 흑석로 101-3 3층|영업시간 월~목 11:30 ~ 22:30|02-815-0915|
이디야커피 총신대입구역점|서울 동작구 동작대로 119-1 2층|영업시간 월~금 09:00 ~ 23:00|02-533-0274|
카페아리보|서울 동작구 동작대로3길 6|영업시간 월~토 08:00 ~ 24:00|02-523-1300|
베브릿지 중앙대점|서울 동작구 흑석로9길 4|영업시간 월~금 08:00 ~ 23:00|02-823-7966|
이디야커피 노들점|서울 동작구 노량진로 200 1층|영업시간 월~금 07:30 ~ 23:30|02-3280-3777|
매머드커피 상도역점|서울 동작구 양녕로 272 1층|영업시간 월~금 08:00 ~ 22:00|02-6053-4019|
카페블랑|서울 동작구 동작대로5길 13 1층|영업시간 월~금 10:30 ~ 22:30|010-2025-0730|
메가MGC커피 보라매점|서울 동작구 여의대방로 28 현대상가 112동 1층 B121,122호||02-835-3374|
메가MGC커피 이수태평점|서울 동작구 동작대로27길 20 1층|영업시간 월~토 08:00 ~ 24:00|02-535-8428|
파세로|서울 동작구 여의대방로24나길 10-2 1층 파세로|영업시간 화~일 11:00 ~ 19:00|010-2883-2985|
놀숲 이수역점|서울 동작구 동작대로27길 5 지하1층|영업시간 매일 10:00 ~ 22:00|02-533-4523|
초록상어|서울 동작구 상도로26길 14|영업시간 월~금 10:00 ~ 22:00||
셜록홈즈 노량진점|서울 동작구 만양로 102-2 지하1층||02-827-0054|
메가MGC커피 숭실대입구역점|서울 동작구 상도로 362-1 1층|영업시간 매일 08:00 ~ 22:00|02-3280-6382|
브루클린커피|서울 동작구 노량진로 26|영업시간 매일 07:00 ~ 23:00||
컴포즈커피 동작도서관점|서울 동작구 장승배기로 98 1층 102호|영업시간 매일 08:00 ~ 22:00|070-4193-9911|
모조|서울 동작구 동작대로1길 8 1,2층|영업시간 월~토 12:00 ~ 22:00||
미완성카페 성대점|서울 동작구 성대로2길 5-5 1층|영업시간 매일 11:00 ~ 22:00|02-816-8449|
메가MGC커피 상도해링턴플레이스점|서울 동작구 상도로 207 근생시설동 지하 2층 B208, B213호|영업시간 월~금 08:00 ~ 22:00|02-3280-3286|
이디야커피 상도역점|서울 동작구 상도로 277 1층||02-3280-0627|
이디야커피 사당역점|서울 동작구 동작대로7길 100|영업시간 월~금 08:00 ~ 23:20|02-521-6282|
백미당 서송타워점|서울 동작구 동작대로 137|영업시간 매일 11:30 ~ 20:30 · 브레이크타임 매일 16:00 ~ 17:00|02-593-1964|
웰컴댕댕|서울 동작구 등용로 88 지원빌딩 2층|영업시간 화~금 12:00 ~ 20:00|02-6949-0073|
이디야커피 대방역점|서울 동작구 노량진로 24 한신빌딩 1층|영업시간 월~금 07:30 ~ 22:00|02-811-0740|
커피나무 숭실대점|서울 동작구 상도로61길 65 1층|영업시간 월~토 09:00 ~ 22:00|02-811-0799|
이디야커피 중앙대후문점|서울 동작구 흑석로 20 1층|영업시간 월~금 08:00 ~ 22:40|02-826-9632|
이디야커피 상도중앙점|서울 동작구 만양로 17 1층 101, 102호|영업시간 매일 08:00 ~ 22:00||
미스터힐링 노량진점|서울 동작구 만양로 98|영업시간 매일 11:00 ~ 22:00|02-814-5400|
메가MGC커피 보라매타운점|서울 동작구 보라매로5가길 16 보라매아카데미타워 1층 101-3호|영업시간 매일 07:00 ~ 21:00|02-841-3075|
카페희다 사당점|서울 동작구 동작대로 49 1층|영업시간 월~금 08:00 ~ 22:30|070-4833-5001|
이디야커피 신상도초교점|서울 동작구 양녕로 183|영업시간 매일 08:00 ~ 22:00|02-3280-5558|
메가MGC커피 이수역점|서울 동작구 동작대로 89 골든시네마타워 1층 104호|영업시간 월~금 08:00 ~ 23:00|02-525-1126|
핸드픽트호텔 볼룸|서울 동작구 상도로 120 지하1층|영업시간 매일 09:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:00|02-2229-5492|
젠카페|서울 동작구 양녕로26길 49 1층|영업시간 월~토 09:00 ~ 22:00||
공차 중앙대점|서울 동작구 흑석로 83-2 2,3층|영업시간 매일 08:30 ~ 23:30|02-825-5087|
미스터힐링 이수역점|서울 동작구 동작대로27길 9 5층|영업시간 매일 12:00 ~ 24:00|02-536-6696|
이수마장앤보드게임|서울 동작구 동작대로27가길 6-4 3층||010-9199-4955|
이디야커피 보라매점|서울 동작구 보라매로5가길 16 101-7호|영업시간 월~토 08:00 ~ 23:00|02-836-1013|
콘레드커피 노량진2호점|서울 동작구 만양로 112 1층 101호||02-813-0984|
메가MGC커피 신대방삼거리역점|서울 동작구 보라매로 113 코스모빌딩 1층 104호|영업시간 매일 07:00 ~ 22:30|02-822-2278|
플란츠앤플라|서울 동작구 성대로16길 67-5 1층|영업시간 화~일 11:00 ~ 20:00|010-4751-3920|
메가MGC커피 동작남성점|서울 동작구 사당로 243 1층|영업시간 매일 08:00 ~ 23:00|02-3481-2929|
빽다방 노량진학원점|서울 동작구 만양로 94-2 1층|영업시간 매일 06:30 ~ 23:00|02-811-7737|
바나프레소 보라매역점|서울 동작구 여의대방로 140|||
디저트39 대방점|서울 동작구 여의대방로36길 105 1층|영업시간 매일 09:00 ~ 21:00|02-3280-8779|
멜로우무드|서울 동작구 사당로26길 109 1층 101호|영업시간 화~토 11:00 ~ 20:00|0507-1323-3270|
이디야커피 신대방삼거리점|서울 동작구 상도로 78 1층|영업시간 매일 08:00 ~ 23:00|02-811-0373|
콘레드커피 노량진1호점|서울 동작구 만양로14가길 4 1층||02-822-6804|
담꽃|서울 동작구 현충로 164 2층|영업시간 매일 11:00 ~ 20:40|0507-1437-2979|
단골커피|서울 동작구 등용로14길 61|영업시간 월~금 08:00 ~ 19:30||
이수살롱|서울 동작구 동작대로29길 53 2층|영업시간 화~토 11:00 ~ 21:00||
모녀당|서울 동작구 양녕로 272 2층|영업시간 화~일 10:00 ~ 22:00|010-9191-7744|
동장군친구들|서울 동작구 동작대로7길 56||02-588-1489|
브라운필 상도힐스테이트점|서울 동작구 상도로52길 28 1층 101호|영업시간 월~금 08:00 ~ 22:00|02-3280-2430|
카페숨|서울 동작구 상도로 329 지하1층|||
더벤티 장승배기역점|서울 동작구 상도로 180 1층|영업시간 월~금 09:00 ~ 22:00|02-3280-8003|
이디야커피 보라매공원점|서울 동작구 여의대방로 90|영업시간 월~금 07:30 ~ 23:00|02-845-2299|
브라보커피|서울 동작구 여의대방로24길 72 1층|영업시간 월~금 11:00 ~ 14:00||
놀숲 보라매점|서울 동작구 보라매로5가길 16 보라매아카데미타워 6층|영업시간 화~일 10:00 ~ 23:00||
공차 보라매공원점|서울 동작구 여의대방로 88 1층|영업시간 매일 07:00 ~ 23:00|02-849-8482|
빽다방 상도e편한점|서울 동작구 만양로 6 상도노빌리티 1층 106호|영업시간 매일 08:00 ~ 21:00|02-817-5588|
빽다방 동작남성점|서울 동작구 사당로17길 3 1층|영업시간 매일 09:00 ~ 23:00|02-532-8770|
빽다방 신대방삼거리점|서울 동작구 국사봉1길 28 1층|영업시간 월~토 08:00 ~ 22:00|02-825-5077|
몰랑이수|서울 동작구 동작대로29길 24|영업시간 매일 08:00 ~ 19:00|02-593-9555|
공차 이수점|서울 동작구 동작대로27길 14|영업시간 매일 07:30 ~ 22:30|02-532-6744|
커피나무|서울 동작구 흑석로 85-5||02-3280-1391|
다정한책방|서울 동작구 동작대로9가길 32 1층|영업시간 화~일 13:00 ~ 21:00|02-6952-1025|
이디야커피 노량진드림스퀘어점|서울 동작구 노들로2길 7 드림스퀘어 복합건물 C동 113호|영업시간 매일 09:00 ~ 22:00|02-3280-2003|
웨스트빙고|서울 동작구 동작대로13길 6 1층|영업시간 월~금 08:00 ~ 22:00|0507-1342-3143|
사임당갤러리카페|서울 동작구 동작대로39가길 89||02-595-1232|
디스턴스|서울 동작구 대림로 20||010-5872-9052|
컴포즈커피 중앙대점|서울 동작구 흑석로 109 1층|영업시간 매일 08:00 ~ 22:00|02-825-1210|
아무르|서울 동작구 사당로16길 75|영업시간 월~금 07:00 ~ 22:00||
24시무인셀프카페 사당점|서울 동작구 동작대로35길 21|영업시간 매일 06:00 ~ 24:00||
컴포즈커피 사당임하빌딩점|서울 동작구 남부순환로 2061 1층|영업시간 월~금 08:00 ~ 23:00|02-598-6644|
아마스빈 노량진점|서울 동작구 만양로 112 서원빌딩 1층||02-813-3589|
린도|서울 동작구 사당로 251 1층|화,수요일||
오월이구|서울 동작구 여의대방로54길 14 경준빌딩 201호|영업시간 월~금 08:30 ~ 20:30|010-4601-1441|
더치앤빈 보라매역점|서울 동작구 여의대방로 132|영업시간 월~금 07:30 ~ 22:00||
코너빈커피|서울 동작구 장승배기로 96-2 2층 201호|영업시간 월~토 11:00 ~ 22:00|070-8782-5406|
컴포즈커피 노량진점|서울 동작구 노량진로16길 22|||
페이브베이커리 흑석점|서울 동작구 서달로14가길 1|영업시간 매일 09:00 ~ 21:40||
먼셀커피|서울 동작구 사당로 257|영업시간 매일 11:00 ~ 22:00|02-6405-0028|
텐퍼센트커피 이수역점|서울 동작구 동작대로29길 36 103,104호|영업시간 월~금 08:00 ~ 20:30|0507-1433-4826|
하우스공감|서울 동작구 여의대방로22아길 54 101호|영업시간 월,화,수,목,일 11:00 ~ 20:00||
더벤티 신대방삼거리역점|서울 동작구 상도로 73 보광빌딩 1층|영업시간 월~목 08:00 ~ 22:00|02-3280-6308|
투디카페|서울 동작구 상도로 285 1층|영업시간 화~일 12:00 ~ 20:00|02-585-2006|
커피팩토리쏘 공장점|서울 동작구 등용로14길 71 수동빌딩 1층|영업시간 월~토 07:00 ~ 21:00|02-814-5501|
유프카페|서울 동작구 흑석로 27 2층|기간 2022년 10월 1일 ~ 2023년 2월 28일|010-6893-0047|
매머드익스프레스 중앙대후문점|서울 동작구 흑석로 25 1층|영업시간 매일 08:00 ~ 22:00|070-7622-0928|
이디야커피 노량진CTS점|서울 동작구 노량진로 110|영업시간 매일 07:00 ~ 22:00|02-814-7475|
디저트킴|서울 동작구 상도로 17-8 1층|영업시간 화~토 12:00 ~ 20:00|0507-1303-3521|
카페 익스큐즈미|서울 동작구 상도로 3 101호|영업시간 매일 09:00 ~ 18:00|02-813-0578|
리치빈스커피|서울 동작구 상도로 286|영업시간 매일 11:00 ~ 22:00||
이디야커피 해군회관점|서울 동작구 여의대방로 194|영업시간 매일 08:00 ~ 23:00|02-814-7472|
이디야커피 숭실대점|서울 동작구 사당로 2 1층|영업시간 월~금 08:00 ~ 22:00|02-817-1852|
에버에버에프터|서울 동작구 상도로61가길 6 1층|||
일리카페 보라매점|서울 동작구 보라매로5길 15 1층|영업시간 월~금 08:00 ~ 21:00|02-3284-1282|
컴포즈커피 이수중앙점|서울 동작구 사당로 283 1층|영업시간 월~금 07:00 ~ 22:00|02-535-1736|
퍼시브커피|서울 동작구 동작대로17길 9 1층|영업시간 매일 11:00 ~ 21:00|02-4429-1124|
엔제리너스 GS이수역D/I점|서울 동작구 동작대로 135 1,2층|영업시간 매일 09:00 ~ 22:00|02-599-0422|
이공커피 흑석본점|서울 동작구 서달로 151|영업시간 매일 08:00 ~ 22:00|02-826-9194|
메가MGC커피 노량진역점|서울 동작구 노량진로 126 1층||02-813-8330|
커피집도씨|서울 동작구 여의대방로22길 121|영업시간 매일 09:00 ~ 23:00||
이디야커피 중앙대점|서울 동작구 흑석로 79 1층|영업시간 월~토 08:00 ~ 23:00|02-813-5660|
카페인중독 상도점|서울 동작구 성대로29길 61 1층|매일 11:00 ~ 02:00|02-3280-1928|
카페봄봄 숭실대점|서울 동작구 사당로 18-1|영업시간 월~금 08:00 ~ 22:00|02-816-6700|
이수커피|서울 동작구 동작대로23길 13|영업시간 월~금 08:00 ~ 22:00||
st535로스터리카페|서울 동작구 상도로30길 40|||
스테이다다 룸투어|서울 동작구 상도로 290 1층|영업시간 월~토 11:00 ~ 22:00||
베리굳베이글 이수점|서울 동작구 동작대로 187 1층|영업시간 화~일 10:00 ~ 18:00||
카페온니|서울 동작구 노량진로8길 55 더클래식동작 1층|영업시간 월~금 07:30 ~ 22:00|02-822-3211|
커피팩토리쏘 본점|서울 동작구 노량진로 196 JH빌딩 1층||02-823-5777|
미소|서울 동작구 동작대로29길 17 2층||02-532-5770|
컵오브컴포트|서울 동작구 상도로 283-2 2층|영업시간 월~토 10:00 ~ 23:00|0507-1340-1154|
더벤티 노량진점|서울 동작구 노량진로16길 31||02-813-6866|
달콤커피 이수역점|서울 동작구 동작대로 101 1층|||
찌미스애니카페|서울 동작구 양녕로 265 지하1층|||
지지엔엔 베이크샵|서울 동작구 만양로8길 50 우성아파트상가 009호|월,화요일|070-8667-3151|
마망베베 키즈카페&킨더레고팡|서울 동작구 국사봉1길 18 3층||02-3280-7982|
레스트어와일|서울 동작구 보라매로7가길 4|영업시간 화~일 12:00 ~ 22:00|02-822-9985|
카페재인|서울 동작구 사당로 276 성보빌딩 1층|영업시간 매일 12:00 ~ 22:00|02-581-7016|
이디야커피 총신대점|서울 동작구 사당로16가길 96 1,2층|영업시간 매일 09:00 ~ 22:00|02-587-8880|
순자|서울 동작구 서달로14나길 16||02-813-0813|
14일커피|서울 동작구 사당로20길 29 1층||070-8624-0141|
메가MGC커피 신상도점|서울 동작구 양녕로 193 1층||02-815-0804|
빽다방 숭실대점|서울 동작구 사당로 10 지하1층|영업시간 월~금 08:00 ~ 22:00|02-3280-3910|
by AM|서울 동작구 상도로34길 1|영업시간 매일 10:00 ~ 22:00|02-821-2128|
델루가|서울 동작구 만양로14사길 1 지하1층||02-824-1147|
키키버터|서울 동작구 동작대로9길 55-1 1층|영업시간 월,화,목,금,토,일 11:00 ~ 20:00|010-7553-5332|
더리터 서울상도점|서울 동작구 국사봉길 74|영업시간 월,화,수,목,일 09:00 ~ 21:00|070-4140-8488|
카페커피상상|서울 동작구 만양로14가길 7||02-822-1600|
에딕티이즈|서울 동작구 동작대로27길 62 1층|영업시간 월,화,목,금,토,일 10:00 ~ 22:00||
카페오월|서울 동작구 성대로1길 21 1층 2호|영업시간 월~금 08:30 ~ 18:00|02-822-9020|
차차커피코 노량진1호점|서울 동작구 노량진로16길 25|영업시간 월~금 07:30 ~ 22:00|070-7779-4900|
플레고|서울 동작구 흑석한강로 27 한강푸르지오상가 2층|영업시간 화~금 14:00 ~ 21:00|02-826-9116|
이디야커피 대림성모점|서울 동작구 시흥대로 658|영업시간 월~금 07:30 ~ 22:00|02-833-9829|
더플롯커피|서울 동작구 보라매로5길 43 보라매삼성쉐르빌 1층 111호|영업시간 월~금 07:00 ~ 23:00||
닥터방방|서울 동작구 동작대로29길 69 402-1호|||
탐앤탐스 중앙대점|서울 동작구 흑석로 105 2층|영업시간 매일 08:00 ~ 24:00|02-814-4565|
미쁘다|서울 동작구 여의대방로54길 27|영업시간 월~금 08:00 ~ 20:00|070-7543-6363|
LP음악카페쎄시봉|서울 동작구 동작대로 43||02-2055-0300|
베이비카페 카리스|서울 동작구 보라매로5가길 16||070-4223-6959|
짙은|서울 동작구 상도로37길 69|영업시간 월~금 10:00 ~ 21:00||
비엔|서울 동작구 만양로14다길 17 1층|||
앞마당커피|서울 동작구 성대로1길 24 1층|영업시간 매일 09:00 ~ 22:00||
달리는커피 서울노량진점|서울 동작구 노량진로14가길 16||02-6448-1222|
잔디속에있다고상상을해|서울 동작구 상도로 265-30 2층|영업시간 월~토 11:00 ~ 23:00|070-8865-1809|
