맛집명|주소|영업시간|전화번호|대표사진주소
바르미 샤브샤브n칼국수 구의점|서울 광진구 아차산로 471 CS플라자 3층|영업시간 매일 11:00 ~ 22:00|02-3437-1005|
인덱스숍|서울 광진구 아차산로 200 커먼그라운드 3층|영업시간 매일 11:00 ~ 22:00|02-2122-1259|
매화반점 1호점|서울 광진구 동일로18길 105|매일 12:00 ~ 01:00|02-498-1939|
이화만두|서울 광진구 능동로 278-1 1층||02-455-3486|
우마이도 건대점|서울 광진구 능동로 135-2|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:00|02-467-8788|
매운향솥 본점|서울 광진구 동일로18길 61 1층|매일 11:30 ~ 23:10|02-6461-0016|
포비|서울 광진구 동일로26길 57 1층|매일 16:00 ~ 24:00|02-497-8555|
대명소곱창|서울 광진구 능동로 298|매일 15:00 ~ 01:00||
W1|서울 광진구 동일로22길 117-11|||
민정식당 본점|서울 광진구 아차산로42길 41-4|영업시간 월~토 11:00 ~ 22:00|02-452-3574|
일송정|서울 광진구 아차산로49길 21 1,2층||02-447-2233|
비스타워커힐서울 명월관|서울 광진구 워커힐로 177|영업시간 매일 12:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:30|02-450-4595|
은혜즉석떡볶이|서울 광진구 광나루로 381-1 2층|영업시간 매일 10:30 ~ 22:00|02-468-7401|
스위트앤카츠 화양직영점|서울 광진구 광나루로17길 14 1층|영업시간 매일 11:00 ~ 21:30|02-467-0053|
천지샤브샤브 2호점|서울 광진구 아차산로29길 22 2층|영업시간 매일 11:30 ~ 22:00|02-466-6334|
행복한우|서울 광진구 구의강변로 30|매일 09:00 ~ 02:00|02-446-6987|
마당족발|서울 광진구 능동로 173 1, 2층|매일 11:20 ~ 23:30|02-468-3030|
소문난 숯불구이|서울 광진구 자양번영로 28|영업시간 매일 11:30 ~ 22:00|02-444-1122|
세광양대창 군자점|서울 광진구 능동로36길 16|매일 16:00 ~ 03:00|02-444-3372|
택이네조개전골 군자점|서울 광진구 천호대로 591 유신빌딩 1층|영업시간 월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30|02-455-9982|
비에이치테이블|서울 광진구 아차산로45길 16 1층|월,화요일||
천미천훠궈|서울 광진구 천호대로110길 8-10|매일 11:00 ~ 23:00|02-429-3826|
후토|서울 광진구 동일로24길 98 2층|월~목 17:00 ~ 02:00|02-465-8590|
수작나베 강변본점|서울 광진구 구의강변로 106 삼성쉐르빌 1층 110호|영업시간 매일 11:30 ~ 22:00|02-457-3767|
장군갈비|서울 광진구 용마산로 11|영업시간 매일 11:00 ~ 22:00|02-447-3479|
유키노하나|서울 광진구 아차산로33길 21-5|월~목 18:00 ~ 03:00|02-6085-9512|
고향집|서울 광진구 아차산로49길 30|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 17:30|02-452-0004|
범가|서울 광진구 광장로 58-1 1층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:00|0507-1310-7041|
심야식당 후타리|서울 광진구 동일로22길 32 1층|월~토 17:00 ~ 04:00||
고고기|서울 광진구 아차산로 471 CS프라자빌딩 1층|매일 11:00 ~ 24:00|02-454-0092|
영동교집|서울 광진구 아차산로33길 16-2|매일 12:00 ~ 01:00||
뽀빠이기사식당|서울 광진구 긴고랑로 17-1|매일 00:00 ~ 24:00|02-467-2445|
만경상회|서울 광진구 동일로22길 40 1층|매일 15:30 ~ 02:00|02-6369-4603|
카페히릿|서울 광진구 광나루로 404 3층|영업시간 매일 12:00 ~ 22:00|070-8870-4442|
도치피자 강변점|서울 광진구 아차산로62길 14-4|영업시간 매일 11:30 ~ 22:00|02-446-8006|
릴리베이커리|서울 광진구 능동로13길 21 1층|월~금 11:00 ~ 24:00|02-469-0888|
마루샤브 아차산점|서울 광진구 천호대로 633 2층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:30|02-454-3300|
미식반점|서울 광진구 군자로 70 동일흥업빌딩 나동 1층 107호|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-466-2020|
사월식당|서울 광진구 자양로4길 12-1|월~토 17:00 ~ 24:00|02-453-4730|
당산오돌 구의역점|서울 광진구 자양로18길 12|월~금 16:00 ~ 01:00|02-456-9898|
제주탐하리|서울 광진구 천호대로101길 11 1층|매일 17:00 ~ 23:00|02-461-2352|
소바쿠|서울 광진구 천호대로 650|영업시간 매일 11:30 ~ 21:00|02-447-1470|
소사면옥|서울 광진구 능동로 270 윤중빌딩 1층|영업시간 월,수,목,금,토,일 11:00 ~ 21:30|02-447-0904|
텐동한|서울 광진구 능동로38길 32 1층|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-6080-5856|
호파스타|서울 광진구 군자로3길 23|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-499-1003|
마우스레빗|서울 광진구 능동로11길 10|월~금 10:00 ~ 24:00|02-462-4015|
육일관|서울 광진구 아차산로31길 10|월~금 15:00 ~ 23:00|02-464-6868|
맛좋은순대국|서울 광진구 자양번영로1길 22|영업시간 월~토 11:00 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:00|02-458-5737|
매복식당|서울 광진구 아차산로57길 10-1 1층 102호|월~금 16:00 ~ 23:00|02-458-0427|
뽕사부 건대점|서울 광진구 아차산로 205|매일 00:00 ~ 24:00|02-462-1008|
강릉엄지네꼬막집 구의역점|서울 광진구 아차산로 375 크레신타워3차 2층|영업시간 매일 10:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-452-2992|
돈수작 능동본점|서울 광진구 능동로36길 13 1층|매일 13:00 ~ 03:00|02-455-4535|
고기굽는놈|서울 광진구 아차산로31길 8|매일 11:30 ~ 01:00|02-462-8821|
아찌떡볶이|서울 광진구 아차산로29길 53|영업시간 월,화,목,금,토,일 12:00 ~ 20:00|02-462-8340|
요비|서울 광진구 아차산로29길 34|매일 17:00 ~ 02:00||
커피나무 건대입구역점|서울 광진구 동일로22길 117-26|월,화,수,목,일 10:00 ~ 24:00|02-466-1415|
커피나무 건대입구역점|서울 광진구 동일로22길 117-26|월,화,수,목,일 10:00 ~ 24:00|02-466-1415|
와꼬|서울 광진구 구의강변로 88 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00|02-457-9996|
고흥순대국머리고기|서울 광진구 아차산로34길 26 1층|월~토 06:00 ~ 02:00|02-497-7876|
훈춘양꼬치|서울 광진구 아차산로34길 38|매일 11:00 ~ 01:30|02-464-6808|
헤르츠커피로스팅|서울 광진구 능동로 334 경남빌딩 1층|월요일|010-3312-9952|
최원석의돼지한판쭈꾸미 건대1호점|서울 광진구 아차산로 199|매일 11:30 ~ 01:00|02-461-1272|
정성육회 서울직영점|서울 광진구 자양로43길 7 1층|매일 16:00 ~ 02:00|02-6397-0221|
잉글사이드 군자본점|서울 광진구 능동로 282 1층|월요일|02-455-7893|
대원칼국수|서울 광진구 자양로18길 56 2층|영업시간 월~토 11:00 ~ 20:00|02-454-3112|
대양참치 구의점|서울 광진구 자양로18길 96 베스트트레드빌 1층 101, 102호|월~토 17:00 ~ 22:50|02-455-8087|
우성식당|서울 광진구 자양번영로 60 1층|매일 09:00 ~ 23:00|02-453-4636|
춘천골닭갈비|서울 광진구 면목로 105 1층|월,수,목,금,토,일 17:00 ~ 24:00|02-464-7942|
어울림|서울 광진구 광장로1나길 10 1층|영업시간 매일 11:30 ~ 21:00|02-453-1470|
모두랑|서울 광진구 자양로28길 24|영업시간 매일 09:00 ~ 22:00|02-457-1178|
연길왕꼬치 건대본점|서울 광진구 동일로18길 84 1층|매일 00:00 ~ 24:00|02-463-7741|
황금손가락초밥|서울 광진구 구의강변로 49 1층|영업시간 매일 11:00 ~ 22:00|02-453-3599|
송화산시도삭면 본점|서울 광진구 뚝섬로27길 48 1층|월,수,목,금,토,일 12:00 ~ 23:00|02-6052-7826|
순금이떡볶이|서울 광진구 자양로43길 43|매일 10:00 ~ 24:00|02-455-8090|
넥스트에디션 건대2호점|서울 광진구 아차산로 192 별관 2,3층|매일 10:30 ~ 24:00|0507-417-8580|
꼴목포차|서울 광진구 아차산로25길 20|매일 17:00 ~ 07:00|02-485-0885|
무한양꼬치|서울 광진구 아차산로29길 41 2층|매일 12:00 ~ 01:00||
콩예원|서울 광진구 아차산로78길 75|영업시간 매일 11:00 ~ 22:00|02-444-3331|
장원닭한마리|서울 광진구 천호대로111길 46 1층|월요일|02-457-7270|
팀스쿡 구의점|서울 광진구 광나루로50길 10|영업시간 매일 11:30 ~ 22:00|02-447-0880|
엘루이피자 건대점|서울 광진구 아차산로33길 35 1층|월~목 17:00 ~ 02:00|02-463-1365|
어반나이프 강변점|서울 광진구 구의강변로 85 1~3층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-455-6628|
도도곱창|서울 광진구 아차산로34길 18|월~토 15:30 ~ 01:00|02-2298-7789|
군자오리촌|서울 광진구 능동로35길 18-1|매일 11:00 ~ 22:30|02-466-7962|
오렌지룸 건대점|서울 광진구 동일로22길 100|매일 17:00 ~ 06:00|02-461-1236|
천미향|서울 광진구 능동로 237 2층|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-464-8088|
선남씨|서울 광진구 자양번영로 62 예닮빌딩 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-456-8195|
찜집|서울 광진구 자양번영로 44|매일 11:00 ~ 24:00|02-444-0007|
짬뽕지존 아차산역점|서울 광진구 천호대로 682|영업시간 월,일 10:00 ~ 22:00|02-454-5060|
송쉐프 구의점|서울 광진구 아차산로 355 타워더모스트광진아크로텔 2층||02-446-6000|
양촌리화로구이|서울 광진구 아차산로 482|매일 00:00 ~ 24:00|02-452-7271|
청와옥 군자역직영점|서울 광진구 천호대로 562 1층|영업시간 매일 08:00 ~ 22:00|02-446-1922|
메종드타르트|서울 광진구 자양로53길 69|월요일|02-457-5544|
메이빌 건대점|서울 광진구 아차산로29길 7 지하1층|영업시간 매일 11:30 ~ 22:00|02-469-4267|
그리네|서울 광진구 군자로 139 1층|매일 10:00 ~ 24:00||
아웃닭 건대점|서울 광진구 동일로22길 51|매일 16:00 ~ 02:00|02-467-9978|
원보양꼬치|서울 광진구 동일로18길 23|매일 14:00 ~ 03:00|02-467-7771|
유일설렁탕|서울 광진구 용마산로 154|영업시간 매일 08:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00|02-452-5860|
포몬스 건대점|서울 광진구 아차산로 208 상록빌딩 1층|매일 00:00 ~ 24:00|02-461-1721|
대흥양다리바베큐 건대점|서울 광진구 아차산로30길 39 1층|매일 11:30 ~ 23:00|02-468-6669|
임진강|서울 광진구 긴고랑로 93|영업시간 매일 10:00 ~ 22:00|02-452-7171|
빕스 어린이대공원점|서울 광진구 광나루로 410 KCC파크타운 오피스텔 2층|영업시간 매일 10:30 ~ 21:30|02-453-1997|
새벽집 군자점|서울 광진구 광나루로 369 광진두산위브파크 상가동 1층 107~110호|영업시간 매일 11:00 ~ 22:00|02-466-8301|
미주류|서울 광진구 면목로 31 1층|월~토 16:00 ~ 01:00|070-8285-4864|
오페뜨 건대점|서울 광진구 능동로 111 2층|영업시간 매일 12:00 ~ 21:00|02-2135-9982|
로얄인디안레스토랑 건대점|서울 광진구 동일로22길 42 2층|영업시간 매일 11:30 ~ 22:00|02-466-8809|
복만루|서울 광진구 동일로20길 106 2층 202호|매일 12:00 ~ 24:00|02-498-1685|
샤오롱바오|서울 광진구 자양번영로 20 1층|영업시간 매일 11:00 ~ 22:00|02-447-2155|
시드누아 중곡센터점|서울 광진구 천호대로127길 44|영업시간 매일 11:00 ~ 19:00|02-446-8115|
스시안|서울 광진구 천호대로127길 9|영업시간 월,수,목,금,토,일 11:30 ~ 22:00 · 브레이크타임 월,수,목,금,토,일 15:30 ~ 16:30|02-3436-2120|
카페레디언트|서울 광진구 능동로38길 41 101호|영업시간 월~금 08:00 ~ 22:00|02-2201-0204|
대가식당|서울 광진구 광나루로 596|영업시간 매일 11:30 ~ 22:00|02-455-7866|
엑스케이프|서울 광진구 동일로 112|매일 10:00 ~ 24:00|02-463-9366|
아오스요거트|서울 광진구 능동로 153 1층|영업시간 월~금 09:00 ~ 21:00|070-8111-9451|
고베규카츠 건대점|서울 광진구 아차산로33길 64 2층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 19:00|02-469-4620|
하이난|서울 광진구 능동로 243-1|영업시간 월~토 11:30 ~ 22:00|02-466-0832|
풍년상회|서울 광진구 아차산로53길 53 1층|매일 16:00 ~ 24:00|02-453-9693|
카페호이 자양점|서울 광진구 동일로20길 80 1,2층|매일 10:00 ~ 24:00|02-466-8158|
히어로보드게임카페 건대1호점|서울 광진구 아차산로 221 3층|월~목 13:00 ~ 24:00|02-466-1203|
조씨네고기국수|서울 광진구 군자로3길 23|영업시간 매일 11:20 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00|02-499-9501|
봉자마라탕|서울 광진구 동일로18길 22|월,화,수,목,토,일 11:00 ~ 24:00|02-499-8889|
마리모|서울 광진구 면목로 22-1 1층|월~토 11:00 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 17:00|02-462-4186|
구공탄곱창 군자점|서울 광진구 능동로36길 22 1층|매일 16:00 ~ 04:00|02-447-6219|
카페 드노보|서울 광진구 아차산로78길 157|영업시간 매일 11:00 ~ 22:00||
랑데자뷰 건대점|서울 광진구 아차산로31길 3|영업시간 매일 12:00 ~ 21:00|070-7718-3088|
경양카츠 건대점|서울 광진구 동일로20길 60 1층|영업시간 월,수,목,금,토,일 11:30 ~ 21:30 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00|02-6465-2777|
페스타마레 건대점|서울 광진구 동일로20길 114 2층|영업시간 매일 11:30 ~ 22:00|02-497-9982|
부탄츄 건대점|서울 광진구 동일로22길 117-14|영업시간 매일 11:00 ~ 21:00|02-469-3304|
아웃백스테이크하우스 건대스타시티점|서울 광진구 능동로 92 스타시티몰 스타존 2층|영업시간 월~금 11:00 ~ 22:00|02-2218-3021|
쭈꾸미킹|서울 광진구 능동로13길 39 한아름쇼핑센타 1층|매일 11:00 ~ 23:00|02-462-7191|
보난자커피 군자점|서울 광진구 능동로 239 B동 1층|영업시간 매일 09:00 ~ 22:00|070-4110-3113|
제주애육당 광장점|서울 광진구 아차산로78길 170 102호|월요일|02-458-7687|
키랩보드게임 룸카페 건대본점|서울 광진구 아차산로33길 49 키랩 보드게임 룸카페 건대본점|월~금 13:00 ~ 24:00|070-8098-7300|
펠어커피 구의점|서울 광진구 아차산로59길 63 1층||0507-1447-0140|
장인석닭한마리|서울 광진구 자양로43길 49-6|매일 10:00 ~ 23:00|02-456-9912|
C156|서울 광진구 동일로 156 H애비뉴 지하1층|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-499-8619|
연옥 양꼬치|서울 광진구 동일로18길 42|매일 13:00 ~ 02:00|02-461-9368|
경성양고기꼬치구이|서울 광진구 동일로18길 53|매일 11:30 ~ 02:30|02-499-6880|
태천면옥|서울 광진구 광장로 49 1층|영업시간 매일 11:00 ~ 21:00|02-466-7224|
또래끼리|서울 광진구 군자로 103|영업시간 월,화,수,목,금,일 10:00 ~ 21:00|02-469-6684|
대구안지랑곱창막창 건대점|서울 광진구 동일로24길 82 1층|매일 16:00 ~ 02:00|02-468-9958|
도쿄빙수 건대점|서울 광진구 아차산로31길 45 1층|기간 2018년 04월 월요일|02-466-2012|
건대광어2마리|서울 광진구 동일로24길 53|매일 16:00 ~ 04:00|02-465-0264|
김부삼 건대점|서울 광진구 아차산로33길 40-1 1, 2층|매일 15:00 ~ 03:00|02-461-0804|
신사소곱창 건대점|서울 광진구 아차산로31길 39|월~토 17:00 ~ 01:00|02-2205-0103|
화양양꼬치|서울 광진구 아차산로29길 44 1층|매일 11:30 ~ 02:30|02-461-5889|
건대우동집|서울 광진구 아차산로 201 1층|매일 00:00 ~ 24:00|02-465-0417|
할매복집|서울 광진구 아차산로76가길 13|영업시간 매일 10:00 ~ 22:00|02-456-0558|
안동참찜닭 본점|서울 광진구 동일로20길 117|매일 10:00 ~ 24:00|02-499-3530|
정통집 건대점|서울 광진구 동일로24길 95 1층|영업시간 매일 15:00 ~ 22:00|02-469-6432|
사거리식당 건대직영점|서울 광진구 아차산로33길 43|매일 15:00 ~ 05:00|02-467-3392|
열매제과점|서울 광진구 동일로24길 31 1층|월,화요일|010-5814-3738|
예담밥상|서울 광진구 동일로22길 13 1층|영업시간 매일 10:00 ~ 21:00|02-469-0072|
강남면옥 광장점|서울 광진구 구의강변로 106 삼성쉐르빌 109호|영업시간 매일 11:00 ~ 22:00|02-446-5539|
드로잉레시피|서울 광진구 뚝섬로33길 45 상석빌딩 1층 103호|매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:30|010-2620-5334|
안다미로팬케이크|서울 광진구 아차산로25길 8 2층|영업시간 매일 13:00 ~ 22:00|02-6405-7773|
북카페세모|서울 광진구 아차산로31길 20 2,3층|영업시간 월~금 12:00 ~ 22:00|02-463-0305|
그자체베이커리 2호점|서울 광진구 능동로13길 65 2층|영업시간 매일 12:00 ~ 21:00||
빛나는바다 군자역점|서울 광진구 능동로36길 30|매일 11:00 ~ 02:00|02-400-4213|
스시토푸|서울 광진구 아차산로 612 1층|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00|070-7624-9671|
스타벅스 구의DT|서울 광진구 광나루로 519|영업시간 월,화,수,목,일 07:00 ~ 22:00|1522-3232|
감성당|서울 광진구 아차산로29길 25 1층|매일 12:00 ~ 24:00|02-463-8789|
코후쿠|서울 광진구 아차산로29길 24 2층|월요일|010-9679-3840|
라화쿵부 건대점|서울 광진구 아차산로30길 42|매일 00:00 ~ 24:00|02-462-7778|
후타리|서울 광진구 긴고랑로 58 1층|매일 16:00 ~ 03:00|010-2884-4499|
경복궁 건대점|서울 광진구 능동로 90 더 클래식500 1층 B101-1호|영업시간 매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 16:00|02-3437-9933|
해룡마라룽샤|서울 광진구 동일로18길 36 1층|매일 12:00 ~ 24:00|02-462-4009|
일품대가삼계탕|서울 광진구 아차산로 358 1층|영업시간 매일 11:00 ~ 22:00|02-444-2081|
야키토리광|서울 광진구 동일로22길 33 1층|영업시간 월~목 16:00 ~ 21:00||
가츠시 건대점|서울 광진구 광나루로 418|영업시간 매일 11:00 ~ 21:30 · 브레이크타임 매일 16:00 ~ 16:30|02-444-2355|
데판야끼한|서울 광진구 능동로38길 32|월~토 17:00 ~ 01:00|02-446-5856|
카페온더플랜 건대점|서울 광진구 능동로 161 1,2층|매일 11:00 ~ 24:00|02-462-1020|
고향양꼬치|서울 광진구 동일로18길 101 1층|월~토 11:30 ~ 01:00|02-498-3618|
래빗홀버거컴퍼니|서울 광진구 광나루로 424 1층|영업시간 월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-446-0424|
화양시장할머니순대국|서울 광진구 아차산로 293 1층|매일 09:00 ~ 24:00|02-457-3989|
팔월잔칫날|서울 광진구 아차산로76길 5 1층|매일 17:00 ~ 01:00|02-454-0908|
백소정 건대본점|서울 광진구 아차산로 241 연한빌딩 2층 201호|매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00|02-467-0401|
참숯벽돌집|서울 광진구 동일로24길 100-4 1층|월~금 16:00 ~ 01:00|02-469-1223|
멘쇼|서울 광진구 군자로2길 3|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:00|02-499-8788|
옛집|서울 광진구 아차산로76가길 18|영업시간 월~토 11:00 ~ 21:00|02-2201-4369|
뿔난황소곱창 건대본점|서울 광진구 아차산로29길 16|월,화,수,목,일 16:00 ~ 00:30|02-467-2270|
명가소문난왕족발순대국 신성시장본점|서울 광진구 자양로53길 118|영업시간 매일 09:00 ~ 21:30|02-452-5687|
스시오 건대점|서울 광진구 능동로 141|영업시간 매일 11:00 ~ 22:00|02-463-5955|
보승회관|서울 광진구 능동로 267|영업시간 매일 10:00 ~ 22:00|070-5030-5424|
가마로|서울 광진구 동일로22길 100 1층|매일 00:00 ~ 24:00|02-464-2202|
바른면집 건대점|서울 광진구 능동로13길 28||02-6101-2261|
망향비빔국수 광진점|서울 광진구 천호대로 694|영업시간 매일 10:30 ~ 22:00|02-454-1357|
섬진강민물장어|서울 광진구 동일로 190 1층|영업시간 매일 11:00 ~ 22:00|02-469-6700|
바나나토크|서울 광진구 능동로 237 지상 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00|02-467-3370|
맥도날드 어린이대공원점|서울 광진구 광나루로 392|매일 08:00 ~ 02:00|070-7017-2452|
애슐리퀸즈 강변점|서울 광진구 광나루로56길 85 테크노마트 9층|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:30|0507-1411-3050|
군자생고기|서울 광진구 천호대로107길 8 1층|영업시간 매일 10:00 ~ 22:00|02-467-5211|
꼬메노|서울 광진구 군자로7길 29|매일 13:00 ~ 22:30|02-468-5177|
삼일민물장어|서울 광진구 천호대로 685|매일 12:00 ~ 24:00|02-454-8808|
엘루이비스트로|서울 광진구 아차산로33길 35 3층|월,화,수,목,일 17:30 ~ 03:00|010-2974-8811|
얼땅쟈|서울 광진구 동일로18길 68 1층|매일 12:00 ~ 03:00|02-467-2886|
스타벅스 군자역|서울 광진구 천호대로 548|영업시간 월~목 07:00 ~ 22:00|1522-3232|
램니쿠야|서울 광진구 아차산로 395 1층 105호||010-6797-0226|
육성회비|서울 광진구 동일로24길 19 1층 101호|매일 17:00 ~ 24:00|02-468-8096|
낙원스낵 건대점|서울 광진구 동일로22길 55 1층|매일 17:00 ~ 04:00|02-467-1540|
해피니스디저트 건대점|서울 광진구 아차산로30길 31 1층|매일 12:00 ~ 23:00|010-4295-2600|
