카페명|주소|영업시간|전화번호|대표사진주소
대충유원지 인왕산|서울 종로구 필운대로 46 무목적빌딩 4층|영업시간 월~목 12:30 ~ 21:30||
카페 하이웨스트 익선점|서울 종로구 돈화문로11다길 18|매일 11:00 ~ 22:00||
가배도 삼청점|서울 종로구 북촌로5길 56-8 101호|매일 10:00 ~ 21:00|02-732-4542|
카페이마|서울 종로구 세종대로 152 일민미술관 1층|월~금 11:00 ~ 19:00|02-2020-2088|
서울서둘째로잘하는집|서울 종로구 삼청로 122-1|매일 11:00 ~ 20:30|02-734-5302|
라카페갤러리|서울 종로구 자하문로10길 28 1층|월요일|02-379-1975|
펠트커피 광화문점|서울 종로구 종로3길 17 b2층|월~금 07:00 ~ 20:00|02-2251-8010|
내자상회|서울 종로구 사직로10길 3 1층|매일 10:00 ~ 22:00|070-7755-0142|
로코랩|서울 종로구 율곡로4길 51|월~금 08:30 ~ 21:30|02-3210-3258|
한옥찻집|서울 종로구 인사동12길 9|영업시간 매일 12:00 ~ 22:00||
결|서울 종로구 우정국로 26 센트로폴리스 1층|월~금 07:30 ~ 20:30|02-6370-5840|
제이히든하우스|서울 종로구 종로 269-4 1층|영업시간 월~토 12:00 ~ 18:30|02-744-1915|
애즈라이크|서울 종로구 효자로7길 23 1층|월~금 08:00 ~ 18:00|02-722-9994|
뜰안|서울 종로구 수표로28길 17-35|월요일|02-745-7420|
밀크홀1937 종로점|서울 종로구 종로 86-1 1~5층|월~금 07:30 ~ 23:00|070-8801-1937|
동백양과점 익선점|서울 종로구 수표로28길 17-24|영업시간 매일 12:00 ~ 22:00|02-3144-0429|
더숲초소책방|서울 종로구 인왕산로 172|매일 08:00 ~ 21:50|02-735-0206|
카페온화 익선점|서울 종로구 수표로28길 21-10|영업시간 매일 12:00 ~ 22:00||
클럽에스프레소|서울 종로구 창의문로 132|매일 09:00 ~ 22:00|02-764-8719|
mk2|서울 종로구 자하문로10길 17|영업시간 매일 12:00 ~ 22:00||
코피티암커피 경복궁점|서울 종로구 자하문로4길 7|월~토 10:00 ~ 22:50|070-7670-8837|
커피스트|서울 종로구 경희궁길 39 1층|월~토 09:00 ~ 18:00|02-725-5557|
대오서점|서울 종로구 자하문로7길 55|영업시간 매일 12:00 ~ 21:00|02-735-1349|
헤이커피|서울 종로구 대학로11길 19-4 1층|월,화요일|070-8811-0209|
블루보틀 광화문 카페|서울 종로구 청계천로 11 청계한국빌딩 1층|월~금 08:00 ~ 20:00|1533-6906|
서화커피|서울 종로구 대학로9가길 8|매일 11:00 ~ 22:00|070-7543-9201|
통인스윗|서울 종로구 자하문로7길 50|매일 11:00 ~ 21:00|02-6085-3777|
그린마일커피 북촌점|서울 종로구 북촌로 64|월~금 08:00 ~ 19:00|010-8897-5509|
타셴|서울 종로구 동숭길 113 정보빌딩 1층|영업시간 매일 11:30 ~ 22:00|02-3673-4115|
와이엔|서울 종로구 윤보선길 71 1층|매일 11:00 ~ 21:00|02-735-6701|
스타벅스 더종로R점|서울 종로구 종로 51|월~금 07:00 ~ 21:00|1522-3232|
커피한약방 혜화점|서울 종로구 동숭2길 9|영업시간 월~목 12:00 ~ 21:00|070-4200-4242|
사직커피|서울 종로구 사직로 49-4 1, 2층|영업시간 매일 11:30 ~ 22:00|070-8845-3527|
미어캣파크 혜화점|서울 종로구 대학로10길 12 6층|영업시간 매일 13:00 ~ 21:00|02-762-7201|
천년동안도 종각|서울 종로구 삼일대로15길 6 지하 1, 2호|영업시간 월~토 18:00 ~ 00:00|010-8242-0117|
테르트르카페|서울 종로구 낙산5길 46 3~5층|영업시간 매일 11:30 ~ 22:30|02-742-5689|
스타벅스 광화문점|서울 종로구 세종대로 167 현대해상본사사옥 별관내|월~금 07:00 ~ 22:00|1522-3232|
더마틴|서울 종로구 자하문로 54-1|영업시간 월~목 12:00 ~ 20:00|02-738-2299|
빌리엔젤 대학로점|서울 종로구 대학로10길 24 스타리움빌딩 1층|매일 11:00 ~ 23:00|070-5051-8136|
스모어마켓 토이하우스2|서울 종로구 율곡로3길 74-3|영업시간 월 12:00 ~ 18:00|0507-1399-0801|
베어카페|서울 종로구 자하문로24길 24|월,화요일|070-7775-8001|
커피브론즈|서울 종로구 율곡로5길 20 1층|월~금 09:30 ~ 18:00|070-4231-8221|
소진담 안녕인사동점|서울 종로구 인사동길 49 5층 502호|매일 10:30 ~ 22:00|02-6954-2908|
그레인바운더리|서울 종로구 삼일대로 388-7 1층|월~금 07:00 ~ 22:00||
커피한잔|서울 종로구 사직로9길 16-1|영업시간 월~토 12:00 ~ 21:00|02-722-7022|
끼룩하우스|서울 종로구 돈화문로11나길 26-4|영업시간 월~수 12:00 ~ 20:00|02-747-2626|
칠린|서울 종로구 대학로11길 41-8 1층|영업시간 매일 12:00 ~ 24:00||
카페첫만남|서울 종로구 대학로9길 12 1층|매일 10:00 ~ 23:00|02-766-2337|
하프커피 안국점|서울 종로구 계동길 82 1층|매일 10:00 ~ 21:00||
카페종로시장|서울 종로구 우정국로2길 10 1층|월~토 11:00 ~ 22:00|02-732-1452|
더피아노|서울 종로구 평창6길 71 1층|월,화,수,목,금,토,일요일|02-395-2480|
블루룸 (휴업중)|서울 종로구 대명1길 16-7 1층|월요일||
헤르만의정원|서울 종로구 자하문로7길 62|월요일|02-737-9220|
일월일일|서울 종로구 창경궁로 231 2층|월요일|02-747-0887|
식물|서울 종로구 돈화문로11다길 46-1 1층|영업시간 월,화,수,목,일 12:00 ~ 23:00|02-742-7582|
덤앤더머 방탈출카페 대학로점|서울 종로구 동숭길 143 로얄캐스트빌딩 지하 1층|매일 10:00 ~ 00:00|02-741-0955|
에무시네마앤카페|서울 종로구 경희궁1가길 7 1층||02-730-5604|
텅|서울 종로구 율곡로 82 7층|매일 10:00 ~ 24:00|02-766-1933|
마띠에르|서울 종로구 대학로11길 41-6 1층|영업시간 매일 12:00 ~ 21:00|02-745-9717|
세루리안 인사점|서울 종로구 인사동12길 17 1층|매일 11:00 ~ 20:00|02-735-5865|
호아드카페&갤러리|서울 종로구 율곡로1길 54-3|월요일|02-725-1204|
스타벅스 경복궁역점|서울 종로구 자하문로4길 6 1층|월~금 07:00 ~ 21:00|1522-3232|
타스카페|서울 종로구 동숭길 117|영업시간 매일 12:00 ~ 21:00|02-766-9953|
스타벅스 종각점|서울 종로구 종로 64|월 07:00 ~ 21:00|1522-3232|
커피원|서울 종로구 새문안로3길 12|월~금 07:00 ~ 17:00|02-722-4984|
투썸플레이스 광화문점|서울 종로구 새문안로 85|매일 07:00 ~ 23:00|02-734-2368|
폴바셋 광화문점|서울 종로구 종로1길 50 더케이트윈타워 1층|월~금 07:00 ~ 22:00|02-3701-9170|
도넛정수 창신점|서울 종로구 창신12길 40|영업시간 매일 11:30 ~ 21:00|02-744-5775|
카페드람브르|서울 종로구 종로 80 2층|월~목 10:30 ~ 22:30|02-730-4306|
스타벅스 안국점|서울 종로구 북촌로 5-1|월~금 07:00 ~ 21:00|1522-3232|
아마츄어작업실|서울 종로구 청계천로 97-8|영업시간 월~금 12:00 ~ 23:00||
월영당 서울|서울 종로구 북촌로5길 62|월,화,수,목,금,일 10:00 ~ 22:00|070-8866-8613|
커피방앗간|서울 종로구 북촌로5가길 8-11|매일 08:30 ~ 23:00|02-732-7656|
카페다오|서울 종로구 대학로14길 19|영업시간 월~금 12:00 ~ 21:00|02-745-5560|
스노브 대학로점|서울 종로구 대학로11길 12|매일 11:00 ~ 23:00|02-747-5770|
스타벅스 종로3가점|서울 종로구 종로 113-1 1~4층|월~금 07:30 ~ 20:00|1522-3232|
프리시즌|서울 종로구 자하문로6길 9|매일 11:00 ~ 21:00||
티테라피 행랑점|서울 종로구 윤보선길 74 1층|월~토 10:00 ~ 21:00|02-730-7507|
슬로스텝|서울 종로구 대학로8가길 89 3층|월,화,수,목,금,일 11:00 ~ 22:00|02-762-2229|
회화나무|서울 종로구 창덕궁길 35 3층|월요일|02-795-3500|
브라운에비뉴|서울 종로구 혜화로3길 5 명륜주상복합아파트 301동 1층 112호|월~토 10:00 ~ 19:00|02-762-8334|
제비꽃다방|서울 종로구 창의문로 146|월요일|02-379-2741|
익선주택|서울 종로구 수표로28길 17-33|영업시간 월,화,수,목,일 12:00 ~ 22:00||
스타벅스 인사점|서울 종로구 인사동길 14|월~금 07:30 ~ 18:00|1522-3232|
스타벅스 광화문D타워점|서울 종로구 종로3길 17 1층|월~금 07:00 ~ 22:00|1522-3232|
카페온|서울 종로구 돈화문로11다길 17|매일 11:00 ~ 22:00||
TXT커피|서울 종로구 창덕궁길 121|월,일요일|070-7760-0121|
뉴오리진 광화문점|서울 종로구 새문안로 96|월~토 09:00 ~ 19:30|02-6367-6527|
우드앤브릭 케이트윈타워점|서울 종로구 종로1길 50 더케이트윈타워 B동 1층|월~금 07:00 ~ 22:00|02-730-9663|
라끌레|서울 종로구 팔판길 42 지하 1층|영업시간 매일 18:30 ~ 21:00|02-734-7752|
그라운드62|서울 종로구 평창길 62 1층|월,화요일|0507-1442-4008|
플리퍼스 익선점|서울 종로구 수표로28길 31 1층|영업시간 매일 12:00 ~ 22:00|02-766-2526|
담장옆에 국화꽃 안녕인사동점|서울 종로구 인사동길 49 2층 6호|매일 10:00 ~ 22:00|02-6954-2979|
도이창카페|서울 종로구 창의문로11길 10 1층|월~금 11:00 ~ 17:00|02-391-1447|
카페제이드|서울 종로구 창경궁로34길 5 2층|월요일|02-6083-0601|
놀숲 종로관철점|서울 종로구 삼일대로17길 8 대신빌딩 3층|매일 10:00 ~ 24:00|02-730-2049|
카페트레블|서울 종로구 낙산3길 19-8|월요일|02-747-1056|
카페알베르게|서울 종로구 필운대로 53-30 1,2층|월요일|02-423-8833|
낙원역|서울 종로구 수표로28길 33-5 1층|영업시간 매일 11:30 ~ 22:30|02-763-1112|
키미아트 키미카페|서울 종로구 평창30길 47 1, 2층|매일 10:30 ~ 22:00|02-394-6441|
페이퍼마쉐|서울 종로구 무교로 40|월~금 07:30 ~ 22:00|02-733-5854|
스타벅스 마로니에공원점|서울 종로구 대학로 116 1-2층|월~금 07:00 ~ 22:00|1522-3232|
블루보틀 삼청 한옥|서울 종로구 삼청로2길 40-3|영업시간 매일 12:00 ~ 20:00|1533-6906|
풍류관|서울 종로구 필운대로5나길 20-12 1층|월,화요일|010-7923-0006|
오얏꽃|서울 종로구 돈화문로11다길 15|매일 11:00 ~ 23:00|02-762-8233|
서울상회|서울 종로구 우정국로2길 17 3층|월 11:00 ~ 19:30||
마샹스|서울 종로구 자하문로 36 1층|월,수,목,금,토,일 11:00 ~ 18:00||
셜록홈즈 대학로점|서울 종로구 대학로10길 5 4층|영업시간 월~금 12:00 ~ 23:30|02-2277-0198|
비트포비아 대학로점|서울 종로구 대학로10길 12 5층|매일 10:00 ~ 23:00|02-742-5252|
파네트 크루아상팩토리|서울 종로구 사직로8길 24|매일 09:00 ~ 20:00|02-720-5570|
이음|서울 종로구 창의문로 137 2동 3층 201호|영업시간 월,금,토,일 13:00 ~ 19:00|0507-1323-9823|
낫컴플리트|서울 종로구 성균관로 12-5 2층|영업시간 월~토 12:00 ~ 22:00|02-747-3290|
카페마마스 광화문점|서울 종로구 종로1길 50 더케이트윈타워 A동 1층||02-736-1250|
마당플라워카페|서울 종로구 수표로28길 33-12|매일 09:00 ~ 23:00|02-743-0723|
사직동그가게|서울 종로구 사직로9길 18|월요일|070-4045-6331|
경인미술관 전통다원|서울 종로구 인사동10길 11-4 경인미술관 내||02-733-4448|
수수커피디타워|서울 종로구 종로3길 17|월~금 08:00 ~ 22:00||
보드레안다미로|서울 종로구 삼청로 63-1 1~3층 루프탑|월,수,목,금,토,일 11:00 ~ 19:00|02-723-0101|
빌리엔젤 셀렉트 광화문점|서울 종로구 새문안로 92 1층|월~금 07:00 ~ 22:00|070-5051-8145|
스타벅스 삼청동점|서울 종로구 삼청로 111-1 1층|월~금 07:30 ~ 18:00|1522-3232|
로우루프|서울 종로구 북촌로 46-1 1층|월요일|02-747-0709|
오설록티하우스 북촌점|서울 종로구 북촌로 45|월~금 11:00 ~ 20:00|070-4121-2019|
라디오엠 삼청점|서울 종로구 삼청로2길 37-2 1,2층|매일 11:00 ~ 22:00|02-737-4669|
달콤커피 청계광장점|서울 종로구 종로 24-8|월~금 08:00 ~ 23:00|02-722-5857|
에그마카슈|서울 종로구 대학로12길 13 청민빌딩 1층|매일 11:00 ~ 21:00|010-9998-5584|
쏘리에스프레소바|서울 종로구 자하문로2길 12 1층|월~금 08:00 ~ 18:00|010-9590-9659|
설빙 종각점|서울 종로구 종로 74 2,3층|영업시간 매일 11:30 ~ 23:30|02-732-6777|
프루티에|서울 종로구 홍지문2길 2 1층|영업시간 월~토 12:00 ~ 18:00|02-395-2277|
카페골목숲|서울 종로구 삼청로 86-3 1, 2층|영업시간 매일 12:00 ~ 21:30|070-4250-1664|
널담은공간 경복궁점|서울 종로구 삼청로 24 1~3층|매일 10:00 ~ 21:30||
커피빈 광화문점|서울 종로구 종로 14 센트리얼빌딩 1층|월~금 07:00 ~ 23:00|02-3210-2326|
스타벅스 종로관수점|서울 종로구 삼일대로20길 13|월~금 07:30 ~ 20:00|1522-3232|
카페혜화동|서울 종로구 창경궁로26길 40 2층|영업시간 매일 12:00 ~ 22:00|02-6497-3347|
스타벅스 혜화역점|서울 종로구 대학로12길 4 1,2층|월~금 08:00 ~ 22:00|1522-3232|
반짝반짝빛나는|서울 종로구 인사동길 28-1 2층|매일 10:00 ~ 23:00|02-738-4525|
투썸플레이스 종로3가역점|서울 종로구 수표로 106|월~금 08:00 ~ 23:30|02-742-1008|
스타벅스 주얼리시티점|서울 종로구 종로 183 주얼리시티 1층|월~금 07:00 ~ 20:00|1522-3232|
폴바셋 종각역점|서울 종로구 종로 47 1층|월~금 07:00 ~ 22:00|02-3446-8717|
온그라운드 지상소|서울 종로구 자하문로10길 23 1층|월,일요일|02-720-8260|
커피기업 광화문점|서울 종로구 삼봉로 71 신라스테이 1층 102호|월~금 07:00 ~ 21:00|02-6281-3977|
오설록티하우스 현대미술관점|서울 종로구 삼청로 30|월,화,목,금 10:00 ~ 18:00|02-739-9293|
감꽃당|서울 종로구 돈화문로11다길 38|월~토 09:00 ~ 22:30||
럼버잭|서울 종로구 창의문로 151|월요일||
C플라밍고|서울 종로구 북촌로5길 64 1층|월~토 11:00 ~ 22:00|02-722-3454|
할리스 세종로점|서울 종로구 세종대로 161 2,3층|매일 08:00 ~ 23:00|02-720-5582|
카페죠꽁드|서울 종로구 삼청로 90-3|월,화,수요일|070-7763-0929|
스타벅스 북촌로점|서울 종로구 북촌로4길 23 1층~3층|월~금 07:00 ~ 18:00|1522-3232|
땡쓰오트 안국|서울 종로구 북촌로 21-10|매일 11:00 ~ 20:00||
어니언 4호점|서울 종로구 청계천로 215 1층|매일 11:00 ~ 19:00|070-4488-3317|
궤도|서울 종로구 필운대로 9-2 3층|영업시간 월~금 12:00 ~ 21:00|02-332-3441|
도토리가든 안국점|서울 종로구 계동길 19-8 1층|매일 08:00 ~ 23:00||
투썸플레이스 종각역점|서울 종로구 종로 72|월~목 08:00 ~ 23:30|02-722-2077|
데미타스|서울 종로구 창의문로 133 2층|영업시간 월~토 11:30 ~ 21:00||
빌리엔젤 종각역점|서울 종로구 삼봉로 94 1층|월~금 07:30 ~ 22:30|02-2160-8488|
레종데트르|서울 종로구 자하문로7길 67-2 1층|월요일|010-3279-1541|
스페이스코르|서울 종로구 대학로 19 1층|월~금 08:00 ~ 21:00|02-741-3370|
마농트로포|서울 종로구 사직로9가길 10 1층|월~토 11:00 ~ 22:00|02-794-0011|
투썸플레이스 종로알파빌딩점|서울 종로구 종로 34 알파빌딩 1층|월~금 07:00 ~ 23:00|02-725-2388|
스타벅스 정부서울청사R점|서울 종로구 새문안로5가길 28 광화문플래티넘 1층|매일 07:00 ~ 21:00|1522-3232|
스타벅스 성대입구점|서울 종로구 창경궁로 235|월,화,수,목,일 07:30 ~ 20:00|1522-3232|
루프트커피 광화문점|서울 종로구 종로 33 그랑서울 1층 112,119,120호|월~금 08:00 ~ 20:30|02-2158-7945|
차차티클럽 창신한옥|서울 종로구 종로46가길 13|월요일|070-4239-0713|
투썸플레이스 종로5가역점|서울 종로구 종로 201-1 1층|월~금 07:30 ~ 23:00|02-763-1644|
스타벅스 동묘앞역점|서울 종로구 종로 344 101,201호|월~금 07:00 ~ 20:00|1522-3232|
57th카페|서울 종로구 율곡로3길 17|매일 10:30 ~ 22:00|02-735-2657|
가비아노|서울 종로구 대학로 122 흥사단건물 2층|영업시간 월~토 12:00 ~ 24:00|02-743-0794|
커브드커피|서울 종로구 종로 118|월~금 09:00 ~ 23:30||
폴키|서울 종로구 사직로9길 6 1층|매일 11:00 ~ 22:00|02-722-0855|
혜화랑|서울 종로구 대학로14길 22-3 1층|영업시간 월~금 17:00 ~ 01:00|02-765-7342|
스타벅스 대학로점|서울 종로구 대학로 57 홍익대학교 대학로캠퍼스 1층|월 07:00 ~ 20:00|1522-3232|
커피빈 대학로마로니에점|서울 종로구 대학로12길 62 지하1층, 1,2층|월~목 08:30 ~ 22:00|02-742-3318|
아뻬 서울|서울 종로구 창경궁로35나길 1 1층|영업시간 매일 12:30 ~ 21:00|010-7390-8742|
시크릿챔버|서울 종로구 창경궁로 258-12 2층|매일 10:30 ~ 24:00|02-745-1614|
전통찻집 인사동|서울 종로구 인사동길 33-1|매일 10:00 ~ 23:00|02-723-4909|
스타벅스 독립문역점|서울 종로구 송월길 155|월~금 07:30 ~ 21:00|1522-3232|
카페낙타|서울 종로구 낙산5길 51 창신숭인 채석장전망대 2층|월요일||
카페트루어스|서울 종로구 인사동길 11 2,3층|매일 08:30 ~ 23:00|02-722-4855|
커피빈 종로관철동점|서울 종로구 종로14길 32 지하1층, 1~3층|월~금 07:00 ~ 23:00|02-738-5333|
까치화방 종로점|서울 종로구 종로 51 종로타워 1층 102호|매일 09:00 ~ 22:00||
정그리다|서울 종로구 낙산성곽길 2 2층|월~토 10:00 ~ 23:00||
타이거타이거|서울 종로구 삼일대로30길 56 1층|매일 11:00 ~ 24:00|02-747-1986|
갤러리더스퀘어|서울 종로구 계동길 128 201호|영업시간 월~금 12:00 ~ 20:00||
카페느티|서울 종로구 경희궁길 9|매일 10:00 ~ 21:00||
스타벅스 종로평창점|서울 종로구 평창12길 3|매일 07:00 ~ 21:00|1522-3232|
폴루이트|서울 종로구 우정국로2길 41 3층|영업시간 매일 12:00 ~ 23:00|02-730-5190|
카페랑솜|서울 종로구 대학로11길 22 2,3층|영업시간 매일 12:00 ~ 23:00|02-742-2185|
스타벅스 적선점|서울 종로구 새문안로5길 55 노스게이트빌딩 1층|월~금 07:00 ~ 21:00|1522-3232|
카페포엠 안국역점|서울 종로구 북촌로5길 19-4|월~토 10:00 ~ 23:00|070-8805-4440|
익선동엘리|서울 종로구 수표로28길 21-6 1층|영업시간 월,화,수,목,일 11:30 ~ 22:00|02-2135-3360|
노우즈X오우야 에스프레소바 종로점|서울 종로구 종로8길 5|월~금 08:00 ~ 20:00||
B2프로젝트|서울 종로구 동숭3길 6-6|영업시간 매일 12:00 ~ 22:00|02-747-5435|
미스터힐링 대학로점|서울 종로구 대학로8가길 66|매일 10:00 ~ 24:00|02-766-1189|
미스터힐링 종각역점|서울 종로구 종로 62-1 삼목빌딩 4층|월~금 11:00 ~ 20:00|02-723-5599|
미라보쇼콜라|서울 종로구 자하문로5길 6 1층||02-720-8652|
라콜롬브|서울 종로구 대학로12길 83|월요일|02-518-9199|
귀천|서울 종로구 인사동14길 14||02-3210-2288|
통인스윗카페|서울 종로구 자하문로7길 10|매일 10:00 ~ 22:00|02-737-8777|
브라이트사이드|서울 종로구 보문로7길 3 1층|영업시간 월,토,일 12:00 ~ 22:00|010-7565-1780|
스타벅스 경복궁사거리점|서울 종로구 율곡로 6 트윈트리타워 B동 101호|월~금 07:30 ~ 17:00|1522-3232|
카페수달|서울 종로구 율곡로 49-14 1층|매일 10:00 ~ 22:00|02-733-1043|
옥인23|서울 종로구 필운대로 57 1층|매일 09:00 ~ 23:30|010-8649-9291|
북촌전망대|서울 종로구 북촌로11다길 22-3 3층|매일 09:00 ~ 20:00|070-8819-2153|
루스카|서울 종로구 수표로28길 35|월~목 11:00 ~ 22:30|02-742-4121|
벌툰 대학로점|서울 종로구 대학로10길 26 5층|매일 11:00 ~ 22:00|02-742-4158|
카페진선|서울 종로구 삼청로 59 1층|영업시간 매일 12:00 ~ 22:00||
학림커피|서울 종로구 대학로9길 23|월~금 11:00 ~ 21:00||
네스트|서울 종로구 자하문로 21 5층|월~토 11:00 ~ 22:00|02-733-7555|
티파니|서울 종로구 대학로10길 20 3층|영업시간 월~금 12:00 ~ 23:00|02-745-5353|
종로살롱|서울 종로구 자하문로2길 20|월,수,목,금,토,일 10:00 ~ 19:00||
더쌍화|서울 종로구 종로 252-18 1층|매일 10:00 ~ 21:30|070-5101-7755|
할리스 청계천점|서울 종로구 청계천로 81|월~금 08:00 ~ 23:00|02-735-5462|
테라로사 국립현대미술관서울점|서울 종로구 삼청로 30 1층|||
통의동단팥|서울 종로구 자하문로 20-1|영업시간 월~토 12:00 ~ 21:00|02-722-0044|
아트포라이프|서울 종로구 백석동길 97|영업시간 매일 11:30 ~ 24:00|02-3217-9364|
다리치카페|서울 종로구 돈화문로5가길 22 지하1층, 1~2층|월~토 09:00 ~ 23:00|02-747-8667|
소꿉놀이|서울 종로구 자하문로6길 14 지하 1층|매일 11:00 ~ 20:00|02-6925-5916|
조쉬윌로우커피|서울 종로구 종로 185 2층|월~금 07:00 ~ 23:00|02-764-4085|
파이키|서울 종로구 서순라길 81 파이키|월,화,수,목,일 10:00 ~ 20:00|010-7503-0282|
얼스어스 서촌점|서울 종로구 자하문로28가길 1|영업시간 매일 12:00 ~ 21:00||
투썸플레이스 동묘앞역점|서울 종로구 종로 335 원풍빌딩 1층|월~금 07:30 ~ 23:00|02-741-8511|
할리스 센터포인트점|서울 종로구 새문안로5길 31 1층|월~금 07:00 ~ 24:00|02-6031-6213|
로벨리아듀카페&와인|서울 종로구 동숭3길 6-2|월요일|02-3674-5252|
설빙 대학로점|서울 종로구 대학로12길 21 1,2층|영업시간 매일 11:30 ~ 23:50|070-7721-5047|
보드게임101|서울 종로구 새문안로3길 23 경희궁의아침4단지 지하상가 107호|매일 00:00 ~ 24:00|070-8627-1688|
커피빈 인사점|서울 종로구 인사동4길 18 오라카이스위츠 1층|월~목 07:00 ~ 23:00|02-6262-8100|
티퍼런스 서울|서울 종로구 돈화문로 61|매일 11:00 ~ 22:00|02-745-1501|
교호커피|서울 종로구 종로 217 1,2층|월~금 08:00 ~ 22:00||
디언타이틀드카페|서울 종로구 경희궁3길 3-5 1,4층|매일 11:00 ~ 21:00|02-722-4603|
스타벅스 종로관철점|서울 종로구 종로12길 21 2층|월~목 08:00 ~ 22:00|1522-3232|
플랫|서울 종로구 자하문로 14-1 1~3층|매일 10:30 ~ 21:30|02-733-4633|
커피빈 안국역점|서울 종로구 율곡로 47 1, 2층|월~금 07:30 ~ 23:00|02-722-3356|
소소하게 삼청|서울 종로구 율곡로1길 40-59 1층|월요일|02-733-5554|
오가다 대학로본사점|서울 종로구 대학로12길 15 1층|매일 09:00 ~ 22:00|070-4483-4619|
전통찻집지대방|서울 종로구 인사동길 33 2층|매일 10:00 ~ 24:00|02-738-5379|
카페레이서|서울 종로구 북촌로 53|매일 11:00 ~ 23:00|02-763-0015|
틈|서울 종로구 수표로28길 17-19|영업시간 월,수,목,일 13:00 ~ 23:00|02-763-7263|
이채카페|서울 종로구 북촌로 20-21|매일 11:00 ~ 20:00|070-4259-0033|
카페홍시궁 창덕궁점|서울 종로구 창덕궁길 35 2층|월~토 10:00 ~ 20:00|02-6449-6674|
모브|서울 종로구 사직로8길 7|월요일||
이디야커피 종로3가점|서울 종로구 종로 126|월~금 08:00 ~ 23:10|02-2265-3690|
담|서울 종로구 효자로 19 1층|영업시간 월~금 12:00 ~ 21:00||
삼청빙수|서울 종로구 삼청로 84-1|영업시간 매일 13:00 ~ 18:00|02-720-8233|
보드스토리|서울 종로구 종로12길 16 대성빌딩 4층|영업시간 매일 13:00 ~ 23:30|02-732-5400|
무던|서울 종로구 성균관로4길 3 1,2층|월,일요일|010-3883-1036|
커피앳웍스 이마빌딩 광화문점|서울 종로구 종로1길 42|월~금 07:00 ~ 21:00|02-725-7766|
스타벅스 경희궁로점|서울 종로구 새문안로3길 15|월~금 07:00 ~ 21:00|1522-3232|
앤팩토리카페|서울 종로구 진흥로 469-6 1층 b호|월요일|02-395-3379|
이엔갤러리|서울 종로구 평창길 224 지하1층||02-395-1133|
스타벅스 동숭로아트점|서울 종로구 동숭길 110|월~금 08:00 ~ 21:00|1522-3232|
몽유도원도이창|서울 종로구 창의문로11길 10|매일 11:00 ~ 22:00||
엔티커피|서울 종로구 율곡로 272|월~토 08:00 ~ 23:00|02-747-3612|
쁘띠몽드 경희궁자이점|서울 종로구 송월길 147|월요일|02-732-6600|
토오베|서울 종로구 인사동길 62-4 3층|월요일||
카페꼼마 삼일빌딩점|서울 종로구 청계천로 85 지하1층|월~금 07:30 ~ 21:30||
달|서울 종로구 삼청로 94-1|월~금 10:00 ~ 22:00|02-735-7355|
투썸플레이스 서린동청계광장점|서울 종로구 청계천로 17 지하1층, 1~3층|월~금 07:00 ~ 22:00|02-735-1927|
프롬하츠커피 대학로점|서울 종로구 대학로 127 1층|월~토 10:00 ~ 23:00|02-762-3581|
