맛집명|주소|영업시간|전화번호|대표사진주소
씨푸드박스 천호본점|서울 강동구 구천면로 149 1층|월~금 18:00 ~ 01:00|02-478-4474|
강동해물찜해천탕|서울 강동구 양재대로 1416 1,2층|영업시간 매일 11:00 ~ 22:00|02-483-7345|
스타시티서울|서울 강동구 구천면로 140|매일 16:00 ~ 03:00|02-488-2042|
산수고원|서울 강동구 동남로 588|영업시간 매일 11:30 ~ 21:00|02-478-3490|
안녕식당|서울 강동구 천호대로159길 53|영업시간 매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00|02-473-0543|
길동우동 길동본점|서울 강동구 천호대로 1135 1층|매일 00:00 ~ 24:00|02-471-3455|
지리산왕재봉흑돼지|서울 강동구 상암로 26 1층|영업시간 매일 11:00 ~ 22:00|02-3426-5120|
족발선생|서울 강동구 올림픽로70길 51-6 1~3층|영업시간 월~목 12:00 ~ 23:00|02-472-1333|
연풍 민락 천호점|서울 강동구 천호대로157길 18 원방빌딩 2층 201호|매일 16:00 ~ 02:00|02-473-9688|
육대쌈 암사점|서울 강동구 고덕로 104|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-427-6363|
고모네원조콩탕북어탕|서울 강동구 풍성로57길 13|월요일|02-485-4675|
푸지미곱창|서울 강동구 천호옛14길 23|영업시간 매일 16:00 ~ 22:30||
예가족발|서울 강동구 양재대로 1424|매일 12:00 ~ 24:00|02-472-7757|
양도령숯불민물장어 본점|서울 강동구 양재대로 1521|영업시간 매일 11:00 ~ 23:00|02-489-0010|
청해진|서울 강동구 강동대로 187|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-473-8102|
인정원월남쌈 본점|서울 강동구 천호대로 1158 1층|영업시간 매일 11:30 ~ 22:00|02-476-7077|
하다식당|서울 강동구 풍성로 105 1층|영업시간 월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|02-474-3555|
서초면옥 천호본점|서울 강동구 올림픽로 728 1층|영업시간 매일 10:30 ~ 21:00|02-489-1423|
멘야세븐|서울 강동구 양재대로112길 45|영업시간 매일 11:30 ~ 20:00 · 브레이크타임 매일 14:00 ~ 17:00|070-4300-7771|
몽땅족발|서울 강동구 구천면로24길 20-16|매일 11:30 ~ 00:30|02-485-7669|
소담촌 강동역점|서울 강동구 천호대로 1092 에스케이허브진 2층|영업시간 매일 11:00 ~ 21:30|02-488-3369|
아웃백스테이크하우스 천호점|서울 강동구 올림픽로 660 천호엘크루주상복합 지하 1층|영업시간 월,화,수,목,일 11:30 ~ 22:00|02-471-1791|
강동호치민|서울 강동구 천호대로 1089 강동헤르셔 B47호|영업시간 매일 11:30 ~ 22:00|02-474-0780|
숯불돼지갈비마포집|서울 강동구 상암로 200 1층|영업시간 월~토 10:30 ~ 22:30|02-3427-4816|
으뜸회|서울 강동구 양재대로122가길 39 1층|월~토 11:30 ~ 23:30|02-6397-8113|
고추장구이|서울 강동구 상암로 86|월~금 11:00 ~ 24:00|02-473-9291|
마드레|서울 강동구 동남로 710|매일 11:00 ~ 24:00|02-486-0852|
송월냉면|서울 강동구 구천면로29길 26|영업시간 매일 09:00 ~ 21:00|02-484-1910|
골드참치|서울 강동구 양재대로 1500|매일 11:00 ~ 00:30|02-478-3337|
평상시 암사점|서울 강동구 고덕로20길 26 1층 101호|월,화,수요일||
채스우드커피|서울 강동구 성안로 42 1층|영업시간 매일 10:00 ~ 22:00|02-470-4562|
샘밭막국수 올림픽공원점|서울 강동구 강동대로 241|영업시간 매일 11:30 ~ 21:30|02-477-1702|
함경면옥|서울 강동구 강동대로 215 삼안빌딩 1층|영업시간 매일 10:00 ~ 22:00|02-473-5406|
진미한우곱창|서울 강동구 천중로40길 50 101호|영업시간 월~토 17:00 ~ 23:00|02-488-7734|
풍촌코다리네 본점|서울 강동구 올림픽로 763 1층|영업시간 매일 11:00 ~ 22:00|02-442-9279|
황도바지락칼국수|서울 강동구 천호대로 1256|영업시간 매일 10:00 ~ 21:30|02-484-6554|
왕대포포차|서울 강동구 구천면로 140 9층|||
한국식왕돈까스1980 천호본점|서울 강동구 올림픽로 737|영업시간 매일 11:00 ~ 21:00|02-472-6363|
천호동엄마손만두|서울 강동구 올림픽로 683 명화빌딩 1층 101호|영업시간 월~토 11:30 ~ 19:00|02-471-4436|
셀프하우스|서울 강동구 올림픽로 572 코오롱2차아파트상가 107호|영업시간 월~토 10:00 ~ 21:00|02-476-7063|
화진포막국수 강동구청점|서울 강동구 성내로10길 12|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:30 ~ 16:30|02-478-1539|
해중천반점 천호동점|서울 강동구 천호옛길 84|매일 12:00 ~ 03:00|02-477-3878|
주문진|서울 강동구 성안로3길 27 1층|영업시간 월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:00|02-470-6400|
세꼬시|서울 강동구 양재대로 1427|영업시간 매일 12:00 ~ 22:00|02-473-8664|
명일원조닭발|서울 강동구 상암로47길 86|매일 12:00 ~ 00:30|02-429-8548|
성내동커피집 온온|서울 강동구 성내로18길 34 1층 103호|영업시간 월~금 08:30 ~ 18:30||
분더버거|서울 강동구 천호대로168가길 57 102호|월요일|070-8153-8271|
등갈비달인 천호본점|서울 강동구 천호대로158길 25 1층 등갈비달인|월~금 16:00 ~ 01:00|02-6203-4638|
소문난사골칼국수|서울 강동구 천호대로 1121 일성오피스텔 1층|영업시간 매일 11:00 ~ 21:30|02-486-6360|
100년의꿈제주해물탕 벧엘본점|서울 강동구 천호대로 1226 1~2층|월요일|02-488-0956|
짬뽕지존 길동점|서울 강동구 양재대로 1450 1층|월,목,금,토,일 00:00 ~ 24:00|02-476-2234|
스시마에|서울 강동구 성내로 40 1층|영업시간 월~토 12:00 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:20|02-484-9914|
테라로사 길동점|서울 강동구 천호대로 1221 길동채움 2층|영업시간 매일 09:00 ~ 21:00||
참사랑해 본점|서울 강동구 양재대로 1500 1층 109호|매일 12:00 ~ 01:00|02-473-1337|
푸른청목장|서울 강동구 진황도로 65|영업시간 월,화,수,목,금,일 11:00 ~ 23:00|02-471-9277|
얌얌카츠|서울 강동구 천호옛14길 22 1층|영업시간 월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00||
황실짜장 광진교4호점|서울 강동구 올림픽로 688 1층|매일 00:00 ~ 24:00||
천호누룽지통닭구이 성내점|서울 강동구 천호옛14길 35|매일 17:30 ~ 24:00|02-474-9279|
앙상블|서울 강동구 양재대로147길 5 2층|영업시간 매일 12:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 18:00|02-441-9451|
맥도날드 서울둔촌DT점|서울 강동구 양재대로 1382|매일 00:00 ~ 24:00|070-7209-0555|
블랑제리11-17|서울 강동구 올림픽로 624 1층||02-6439-6718|
분홍다이닝|서울 강동구 천호대로157길 18 원방빌딩 3층|영업시간 매일 11:30 ~ 22:00|02-473-9388|
고급아바이순대|서울 강동구 진황도로 127|영업시간 월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:30|02-484-4317|
참나무본가 천호직영점|서울 강동구 올림픽로 697 호진빌딩 1층|영업시간 매일 11:00 ~ 23:00|02-477-6785|
보성갈비 본점|서울 강동구 양재대로89가길 14 1층|매일 11:30 ~ 23:30|02-486-3393|
풀팬|서울 강동구 올림픽로 660|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 16:30|02-489-1919|
사시미 천호점|서울 강동구 천호대로155길 22 1~4층|매일 15:00 ~ 01:30|02-474-0840|
다람|서울 강동구 양재대로85길 29|영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-475-6047|
피콜로|서울 강동구 천호대로168가길 51 1층||02-6081-5952|
산장가든|서울 강동구 동남로49길 26|영업시간 매일 11:00 ~ 22:00|02-485-3388|
주양두리돈까스 암사직영점|서울 강동구 고덕로 89 2층|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|02-487-8558|
스타벅스 천호로데오점|서울 강동구 천호대로 1037|영업시간 매일 08:00 ~ 21:00|1522-3232|
드딜라이트|서울 강동구 올림픽로 834 한강시티라이프 1층 101호|영업시간 매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30|02-424-6109|
디자인카페허브|서울 강동구 천호대로200길 15-16|영업시간 월~토 10:00 ~ 22:00|02-417-0437|
브리에|서울 강동구 강동대로51길 50 1층|월,화요일|0507-1336-7304|
쿠우쿠우 천호점|서울 강동구 천호대로157길 18 원방빌딩 2층|영업시간 매일 11:00 ~ 22:00|02-477-6274|
작은깡통|서울 강동구 양재대로124길 47|매일 15:00 ~ 24:00|02-413-1661|
평양만두집|서울 강동구 성내로 14|영업시간 월~토 11:30 ~ 22:00|02-488-2149|
펠어커피 강동점|서울 강동구 천호옛14길 23-12 1층|영업시간 월~금 10:00 ~ 22:00|070-7702-6096|
신사소곱창 천호점|서울 강동구 천호대로155길 24|월,화,수,목,일 16:00 ~ 01:00|02-477-1125|
쭈꾸쭈꾸쭈꾸미 본점|서울 강동구 천호옛길 98|매일 11:30 ~ 01:00|02-484-1472|
서울감자탕|서울 강동구 천호대로 1116|매일 00:00 ~ 24:00|02-484-8337|
시오미스시|서울 강동구 천호대로 1089 지층18호|영업시간 월 11:30 ~ 23:00|02-470-7879|
양촌리 길동점|서울 강동구 천호대로 1108 13호|매일 00:00 ~ 24:00|02-485-9292|
군산식당|서울 강동구 진황도로 32|영업시간 월~토 12:00 ~ 22:00|02-477-8381|
파트원나이스|서울 강동구 올림픽로89길 29|월요일||
육돈식당|서울 강동구 양재대로 1459 대진빌딩 1층|월~금 16:30 ~ 24:00||
빠네렌토|서울 강동구 동남로 881 서희스타힐스 1층|영업시간 매일 08:00 ~ 22:30|02-3427-1686|
스시혼|서울 강동구 구천면로 424 명일메가타운 1층 116호|월요일|02-441-7232|
선남Sea|서울 강동구 상암로 26 선사타워빌딩 1층|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-427-8195|
백제추어탕|서울 강동구 양재대로 1406|영업시간 매일 10:00 ~ 22:00|02-488-6788|
옆|서울 강동구 성안로 22|월요일||
신소녀의낙지세상|서울 강동구 천호대로 1036|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|02-478-3003|
별미손칼국수전문|서울 강동구 양재대로141길 7|영업시간 매일 10:00 ~ 21:00|02-3426-9601|
램스토랑|서울 강동구 천호옛14길 22|매일 16:00 ~ 01:00|02-471-9888|
송하정스시|서울 강동구 상일로 39-8 1층|영업시간 월~토 11:30 ~ 21:00|010-7104-9482|
카페제이|서울 강동구 동남로82길 19 1층|영업시간 월~토 11:00 ~ 21:00|070-8270-9370|
토속한방삼계탕|서울 강동구 천호대로 1152 105동 101호|영업시간 매일 10:00 ~ 22:00|02-488-5033|
동구밖장작구이|서울 강동구 풍성로 309|영업시간 매일 11:00 ~ 22:00|02-484-5292|
함흥본가면옥 길동사거리점|서울 강동구 양재대로 1428|영업시간 매일 11:00 ~ 22:00|02-483-8808|
황푸차이나|서울 강동구 양재대로 1590 1층|영업시간 매일 11:30 ~ 22:00|02-442-1211|
암사민물장어 암사본점|서울 강동구 고덕로 33|영업시간 매일 11:30 ~ 22:00|02-3426-2253|
형제기사식당|서울 강동구 성안로 186 1층|매일 00:00 ~ 24:00|02-472-8015|
종로곱창|서울 강동구 올림픽로62길 40 1층|월,수,목,금,토,일 12:00 ~ 01:00|02-477-2036|
카페메종드한|서울 강동구 성안로 27 103호|영업시간 월~금 10:00 ~ 22:00|02-482-2005|
시찌린|서울 강동구 동남로 877|영업시간 매일 11:30 ~ 22:00|02-3427-8592|
주양명가돈까스 명일본점|서울 강동구 동남로73길 26|영업시간 월,수,목,금,토,일 11:00 ~ 21:00|02-441-2101|
국민떡볶이|서울 강동구 양재대로83길 14|월요일|010-9711-6693|
카페노란코끼리 천호점|서울 강동구 구천면로24길 20-25|영업시간 월~금 08:00 ~ 22:00||
스타벅스 강동구청DT점|서울 강동구 성내로 32|영업시간 월~토 07:00 ~ 22:00|1522-3232|
대박집 천호점|서울 강동구 구천면로 283|매일 00:00 ~ 24:00|02-485-0203|
스시현|서울 강동구 천호대로158길 19 1층|매일 17:00 ~ 01:00|02-475-4638|
율베이커리|서울 강동구 양재대로103길 43 1층|영업시간 월~금 11:00 ~ 20:00|010-8440-1867|
하에레츠|서울 강동구 암사길 27|영업시간 월~금 09:00 ~ 23:00|02-481-8341|
솜솜베이커리|서울 강동구 암사1가길 37 1층|월,화,수요일||
화포식당 고덕점|서울 강동구 동남로73길 26 1층14호||02-441-2677|
맥도날드 굽은다리역DT점|서울 강동구 양재대로 1587|매일 07:00 ~ 02:00|070-7209-0553|
농부의꿈|서울 강동구 상일로 33 동성빌딩 3층|영업시간 매일 11:30 ~ 22:00|02-481-0365|
삼끼막창 천호본점|서울 강동구 올림픽로77길 10|매일 15:00 ~ 24:00|02-470-2572|
충무굴보쌈족발|서울 강동구 양재대로111길 7|월~토 11:00 ~ 06:00|02-484-5556|
최냉면|서울 강동구 천호옛8길 34|월요일|02-484-0441|
푸주옥|서울 강동구 강동대로 209|매일 00:00 ~ 24:00|02-474-6987|
스시야미 천호본점|서울 강동구 진황도로 4-9 1, 2층|영업시간 매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-478-3034|
8번가|서울 강동구 천호대로157길 18 원방빌딩 3층|매일 17:00 ~ 03:00|02-473-9488|
국보성|서울 강동구 명일로13길 15 탑스빌딩 1층|월~토 11:30 ~ 24:00|02-477-4866|
스타벅스 강동암사DT|서울 강동구 고덕로 43|영업시간 매일 07:00 ~ 22:00|1522-3232|
영화정해장국|서울 강동구 진황도로43길 9 1층||02-476-1968|
오륜정|서울 강동구 성내로6길 32|영업시간 매일 11:00 ~ 22:00|02-482-3698|
보타이|서울 강동구 풍성로 90|영업시간 월,수,목,금,토,일 11:30 ~ 21:00|02-474-3520|
상무초밥 길동점|서울 강동구 천호대로 1139 강동그린타워 1층|영업시간 매일 11:00 ~ 22:20|02-487-3339|
초밥의신 부타 천호점|서울 강동구 천호대로155길 11 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-470-9788|
봉메밀|서울 강동구 천호대로203길 10|영업시간 매일 10:30 ~ 22:00|02-471-7797|
라라브레드 길동점|서울 강동구 양재대로116길 13 1,2층|영업시간 월~금 10:00 ~ 22:00|1800-7605|
신가네해물닭갈비|서울 강동구 구천면로24길 26 1,2층|영업시간 매일 11:00 ~ 23:00|02-475-7768|
착한낙지 서울둔촌점|서울 강동구 동남로 592|영업시간 매일 11:00 ~ 22:00|02-484-0071|
피에로커피|서울 강동구 성내로14길 27|영업시간 월~금 08:00 ~ 22:00|02-471-5618|
완도세꼬시|서울 강동구 양재대로113길 7||02-488-9481|
구삼부대찌개|서울 강동구 강동대로53길 12 1층|영업시간 매일 11:00 ~ 21:30|02-472-7729|
대성원|서울 강동구 천중로15길 37|영업시간 매일 11:30 ~ 20:00|02-484-8005|
용문객잔|서울 강동구 구천면로41길 14|월~토 17:00 ~ 02:00||
돈사돈 강동직영점|서울 강동구 올림픽로 675|매일 16:00 ~ 24:00|02-478-8989|
고집 천호점|서울 강동구 천호대로 1027|매일 17:00 ~ 02:00|070-4415-9200|
마곡닭한마리 강동직영점|서울 강동구 성내로5길 29 1층|영업시간 매일 11:00 ~ 22:30|02-6084-5111|
오징어나라 천호점|서울 강동구 천호대로159길 22|매일 15:00 ~ 01:00|02-486-9588|
산수고원|서울 강동구 상암로 202|영업시간 매일 11:30 ~ 22:00|02-428-3490|
스시진 천호점|서울 강동구 천호대로 997 1층 1~2호|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:00|02-476-9566|
엘리펀트커피|서울 강동구 양재대로 1548|영업시간 매일 10:00 ~ 23:00||
옛날불고기|서울 강동구 상암로12길 4|영업시간 매일 11:00 ~ 22:00|02-477-9235|
인생횟집|서울 강동구 올림픽로92길 11 1층|월요일|02-478-1802|
카쿠|서울 강동구 성안로 45|영업시간 월~목 11:00 ~ 21:00 · 브레이크타임 월~목 15:00 ~ 18:00||
천하뼈다귀감자탕|서울 강동구 성안로 13|월요일|02-475-5588|
당산오돌 길동점|서울 강동구 진황도로 93|매일 16:00 ~ 01:00|02-486-8202|
옛날소머리국밥집|서울 강동구 동남로82길 69 1층|영업시간 매일 10:00 ~ 21:30|02-427-6602|
더맛있는족발보쌈 명일점|서울 강동구 양재대로143길 7 1층|매일 13:00 ~ 01:00|02-442-6399|
등나무집|서울 강동구 가래여울길 20-3|월요일|02-429-1668|
전주감자탕|서울 강동구 상암로 191|매일 00:00 ~ 24:00|02-442-7714|
벌스커피|서울 강동구 성내로5길 34 1층|영업시간 월~금 08:00 ~ 22:00|02-6084-3317|
우드멜로우|서울 강동구 아리수로 243|영업시간 매일 09:30 ~ 22:00||
한국식윤화돈까스 본점|서울 강동구 천호대로 1194|영업시간 매일 11:00 ~ 21:30|02-489-5717|
행복해|서울 강동구 상암로49길 12|매일 16:00 ~ 01:00|02-6408-3825|
맛나감자탕 명일점|서울 강동구 양재대로 1591 2층|영업시간 매일 11:00 ~ 22:30|02-470-3888|
카페씨모|서울 강동구 고덕로38길 69|영업시간 매일 11:00 ~ 23:00|010-4241-9957|
원조성내볼데기집|서울 강동구 양재대로81길 20|영업시간 매일 08:00 ~ 22:00|02-473-5005|
강소식당|서울 강동구 올림픽로48길 28 1층 102호|영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 17:00|02-540-1225|
생어거스틴 성내점|서울 강동구 강동대로 143-64 태창빌딩 1층|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00|02-477-1555|
모이세 소문난토종순대국|서울 강동구 천호대로187길 23|영업시간 월~금 10:00 ~ 21:30|02-487-1889|
상일뚝방집|서울 강동구 천호대로221길 37|영업시간 월~토 16:30 ~ 23:00|02-429-3001|
엘리펀트커피 둔촌점|서울 강동구 천호대로 1192|영업시간 매일 10:00 ~ 22:00|02-488-2039|
탄다타|서울 강동구 양재대로89길 16|매일 11:00 ~ 06:00|02-477-9585|
오징어참치|서울 강동구 구천면로 246 1층||02-473-0632|
스타벅스 천호역점|서울 강동구 천호대로 1012 태승빌딩 1층|영업시간 월~금 07:00 ~ 20:00|1522-3232|
구룡포항|서울 강동구 양재대로89가길 30|월~토 11:00 ~ 24:00|02-487-8835|
진이네떡볶이|서울 강동구 동남로71길 23 한양아파트상가 1층||02-481-2585|
할머니추어탕|서울 강동구 구천면로 516|영업시간 매일 10:30 ~ 21:00|02-481-1022|
모범떡볶이 길동점|서울 강동구 진황도로 85 강동QV2차 101호, 103호|월요일|02-476-0422|
라라포분짜쌀국수|서울 강동구 성안로 170 1층|영업시간 매일 10:00 ~ 22:00|02-2296-4257|
맥도날드 상일동점|서울 강동구 상일로6길 39|영업시간 매일 07:00 ~ 22:00|070-7209-0611|
배나무집|서울 강동구 동남로 585|영업시간 매일 11:00 ~ 21:30|02-489-3300|
바로한국수|서울 강동구 동남로 638|영업시간 매일 11:00 ~ 21:00||
다리미삼겹살 서울천호점|서울 강동구 천호대로155길 13 1층|매일 15:00 ~ 00:20|02-6409-7771|
통로|서울 강동구 강동대로55길 25|영업시간 월,화,목,금,토,일 12:00 ~ 22:00 · 브레이크타임 월,화,목,금,토,일 15:00 ~ 17:00|02-474-4427|
라그릴리아 천호점|서울 강동구 천호대로 1005 1층|영업시간 매일 10:30 ~ 22:00|02-2225-8873|
카페공공장소|서울 강동구 암사길 7-1 암사동빌딩 1층 101호|월요일|0507-1314-6627|
전설의짬뽕 길동점|서울 강동구 양재대로 1448 2층|영업시간 매일 11:00 ~ 22:00|02-471-8811|
2.5짜장|서울 강동구 천호대로162길 34|영업시간 매일 11:00 ~ 21:00||
개성김치손만두|서울 강동구 동남로85길 70|영업시간 월~토 10:00 ~ 19:00|02-428-3871|
초롱이고모부대찌개|서울 강동구 상암로11길 4 1층|영업시간 월,토,일 11:00 ~ 21:30 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 16:00|02-442-3546|
우리동네막국수국밥|서울 강동구 상암로4길 9|월요일|02-428-0401|
태양수산|서울 강동구 상암로 42 암사오피스텔 111,112호|월요일|02-429-5221|
별곱창이야기 길동점|서울 강동구 진황도로 99|매일 17:00 ~ 03:00|02-472-0903|
철원족발 철원집|서울 강동구 올림픽로 697|매일 11:00 ~ 00:30|02-482-1723|
만찬|서울 강동구 동남로 640|영업시간 매일 10:00 ~ 22:00|02-477-3398|
버거킹 길동사거리점|서울 강동구 양재대로 1440 남서울빌딩 1층|매일 00:00 ~ 24:00|02-471-0332|
한주|서울 강동구 진황도로 87 1층|월~토 17:00 ~ 02:00||
느티나무집|서울 강동구 가래여울길 20-2|영업시간 매일 11:00 ~ 21:00|02-429-2036|
근초밥|서울 강동구 올림픽로 538 1층|영업시간 월~토 11:30 ~ 22:30 · 브레이크타임 월~토 15:30 ~ 17:00|02-470-8148|
림 2호점|서울 강동구 상암로 198 1층|영업시간 매일 11:00 ~ 22:00|02-3013-1002|
카페티에드|서울 강동구 천호대로157길 52 2,3층|매일 11:30 ~ 24:00|02-475-0011|
진정한족발 본점|서울 강동구 천호옛14길 10|매일 15:00 ~ 01:00|02-474-5838|
청조다도해수산|서울 강동구 양재대로87길 15 1층|영업시간 매일 11:00 ~ 23:00|02-488-4232|
고향집손칼국수|서울 강동구 동남로73길 23|||
박대박조개찜 천호점|서울 강동구 천호대로159길 37|매일 16:00 ~ 02:00|02-486-1155|
쌍둥이네포차|서울 강동구 상암로 102|월~토 14:30 ~ 02:00|02-472-1724|
장수산풍천민물장어|서울 강동구 천호대로 1038||02-470-8292|
황실짜장|서울 강동구 상암로 29 1층 103호|매일 00:00 ~ 24:00|02-426-0567|
제주도아줌마네집|서울 강동구 풍성로56길 39 둔촌역시장 9호|매일 12:00 ~ 02:00||
버거킹 명일DT점|서울 강동구 고덕로 168|영업시간 매일 10:00 ~ 23:00|02-426-0332|
솔리|서울 강동구 진황도로 4-5 1~3층|매일 13:00 ~ 24:00||
깨돌이김밥|서울 강동구 천호대로157길 54|매일 00:00 ~ 24:00|02-477-8832|
동신상회|서울 강동구 명일로13길 12 1층|매일 16:00 ~ 24:00|02-6402-2676|
돌판위에곱창|서울 강동구 구천면로41길 14 1층|매일 16:00 ~ 24:00|010-9797-4320|
마포소금구이|서울 강동구 상암로 93|||
천장어|서울 강동구 아리수로 65|영업시간 매일 10:00 ~ 22:00|02-442-9289|
스타벅스 둔촌동점|서울 강동구 양재대로 1303 평원빌딩 1층|영업시간 월~금 07:00 ~ 21:00|1522-3232|
독도쭈꾸미 본점|서울 강동구 천호대로158길 10|매일 02:00 ~ 02:00|02-485-1314|
한촌설렁탕 강동점|서울 강동구 진황도로 110|매일 00:00 ~ 24:00 · 브레이크타임 매일 14:00 ~ 17:00|02-470-8800|
으뜸횟집|서울 강동구 양재대로122가길 39|월~토 11:30 ~ 23:30|02-6397-8113|
키친사계|서울 강동구 양재대로85길 69 블루노션 1층 102호|영업시간 월~금 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30|02-472-2232|
만나하우스|서울 강동구 양재대로 1553 선진빌딩 지하1층||02-472-3300|
단골숯불갈비|서울 강동구 진황도로47길 61|영업시간 매일 11:00 ~ 22:30|02-485-2010|
